"pattern"	"mle.est"	"mle.post"	"map.est"	"map.post"	"post.attr1"	"post.attr2"	"post.attr3"	"post.attr4"	"post.attr5"	"post.attr6"	"post.attr7"	"post.attr8"	"post.attr9"	"post.attr10"	"post.attr11"	"post.attr12"
"00011011001010100"	"101011100110"	0.0202616126142851	"110011100111"	0.0348661200572418	0.862900912691482	0.318028267706923	0.474694961523238	0.0114403956372721	0.437085306893419	0.497345031035842	0.380726015918508	0.252156513123661	0.291403758446765	0.880419898726156	0.882668971082419	0.516348703105026
"11011111111111111"	"111111111111"	0.597517180926455	"111111111111"	0.827689603698681	0.999999696436785	0.999986631448557	0.999960708265892	0.998771512760594	0.999953260776684	0.99999860696354	0.999572583794281	0.89667209806461	0.930174135776325	0.997414443090799	0.999519828267355	0.992898078092312
"10111111100011001"	"110011100111"	0.196329680782614	"110011100111"	0.817302293890861	0.998695730208184	0.993578367495086	0.0544553754839229	0.00518407478776254	0.98161617474661	0.945376683439376	0.965994486311645	0.0294130294306697	0.045694559867396	0.945585101183462	0.994271375823367	0.948989820587468
"01101000000101100"	"110111001010"	0.00672767288431909	"110110110011"	0.0339496678968905	0.537169448786721	0.681341642920533	0.361303897851982	0.712945542838425	0.686134202570978	0.200352450231807	0.483244260974746	0.400027961787274	0.459397455459091	0.361861303298418	0.490690564906812	0.556574964167264
"00001101011001110"	"110001110000"	0.00669332970642113	"111011110100"	0.0569299158148238	0.732126249344557	0.844647154676296	0.612844666057344	0.0289993118708902	0.510892198255656	0.722811689484483	0.746180012269676	0.712164304088903	0.161265580565288	0.529499226666358	0.321031835961458	0.493315778757111
"00111000001001011"	"110010011100"	0.00825470331705134	"110010110101"	0.0148554218594688	0.80466789472751	0.827660613361704	0.163630680378532	0.0172225479918905	0.841674961209712	0.0719585039498229	0.446881013307852	0.464200243063703	0.466083048878709	0.390723685120343	0.328353130085485	0.472804600919204
"00001011000100000"	"001001101111"	0.00488322277862766	"110001101101"	0.0174938891826051	0.446180981631593	0.509409594006894	0.492662474935787	0.00377814838255869	0.38583693008855	0.897629567437145	0.673639232486977	0.051302705428595	0.789689519319713	0.422032504104101	0.428131934549814	0.501264996218565
"00000110001010100"	"100001000110"	0.0207279194190876	"101001000111"	0.0251778455489129	0.863713705089181	0.100831592289095	0.496512000470258	0.0122919454495081	0.484817307624557	0.318006768105211	0.342548078066325	0.341510891196094	0.346958152684261	0.893808844849078	0.895680828676741	0.500069283436702
"01001001000000101"	"011100100111"	0.00145244055608572	"010101000110"	0.00336733737293839	0.199989050919129	0.446140192122585	0.495541281843234	0.855945058182071	0.503556891313397	0.258624429499291	0.417493345634174	0.370823628294308	0.376291952374018	0.462609465404824	0.465698998560844	0.499720727032364
"01000101000100101"	"001101101010"	0.00316275073209235	"000101000011"	0.00315140864132018	0.206759675304765	0.445134596317522	0.504526187341574	0.811076933441537	0.491514611836339	0.318723749440973	0.429974284411661	0.340780181577581	0.437795571332715	0.460905446994101	0.465679577601762	0.499509098621439
"01001111011010010"	"101101110111"	0.0290379684882114	"100111110110"	0.081077676413002	0.973228737290851	0.278027160525749	0.487783622388667	0.98643013089723	0.441204304552921	0.95565872874264	0.951104411461223	0.950111042998711	0.0496984184720192	0.970782191902876	0.960240767926329	0.477221055918673
"01111111001011111"	"111111100110"	0.282782574480239	"111111100110"	0.753827254386892	0.999974628652243	0.999869648667007	0.999123480554338	0.979190367490686	0.999741886763459	0.997446990757259	0.98919870605946	0.00219993068778338	0.0363491994563023	0.997736899867814	0.833756136098731	0.117367143777376
"01000010000100111"	"011111001100"	0.020367071215903	"011111001110"	0.0782160390498878	0.0561673663794458	0.626866590474745	0.650666828363212	0.888091253424253	0.650227371650465	0.84908671517106	0.0828131355309004	0.075515507121984	0.459207705263456	0.639084524783309	0.490969247746076	0.500007363145389
"00111101011101111"	"111011111100"	0.103297367563347	"111011111100"	0.279177814645214	0.99908744097607	0.999569567333051	0.99736788572395	0.054746459863513	0.998222299483378	0.997616642170514	0.928767059399015	0.873379017110686	0.734292781498289	0.937288325710073	0.0271882165849519	0.489438683421286
"00100001000000100"	"001010001010"	0.00115310468981677	"110011100011"	0.00315253515335239	0.306400828132294	0.390610906558931	0.478404229295023	0.00521066209869137	0.51862892097657	0.128102693694581	0.496755685032245	0.435974629079207	0.444509294013533	0.449612503151737	0.450171794407089	0.499935147306523
"00010001000101100"	"101001101101"	0.00226963309386494	"111001101000"	0.0101820994148076	0.389465384641027	0.462008167711351	0.488054371321394	0.00413296479155768	0.441537922833543	0.466646234819457	0.594775686507635	0.266751860060646	0.652354085955509	0.434763798083169	0.436127457695777	0.499967546875411
"00001011001000010"	"011011100100"	0.0105772831726065	"011011100111"	0.0868077236639665	0.221951728697584	0.639216204787072	0.675032757504888	0.0108132195480235	0.669608623812892	0.767418493384788	0.681685373170444	0.116910729120728	0.176347863096157	0.646166705678943	0.467004716757694	0.50271425772351
"01000101101011111"	"111110111111"	0.0580270824352263	"111111100110"	0.340788033861205	0.991717527807047	0.859029937355726	0.911492725491719	0.978380159907393	0.923966662723187	0.835556005605849	0.915559328884576	0.0840776231004496	0.154968294537923	0.969297536933096	0.904167276982193	0.520539301191779
"00000111000000000"	"011011100011"	0.00440849637341786	"011011100101"	0.00432442135796055	0.28515676012569	0.368674640399662	0.493786302797022	0.00847868333721989	0.492307664469104	0.605701602704905	0.488169251094329	0.197239615860416	0.239076649061679	0.448744812134264	0.454260827950145	0.500697666424847
"00001101000011111"	"111011100110"	0.040834186854808	"111011100110"	0.658988128636964	0.985633085576679	0.908225735184249	0.914234281518104	0.00368645916950269	0.913865976421179	0.846048710623946	0.826521759923486	0.078287848051894	0.115671782272591	0.985964460489373	0.937372197730101	0.149356022931625
"00000001010010000"	"101001110110"	0.016045903165199	"100001010111"	0.0125482796876276	0.898244317756281	0.0632966486578111	0.498484543797314	0.00381323265857301	0.498072136363035	0.222574296142336	0.474747480538561	0.566443034412707	0.403472480123388	0.921521436869095	0.921173339803725	0.500995536141472
"00010100011001000"	"001001010000"	0.00183621997672858	"011011010110"	0.00170664725549463	0.321175082081267	0.401806224307518	0.481071126180453	0.0124511871603207	0.513777145208283	0.0968497772969892	0.454772448533395	0.474846005197457	0.454812162968976	0.450923619683932	0.446418495932553	0.498675789869367
"10011001000100100"	"010011101010"	0.00230342852538988	"111001101010"	0.00889226259064323	0.374902978735167	0.449176044456195	0.489303452332632	0.00408115103730203	0.448679563497235	0.457253728169574	0.587646138464033	0.271442505472702	0.64751724680303	0.43708216186149	0.43855597836776	0.499977932755755
"01111101001000111"	"111111100100"	0.0325819205865369	"111111100100"	0.425317972841946	0.99695294415043	0.994230159174037	0.991536460493237	0.992867632368743	0.995857896055853	0.866353518709475	0.925654353766207	0.0676807783837121	0.0687739612913076	0.910240872182867	0.0419456693036505	0.493544253652404
"11111101011001111"	"111111110100"	0.0823151404325994	"111111110101"	0.270795583681908	0.999771954713451	0.999721844668539	0.993743256871139	0.984927890676231	0.999042721511984	0.950613813062856	0.970732852438581	0.641208111245173	0.0771480221213667	0.942381884171198	0.0400391925003945	0.5049681467647
"00011110000011010"	"110001000110"	0.035272586988213	"111001000110"	0.130064239196931	0.953736657820577	0.712935938382724	0.479802662967829	0.00104667398510816	0.253367563303001	0.735942752664349	0.143026912393607	0.132415805660814	0.167238063170486	0.945423205199573	0.943942082159572	0.500088767255008
"01011011001101010"	"110101101101"	0.017100770536262	"110101101000"	0.0723253422079157	0.97080155020335	0.981751402702779	0.490005048730624	0.978365867501581	0.0744562792689064	0.988914675556899	0.973739413171005	0.00576519920946019	0.901123928554543	0.352239042660969	0.33223621511265	0.496765780898537
"01001001001001111"	"111111100101"	0.00417141603963769	"111111100100"	0.317644216605929	0.947981679302961	0.901499202747315	0.836256714406052	0.98155512267671	0.86583506032562	0.767356342884955	0.871633680831764	0.117175369735891	0.138212921196321	0.771150621506212	0.12788884442188	0.497911719578703
"00010100001100100"	"011001001011"	0.00169767469303199	"101011001011"	0.00172764478190925	0.28418847456056	0.359725562418493	0.494348778104989	0.0106687741986709	0.497139550679657	0.209569331964431	0.400542842015661	0.39522050637608	0.546678374293114	0.449655682222535	0.453829185125875	0.499851538765226
"00001001001011100"	"110000000111"	0.0108298341809479	"110011100111"	0.0347280076460977	0.92255981274716	0.401779468650305	0.443158014780102	0.011878982629803	0.440739439179702	0.262509566240202	0.447920208333242	0.368962261963949	0.400954932241925	0.909171437797959	0.909115853974127	0.521020605290374
"01111101110100011"	"110111111011"	0.021942196972113	"111111111101"	0.18614984257287	0.93107042101843	0.971579605449387	0.911634351369156	0.870413942381605	0.962588058021262	0.921544157354927	0.938180254391708	0.828430223020064	0.686128444391917	0.741381824477178	0.21652609474022	0.55007969700984
"00011101010011111"	"111011110110"	0.163598434111047	"111011110110"	0.411150302160293	0.998446521770945	0.990573106856395	0.990261581362439	0.00286707082206362	0.990012474226277	0.977816014288085	0.749173041333878	0.736599789646788	0.0510044381412812	0.98253706822638	0.923696235434361	0.173908917267177
"00001001001111101"	"110001101110"	0.021250562690317	"111001101110"	0.0850460641923306	0.960309874844392	0.773818488698298	0.499754904006758	0.0236797530108873	0.22828362015586	0.719515283544223	0.626990080000533	0.140495006937807	0.768164511833552	0.916925497200482	0.916213524588753	0.495175464342949
"00010011000100010"	"011011101100"	0.013461933311653	"011011101111"	0.0964947829842436	0.152194639925992	0.693301579486979	0.748322913344344	0.00215995085355778	0.738989250390454	0.937959373587375	0.76813532213757	0.0311343247483483	0.784705756692912	0.723440379517634	0.474897048171621	0.500109452084548
"00111011010100100"	"110011111010"	0.0106520424266973	"111011110010"	0.0325963885840179	0.647976508356446	0.690938028948763	0.530004503388693	0.00654650047517382	0.499049872804472	0.918954622365015	0.711367755445166	0.365308658848056	0.549225162926626	0.387200195625276	0.38966701389906	0.491916255387946
"01000000000000101"	"000110010011"	0.00164100820130112	"010101000001"	0.00362259839815282	0.15483007253751	0.419504200355276	0.493363734837101	0.860991203171704	0.494129317580349	0.227848386348873	0.386593100452708	0.386078555331876	0.38667395623905	0.467284744727572	0.474846187035023	0.500064232377021
"00111011110011011"	"110011110111"	0.370549172717979	"110011110111"	0.36602463194823	0.998528364301262	0.994593271801868	0.329240708114256	0.00285921128291032	0.98879048386875	0.984091594035407	0.9226475019194	0.636009048411253	0.0284778338017792	0.973540547444147	0.974656814266224	0.767498995057247
"11101111011001000"	"110111110101"	0.0446578189643008	"110111110010"	0.100804673490149	0.988437129800324	0.98935504680812	0.0778568876937121	0.98857337551385	0.870754097634681	0.98641119531726	0.85503468010749	0.752521280749139	0.0190355644123733	0.383111460003	0.246608437458529	0.432778993404491
"00101100101000001"	"110010101011"	0.0230742484501973	"110110111011"	0.0104879886144607	0.484128536813861	0.541036948552194	0.364199091811071	0.0543876939154375	0.633509334815654	0.0732744265189377	0.487235686375637	0.46340201736247	0.466063344606367	0.409109637460761	0.445077784179584	0.518348904434283
"01111101011111111"	"111111111110"	0.228371143130321	"111111111110"	0.697897371431753	0.999994600673712	0.999797504932673	0.998422323772918	0.990092972866893	0.999415864413348	0.998940594596481	0.948332038201628	0.888179842413879	0.910446224240011	0.99154687274058	0.942180142519507	0.150038235711617
"00101111010110111"	"111011111110"	0.191951043284245	"111011111110"	0.421273531974554	0.998017416911056	0.989940050385358	0.99106682296794	0.00876203350623989	0.991849900781212	0.998728245749579	0.913023889818582	0.735776219985282	0.690322011402406	0.993740963973262	0.907239438863743	0.105058264716834
"01010101011001101"	"111111110001"	0.0169464375114027	"111111110100"	0.0615619521270983	0.908258818046556	0.840275010988587	0.819977630770066	0.960454796088181	0.834497836167942	0.439150521631216	0.668185342289789	0.589354907370276	0.351908546381902	0.471419997766488	0.25742990093281	0.468198651252631
"00010100011010000"	"101001010111"	0.0113753779305309	"101011010111"	0.0135445978681648	0.897052937554813	0.0590531914519022	0.499334614661367	0.0136560014624939	0.498839674234576	0.149432423997177	0.427220517246303	0.536753294880617	0.426234681121807	0.921989975322322	0.921655339795198	0.500080472016368
"11011101001111101"	"111110011110"	0.0296883317714248	"111111101111"	0.550730220758277	0.998529452898879	0.974245561943454	0.919898676023817	0.988083904645939	0.857668353021597	0.922701248054649	0.906913703707061	0.0428486341299254	0.841635763023648	0.917518586875199	0.917061189499369	0.747248884933821
"00010001001000011"	"011011100111"	0.00266416292702691	"011011100111"	0.0282193705041549	0.25147477670966	0.442975322940018	0.559028129939681	0.0108166903571992	0.561550213095947	0.235579320895491	0.556607014130229	0.382347294186121	0.399077176253453	0.52066515762932	0.458538789329904	0.499989119529211
"00000001000011000"	"100010010110"	0.00558016367774593	"101000101110"	0.0116061516150389	0.885881906281549	0.130445423639098	0.487812435552753	0.00207577631066664	0.48732471824363	0.0925376986156772	0.477749169988778	0.453862787584205	0.461450054848407	0.907873437630126	0.907990143265786	0.504545226334005
"00011001000100000"	"100011101100"	0.00231009222924732	"110001101011"	0.00890067721527314	0.374311458102751	0.448654807394663	0.488820187280048	0.0040623910910255	0.448157856622666	0.456755836322796	0.587680078606032	0.271682210730411	0.647404821650518	0.436989664177208	0.438738363312012	0.499975489411452
"11001101100001000"	"110110110011"	0.00595735050956447	"110110110011"	0.088407849966901	0.594048903787578	0.718953851301467	0.272529866797116	0.860042646614014	0.688231758551954	0.251428823398428	0.691102356798815	0.374546152327726	0.392664301272202	0.269737840477547	0.658534950395171	0.692985578701918
"11001101001110001"	"101101101111"	0.0141021240190453	"110101101110"	0.0640657317400643	0.966676960631297	0.416396691665124	0.519168157293413	0.95373499696741	0.351059515350421	0.441376578690856	0.672984094676848	0.280787686616803	0.694654102105999	0.890998312308252	0.891604977406242	0.513882601631919
"00010111000001000"	"010001100001"	0.00401649324846518	"110011100011"	0.0116532851981101	0.358578739867955	0.433518448353279	0.481062789498982	0.00818154068265537	0.46993337857635	0.632795928865313	0.507000921789094	0.184093742603416	0.236114225707218	0.434583556069956	0.44804277928212	0.505247721930804
"01011111010001110"	"011111110110"	0.0130443590205254	"111111110101"	0.168422046524462	0.839923821515586	0.953367686059235	0.834113808829067	0.858024617120495	0.836336904701758	0.982139484446733	0.927427614034817	0.685087204087709	0.0463866747370178	0.814458381597329	0.146308930998412	0.491754798061209
"00000001010000010"	"011011110110"	0.00748912582769792	"011011010100"	0.0431142254722943	0.215127090637802	0.549486204336616	0.633689233705512	0.0060536055062252	0.628634258620345	0.382947096321455	0.46773521125542	0.502282319489594	0.322215307164436	0.600964328284989	0.465344421342056	0.499990735247434
"00000010101010001"	"100011000111"	0.0205574363077505	"101001000110"	0.0248622883786268	0.865421798718051	0.112100985367094	0.489977297360597	0.012221221960924	0.491274158440897	0.317335304583742	0.35101355028332	0.341842052149398	0.347268509752923	0.894856347217139	0.896993999800695	0.506532957473292
"11101111011110111"	"111111111111"	0.248137032721382	"111111111111"	0.680505656939782	0.999977178285008	0.998994959680608	0.998403140053353	0.997061761475708	0.999136307025284	0.99995149211831	0.989634409275132	0.895106514968422	0.925803745773455	0.996320791155034	0.988390343480111	0.82750968520363
"00000110000000010"	"011011000100"	0.0102108975336952	"000001000010"	0.00464791749326813	0.272749905891186	0.380425998087135	0.506721150494336	0.010901612071507	0.507745341954732	0.467585754576086	0.287127632029067	0.267072402331494	0.292561565548518	0.464215222862639	0.455580338390102	0.499913034360217
"00000010001010110"	"100001000110"	0.0203119853696045	"100001000111"	0.0249841524739737	0.857679650765729	0.107748891604451	0.500385331833515	0.0122232774083881	0.488780606217668	0.323474492941683	0.342808723933609	0.338940317323578	0.345374284212073	0.894631844127591	0.892937053727626	0.500037632366723
"00001001000100111"	"011011101111"	0.00613468232898683	"011011101110"	0.0522189609284321	0.312523239971528	0.633390434496154	0.660097863282275	0.00345049014962541	0.633059993768562	0.638722583603362	0.706471313225782	0.180976366203087	0.688175992429705	0.62414872437745	0.428772589231013	0.499698432518753
"00000111000100111"	"011011101101"	0.0132272887648983	"011011101100"	0.0889270329957968	0.218685063609861	0.71735486917284	0.768061071312345	0.00241492879128557	0.759459415058994	0.942818463568772	0.784465456981103	0.0289978916567111	0.769924406844459	0.743304182232155	0.439272312019468	0.499753117532203
"00001011000000101"	"000011100100"	0.0040307735264289	"110011100011"	0.010034501768834	0.352480307974484	0.428132519672167	0.48703424642312	0.0082975569651291	0.477450846404099	0.631511243619612	0.50769199984891	0.184829412865786	0.235212220936898	0.440688667359673	0.445745677606683	0.504469865574128
"00001011000000110"	"011011100110"	0.0107754007250499	"011011100100"	0.0865185796415208	0.224543295407618	0.642815400081357	0.679605024299882	0.00526215490717028	0.673619296802854	0.769877707405155	0.683582594194954	0.11569454808009	0.174570082528592	0.650942951976257	0.463819035223002	0.502793910302974
"00011001000100101"	"111011101010"	0.00223673345736605	"110001101100"	0.00874130697908883	0.385514665261963	0.458526866726719	0.497973069191788	0.00442052328490312	0.458038814059892	0.466181748025453	0.586929294423047	0.267085328889017	0.649537209544434	0.438868881933321	0.435102382132813	0.499901940379124
"00001000000000000"	"011000001010"	0.0012017887142088	"010010010110"	0.00125830234251168	0.302978297705512	0.386312458978895	0.483719657409696	0.00538820511003213	0.508206418810431	0.07521504267091	0.462405506111814	0.462404204121505	0.465721775278347	0.450284668254209	0.449363958960125	0.498762634789077
"00001111010101100"	"111001111001"	0.0125233664781927	"111001101100"	0.0312072525692372	0.879559905578941	0.894258610976279	0.51781283826749	0.00518969713527489	0.175092712581234	0.972502659172581	0.888092218707945	0.425499525146922	0.52563861848154	0.352818472084259	0.352054898990099	0.495826589098081
"00010001100010000"	"101010011111"	0.00672480096431536	"110011100111"	0.0257632658486455	0.882815716896109	0.107081740236885	0.478587532534448	0.00210264564673449	0.518138242611691	0.0793330681717296	0.505213360990283	0.460467288039037	0.463039593920315	0.909683501799698	0.911361392259997	0.520356001972556
"01001111001111111"	"111111101110"	0.169352164515009	"111111101110"	0.382907367349531	0.999429349176106	0.997556347096859	0.959785686934817	0.975900706514144	0.922958264022742	0.997768786238776	0.86686035046142	0.00522886830112236	0.681358642007302	0.982590274122811	0.929292834982818	0.214109259281114
"00011110001000101"	"111011000000"	0.0139666413785495	"011001000110"	0.0044376114603418	0.340209753551192	0.404718309942229	0.492262307522441	0.0291676763406001	0.499341862381985	0.458560351642303	0.281171059546223	0.270879764271001	0.299843221648071	0.436054868170178	0.443666388092656	0.498791794628783
"01001010001110101"	"101111001111"	0.0347866188162446	"101111001111"	0.0348660384824995	0.90078182902839	0.204573077176655	0.531845581220709	0.920797387812238	0.492491289114426	0.520654096569013	0.295257394576835	0.240007511352232	0.666625106116052	0.873857903122666	0.89223016692694	0.499136337402436
"00001101001011010"	"111000000110"	0.0108289810222056	"110011100111"	0.03361356773228	0.91059000631754	0.420976678124432	0.461027365084975	0.0122573686262089	0.458686402839512	0.287883451760472	0.464994465262404	0.3563107048215	0.38911646646657	0.91211167350474	0.903612202844303	0.512298893743818
"11111111111111111"	"111111111111"	0.601154191171217	"111111111111"	0.827729546626728	0.999999969590253	0.999998660792065	0.999984758390757	0.998772337807449	0.999995317851825	0.999998952672144	0.999573806360794	0.896686237380537	0.930188224187441	0.997417926195907	0.999523490124891	0.992921864536385
"11011111111111111"	"111111111111"	0.597517180926455	"111111111111"	0.827689603698681	0.999999696436785	0.999986631448557	0.999960708265892	0.998771512760594	0.999953260776684	0.99999860696354	0.999572583794281	0.89667209806461	0.930174135776325	0.997414443090799	0.999519828267355	0.992898078092312
"10010111100100111"	"111011101011"	0.156053490406478	"011011101110"	0.0725606730991492	0.362480274253982	0.769373606089103	0.805462855196844	0.0038828149327516	0.803729123046222	0.953319035422401	0.820038836403674	0.0255800450224137	0.735860440958664	0.776720878194395	0.372877996258848	0.504467679584828
"00001101000000111"	"111011100100"	0.00330063269032078	"111011100101"	0.106525837836602	0.436637324354778	0.585056224520069	0.646891644422829	0.00659364014523786	0.660269361669149	0.410337951079646	0.654619609294121	0.295515163510733	0.315476420807088	0.622040111732759	0.355287393372539	0.499222004735276
"00001101001001010"	"111000101010"	0.00298949667050195	"011011100110"	0.0202342491912333	0.463281936365293	0.600594346367914	0.463824607089737	0.0170031259792799	0.572365239451411	0.285418786760574	0.561746246858177	0.357880104298788	0.388169651021587	0.472416332114362	0.421394972567117	0.499890613081204
"00011111101101000"	"110011101011"	0.059868079044295	"110011100011"	0.193456373847303	0.844313985797876	0.861781611292257	0.394904386213883	0.0417363531209077	0.318565239188507	0.961739678585498	0.887330010483549	0.0194120098480319	0.703206421515169	0.297166945084812	0.491730936761304	0.598348213172244
"00011111010101111"	"111011111100"	0.094127502759392	"111011111100"	0.288392094153599	0.993321376144973	0.997990300000824	0.990835645838559	0.00555684331566305	0.984321974676603	0.999467328754484	0.925833909380337	0.863928933020484	0.732766729685819	0.933216504193499	0.0320900471987429	0.490114812472256
"00000001101010101"	"100010110111"	0.00635455609700986	"110011100111"	0.0253944312011127	0.884493362269519	0.107718554812575	0.479837273937124	0.014459006074732	0.518929274808778	0.0790596959237928	0.505345732654659	0.4606157910893	0.463209717407486	0.91013034581993	0.911847471838347	0.519617337809382
"00011001001110101"	"101001101110"	0.010726886342658	"110001101110"	0.0287435372806338	0.887475745678003	0.358759746892548	0.52360765557539	0.0185949372449261	0.431856849208345	0.348694733728217	0.552988561338724	0.326129364155162	0.607632674370846	0.895342029067698	0.89465235474023	0.481843233540055
"00010100000000010"	"011011000110"	0.00152234958233953	"000010001000"	0.00129455200345093	0.276887108123144	0.368633110754629	0.499292786525374	0.00552729812477897	0.502813659480799	0.077672836563765	0.464483904772625	0.461307345935551	0.465541699908861	0.456864124873342	0.45509345061292	0.499821943561794
"01000010001010010"	"101111000110"	0.0260852574484384	"100110111110"	0.0109232294525386	0.833969437934016	0.0831614235044579	0.496496474092131	0.932038197650432	0.495800516941563	0.162479249166798	0.42040804644376	0.418946676687275	0.430623059637543	0.867680297188572	0.871105096319839	0.500097469662818
"00010111000111111"	"111011101110"	0.174890672177094	"111011101110"	0.631434932770589	0.986255391464908	0.987059494426024	0.977316905512581	0.00363177944595388	0.965200706984147	0.991923666792612	0.956875196255501	0.00554761723776882	0.701420028781404	0.992867803893578	0.947830415532881	0.0602891809353511
"01001111000001000"	"111101100001"	0.00466990430093033	"110111100101"	0.0294212006118474	0.43661115003216	0.657661372460623	0.403177793753228	0.887532920530152	0.459362478434582	0.844562042512834	0.482505916307681	0.0786992545575724	0.150941306074234	0.420712579958862	0.413826898477067	0.490015299281166
"00001100011011011"	"110001010110"	0.0175939651999533	"111011010111"	0.11193962966687	0.931007796016366	0.534176339502956	0.617768741791621	0.0158032145941146	0.603062470546463	0.477714877015738	0.279066539852226	0.584565912840235	0.26900979960309	0.940213012486263	0.927323047787578	0.494857151045539
"00001110010001011"	"111001010000"	0.0155135809036478	"011011010110"	0.0977561336866627	0.425182005078111	0.842736894300335	0.654394094465517	0.00374122482834455	0.722384699359305	0.825208648741703	0.158510627366419	0.705581909074673	0.104744648753864	0.661973210056798	0.413659433029962	0.497746154758657
"00010000100100010"	"011011001100"	0.00479094603781119	"011011001110"	0.00908064682312102	0.266492468031299	0.391745248590136	0.517832923424074	0.00536047956531028	0.520784717420859	0.247850983445169	0.39045183648941	0.376191800018097	0.564038448585055	0.476540335233036	0.456803558834038	0.499994151151096
"11011111111111111"	"111111111111"	0.597517180926455	"111111111111"	0.827689603698681	0.999999696436785	0.999986631448557	0.999960708265892	0.998771512760594	0.999953260776684	0.99999860696354	0.999572583794281	0.89667209806461	0.930174135776325	0.997414443090799	0.999519828267355	0.992898078092312
