"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd"
"",0.543762971317955,0.546531855767142,0.537185150105642,0.0700500260463841,1.20522656931441,0.00439797100451807,0.372714386180827,0.16867879750832
