"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd"
"",0.670968907171481,0.669873737840893,0.662784546006662,0.0921117968897051,2.02914404161533,0.00314669183093029,0.383100013165401,0.176176664487858
