"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd"
"",0.590958062825213,0.585907439397753,0.576282561938847,0.0917889362093319,1.41491901845718,0.00395114328342863,0.416761745072207,0.188764988052561
