"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"Edo. México","LIBRAMIENTO FRANCISCO VILLA, S/N, COL. CENTRO, C.P. 50640","Sí","Sí","344","277","67","269","1","-","45","29","5","51","76","69","203","0","-","45","29","66","1","-","0","0","05/05/2018","74","12/05/2018","67","19/05/2018","51","02/06/2018","76","03/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","74","12/05/2018","0","19/05/2018","51","02/06/2018","76","03/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","67","19/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","76","55","0","67","13","1"
"Edo. México","PROL. 5 DE MAYO, No. 10, COL. CENTRO, C.P. 55740","Sí","Sí","542","317","225","436","23","-","63","20","5","83","117","108","234","0","-","63","20","202","23","-","0","0","05/05/2018","83","12/05/2018","117","13/05/2018","108","02/06/2018","117","03/06/2018","117","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","83","12/05/2018","0","13/05/2018","0","02/06/2018","117","03/06/2018","117","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","117","13/05/2018","108","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","117","63","0","117","45","1"
"Edo. México","AV. MEXIQUENSE ESQ. UNIVERSIDAD POLITÉCNICA, S/N, COL. VILLA ESMERALDA, C.P. 54910","Sí","Sí","552","429","123","397","47","-","76","32","5","71","125","110","304","17","-","76","32","93","30","-","0","0","05/05/2018","108","12/05/2018","123","26/05/2018","71","02/06/2018","125","03/06/2018","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","108","12/05/2018","0","26/05/2018","71","02/06/2018","125","03/06/2018","125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","123","26/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","125","86","0","123","25","1"
"Edo. México","CARR. TOLUCA-ALMOLOYA DE JUÁREZ KM 5.6, S/N, SANTIAGO TLALCILALCALI, C.P. 50904","Sí","Sí","1357","1079","278","1015","46","-","172","124","10","72","149","136","762","21","-","172","124","253","25","-","0","0","05/05/2018","148","06/05/2018","148","12/05/2018","147","13/05/2018","131","19/05/2018","148","20/05/2018","131","26/05/2018","135","27/05/2018","72","02/06/2018","148","03/06/2018","149","-","-","-","-","05/05/2018","148","06/05/2018","148","12/05/2018","0","13/05/2018","0","19/05/2018","148","20/05/2018","131","26/05/2018","135","27/05/2018","72","02/06/2018","148","03/06/2018","149","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","147","13/05/2018","131","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","149","108","0","147","28","1"
"Edo. México","CTO. REY NEZAHUALCÓYOTL, S/N, COL. BENITO JUÁREZ, C.P. 57000","Sí","Sí","2729","2261","468","2377","100","-","172","80","9","76","403","303","1951","58","-","172","80","426","42","-","0","0","05/05/2018","252","12/05/2018","392","13/05/2018","76","19/05/2018","325","20/05/2018","321","26/05/2018","322","27/05/2018","236","02/06/2018","403","03/06/2018","402","-","-","-","-","-","-","05/05/2018","252","12/05/2018","0","13/05/2018","0","19/05/2018","325","20/05/2018","321","26/05/2018","322","27/05/2018","236","02/06/2018","403","03/06/2018","402","-","-","-","-","-","-","05/05/2018","0","12/05/2018","392","13/05/2018","76","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","403","251","0","392","52","2"
"Edo. México","CARR. FEDERAL MÉXICO-PACHUCA KM 37.5, S/N, COL. SIERRA HERMOSA, C.P. 55740","Sí","Sí","605","445","160","473","42","-","57","33","8","55","90","76","342","13","-","57","33","131","29","-","0","0","05/05/2018","90","12/05/2018","90","13/05/2018","70","19/05/2018","62","20/05/2018","55","26/05/2018","59","02/06/2018","89","03/06/2018","90","-","-","-","-","-","-","-","-","05/05/2018","90","12/05/2018","0","13/05/2018","0","19/05/2018","62","20/05/2018","55","26/05/2018","59","02/06/2018","89","03/06/2018","90","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","90","13/05/2018","70","19/05/2018","0","20/05/2018","0","26/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","0","90","56","0","90","20","1"
"Edo. México","CARR. TEJUPILCO AMATEPEC KM 12, S/N, SAN MIGUEL IXTAPAN, C.P. 51400","Sí","Sí","807","736","71","549","14","-","131","113","10","22","124","81","508","6","-","111","111","41","8","-","20","2","05/05/2018","121","06/05/2018","101","13/05/2018","22","12/05/2018","49","19/05/2018","115","20/05/2018","76","26/05/2018","52","27/05/2018","50","02/06/2018","124","03/06/2018","97","-","-","-","-","05/05/2018","121","06/05/2018","101","13/05/2018","0","12/05/2018","0","19/05/2018","115","20/05/2018","76","26/05/2018","52","27/05/2018","50","02/06/2018","124","03/06/2018","97","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","22","12/05/2018","49","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","124","74","0","49","7","1"
"Edo. México","CARR. DEL DEPARTAMENTO DEL DISTRITO FEDERAL KM 7.5, S/N, SANTA MARÍA ATARASQUILLO, C.P. 52","Sí","Sí","1312","934","378","1079","49","-","117","67","9","34","194","146","731","19","-","117","67","348","30","-","0","0","05/05/2018","184","12/05/2018","193","13/05/2018","185","19/05/2018","194","20/05/2018","57","26/05/2018","79","27/05/2018","34","02/06/2018","194","03/06/2018","192","-","-","-","-","-","-","05/05/2018","184","12/05/2018","0","13/05/2018","0","19/05/2018","194","20/05/2018","57","26/05/2018","79","27/05/2018","34","02/06/2018","194","03/06/2018","192","-","-","-","-","-","-","05/05/2018","0","12/05/2018","193","13/05/2018","185","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","194","104","0","193","42","1"
"Michoacán","AV. JUAN A. GUTIÉRREZ, No. 800, COL. JARDINES DE GUADALUPE, C.P. 58140","Sí","Sí","546","386","160","405","11","5","92","33","8","48","80","68","323","0","5","25","33","82","11","0","67","0","05/05/2018","63","13/05/2018","80","12/05/2018","80","19/05/2018","79","20/05/2018","48","26/05/2018","74","27/05/2018","51","02/06/2018","71","-","-","-","-","-","-","-","-","05/05/2018","63","13/05/2018","0","12/05/2018","0","19/05/2018","79","20/05/2018","48","26/05/2018","74","27/05/2018","51","02/06/2018","71","-","-","-","-","-","-","-","-","05/05/2018","0","13/05/2018","80","12/05/2018","80","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","0","79","48","0","80","20","4"
"Michoacán","AV. VICEPRESIDENTE PINO SUÁREZ, No. 750, 4TA ETAPA CIUDAD INDUSTRIAL, C.P. 58200","Sí","Sí","379","249","130","290","20","2","31","36","6","60","65","63","186","0","2","25","36","104","20","0","6","0","05/05/2018","63","13/05/2018","65","12/05/2018","65","19/05/2018","60","26/05/2018","63","27/05/2018","63","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","63","13/05/2018","0","12/05/2018","0","19/05/2018","60","26/05/2018","63","27/05/2018","63","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","13/05/2018","65","12/05/2018","65","19/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","63","42","0","65","22","3"
"Morelos","CARR. CUAUTLA-OAXACA KM 106.5, S/N, COL. AMPLIACIÓN PLAN DE AYALA, C.P. 62743","Sí","Sí","743","595","148","535","40","14","91","63","10","71","75","74","434","12","14","72","63","101","28","0","19","0","05/05/2018","74","06/05/2018","75","13/05/2018","74","12/05/2018","74","19/05/2018","75","20/05/2018","75","26/05/2018","71","27/05/2018","75","02/06/2018","75","03/06/2018","75","-","-","-","-","05/05/2018","74","06/05/2018","75","13/05/2018","0","12/05/2018","0","19/05/2018","75","20/05/2018","75","26/05/2018","71","27/05/2018","75","02/06/2018","75","03/06/2018","75","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","74","12/05/2018","74","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","75","60","0","74","15","2"
"Morelos","AV. UNIVERSIDAD TECNOLÓGICA, No. 1, COL. PALO ESCRITO, C.P. 62760","Sí","Sí","398","199","199","150","36","11","125","76","4","99","100","100","0","0","11","112","76","150","36","0","13","0","05/05/2018","100","06/05/2018","99","13/05/2018","100","12/05/2018","99","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","100","06/05/2018","99","13/05/2018","0","12/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","100","12/05/2018","99","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","100","50","0","100","50","4"
"Morelos","AV. UNIVERSIDAD, No. 9, COL. PALO ESCRITO, C.P. 62760","Sí","Sí","857","663","194","549","71","20","145","72","9","32","129","95","424","18","20","129","72","125","53","0","16","0","05/05/2018","129","06/05/2018","92","13/05/2018","66","12/05/2018","128","19/05/2018","129","20/05/2018","129","26/05/2018","68","27/05/2018","84","02/06/2018","32","-","-","-","-","-","-","05/05/2018","129","06/05/2018","92","13/05/2018","0","12/05/2018","0","19/05/2018","129","20/05/2018","129","26/05/2018","68","27/05/2018","84","02/06/2018","32","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","66","12/05/2018","128","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","0","129","74","0","128","22","3"
"Morelos","AV. DE LOS 50 METROS, S/N, COL. CIVAC, C.P. 62578","Sí","Sí","671","532","139","475","46","16","81","53","10","57","71","67","383","10","16","70","53","92","36","0","11","0","05/05/2018","70","06/05/2018","69","13/05/2018","70","12/05/2018","69","19/05/2018","71","20/05/2018","71","26/05/2018","57","27/05/2018","62","02/06/2018","69","03/06/2018","63","-","-","-","-","05/05/2018","70","06/05/2018","69","13/05/2018","0","12/05/2018","0","19/05/2018","71","20/05/2018","71","26/05/2018","57","27/05/2018","62","02/06/2018","69","03/06/2018","63","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","70","12/05/2018","69","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","71","53","0","70","14","2"
"Nayarit","AV. ALEJANDRINA ESQ. BLVD. TOPACIO, S/N, FRACC. VISTAS DE LA CANTERA, C.P. 63173","Sí","-","151","151","0","62","-","5","48","36","4","17","45","38","62","-","5","48","36","0","-","0","0","0","05/05/2018","45","06/05/2018","44","19/05/2018","17","20/05/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","45","06/05/2018","44","19/05/2018","17","20/05/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17","45","38","0","0","0","1"
"Nayarit","KM 1 CARR. TEPIC?BELLAVISTA, S/N, C.P. 63500","Sí","-","821","821","0","557","23","23","119","99","7","88","133","117","557","23","23","119","99","0","0","0","0","0","05/05/2018","125","06/05/2018","116","19/05/2018","133","20/05/2018","133","26/05/2018","120","27/05/2018","106","02/06/2018","88","-","-","-","-","-","-","-","-","-","-","05/05/2018","125","06/05/2018","116","19/05/2018","133","20/05/2018","133","26/05/2018","120","27/05/2018","106","02/06/2018","88","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","88","133","117","0","0","0","5"
"Nayarit","AV. TECNOLÓGICO, No. 2595, COL. LAGOS DEL COUNTRY, C.P. 63175","Sí","Sí","1026","851","175","729","55","28","139","75","10","63","112","103","624","19","28","110","70","105","36","0","29","5","05/05/2018","108","06/05/2018","100","13/05/2018","63","12/05/2018","112","19/05/2018","112","20/05/2018","112","26/05/2018","101","27/05/2018","112","02/06/2018","112","03/06/2018","94","-","-","-","-","05/05/2018","108","06/05/2018","100","13/05/2018","0","12/05/2018","0","19/05/2018","112","20/05/2018","112","26/05/2018","101","27/05/2018","112","02/06/2018","112","03/06/2018","94","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","63","12/05/2018","112","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","112","85","0","112","18","4"
"Nayarit","CARR. FEDERAL 200 KM 9, S/N, C.P. 63780","Sí","Sí","1725","1377","348","1191","110","55","207","162","9","108","243","192","948","5","55","207","162","243","105","0","0","0","05/05/2018","216","06/05/2018","208","12/05/2018","240","13/05/2018","108","19/05/2018","230","20/05/2018","243","26/05/2018","150","27/05/2018","134","02/06/2018","196","-","-","-","-","-","-","05/05/2018","216","06/05/2018","208","12/05/2018","0","13/05/2018","0","19/05/2018","230","20/05/2018","243","26/05/2018","150","27/05/2018","134","02/06/2018","196","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","240","13/05/2018","108","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","0","243","153","0","240","39","9"
"Monterrey","CALLE LAREDO, No. 300, COL. MITRAS NORTE, C.P. 64320","Sí","-","781","781","0","466","-","12","221","82","5","152","159","156","466","-","12","221","82","0","-","0","0","0","05/05/2018","156","06/05/2018","159","19/05/2018","155","20/05/2018","159","27/05/2018","152","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","156","06/05/2018","159","19/05/2018","155","20/05/2018","159","27/05/2018","152","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","152","159","156","0","0","0","4"
"Monterrey","PUERTO MARQUÉZ, No. 3125, COL. NARVARTE, C.P. 64830","Sí","Sí","2133","2059","74","1487","39","20","410","177","9","74","303","237","1445","20","20","397","177","42","19","0","13","0","05/05/2018","299","06/05/2018","295","13/05/2018","74","19/05/2018","297","20/05/2018","299","26/05/2018","303","27/05/2018","160","02/06/2018","200","03/06/2018","206","-","-","-","-","-","-","05/05/2018","299","06/05/2018","295","13/05/2018","0","19/05/2018","297","20/05/2018","299","26/05/2018","303","27/05/2018","160","02/06/2018","200","03/06/2018","206","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","74","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","303","229","0","74","8","10"
"Monterrey","PROFR. SERAFÍN PEÑA (CRUZ CON PABLO LIVAS), S/N, COL. GUADALUPE VICTORIA, C.P. 67180","Sí","-","587","587","0","391","-","2","143","51","6","95","100","98","391","-","2","143","51","0","-","0","0","0","05/05/2018","98","06/05/2018","98","26/05/2018","100","27/05/2018","100","02/06/2018","95","03/06/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","98","06/05/2018","98","26/05/2018","100","27/05/2018","100","02/06/2018","95","03/06/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","95","100","98","0","0","0","4"
"Monterrey","ADOLFO RUIZ CORTINES, S/N, VALLE DE INFONAVIT, C.P. 64350","Sí","-","379","379","0","221","1","3","120","34","6","51","79","63","221","1","3","120","34","0","0","0","0","0","05/05/2018","79","06/05/2018","78","26/05/2018","51","27/05/2018","56","02/06/2018","58","03/06/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","79","06/05/2018","78","26/05/2018","51","27/05/2018","56","02/06/2018","58","03/06/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","51","79","63","0","0","0","2"
"Monterrey","DR. COSS, No. 500, C.P. 65230","Sí","-","306","306","0","171","1","12","106","16","5","34","77","61","171","1","12","106","16","0","0","0","0","0","05/05/2018","67","06/05/2018","67","20/05/2018","34","26/05/2018","77","02/06/2018","61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","67","06/05/2018","67","20/05/2018","34","26/05/2018","77","02/06/2018","61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","20/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34","77","61","0","0","0","3"
"Monterrey","DR. OSCAR TREVIÑO CANTÚ E ING. MARCELO BECERRA, S/N, COL. ZARAGOZA, C.P. 67530","Sí","-","1059","1059","0","716","5","25","185","128","8","86","170","132","716","5","25","185","128","0","0","0","0","0","05/05/2018","168","06/05/2018","170","19/05/2018","119","20/05/2018","97","26/05/2018","86","27/05/2018","112","02/06/2018","154","03/06/2018","153","-","-","-","-","-","-","-","-","05/05/2018","168","06/05/2018","170","19/05/2018","119","20/05/2018","97","26/05/2018","86","27/05/2018","112","02/06/2018","154","03/06/2018","153","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","86","170","132","0","0","0","6"
"Monterrey","AV. UNIVERSIDAD, S/N, CD. UNIVERSITARIA, C.P. 66455","Sí","-","915","915","0","-","-","54","666","195","2","454","461","458","-","-","54","666","195","-","-","0","0","0","05/05/2018","454","06/05/2018","461","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","454","06/05/2018","461","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","454","461","458","0","0","0","19"
"Monterrey","CARR. SALTILLO-MONTERREY KM 61.5, S/N, C.P. 66359","Sí","-","241","241","0","-","-","15","172","54","2","107","134","120","-","-","15","172","54","-","-","0","0","0","05/05/2018","107","06/05/2018","134","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","107","06/05/2018","134","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","107","134","120","0","0","0","6"
"Monterrey","AV. CONSTITUCION, ENTRE FÉLIX U. GÓMEZ Y AV. CONCHELLO, S/N, CENTRO","Sí","-","472","472","0","303","-","1","95","73","6","51","85","79","303","-","1","95","73","0","-","0","0","0","05/05/2018","83","06/05/2018","85","19/05/2018","83","20/05/2018","51","26/05/2018","85","27/05/2018","85","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","83","06/05/2018","85","19/05/2018","83","20/05/2018","51","26/05/2018","85","27/05/2018","85","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","51","85","79","0","0","0","3"
