Entidad,ID CTT,SNPA01,SNPA02,SNPA03,SNPA04,SNPA05,SNPA06,SNPA07,SNPA08,SNPA09,SNPA10,SNPA11,SNPA12,MI01,MI02,MI03,MI04,MI05,MI06,MI07,MI08,MI09,MI10,FEM01,FEM02,FEM03,FEM04,FEM05,FEM06,FEM07,FEM08
AGUASCALIENTES,1,0.60386608,0.633046559,0.637656424,0.566654471,0.729540457,0.725618398,0.649744562,0.632935674,0.365600566,0.509633186,0.631691188,0.564823981,0.871558143,0.771487723,0.677535429,0.624568044,0.726725966,0.64893424,0.763384435,0.733379135,0.868532538,0.758041615,0.535194625,0.533380306,0.534497356,0.389342197,0.528668001,0.499864431,0.302062942,0.393083566
AGUASCALIENTES,6,0.586789449,0.62118347,0.598742556,0.542643418,0.49770269,0.503092852,0.609283909,0.555843636,0.411749586,0.574253058,0.591190196,0.511536838,0.754582973,0.613529917,0.621427878,0.604946117,0.629795512,0.609532523,0.670271143,0.6490782,0.72141735,0.653689887,0.573331473,0.570291489,0.576778672,0.448379663,0.562446032,0.528938704,0.39653474,0.426803146
AGUASCALIENTES,7,0.565550247,0.617921622,0.590554168,0.518233457,0.513625645,0.519656451,0.599178996,0.589686561,0.45728711,0.592690723,0.607745511,0.525242298,0.679914533,0.624624743,0.621384992,0.635036666,0.663891046,0.562164528,0.681987141,0.651580923,0.661262003,0.708104716,0.594988528,0.552788051,0.599804464,0.471555678,0.595302547,0.496750649,0.473758298,0.484764031
AGUASCALIENTES,8,0.518222841,0.580470433,0.572309229,0.4744565,0.506175252,0.518560507,0.581069085,0.521210273,0.359527828,0.550472602,0.551704957,0.477285193,0.739815984,0.682519846,0.657563723,0.676223766,0.629411674,0.633009635,0.691976912,0.576660884,0.730711129,0.651207876,0.659804964,0.641584395,0.660014693,0.559011688,0.649314463,0.582401952,0.506121181,0.510591555
AGUASCALIENTES,9,0.60092285,0.652905498,0.630051378,0.544314264,0.53142943,0.555503425,0.59554189,0.640217426,0.544290616,0.623507596,0.648316004,0.535859846,0.621708141,0.629346372,0.578787023,0.595010732,0.626304451,0.584911708,0.64105162,0.621563725,0.666760764,0.641475751,0.547480263,0.532485647,0.544667976,0.426803966,0.540602896,0.49525326,0.377537286,0.433781808
AGUASCALIENTES,10,0.799599342,0.818812183,0.809898278,0.799267736,0.764685103,0.776056768,0.804185599,0.787464671,0.705552189,0.737898472,0.809270697,0.622679087,0.823402333,0.749659879,0.7645152,0.752327308,0.768413559,0.688773275,0.78238636,0.693798352,0.824015747,0.733302138,0.702789592,0.692038705,0.700178478,0.646028271,0.689368785,0.612476569,0.611792254,0.617091264
AGUASCALIENTES,11,0.497795598,0.561280866,0.546645616,0.462306226,0.504465135,0.493870253,0.546509402,0.562277695,0.42566183,0.540528911,0.512264437,0.449906935,0.519030636,0.608019321,0.586113261,0.606885927,0.606823734,0.583320289,0.60191914,0.53496832,0.603018823,0.585719771,0.583981892,0.589936312,0.617282114,0.557216452,0.604287399,0.551769699,0.50429788,0.461062678
AGUASCALIENTES,12,0.528770455,0.58586547,0.57265966,0.457448581,0.493422467,0.502700876,0.571127619,0.532196039,0.464233227,0.561130996,0.518901536,0.516271544,0.594390384,0.592424889,0.582954266,0.531308573,0.633798138,0.520273376,0.588181667,0.546761727,0.586211471,0.597275931,0.567451415,0.567111409,0.586283269,0.485200573,0.580136615,0.52311741,0.418588316,0.439622223
AGUASCALIENTES,13,0.690810577,0.701406423,0.692846652,0.629923651,0.643878245,0.644581208,0.683979014,0.682409574,0.57732423,0.649297323,0.689492821,0.48267777,0.771190025,0.57996684,0.639908511,0.597530343,0.685902549,0.548730887,0.714481953,0.677267492,0.557899766,0.718513894,0.603326669,0.60039327,0.609581136,0.50632902,0.600839078,0.569132897,0.46976287,0.50029941
AGUASCALIENTES,14,0.557416869,0.623767861,0.608644968,0.518357492,0.547814401,0.562118637,0.6109145,0.540155943,0.387097112,0.601192915,0.597617811,0.533962208,0.609714498,0.616269363,0.604216877,0.558126015,0.645011385,0.566705951,0.641396033,0.627465505,0.638806777,0.646279053,0.556175194,0.545548777,0.557460193,0.456895148,0.54945782,0.511350013,0.380929307,0.439566528
AGUASCALIENTES,15,0.499574468,0.558361656,0.55466016,0.480364262,0.432539506,0.455836983,0.528032407,0.523051591,0.348627277,0.553272215,0.558203175,0.492916005,0.627355592,0.640690491,0.687340325,0.589930025,0.702158444,0.610978655,0.685265204,0.667267892,0.639266801,0.685106128,0.499174256,0.519724793,0.520142199,0.412681785,0.519084402,0.497003685,0.34855279,0.41907962
AGUASCALIENTES,16,0.629543216,0.678056596,0.664056663,0.575524211,0.615206502,0.629967319,0.639034075,0.656303265,0.62162484,0.633266889,0.662598114,0.501500323,0.74929228,0.668468805,0.667849819,0.656705168,0.662813001,0.592765644,0.679894995,0.559327714,0.769266689,0.671548356,0.669622597,0.672669313,0.683094322,0.631372629,0.677699908,0.600675216,0.576794406,0.537787292
AGUASCALIENTES,17,0.526665641,0.579989225,0.563335918,0.475958149,0.462357833,0.488072095,0.566084943,0.55297921,0.350889901,0.483503169,0.555709521,0.487441416,0.746237012,0.632168898,0.625334084,0.567637687,0.717970683,0.561631719,0.68889418,0.667470946,0.706445991,0.733945319,0.500457304,0.514581262,0.526525824,0.440023661,0.521357381,0.51214798,0.339505391,0.402075898
AGUASCALIENTES,18,0.618695698,0.668074663,0.636519348,0.565217306,0.608685229,0.618550703,0.623627322,0.64085242,0.478745614,0.608939246,0.648807526,0.530477315,0.732100607,0.627262301,0.610143899,0.583414924,0.659537694,0.578095446,0.66997322,0.631231937,0.745823636,0.663167795,0.543081862,0.553379338,0.558595772,0.442033821,0.555586727,0.505388013,0.377829812,0.425378763
AGUASCALIENTES,19,0.490802233,0.547810612,0.531509309,0.410172768,0.372424852,0.410643308,0.509087193,0.518196148,0.344012661,0.547301859,0.530924957,0.489888746,0.273755164,0.466309064,0.496721563,0.493055255,0.485639987,0.49749041,0.47362739,0.487453409,0.375639739,0.476318417,0.507189165,0.519351603,0.53635978,0.465201549,0.53505428,0.504759366,0.386997193,0.443697086
AGUASCALIENTES,20,0.478004222,0.568547175,0.561233458,0.4337606,0.518658493,0.522519566,0.560044174,0.495557046,0.378511923,0.550071689,0.490515643,0.501635808,0.52391857,0.49299294,0.578375501,0.546211221,0.547569459,0.553263165,0.584163298,0.590812768,0.539988607,0.591975459,0.512405691,0.535159397,0.539857984,0.457085092,0.534691398,0.513575041,0.38211169,0.430782122
AGUASCALIENTES,21,0.453993559,0.537832392,0.528799784,0.411578868,0.460513228,0.468165651,0.531098486,0.487463592,0.263564581,0.525304264,0.504284511,0.48120039,0.576649089,0.534724213,0.549602058,0.502317537,0.591936039,0.517999681,0.539459404,0.545761023,0.587202985,0.535181529,0.57089032,0.589456205,0.595891905,0.526041562,0.592303395,0.569375915,0.467982448,0.505252711
AGUASCALIENTES,22,0.608962309,0.639262898,0.626388191,0.556963681,0.584162524,0.566862767,0.618826185,0.605213776,0.458753221,0.529898893,0.617112122,0.520570597,0.678783503,0.638448062,0.699391488,0.646109584,0.698170464,0.580403436,0.698945087,0.576620451,0.651759672,0.687218624,0.574358892,0.576855796,0.581534163,0.467020711,0.578773443,0.531439704,0.411016484,0.467943695
AGUASCALIENTES,23,0.628314222,0.661568592,0.632044926,0.502014176,0.578295517,0.589547083,0.634501533,0.591995083,0.597972786,0.600620499,0.631104156,0.519791117,0.790639988,0.663752145,0.74300068,0.690737859,0.714019234,0.594165418,0.75066237,0.723272054,0.698848506,0.722006384,0.536947819,0.549419082,0.556054522,0.422866483,0.555035272,0.50740877,0.373409976,0.454990651
AGUASCALIENTES,24,0.678721911,0.705171656,0.676457699,0.643078053,0.645395949,0.636758909,0.650673492,0.681755762,0.533647815,0.652391716,0.664608901,0.562586049,0.707372883,0.652965032,0.63941036,0.631332237,0.676213893,0.612332992,0.661049827,0.633714141,0.703939014,0.676172478,0.617212923,0.576771628,0.614638295,0.548444678,0.599587451,0.546048861,0.491897367,0.505136054
AGUASCALIENTES,25,0.506721163,0.567241382,0.554412346,0.433783717,0.461865605,0.4722597,0.566707252,0.558275952,0.444274554,0.531336274,0.534242297,0.514768944,0.749760778,0.669663607,0.757763008,0.717813885,0.732162399,0.67535963,0.760681686,0.745237851,0.700440152,0.757242667,0.545409465,0.538343824,0.556665433,0.462485003,0.535869421,0.512386517,0.419463575,0.439214309
AGUASCALIENTES,26,0.776460492,0.79552589,0.793897392,0.761698385,0.746388452,0.770251912,0.778070168,0.802369906,0.751465746,0.728815936,0.811229909,0.562874748,0.731306983,0.714107716,0.760626758,0.746869118,0.744477754,0.617002081,0.782859628,0.757239641,0.635903595,0.775200523,0.711316632,0.675680755,0.711400823,0.66484621,0.677846084,0.663819927,0.613716714,0.595374192
AGUASCALIENTES,27,0.922183959,0.863142558,0.762762775,0.892201606,0.813460752,0.837739199,0.809231275,0.894963221,0.886659289,0.784165825,0.870899578,0.679905514,0.939807597,0.85436533,0.869359295,0.82600324,0.856878823,0.712109718,0.84769921,0.79508501,0.789580594,0.884522505,0.765120272,0.704806262,0.764398056,0.699925614,0.761218589,0.706262947,0.716128719,0.637074268
AGUASCALIENTES,28,0.644187951,0.700325693,0.643375044,0.605456384,0.638292655,0.647711169,0.661332978,0.669199256,0.486672695,0.662849916,0.627838788,0.497605234,0.829973333,0.759483724,0.7741315,0.738549475,0.791050102,0.643277325,0.818518044,0.780721136,0.788839404,0.818177283,0.638608084,0.635503426,0.639495975,0.531790974,0.621818621,0.612537238,0.528906395,0.581069364
AGUASCALIENTES,29,0.842909769,0.860925302,0.84721438,0.817702337,0.819021366,0.820517402,0.819135842,0.79636016,0.784215114,0.768797771,0.808916319,0.649498007,0.973731036,0.908254195,0.934062602,0.930120667,0.953552733,0.832430221,0.959794071,0.917596734,0.891323811,0.960890574,0.819045049,0.786952703,0.818399867,0.765205699,0.817229744,0.719234875,0.762425609,0.640998901
AGUASCALIENTES,30,0.625333599,0.657961078,0.646342217,0.597123875,0.603781098,0.635016922,0.605571585,0.646040049,0.557318745,0.608314118,0.647920048,0.481000833,0.7844904,0.723133564,0.668381079,0.682540761,0.726877837,0.597451418,0.725082932,0.654794406,0.795627371,0.700713886,0.578363178,0.585201582,0.592825806,0.527316039,0.590971441,0.554103553,0.484810731,0.490108568
AGUASCALIENTES,31,0.739236013,0.74896186,0.719714755,0.702197637,0.670853509,0.708339686,0.719151389,0.716536744,0.692182414,0.688639502,0.731495381,0.570774797,0.762370815,0.596885216,0.704307469,0.656725169,0.71574355,0.645034346,0.727845352,0.716392351,0.713684669,0.707193169,0.56502696,0.569465987,0.604501191,0.54872782,0.588427596,0.54866341,0.459928861,0.431200586
AGUASCALIENTES,32,0.699375594,0.732557281,0.691245562,0.631237761,0.628010687,0.632294822,0.558166289,0.735877964,0.781615983,0.664222899,0.60420984,0.410303314,0.818549224,0.667730914,0.732262352,0.724025973,0.718281711,0.687376844,0.745372556,0.709999511,0.813258715,0.716711513,0.556056566,0.537427583,0.541882927,0.479889394,0.491618244,0.525910015,0.375785023,0.395679738
AGUASCALIENTES,33,0.659762783,0.691237015,0.675989109,0.641230271,0.671469924,0.680346152,0.63420339,0.687375517,0.583644995,0.654950366,0.707517756,0.534471837,0.726801335,0.65041263,0.668828934,0.663415133,0.684488945,0.616198829,0.712747784,0.667006629,0.720370144,0.708395639,0.641122864,0.63748422,0.649490359,0.57055188,0.637085244,0.609108521,0.525996817,0.566778564
AGUASCALIENTES,34,0.860832136,0.848946559,0.837619993,0.848979123,0.828555717,0.846083309,0.839476597,0.774582304,0.702840014,0.773396268,0.858858569,0.71301579,0.948339004,0.829097224,0.87076089,0.773432601,0.891216994,0.704619786,0.860963592,0.642466681,0.916151098,0.829896486,0.878903749,0.862176843,0.870751888,0.848156155,0.835101311,0.813265806,0.873703812,0.702327825
AGUASCALIENTES,35,0.554164738,0.536347973,0.556268429,0.501111333,0.612977227,0.624151245,0.566687214,0.569605064,0.543780404,0.529125711,0.527865174,0.489249313,0.766908603,0.693557457,0.691916629,0.65983261,0.698799054,0.542835021,0.758791608,0.728628975,0.780126672,0.760914118,0.569097888,0.553575239,0.564321697,0.469476192,0.541034114,0.479298061,0.405269808,0.41587056
AGUASCALIENTES,36,0.664227017,0.704819264,0.668305358,0.618168499,0.589054206,0.625582926,0.681178388,0.690051255,0.580413233,0.680830505,0.677925874,0.517353376,0.687514672,0.630628539,0.665172465,0.68779777,0.674734262,0.63845955,0.702903079,0.646708578,0.571050318,0.688444487,0.660945013,0.609715666,0.646221812,0.591479847,0.635171634,0.506604712,0.59407521,0.554493878
AGUASCALIENTES,37,0.670557282,0.7289892,0.715093552,0.667190663,0.654078482,0.65962148,0.712001793,0.723327992,0.541067246,0.513380765,0.711914652,0.611265538,0.850458303,0.78421358,0.541753843,0.577417435,0.786805372,0.562693168,0.553926549,0.28425635,0.859556595,0.672365605,0.561667995,0.546046068,0.544737822,0.510881139,0.523275251,0.512516463,0.429812731,0.406497728
AGUASCALIENTES,38,0.582997883,0.575087547,0.54185548,0.479192047,0.514729346,0.525974744,0.555780457,0.593030093,0.573524237,0.498499579,0.602361144,0.446114505,0.967420599,0.90356686,0.820745398,0.755907829,0.923172299,0.716759627,0.898384783,0.864776157,0.939312542,0.925158506,0.782432773,0.724732795,0.767034835,0.712480746,0.719717821,0.624826337,0.718329452,0.54714768
AGUASCALIENTES,39,0.481817798,0.554060272,0.549661672,0.433699767,0.453956099,0.466382817,0.549796408,0.524846319,0.330343096,0.54131045,0.539290086,0.48485649,0.678685317,0.566736356,0.592894558,0.599928953,0.560695183,0.579755722,0.651944298,0.638128406,0.66258449,0.639590121,0.572273482,0.539367701,0.578784349,0.492626332,0.548740293,0.528641706,0.455894879,0.48217871
AGUASCALIENTES,40,0.652423257,0.683515167,0.627718947,0.650497494,0.578404328,0.579704469,0.65605404,0.670000411,0.589267322,0.627321977,0.675948713,0.518009156,0.75357733,0.678206759,0.688500132,0.662825369,0.701576617,0.623062774,0.733547808,0.720487915,0.701149666,0.735494208,0.628263717,0.609148731,0.620470386,0.54902042,0.612338501,0.525602066,0.531315638,0.50347519
AGUASCALIENTES,41,0.445039387,0.532462997,0.523494885,0.411937643,0.478549036,0.482482989,0.528144412,0.500516006,0.293799093,0.493763912,0.518953895,0.471624616,0.651124024,0.608922824,0.560867682,0.589504664,0.609564686,0.58601383,0.605061218,0.579351061,0.692113343,0.612889553,0.554781325,0.554057827,0.560354698,0.454845787,0.55716087,0.54327169,0.389346792,0.479495589
AGUASCALIENTES,42,0.492038357,0.563682477,0.556760062,0.429252726,0.471630105,0.497892494,0.545959711,0.495131756,0.364642061,0.539719117,0.515423011,0.477122576,0.746274188,0.599952877,0.673436708,0.66893754,0.62375891,0.628333598,0.702301146,0.596689499,0.696097196,0.668571291,0.552113166,0.560496857,0.573468166,0.485760844,0.565933985,0.552412979,0.424538975,0.490655217
AGUASCALIENTES,43,0.512330165,0.59570495,0.592535625,0.437594886,0.514015933,0.52883626,0.575316385,0.556208902,0.462055139,0.50570151,0.591028737,0.529986471,0.809885766,0.60391706,0.68124033,0.60486238,0.719473275,0.590378345,0.608549954,0.541214615,0.792610064,0.591892335,0.587468352,0.646431609,0.650109428,0.555212795,0.648411406,0.628387831,0.507456172,0.532827501
AGUASCALIENTES,44,0.486327478,0.56614449,0.525926266,0.412443835,0.494080932,0.495341098,0.539654669,0.554036254,0.396845639,0.535478422,0.583497871,0.480491779,0.661291994,0.572893882,0.608670299,0.587124113,0.620493308,0.573151949,0.668123593,0.664793006,0.562556692,0.659223307,0.553724201,0.520402465,0.551916376,0.458626527,0.547457716,0.498325852,0.365101557,0.423858204
AGUASCALIENTES,45,0.483341773,0.568186328,0.561221262,0.445991697,0.43860369,0.464911871,0.555389159,0.506308782,0.534764465,0.526746408,0.569599035,0.464293472,0.655350845,0.608432173,0.613323376,0.577862769,0.659673351,0.566050445,0.642319521,0.621267833,0.673563211,0.649344202,0.632477678,0.612242028,0.626577159,0.557542298,0.615797427,0.494849463,0.491013202,0.44164643
AGUASCALIENTES,46,0.533959811,0.598939241,0.583662493,0.497172127,0.501645513,0.511710093,0.592977816,0.563415956,0.350912257,0.564200001,0.571009703,0.498198186,0.562805793,0.594541246,0.588409581,0.582137334,0.605800071,0.572292653,0.620449345,0.609001387,0.612983005,0.614512024,0.587525414,0.587257779,0.594240402,0.466105017,0.589829112,0.522601844,0.480121735,0.497727591
AGUASCALIENTES,47,0.51549132,0.56318678,0.548309051,0.485656561,0.469270012,0.465277651,0.543808149,0.501567496,0.310535695,0.54805633,0.526009326,0.492688272,0.514615662,0.512794225,0.538016644,0.518311255,0.555825591,0.506194507,0.572761928,0.570320909,0.55120973,0.576171338,0.546115141,0.527436609,0.554454087,0.441552763,0.548996198,0.510620098,0.362498117,0.419193472
AGUASCALIENTES,48,0.492695712,0.565372954,0.55039669,0.430550551,0.458848413,0.483790499,0.573434606,0.529977461,0.482359473,0.500768238,0.551047988,0.499298791,0.581608255,0.555039711,0.568763414,0.549028914,0.567356311,0.551516697,0.573613613,0.566090911,0.606705256,0.568771146,0.551093663,0.521892253,0.553535142,0.464795907,0.542542145,0.512959075,0.392966348,0.460075476
AGUASCALIENTES,49,0.643106645,0.685200771,0.671447481,0.610737821,0.650030147,0.661580418,0.679162067,0.641032044,0.538080266,0.626462701,0.650766647,0.590604365,0.78646031,0.708828212,0.698593704,0.688550612,0.682180384,0.656346377,0.719715958,0.700736132,0.774751344,0.702970016,0.607850665,0.607102434,0.612293389,0.501058871,0.607183947,0.576418127,0.470922763,0.52098665
AGUASCALIENTES,50,0.639392283,0.686947651,0.676610772,0.614286408,0.538795009,0.56358806,0.663258301,0.658240385,0.513545464,0.648245455,0.653451376,0.506227678,0.617695106,0.624303972,0.571337298,0.60508679,0.604228202,0.57761465,0.604141341,0.543098805,0.672165471,0.607871234,0.616195448,0.616355625,0.624773999,0.535355421,0.615154519,0.588108876,0.486804907,0.523062641
AGUASCALIENTES,51,0.602703467,0.670218634,0.659145525,0.571376659,0.579187037,0.596614826,0.663821751,0.63751859,0.554831367,0.629753738,0.642390591,0.54996711,0.763240207,0.704272641,0.710641593,0.691676932,0.716481626,0.630122993,0.697990905,0.644856077,0.781550033,0.715039088,0.621863075,0.577210845,0.611332422,0.562185869,0.596139304,0.53605213,0.49154524,0.467615988
AGUASCALIENTES,52,0.537672097,0.600399855,0.589456969,0.500244201,0.492031155,0.498184178,0.604058952,0.565887082,0.494601713,0.580792003,0.560769004,0.558090932,0.406559264,0.584649198,0.571546102,0.588265887,0.575897807,0.575141307,0.590546602,0.595673315,0.504560454,0.600726711,0.624898949,0.591930489,0.627737503,0.545393167,0.626421369,0.590074655,0.53483055,0.583706959
AGUASCALIENTES,53,0.847615228,0.863158311,0.858309899,0.832749173,0.82676232,0.822378431,0.803933934,0.858800596,0.804390538,0.824953901,0.828163789,0.615976242,0.925233507,0.824468233,0.887936569,0.872328429,0.866304527,0.714157376,0.89304368,0.862374347,0.867790687,0.885560597,0.786517573,0.768872111,0.793321818,0.755897163,0.77646622,0.702542749,0.75852356,0.680904031
AGUASCALIENTES,54,0.42599585,0.507284577,0.506272324,0.412150972,0.470340333,0.482067655,0.498760332,0.460352083,0.212551184,0.514439423,0.462807581,0.459919653,0.712804154,0.516948781,0.635224224,0.421832217,0.652805124,0.498890873,0.586963405,0.571802536,0.691535483,0.641286573,0.542892572,0.550099953,0.553165196,0.438540791,0.549730957,0.486288308,0.377779973,0.417916782
AGUASCALIENTES,55,0.447731143,0.541730076,0.534178266,0.395215757,0.456714509,0.473022004,0.543550564,0.516103122,0.292066303,0.517555946,0.509469153,0.458641718,0.556243273,0.542738746,0.54055245,0.555241734,0.529095958,0.546787665,0.561778839,0.557246589,0.558665586,0.548389565,0.545611114,0.551505438,0.559110561,0.500139901,0.540890321,0.54284281,0.453575286,0.467897863
AGUASCALIENTES,56,0.50166902,0.559224883,0.555885246,0.455660088,0.447961978,0.454129667,0.543724521,0.519733339,0.288859654,0.538450588,0.458202715,0.447102688,0.693844275,0.605967191,0.612814675,0.594429393,0.595757202,0.584990234,0.664341646,0.637073447,0.698690303,0.65785412,0.515994215,0.510167202,0.520741563,0.418926262,0.518757397,0.503780748,0.331067482,0.421114957
AGUASCALIENTES,57,0.473823732,0.580072445,0.571979177,0.476674613,0.430135001,0.457170489,0.584140988,0.502121926,0.456518367,0.547990585,0.576261391,0.459091962,0.58225464,0.557948932,0.453785774,0.485079853,0.587151577,0.475425516,0.564596739,0.547105702,0.555697918,0.563762176,0.522252246,0.527925809,0.527674303,0.428415702,0.526562033,0.513799354,0.326570954,0.405616109
AGUASCALIENTES,58,0.405722335,0.492549304,0.485834892,0.378225237,0.413684175,0.432641099,0.505520953,0.460290919,0.30674359,0.487349804,0.429047518,0.47175752,0.751300058,0.649904807,0.663234219,0.670246006,0.629483763,0.643883794,0.702788712,0.677575431,0.666501265,0.698144731,0.523019354,0.504134506,0.523828868,0.446712309,0.511098945,0.519038583,0.407033534,0.506453423
AGUASCALIENTES,59,0.466498999,0.555561384,0.533562465,0.392652512,0.420070921,0.468892946,0.528455191,0.52806643,0.404214007,0.525536018,0.543993413,0.452088974,0.866400769,0.807830294,0.639450185,0.633845445,0.79695713,0.648159792,0.758150795,0.744428065,0.8713643,0.758462322,0.661841831,0.648482441,0.670508027,0.574897532,0.653780167,0.576948899,0.53895047,0.534257894
AGUASCALIENTES,60,0.774468918,0.763833699,0.734334161,0.787368333,0.711104054,0.733240462,0.765530071,0.631171906,0.661252945,0.611657176,0.782693743,0.534740183,0.824324496,0.712149202,0.644561973,0.693402905,0.654554945,0.650410471,0.72702738,0.605227594,0.829099797,0.655490529,0.568940895,0.572100005,0.576141632,0.441148186,0.573317407,0.535719158,0.377130846,0.426859551
AGUASCALIENTES,61,0.714108487,0.74211178,0.70058764,0.689521027,0.708507767,0.694577977,0.726682321,0.715020767,0.652005581,0.671108464,0.741333704,0.602127511,0.853464449,0.71545353,0.75020593,0.700259991,0.720124382,0.623709317,0.76235914,0.73537728,0.838969207,0.764162036,0.646792239,0.647806966,0.65484389,0.571437035,0.650462491,0.571864995,0.510454661,0.495715988
AGUASCALIENTES,62,0.451454774,0.529214811,0.51758921,0.451133359,0.376247436,0.378311226,0.532330793,0.433922641,0.210268011,0.519190674,0.49098675,0.480576605,0.85522685,0.751111067,0.708540805,0.713040186,0.667956465,0.679994528,0.795064216,0.760771269,0.860593534,0.797191419,0.560983257,0.564235204,0.568795359,0.470125387,0.537341735,0.543548009,0.412398697,0.42622704
AGUASCALIENTES,63,0.507940701,0.592877035,0.588572746,0.434203594,0.501234422,0.509325085,0.583453441,0.556959215,0.392067644,0.587228191,0.567497101,0.538845096,0.75476963,0.680787064,0.659852664,0.66504532,0.664491195,0.607881824,0.719165585,0.700769795,0.766052839,0.699217069,0.547670542,0.535895671,0.553657786,0.48990663,0.517321293,0.530597362,0.437407799,0.397492859
AGUASCALIENTES,65,0.460909476,0.539558719,0.51839779,0.433496327,0.487697381,0.494529913,0.521653568,0.472544254,0.409148398,0.536587276,0.453483289,0.452371695,0.760707843,0.616883587,0.59225902,0.538810318,0.702785544,0.516861826,0.697716869,0.667907171,0.666134394,0.720049821,0.553507853,0.552510393,0.552777825,0.397801307,0.546919444,0.501964649,0.401292519,0.4711136
AGUASCALIENTES,66,0.73925855,0.744305858,0.735537167,0.688800904,0.724301704,0.703075533,0.732261715,0.726204247,0.750310647,0.686742272,0.656968161,0.625564198,0.700076856,0.756852488,0.7442406,0.715229496,0.770623521,0.597182146,0.722915311,0.633327977,0.720680666,0.750662392,0.563531072,0.531633306,0.571362862,0.480524617,0.569297452,0.535696321,0.403428531,0.495502101
AGUASCALIENTES,67,0.567238964,0.64196469,0.625591953,0.503290679,0.560791628,0.565570269,0.625797942,0.591506733,0.483048425,0.60840885,0.63107845,0.567015547,0.851264584,0.675930327,0.662499322,0.55316871,0.698585484,0.602879033,0.718098573,0.601136141,0.842574162,0.742660826,0.559497491,0.558169582,0.561290226,0.365440087,0.520300097,0.526252941,0.488714354,0.568155961
AGUASCALIENTES,68,0.445045216,0.486326104,0.469659748,0.432834519,0.461857428,0.444307976,0.506538784,0.421058454,0.182034182,0.48537299,0.414282905,0.425571525,0.648237178,0.48046671,0.45271877,0.500970466,0.393434823,0.525740644,0.538415655,0.542419124,0.707049836,0.52547813,0.489475583,0.497638962,0.497744664,0.366905948,0.496596646,0.501186305,0.308852035,0.47081583
AGUASCALIENTES,69,0.526554401,0.612072667,0.609939008,0.506015428,0.520226705,0.532690965,0.620620676,0.605133649,0.38846806,0.604266416,0.615149263,0.584554916,0.555370053,0.59694332,0.596711889,0.61494899,0.590135504,0.599378425,0.625930345,0.620416948,0.588941695,0.628343412,0.663458283,0.664224934,0.665189549,0.544608929,0.65917326,0.622780448,0.494959319,0.50774085
AGUASCALIENTES,70,0.476869574,0.523004093,0.50198679,0.453716219,0.534140919,0.529227545,0.512307865,0.468336319,0.247112348,0.503916913,0.425793992,0.3833433,0.323675487,0.487223557,0.449519344,0.483460722,0.455060468,0.499391046,0.478687315,0.489035771,0.441386672,0.483291496,0.509208923,0.502729795,0.507349399,0.444092298,0.484118093,0.513599404,0.315653137,0.42889522
AGUASCALIENTES,71,0.480873076,0.480633473,0.476591039,0.40976862,0.50859544,0.495477,0.503440297,0.431944004,0.276989246,0.484043417,0.411021058,0.397862221,0.514529765,0.556588119,0.566192437,0.453063226,0.622590494,0.488353218,0.484522066,0.449745884,0.527522902,0.568589548,0.563584628,0.547459267,0.573682774,0.44189033,0.572338195,0.478306942,0.45856282,0.511153139
AGUASCALIENTES,72,0.539076772,0.591224184,0.582978113,0.468927926,0.473041793,0.511672565,0.601806241,0.559741166,0.538955259,0.584571089,0.569429115,0.56607793,0.911284934,0.822814946,0.753330663,0.707517893,0.845661069,0.669906927,0.770519091,0.616699232,0.898211889,0.763804133,0.694379567,0.703731474,0.705735417,0.644612974,0.705304898,0.688451131,0.577159942,0.615363092
AGUASCALIENTES,73,0.50747688,0.57618228,0.574870675,0.491508803,0.467972883,0.483743153,0.583939111,0.530135393,0.28974265,0.568787717,0.554070699,0.546250753,0.563323847,0.573565325,0.482569777,0.53475037,0.514765748,0.533490608,0.575978673,0.473282469,0.631010944,0.553585309,0.545839246,0.512746995,0.536014721,0.457551379,0.523067724,0.508376573,0.403927328,0.475070598
AGUASCALIENTES,74,0.956459312,0.948758667,0.926663784,0.940049794,0.839919766,0.829581844,0.902232807,0.912719365,0.868714136,0.805291494,0.919541877,0.558483185,0.758805955,0.666589978,0.754995179,0.589212071,0.778033581,0.628970622,0.720161704,0.726738903,0.709355049,0.737128976,0.743708905,0.740028131,0.743382356,0.669248982,0.709995236,0.717329467,0.637595155,0.6070931
AGUASCALIENTES,75,0.362488157,0.482115519,0.483076856,0.337821371,0.341529499,0.367189206,0.501534658,0.472347023,0.207769874,0.481966321,0.50009834,0.484813188,0.229342629,0.483722987,0.469066265,0.493137257,0.452410124,0.501396024,0.477374333,0.486109355,0.394760695,0.478964161,0.468103845,0.493285807,0.494116322,0.43323451,0.493359515,0.499550319,0.271611277,0.398224749
AGUASCALIENTES,76,0.76778968,0.771876232,0.613812636,0.708952163,0.754679265,0.790294204,0.622726288,0.812178707,0.751489873,0.699142221,0.685660496,0.342656818,0.549382926,0.492246354,0.664948794,0.515097047,0.656239857,0.559682336,0.645798183,0.65428002,0.304183853,0.66056657,0.508467014,0.501295934,0.505519536,0.427330448,0.501101825,0.507167111,0.275211819,0.413779228
