trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,1773,10,left,1,3,10.382,Tue May 23 12:02:08 2017
2,1773,10,788,60,right,1,5,12.946,Tue May 23 12:02:23 2017
3,1182,40,591,70,right,1,24,6.716,Tue May 23 12:02:30 2017
4,1182,40,1773,10,left,1,3,5.929,Tue May 23 12:02:37 2017
5,197,90,1773,10,left,1,8,10.285,Tue May 23 12:02:48 2017
6,788,60,1576,20,right,0,12,9.23,Tue May 23 12:02:58 2017
7,1182,40,788,60,left,0,23,5.561,Tue May 23 12:03:05 2017
8,1576,20,1182,40,right,1,10,5.28,Tue May 23 12:03:11 2017
9,394,80,591,70,right,0,34,4.757,Tue May 23 12:03:16 2017
10,591,70,1773,10,left,1,6,4.432,Tue May 23 12:03:21 2017
11,985,50,1773,10,left,1,4,3.744,Tue May 23 12:03:25 2017
12,1773,10,591,70,right,1,6,2.361,Tue May 23 12:03:28 2017
13,591,70,788,60,right,0,31,4.334,Tue May 23 12:03:33 2017
14,985,50,1182,40,right,0,22,7.762,Tue May 23 12:03:42 2017
15,1182,40,985,50,left,0,22,5.293,Tue May 23 12:03:47 2017
16,197,90,394,80,right,0,36,4.359,Tue May 23 12:03:52 2017
17,394,80,1182,40,left,1,25,6.287,Tue May 23 12:03:59 2017
18,788,60,197,90,left,0,33,4.688,Tue May 23 12:04:04 2017
19,591,70,1182,40,left,1,24,5.359,Tue May 23 12:04:10 2017
20,985,50,1379,30,left,1,17,2.392,Tue May 23 12:04:13 2017
21,788,60,591,70,left,0,31,7.499,Tue May 23 12:04:21 2017
22,591,70,197,90,left,0,35,7.584,Tue May 23 12:04:29 2017
23,394,80,1773,10,left,1,7,3.013,Tue May 23 12:04:33 2017
24,1379,30,788,60,right,1,18,2.948,Tue May 23 12:04:36 2017
25,788,60,394,80,right,1,32,3.107,Tue May 23 12:04:40 2017
26,788,60,197,90,right,1,33,2.862,Tue May 23 12:04:44 2017
27,1379,30,788,60,right,1,18,2.966,Tue May 23 12:04:47 2017
28,985,50,1182,40,left,1,22,1.892,Tue May 23 12:04:49 2017
29,1379,30,1182,40,left,0,16,4.993,Tue May 23 12:04:55 2017
30,788,60,1379,30,left,1,18,3.158,Tue May 23 12:04:58 2017
31,985,50,197,90,right,1,30,1.813,Tue May 23 12:05:01 2017
32,1182,40,1773,10,left,1,3,2.425,Tue May 23 12:05:04 2017
33,591,70,1379,30,left,1,19,1.824,Tue May 23 12:05:06 2017
34,1576,20,591,70,right,1,13,6.924,Tue May 23 12:05:13 2017
35,788,60,1773,10,left,1,5,3.979,Tue May 23 12:05:18 2017
36,985,50,1576,20,left,1,11,2.082,Tue May 23 12:05:20 2017
37,1182,40,394,80,right,1,25,4.588,Tue May 23 12:05:25 2017
38,788,60,985,50,left,1,27,6.35,Tue May 23 12:05:32 2017
39,1379,30,1576,20,left,1,9,2.931,Tue May 23 12:05:36 2017
40,1182,40,591,70,right,1,24,10.594,Tue May 23 12:05:47 2017
41,394,80,1182,40,left,1,25,1.672,Tue May 23 12:05:49 2017
42,1773,10,394,80,right,1,7,2.582,Tue May 23 12:05:52 2017
43,1379,30,394,80,right,1,20,7.7,Tue May 23 12:06:00 2017
44,1576,20,1773,10,right,0,1,3.783,Tue May 23 12:06:05 2017
45,788,60,985,50,right,0,27,4.581,Tue May 23 12:06:10 2017
46,1576,20,197,90,right,1,15,1.448,Tue May 23 12:06:11 2017
47,1773,10,985,50,right,1,4,2.547,Tue May 23 12:06:14 2017
48,1182,40,1379,30,right,0,16,5.337,Tue May 23 12:06:20 2017
49,1182,40,1773,10,left,1,3,3.452,Tue May 23 12:06:24 2017
50,1379,30,1773,10,left,1,2,2.207,Tue May 23 12:06:27 2017
51,788,60,1773,10,left,1,5,4.145,Tue May 23 12:06:32 2017
52,1379,30,1182,40,right,1,16,2.668,Tue May 23 12:06:35 2017
53,1182,40,1773,10,left,1,3,6.688,Tue May 23 12:06:42 2017
54,1379,30,788,60,right,1,18,4.674,Tue May 23 12:06:47 2017
55,394,80,591,70,right,0,34,2.42,Tue May 23 12:06:50 2017
56,197,90,1379,30,left,1,21,11.401,Tue May 23 12:07:02 2017
57,788,60,1773,10,left,1,5,7.334,Tue May 23 12:07:13 2017
58,788,60,985,50,right,0,27,8.334,Tue May 23 12:07:22 2017
59,1379,30,985,50,right,1,17,3.86,Tue May 23 12:07:26 2017
60,1773,10,1379,30,right,1,2,7.015,Tue May 23 12:07:34 2017
61,788,60,1379,30,left,1,18,4.126,Tue May 23 12:07:38 2017
62,591,70,985,50,left,1,28,4.592,Tue May 23 12:07:43 2017
63,985,50,1773,10,left,1,4,5.717,Tue May 23 12:07:50 2017
64,197,90,788,60,left,1,33,4.401,Tue May 23 12:07:56 2017
65,788,60,1576,20,left,1,12,6.228,Tue May 23 12:08:03 2017
66,197,90,394,80,right,0,36,2.838,Tue May 23 12:08:06 2017
67,1576,20,197,90,right,1,15,7.189,Tue May 23 12:08:14 2017
68,1576,20,985,50,right,1,11,3.152,Tue May 23 12:08:18 2017
69,1379,30,197,90,right,1,21,5.601,Tue May 23 12:08:24 2017
70,1379,30,1773,10,left,1,2,3.054,Tue May 23 12:08:27 2017
71,1379,30,197,90,right,1,21,4.803,Tue May 23 12:08:33 2017
72,1379,30,1182,40,left,0,16,6.429,Tue May 23 12:08:39 2017
73,197,90,591,70,right,0,35,4.894,Tue May 23 12:08:45 2017
74,1576,20,394,80,right,1,14,3.659,Tue May 23 12:08:49 2017
75,591,70,197,90,left,0,35,3.83,Tue May 23 12:08:53 2017
76,197,90,394,80,right,0,36,3.504,Tue May 23 12:08:57 2017
77,591,70,1379,30,left,1,19,4.755,Tue May 23 12:09:03 2017
78,394,80,1773,10,left,1,7,2.546,Tue May 23 12:09:06 2017
79,197,90,788,60,left,1,33,6.81,Tue May 23 12:09:13 2017
80,1576,20,1773,10,right,0,1,2.264,Tue May 23 12:09:16 2017
81,591,70,394,80,left,0,34,4.487,Tue May 23 12:09:21 2017
82,985,50,1182,40,right,0,22,3.604,Tue May 23 12:09:25 2017
83,1182,40,197,90,right,1,26,3.935,Tue May 23 12:09:30 2017
84,1182,40,985,50,left,0,22,3.926,Tue May 23 12:09:34 2017
85,394,80,1379,30,left,1,20,2.057,Tue May 23 12:09:36 2017
86,1182,40,1379,30,right,0,16,6.063,Tue May 23 12:09:43 2017
87,591,70,394,80,left,0,34,7.42,Tue May 23 12:09:51 2017
88,1182,40,788,60,right,1,23,3.36,Tue May 23 12:09:55 2017
89,985,50,591,70,right,1,28,3.082,Tue May 23 12:09:59 2017
90,197,90,1773,10,left,1,8,4.927,Tue May 23 12:10:04 2017
91,1379,30,197,90,right,1,21,7.012,Tue May 23 12:10:12 2017
92,1379,30,197,90,right,1,21,3.517,Tue May 23 12:10:16 2017
93,985,50,394,80,right,1,29,3.343,Tue May 23 12:10:19 2017
94,788,60,985,50,left,1,27,8.445,Tue May 23 12:10:29 2017
95,197,90,1182,40,left,1,26,1.901,Tue May 23 12:10:31 2017
96,197,90,1379,30,left,1,21,1.833,Tue May 23 12:10:34 2017
97,1773,10,197,90,right,1,8,2.166,Tue May 23 12:10:36 2017
98,1182,40,394,80,right,1,25,1.992,Tue May 23 12:10:39 2017
99,985,50,1379,30,right,0,17,2.777,Tue May 23 12:10:42 2017
100,394,80,1379,30,left,1,20,3.598,Tue May 23 12:10:46 2017
101,1379,30,788,60,right,1,18,3.315,Tue May 23 12:10:50 2017
102,985,50,1182,40,right,0,22,4.487,Tue May 23 12:10:55 2017
103,1182,40,1379,30,right,0,16,10.235,Tue May 23 12:11:06 2017
104,1379,30,1576,20,right,0,9,8.33,Tue May 23 12:11:15 2017
105,788,60,591,70,left,0,31,2.404,Tue May 23 12:11:18 2017
106,394,80,1182,40,left,1,25,3.489,Tue May 23 12:11:22 2017
107,1576,20,1379,30,left,0,9,2.094,Tue May 23 12:11:25 2017
108,1182,40,197,90,right,1,26,4.3,Tue May 23 12:11:29 2017
109,788,60,1182,40,left,1,23,4.418,Tue May 23 12:11:34 2017
110,591,70,1379,30,left,1,19,1.995,Tue May 23 12:11:37 2017
111,394,80,591,70,right,0,34,5.101,Tue May 23 12:11:42 2017
112,1379,30,591,70,right,1,19,4.911,Tue May 23 12:11:48 2017
113,788,60,1576,20,left,1,12,1.6,Tue May 23 12:11:50 2017
114,1773,10,1576,20,left,0,1,6.761,Tue May 23 12:11:57 2017
115,788,60,1773,10,left,1,5,2.285,Tue May 23 12:12:00 2017
116,985,50,1576,20,left,1,11,5.789,Tue May 23 12:12:06 2017
117,197,90,1379,30,left,1,21,3.187,Tue May 23 12:12:10 2017
118,394,80,1576,20,left,1,14,2.319,Tue May 23 12:12:13 2017
119,985,50,197,90,right,1,30,1.658,Tue May 23 12:12:15 2017
120,591,70,1379,30,left,1,19,6.867,Tue May 23 12:12:22 2017
121,1773,10,1379,30,right,1,2,5.674,Tue May 23 12:12:28 2017
122,394,80,1576,20,left,1,14,3.269,Tue May 23 12:12:32 2017
123,591,70,985,50,right,0,28,2.662,Tue May 23 12:12:35 2017
124,591,70,1773,10,left,1,6,2.107,Tue May 23 12:12:37 2017
125,591,70,1576,20,left,1,13,1.793,Tue May 23 12:12:40 2017
126,1182,40,1576,20,right,0,10,4.226,Tue May 23 12:12:44 2017
127,1379,30,1182,40,left,0,16,4.292,Tue May 23 12:12:49 2017
128,197,90,591,70,right,0,35,4.29,Tue May 23 12:12:54 2017
129,1576,20,591,70,right,1,13,2.115,Tue May 23 12:12:56 2017
130,1773,10,1379,30,right,1,2,4.726,Tue May 23 12:13:01 2017
131,1773,10,197,90,right,1,8,5.063,Tue May 23 12:13:07 2017
132,591,70,394,80,left,0,34,2.802,Tue May 23 12:13:10 2017
133,1576,20,394,80,right,1,14,5.618,Tue May 23 12:13:16 2017
134,1182,40,591,70,right,1,24,4.489,Tue May 23 12:13:21 2017
135,394,80,1576,20,left,1,14,2.396,Tue May 23 12:13:24 2017
136,985,50,591,70,left,0,28,3.308,Tue May 23 12:13:28 2017
137,197,90,985,50,left,1,30,8.308,Tue May 23 12:13:36 2017
138,1576,20,591,70,right,1,13,1.799,Tue May 23 12:13:39 2017
139,1576,20,591,70,right,1,13,3.024,Tue May 23 12:13:42 2017
140,1576,20,1379,30,left,0,9,7.592,Tue May 23 12:13:50 2017
141,1773,10,788,60,right,1,5,1.744,Tue May 23 12:13:52 2017
142,985,50,1379,30,left,1,17,2.371,Tue May 23 12:13:55 2017
143,985,50,1379,30,left,1,17,3.657,Tue May 23 12:13:59 2017
144,1379,30,1576,20,right,0,9,6.555,Tue May 23 12:14:06 2017
145,591,70,1379,30,left,1,19,4.53,Tue May 23 12:14:11 2017
146,1773,10,394,80,right,1,7,1.61,Tue May 23 12:14:13 2017
147,197,90,394,80,right,0,36,1.174,Tue May 23 12:14:15 2017
148,394,80,197,90,left,0,36,1.494,Tue May 23 12:14:17 2017
149,1379,30,985,50,right,1,17,4.698,Tue May 23 12:14:22 2017
150,1576,20,985,50,right,1,11,4.24,Tue May 23 12:14:26 2017
151,788,60,1182,40,left,1,23,4.631,Tue May 23 12:14:31 2017
152,394,80,1576,20,left,1,14,5.623,Tue May 23 12:14:38 2017
153,1182,40,1773,10,left,1,3,2.09,Tue May 23 12:14:40 2017
154,1182,40,591,70,right,1,24,3.399,Tue May 23 12:14:44 2017
155,1182,40,788,60,right,1,23,3.134,Tue May 23 12:14:48 2017
156,591,70,1576,20,left,1,13,2.572,Tue May 23 12:14:51 2017
157,788,60,1379,30,left,1,18,4.75,Tue May 23 12:14:56 2017
158,197,90,394,80,right,0,36,2.78,Tue May 23 12:14:59 2017
159,394,80,985,50,left,1,29,1.959,Tue May 23 12:15:01 2017
160,788,60,394,80,left,0,32,4.542,Tue May 23 12:15:06 2017
161,197,90,1379,30,left,1,21,2.872,Tue May 23 12:15:09 2017
162,197,90,985,50,left,1,30,1.924,Tue May 23 12:15:12 2017
163,394,80,788,60,left,1,32,4.69,Tue May 23 12:15:17 2017
164,1576,20,1773,10,right,0,1,2.809,Tue May 23 12:15:20 2017
165,394,80,1182,40,left,1,25,2.824,Tue May 23 12:15:23 2017
166,591,70,1379,30,left,1,19,2.585,Tue May 23 12:15:26 2017
167,394,80,985,50,left,1,29,1.602,Tue May 23 12:15:28 2017
168,197,90,1576,20,left,1,15,1.417,Tue May 23 12:15:30 2017
169,985,50,1576,20,left,1,11,1.414,Tue May 23 12:15:32 2017
170,394,80,197,90,left,0,36,1.626,Tue May 23 12:15:34 2017
171,1379,30,1576,20,right,0,9,4.481,Tue May 23 12:15:39 2017
172,1182,40,985,50,left,0,22,2.433,Tue May 23 12:15:42 2017
173,394,80,1379,30,left,1,20,4.569,Tue May 23 12:15:47 2017
174,1773,10,197,90,right,1,8,2.03,Tue May 23 12:15:49 2017
175,788,60,394,80,left,0,32,2.829,Tue May 23 12:15:52 2017
176,1773,10,1576,20,left,0,1,3.38,Tue May 23 12:15:56 2017
177,1773,10,1182,40,right,1,3,2.11,Tue May 23 12:15:58 2017
178,591,70,197,90,left,0,35,2.47,Tue May 23 12:16:01 2017
179,394,80,985,50,left,1,29,1.907,Tue May 23 12:16:04 2017
180,788,60,197,90,right,1,33,1.382,Tue May 23 12:16:05 2017
181,985,50,788,60,left,0,27,1.88,Tue May 23 12:16:08 2017
182,591,70,788,60,right,0,31,5.945,Tue May 23 12:16:14 2017
183,1773,10,788,60,right,1,5,4.994,Tue May 23 12:16:19 2017
184,788,60,591,70,left,0,31,1.854,Tue May 23 12:16:22 2017
185,394,80,1576,20,left,1,14,2.668,Tue May 23 12:16:25 2017
186,1773,10,985,50,right,1,4,1.899,Tue May 23 12:16:27 2017
187,985,50,788,60,left,0,27,12.711,Tue May 23 12:16:41 2017
188,985,50,1379,30,right,0,17,3.645,Tue May 23 12:16:45 2017
189,591,70,1576,20,left,1,13,1.517,Tue May 23 12:16:47 2017
190,394,80,985,50,left,1,29,1.36,Tue May 23 12:16:48 2017
191,591,70,1379,30,left,1,19,1.703,Tue May 23 12:16:50 2017
192,1182,40,394,80,right,1,25,1.996,Tue May 23 12:16:53 2017
193,788,60,394,80,left,0,32,2.866,Tue May 23 12:16:56 2017
194,1182,40,591,70,right,1,24,2.804,Tue May 23 12:16:59 2017
195,788,60,1182,40,right,0,23,4.148,Tue May 23 12:17:04 2017
196,394,80,1773,10,left,1,7,5.1,Tue May 23 12:17:09 2017
197,1773,10,985,50,right,1,4,1.725,Tue May 23 12:17:12 2017
198,1576,20,394,80,right,1,14,1.826,Tue May 23 12:17:14 2017
199,591,70,788,60,right,0,31,3.349,Tue May 23 12:17:18 2017
200,394,80,1379,30,left,1,20,1.872,Tue May 23 12:17:20 2017
201,394,80,985,50,left,1,29,4.424,Tue May 23 12:17:25 2017
202,1379,30,788,60,right,1,18,3.833,Tue May 23 12:17:29 2017
203,197,90,1182,40,left,1,26,1.586,Tue May 23 12:17:31 2017
204,197,90,788,60,right,0,33,2.86,Tue May 23 12:17:34 2017
205,591,70,788,60,right,0,31,7.823,Tue May 23 12:17:43 2017
206,1773,10,788,60,right,1,5,6.236,Tue May 23 12:17:49 2017
207,1576,20,1379,30,right,1,9,6.894,Tue May 23 12:17:57 2017
208,394,80,1379,30,left,1,20,12.634,Tue May 23 12:18:10 2017
209,1773,10,591,70,right,1,6,1.643,Tue May 23 12:18:12 2017
210,985,50,1773,10,left,1,4,1.581,Tue May 23 12:18:14 2017
211,1576,20,1182,40,right,1,10,4.682,Tue May 23 12:18:19 2017
212,394,80,591,70,left,1,34,9.228,Tue May 23 12:18:29 2017
213,394,80,985,50,left,1,29,8.573,Tue May 23 12:18:38 2017
214,985,50,1379,30,right,0,17,4.017,Tue May 23 12:18:42 2017
215,1576,20,197,90,right,1,15,3.846,Tue May 23 12:18:46 2017
216,197,90,1182,40,left,1,26,2.885,Tue May 23 12:18:49 2017
217,394,80,985,50,left,1,29,4.456,Tue May 23 12:18:54 2017
218,1773,10,1576,20,right,1,1,6.134,Tue May 23 12:19:01 2017
