trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1576,20,1182,40,right,1,10,12.156,Tue May 23 11:24:13 2017
2,1379,30,197,90,right,1,21,14.871,Tue May 23 11:24:30 2017
3,197,90,1182,40,left,1,26,11.924,Tue May 23 11:24:44 2017
4,788,60,985,50,right,0,27,8.941,Tue May 23 11:24:54 2017
5,1576,20,197,90,right,1,15,14.336,Tue May 23 11:25:11 2017
6,591,70,1379,30,right,0,19,9.824,Tue May 23 11:25:23 2017
7,1576,20,394,80,right,1,14,9.5,Tue May 23 11:25:35 2017
8,1773,10,1576,20,right,1,1,18.834,Tue May 23 11:25:55 2017
9,1182,40,394,80,left,0,25,8.502,Tue May 23 11:26:06 2017
10,591,70,1773,10,left,1,6,7.398,Tue May 23 11:26:16 2017
11,1773,10,197,90,right,1,8,7.427,Tue May 23 11:26:25 2017
12,788,60,394,80,left,0,32,14.19,Tue May 23 11:26:41 2017
13,1576,20,1773,10,left,1,1,9.576,Tue May 23 11:26:52 2017
14,591,70,1379,30,left,1,19,17.547,Tue May 23 11:27:11 2017
15,985,50,1576,20,left,1,11,7.065,Tue May 23 11:27:19 2017
16,1379,30,1576,20,left,1,9,8.851,Tue May 23 11:27:30 2017
17,1576,20,394,80,right,1,14,7.53,Tue May 23 11:27:39 2017
18,591,70,394,80,left,0,34,11.619,Tue May 23 11:27:52 2017
19,394,80,197,90,left,0,36,7.418,Tue May 23 11:28:01 2017
20,1182,40,985,50,left,0,22,6.807,Tue May 23 11:28:09 2017
21,591,70,197,90,left,0,35,7.812,Tue May 23 11:28:18 2017
22,394,80,985,50,right,0,29,12.858,Tue May 23 11:28:34 2017
23,197,90,985,50,right,0,30,9.73,Tue May 23 11:28:45 2017
24,985,50,197,90,left,0,30,8.018,Tue May 23 11:28:54 2017
25,1576,20,591,70,left,0,13,10.505,Tue May 23 11:29:06 2017
26,591,70,1576,20,right,0,13,12.323,Tue May 23 11:29:20 2017
27,197,90,1576,20,right,0,15,7.224,Tue May 23 11:29:29 2017
28,1182,40,1576,20,left,1,10,8.372,Tue May 23 11:29:39 2017
29,1182,40,394,80,left,0,25,21.575,Tue May 23 11:30:01 2017
30,197,90,985,50,right,0,30,6.596,Tue May 23 11:30:10 2017
31,1773,10,788,60,right,1,5,6.492,Tue May 23 11:30:19 2017
32,1576,20,394,80,right,1,14,18.121,Tue May 23 11:30:39 2017
33,197,90,394,80,right,0,36,10.375,Tue May 23 11:30:51 2017
34,1379,30,1576,20,right,0,9,10.664,Tue May 23 11:31:03 2017
35,1379,30,394,80,right,1,20,13.101,Tue May 23 11:31:17 2017
36,1379,30,591,70,right,1,19,8.443,Tue May 23 11:31:27 2017
37,1182,40,1379,30,right,0,16,13.239,Tue May 23 11:31:43 2017
38,1379,30,1773,10,left,1,2,8.221,Tue May 23 11:31:53 2017
39,1379,30,1773,10,left,1,2,6.581,Tue May 23 11:32:01 2017
40,788,60,1182,40,right,0,23,11.482,Tue May 23 11:32:15 2017
41,1182,40,1773,10,left,1,3,5.655,Tue May 23 11:32:22 2017
42,788,60,1379,30,right,0,18,27.473,Tue May 23 11:32:50 2017
43,591,70,197,90,left,0,35,5.507,Tue May 23 11:32:57 2017
44,1379,30,788,60,left,0,18,16.907,Tue May 23 11:33:15 2017
45,1379,30,591,70,left,0,19,12.448,Tue May 23 11:33:29 2017
46,788,60,1379,30,left,1,18,8.617,Tue May 23 11:33:39 2017
47,788,60,1576,20,left,1,12,8.65,Tue May 23 11:33:48 2017
48,591,70,788,60,right,0,31,7.481,Tue May 23 11:33:57 2017
49,394,80,985,50,right,0,29,10.714,Tue May 23 11:34:10 2017
50,394,80,1773,10,left,1,7,6.77,Tue May 23 11:34:18 2017
51,985,50,1773,10,left,1,4,8.971,Tue May 23 11:34:29 2017
52,1182,40,197,90,left,0,26,7.07,Tue May 23 11:34:37 2017
53,1773,10,591,70,right,1,6,12.113,Tue May 23 11:34:50 2017
54,591,70,985,50,right,0,28,12.941,Tue May 23 11:35:04 2017
55,1379,30,1576,20,right,0,9,29.861,Tue May 23 11:35:36 2017
