trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,985,50,1379,30,left,1,17,22.094,Wed May 24 13:19:23 2017
2,591,70,394,80,left,0,34,16.709,Wed May 24 13:19:41 2017
3,394,80,1576,20,left,1,14,9.366,Wed May 24 13:19:54 2017
4,197,90,1773,10,left,1,8,8.177,Wed May 24 13:20:04 2017
5,1576,20,985,50,right,1,11,9.41,Wed May 24 13:20:14 2017
6,1379,30,394,80,right,1,20,10.396,Wed May 24 13:20:26 2017
7,985,50,1773,10,left,1,4,6.947,Wed May 24 13:20:35 2017
8,1576,20,394,80,right,1,14,7.44,Wed May 24 13:20:43 2017
9,1182,40,591,70,right,1,24,3.695,Wed May 24 13:20:48 2017
10,197,90,1379,30,left,1,21,4.049,Wed May 24 13:20:53 2017
11,788,60,1773,10,left,1,5,5.405,Wed May 24 13:21:00 2017
12,394,80,591,70,left,1,34,4.964,Wed May 24 13:21:06 2017
13,1576,20,1773,10,left,1,1,9.245,Wed May 24 13:21:16 2017
14,985,50,197,90,right,1,30,9.948,Wed May 24 13:21:27 2017
15,1379,30,394,80,right,1,20,8.473,Wed May 24 13:21:37 2017
16,591,70,1379,30,left,1,19,4.391,Wed May 24 13:21:42 2017
17,197,90,1773,10,left,1,8,4.19,Wed May 24 13:21:48 2017
18,1773,10,1379,30,right,1,2,11.894,Wed May 24 13:22:03 2017
19,197,90,1182,40,left,1,26,3.25,Wed May 24 13:22:07 2017
20,1576,20,1182,40,left,0,10,14.624,Wed May 24 13:22:23 2017
21,1576,20,788,60,right,1,12,5.95,Wed May 24 13:22:30 2017
22,1576,20,394,80,right,1,14,4.574,Wed May 24 13:22:36 2017
23,1773,10,394,80,right,1,7,2.246,Wed May 24 13:22:39 2017
24,197,90,1576,20,left,1,15,4.6,Wed May 24 13:22:45 2017
25,394,80,985,50,left,1,29,6.445,Wed May 24 13:22:53 2017
26,394,80,197,90,left,0,36,5.391,Wed May 24 13:23:00 2017
27,1773,10,197,90,right,1,8,5.573,Wed May 24 13:23:06 2017
28,1576,20,1182,40,left,0,10,13.031,Wed May 24 13:23:21 2017
29,591,70,1379,30,left,1,19,5.094,Wed May 24 13:23:28 2017
