trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1379,30,1182,40,right,1,16,5.689,Wed May 24 13:34:32 2017
2,197,90,1773,10,left,1,8,5.074,Wed May 24 13:34:37 2017
3,1576,20,591,70,right,1,13,2.611,Wed May 24 13:34:40 2017
4,1182,40,1379,30,left,1,16,7.113,Wed May 24 13:34:48 2017
5,1773,10,1379,30,right,1,2,1.463,Wed May 24 13:34:50 2017
6,394,80,1773,10,left,1,7,1.402,Wed May 24 13:34:52 2017
7,788,60,1379,30,left,1,18,1.485,Wed May 24 13:34:54 2017
8,1379,30,197,90,right,1,21,1.334,Wed May 24 13:34:55 2017
9,1182,40,788,60,right,1,23,1.608,Wed May 24 13:34:57 2017
10,1773,10,985,50,right,1,4,4.187,Wed May 24 13:35:02 2017
11,1379,30,197,90,right,1,21,1.554,Wed May 24 13:35:04 2017
12,1576,20,985,50,right,1,11,2.07,Wed May 24 13:35:06 2017
13,394,80,788,60,right,0,32,3.315,Wed May 24 13:35:09 2017
14,1379,30,1182,40,right,1,16,1.659,Wed May 24 13:35:11 2017
15,1379,30,1182,40,right,1,16,1.412,Wed May 24 13:35:13 2017
16,1773,10,197,90,right,1,8,1.249,Wed May 24 13:35:15 2017
17,788,60,591,70,right,1,31,2.226,Wed May 24 13:35:17 2017
18,1182,40,1773,10,left,1,3,3.306,Wed May 24 13:35:21 2017
19,591,70,788,60,right,0,31,4.433,Wed May 24 13:35:25 2017
20,985,50,1773,10,left,1,4,2.907,Wed May 24 13:35:29 2017
21,591,70,197,90,right,1,35,2.597,Wed May 24 13:35:31 2017
22,591,70,1182,40,left,1,24,1.824,Wed May 24 13:35:34 2017
23,197,90,1773,10,left,1,8,1.207,Wed May 24 13:35:35 2017
24,788,60,985,50,left,1,27,1.79,Wed May 24 13:35:37 2017
25,394,80,197,90,left,0,36,1.316,Wed May 24 13:35:39 2017
26,788,60,1182,40,left,1,23,1.539,Wed May 24 13:35:40 2017
27,1773,10,591,70,right,1,6,1.074,Wed May 24 13:35:42 2017
28,788,60,1379,30,left,1,18,1.244,Wed May 24 13:35:43 2017
29,394,80,788,60,left,1,32,1.179,Wed May 24 13:35:45 2017
30,985,50,788,60,right,1,27,1.362,Wed May 24 13:35:46 2017
31,985,50,394,80,right,1,29,1.159,Wed May 24 13:35:48 2017
32,788,60,1182,40,left,1,23,1.145,Wed May 24 13:35:49 2017
33,1773,10,197,90,right,1,8,0.962,Wed May 24 13:35:50 2017
34,1182,40,1379,30,left,1,16,1.362,Wed May 24 13:35:52 2017
35,394,80,591,70,right,0,34,0.84,Wed May 24 13:35:53 2017
36,591,70,394,80,left,0,34,0.774,Wed May 24 13:35:54 2017
37,788,60,1773,10,left,1,5,2.081,Wed May 24 13:35:56 2017
38,1773,10,1379,30,right,1,2,1.465,Wed May 24 13:35:58 2017
39,197,90,1182,40,left,1,26,1.876,Wed May 24 13:36:00 2017
40,1182,40,591,70,right,1,24,1.487,Wed May 24 13:36:02 2017
41,1182,40,1773,10,left,1,3,3.381,Wed May 24 13:36:06 2017
42,1773,10,591,70,right,1,6,0.996,Wed May 24 13:36:07 2017
43,197,90,1182,40,left,1,26,1.41,Wed May 24 13:36:08 2017
44,197,90,394,80,right,0,36,2.711,Wed May 24 13:36:11 2017
45,985,50,788,60,right,1,27,1.646,Wed May 24 13:36:13 2017
46,985,50,788,60,right,1,27,2.366,Wed May 24 13:36:16 2017
47,591,70,788,60,left,1,31,1.381,Wed May 24 13:36:18 2017
48,788,60,1773,10,left,1,5,1.485,Wed May 24 13:36:19 2017
49,1182,40,985,50,right,1,22,1.083,Wed May 24 13:36:21 2017
50,1379,30,197,90,right,1,21,1.395,Wed May 24 13:36:22 2017
51,394,80,1576,20,left,1,14,1.009,Wed May 24 13:36:24 2017
52,197,90,591,70,right,0,35,1.214,Wed May 24 13:36:25 2017
53,197,90,394,80,left,1,36,1.329,Wed May 24 13:36:27 2017
54,1773,10,1576,20,right,1,1,2.522,Wed May 24 13:36:29 2017
55,1773,10,591,70,right,1,6,1.634,Wed May 24 13:36:31 2017
56,591,70,1773,10,left,1,6,1.319,Wed May 24 13:36:33 2017
57,1379,30,394,80,right,1,20,1.616,Wed May 24 13:36:35 2017
58,197,90,1379,30,left,1,21,1.26,Wed May 24 13:36:36 2017
59,788,60,985,50,left,1,27,3.004,Wed May 24 13:36:40 2017
60,591,70,1182,40,left,1,24,2.825,Wed May 24 13:36:43 2017
61,591,70,788,60,left,1,31,1.866,Wed May 24 13:36:46 2017
62,1773,10,985,50,right,1,4,2.453,Wed May 24 13:36:48 2017
63,1576,20,1182,40,right,1,10,5.651,Wed May 24 13:36:54 2017
64,394,80,788,60,right,0,32,3.554,Wed May 24 13:36:58 2017
65,985,50,1182,40,left,1,22,3.848,Wed May 24 13:37:02 2017
66,394,80,788,60,right,0,32,4.586,Wed May 24 13:37:07 2017
67,1379,30,1576,20,left,1,9,1.023,Wed May 24 13:37:08 2017
68,197,90,788,60,left,1,33,1.524,Wed May 24 13:37:10 2017
69,985,50,394,80,right,1,29,7.488,Wed May 24 13:37:18 2017
70,788,60,591,70,right,1,31,1.802,Wed May 24 13:37:20 2017
71,985,50,197,90,left,0,30,2.187,Wed May 24 13:37:22 2017
72,1379,30,1576,20,left,1,9,1.766,Wed May 24 13:37:24 2017
73,985,50,1182,40,left,1,22,1.433,Wed May 24 13:37:26 2017
74,1576,20,394,80,right,1,14,1.071,Wed May 24 13:37:27 2017
75,591,70,197,90,right,1,35,0.944,Wed May 24 13:37:29 2017
76,1379,30,197,90,right,1,21,0.916,Wed May 24 13:37:30 2017
77,197,90,788,60,left,1,33,1.353,Wed May 24 13:37:31 2017
78,591,70,788,60,left,1,31,1.132,Wed May 24 13:37:33 2017
79,197,90,788,60,left,1,33,0.869,Wed May 24 13:37:34 2017
80,788,60,1379,30,left,1,18,1.3,Wed May 24 13:37:36 2017
81,197,90,1773,10,left,1,8,0.883,Wed May 24 13:37:37 2017
82,1773,10,394,80,right,1,7,1.922,Wed May 24 13:37:39 2017
83,1773,10,985,50,right,1,4,1.29,Wed May 24 13:37:41 2017
84,1773,10,985,50,right,1,4,1.278,Wed May 24 13:37:42 2017
85,1576,20,197,90,right,1,15,1.276,Wed May 24 13:37:44 2017
86,1576,20,788,60,right,1,12,1.381,Wed May 24 13:37:45 2017
87,1576,20,1773,10,left,1,1,1.251,Wed May 24 13:37:47 2017
88,1576,20,1773,10,left,1,1,1.583,Wed May 24 13:37:49 2017
89,1576,20,788,60,right,1,12,0.814,Wed May 24 13:37:50 2017
90,1576,20,985,50,right,1,11,1.068,Wed May 24 13:37:51 2017
91,591,70,394,80,left,0,34,2.303,Wed May 24 13:37:54 2017
92,1182,40,591,70,right,1,24,1.207,Wed May 24 13:37:55 2017
93,394,80,1379,30,left,1,20,2.156,Wed May 24 13:37:58 2017
94,788,60,394,80,right,1,32,1.096,Wed May 24 13:37:59 2017
95,1576,20,1182,40,right,1,10,1.54,Wed May 24 13:38:01 2017
96,1773,10,788,60,right,1,5,1.719,Wed May 24 13:38:03 2017
97,394,80,1379,30,left,1,20,2.099,Wed May 24 13:38:05 2017
98,1576,20,788,60,right,1,12,1.063,Wed May 24 13:38:06 2017
99,985,50,1379,30,right,0,17,1.558,Wed May 24 13:38:08 2017
100,788,60,1379,30,left,1,18,3.741,Wed May 24 13:38:12 2017
101,1379,30,1773,10,left,1,2,1.602,Wed May 24 13:38:14 2017
102,197,90,788,60,right,0,33,0.942,Wed May 24 13:38:16 2017
103,1379,30,591,70,right,1,19,0.969,Wed May 24 13:38:17 2017
104,1576,20,985,50,right,1,11,0.916,Wed May 24 13:38:18 2017
105,1773,10,197,90,right,1,8,1.006,Wed May 24 13:38:19 2017
106,1182,40,1773,10,right,0,3,1.962,Wed May 24 13:38:22 2017
107,591,70,788,60,right,0,31,2.709,Wed May 24 13:38:25 2017
108,197,90,394,80,left,1,36,2.155,Wed May 24 13:38:27 2017
109,985,50,1182,40,left,1,22,1.341,Wed May 24 13:38:29 2017
110,1379,30,985,50,right,1,17,1.017,Wed May 24 13:38:30 2017
111,197,90,788,60,left,1,33,2.273,Wed May 24 13:38:33 2017
112,1182,40,1773,10,left,1,3,1.934,Wed May 24 13:38:35 2017
113,1773,10,394,80,right,1,7,1.483,Wed May 24 13:38:37 2017
114,394,80,197,90,left,0,36,1.354,Wed May 24 13:38:38 2017
115,1773,10,1379,30,right,1,2,2.027,Wed May 24 13:38:41 2017
116,1773,10,1182,40,right,1,3,1.103,Wed May 24 13:38:42 2017
117,1182,40,1773,10,left,1,3,1.67,Wed May 24 13:38:44 2017
118,1182,40,985,50,right,1,22,1.477,Wed May 24 13:38:46 2017
119,788,60,394,80,right,1,32,1.719,Wed May 24 13:38:48 2017
120,788,60,197,90,right,1,33,1.125,Wed May 24 13:38:49 2017
121,394,80,591,70,right,0,34,1.674,Wed May 24 13:38:51 2017
122,1576,20,197,90,right,1,15,1.032,Wed May 24 13:38:52 2017
123,1379,30,197,90,right,1,21,1.508,Wed May 24 13:38:54 2017
124,788,60,197,90,right,1,33,1.759,Wed May 24 13:38:56 2017
125,985,50,1576,20,left,1,11,2.318,Wed May 24 13:38:59 2017
126,1773,10,985,50,right,1,4,0.961,Wed May 24 13:39:00 2017
127,1182,40,1576,20,left,1,10,1.845,Wed May 24 13:39:03 2017
128,591,70,1773,10,left,1,6,1.515,Wed May 24 13:39:05 2017
129,985,50,1379,30,left,1,17,1.046,Wed May 24 13:39:06 2017
130,197,90,985,50,left,1,30,1.462,Wed May 24 13:39:08 2017
131,197,90,394,80,left,1,36,0.894,Wed May 24 13:39:10 2017
132,1773,10,1379,30,right,1,2,1.229,Wed May 24 13:39:11 2017
133,788,60,591,70,right,1,31,1.216,Wed May 24 13:39:13 2017
134,1773,10,1379,30,right,1,2,1.085,Wed May 24 13:39:14 2017
135,1773,10,788,60,right,1,5,2.024,Wed May 24 13:39:17 2017
136,1576,20,1379,30,left,0,9,2.809,Wed May 24 13:39:20 2017
137,1576,20,1182,40,right,1,10,1.537,Wed May 24 13:39:22 2017
138,394,80,1379,30,left,1,20,1.165,Wed May 24 13:39:23 2017
139,1379,30,591,70,right,1,19,0.953,Wed May 24 13:39:24 2017
140,1576,20,1379,30,right,1,9,2.358,Wed May 24 13:39:27 2017
141,1773,10,591,70,right,1,6,1.006,Wed May 24 13:39:29 2017
142,985,50,591,70,right,1,28,1.239,Wed May 24 13:39:30 2017
143,197,90,1182,40,left,1,26,1.076,Wed May 24 13:39:31 2017
144,394,80,788,60,left,1,32,0.957,Wed May 24 13:39:33 2017
145,1576,20,394,80,right,1,14,1.126,Wed May 24 13:39:34 2017
146,1773,10,788,60,right,1,5,1.016,Wed May 24 13:39:36 2017
147,591,70,197,90,right,1,35,0.764,Wed May 24 13:39:37 2017
148,788,60,197,90,right,1,33,0.808,Wed May 24 13:39:38 2017
149,985,50,1379,30,left,1,17,1.336,Wed May 24 13:39:40 2017
150,591,70,394,80,right,1,34,1.903,Wed May 24 13:39:42 2017
151,394,80,1773,10,left,1,7,1.572,Wed May 24 13:39:44 2017
152,197,90,1182,40,left,1,26,1.733,Wed May 24 13:39:46 2017
153,1576,20,788,60,right,1,12,1.072,Wed May 24 13:39:47 2017
154,985,50,1379,30,left,1,17,1.01,Wed May 24 13:39:49 2017
155,591,70,1182,40,left,1,24,1.765,Wed May 24 13:39:51 2017
156,1182,40,985,50,right,1,22,4.386,Wed May 24 13:39:55 2017
157,1182,40,591,70,right,1,24,7.389,Wed May 24 13:40:03 2017
158,985,50,394,80,right,1,29,3.013,Wed May 24 13:40:07 2017
159,1182,40,985,50,right,1,22,5.037,Wed May 24 13:40:12 2017
160,985,50,591,70,right,1,28,1.875,Wed May 24 13:40:14 2017
161,985,50,197,90,right,1,30,1.534,Wed May 24 13:40:16 2017
162,591,70,1576,20,left,1,13,1.993,Wed May 24 13:40:18 2017
163,788,60,394,80,right,1,32,1.413,Wed May 24 13:40:20 2017
164,1773,10,788,60,right,1,5,1.737,Wed May 24 13:40:22 2017
165,1182,40,1773,10,left,1,3,1.681,Wed May 24 13:40:24 2017
166,1182,40,197,90,right,1,26,0.963,Wed May 24 13:40:25 2017
167,1576,20,197,90,right,1,15,0.768,Wed May 24 13:40:27 2017
168,591,70,394,80,right,1,34,0.892,Wed May 24 13:40:28 2017
169,1576,20,1773,10,left,1,1,1.032,Wed May 24 13:40:29 2017
170,1576,20,394,80,right,1,14,0.702,Wed May 24 13:40:30 2017
171,985,50,1182,40,left,1,22,1.565,Wed May 24 13:40:32 2017
172,1576,20,985,50,right,1,11,0.864,Wed May 24 13:40:33 2017
173,1182,40,1379,30,left,1,16,0.97,Wed May 24 13:40:35 2017
174,788,60,591,70,right,1,31,1.029,Wed May 24 13:40:36 2017
175,985,50,394,80,right,1,29,1.232,Wed May 24 13:40:38 2017
176,1773,10,591,70,right,1,6,1.508,Wed May 24 13:40:40 2017
177,788,60,985,50,left,1,27,4.626,Wed May 24 13:40:45 2017
178,197,90,985,50,left,1,30,1.217,Wed May 24 13:40:46 2017
179,394,80,1379,30,left,1,20,1.723,Wed May 24 13:40:48 2017
180,1182,40,788,60,right,1,23,1.534,Wed May 24 13:40:50 2017
181,1576,20,197,90,right,1,15,0.853,Wed May 24 13:40:51 2017
182,985,50,394,80,right,1,29,0.797,Wed May 24 13:40:53 2017
183,394,80,1182,40,right,0,25,0.747,Wed May 24 13:40:54 2017
184,1576,20,1379,30,right,1,9,2.213,Wed May 24 13:40:56 2017
