trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,394,80,591,70,right,0,34,14.748,Wed May 24 15:13:34 2017
2,394,80,985,50,left,1,29,10.329,Wed May 24 15:13:46 2017
3,985,50,591,70,right,1,28,21.618,Wed May 24 15:14:09 2017
4,788,60,985,50,left,1,27,8.887,Wed May 24 15:14:19 2017
5,1576,20,1182,40,right,1,10,8.218,Wed May 24 15:14:28 2017
6,985,50,1773,10,right,0,4,14.374,Wed May 24 15:14:44 2017
7,394,80,1576,20,left,1,14,22.341,Wed May 24 15:15:07 2017
8,197,90,1773,10,right,0,8,7.532,Wed May 24 15:15:16 2017
9,1773,10,197,90,right,1,8,13.31,Wed May 24 15:15:30 2017
10,1379,30,1773,10,left,1,2,5.29,Wed May 24 15:15:36 2017
11,197,90,1576,20,right,0,15,8.757,Wed May 24 15:15:46 2017
12,1379,30,1773,10,left,1,2,9.835,Wed May 24 15:15:56 2017
13,1182,40,985,50,left,0,22,7.264,Wed May 24 15:16:04 2017
14,591,70,1182,40,left,1,24,11.886,Wed May 24 15:16:17 2017
15,1182,40,1379,30,left,1,16,8.965,Wed May 24 15:16:26 2017
16,1182,40,591,70,right,1,24,14.213,Wed May 24 15:16:41 2017
17,1379,30,788,60,left,0,18,9.296,Wed May 24 15:16:51 2017
18,1773,10,197,90,left,0,8,18.269,Wed May 24 15:17:10 2017
19,1576,20,1773,10,left,1,1,7.228,Wed May 24 15:17:19 2017
20,1773,10,788,60,left,0,5,11.895,Wed May 24 15:17:31 2017
21,591,70,985,50,left,1,28,31.85,Wed May 24 15:18:04 2017
22,197,90,1379,30,left,1,21,12.371,Wed May 24 15:18:17 2017
23,1182,40,591,70,left,0,24,21.304,Wed May 24 15:18:39 2017
24,788,60,985,50,left,1,27,16.463,Wed May 24 15:18:56 2017
25,1182,40,1379,30,left,1,16,25.385,Wed May 24 15:19:22 2017
26,591,70,1379,30,left,1,19,6.002,Wed May 24 15:19:29 2017
27,591,70,1576,20,right,0,13,6.381,Wed May 24 15:19:36 2017
28,788,60,1576,20,left,1,12,18.85,Wed May 24 15:19:56 2017
29,1576,20,591,70,right,1,13,24.651,Wed May 24 15:20:21 2017
30,1773,10,1379,30,right,1,2,4.057,Wed May 24 15:20:26 2017
31,197,90,1379,30,right,0,21,3.277,Wed May 24 15:20:30 2017
32,985,50,788,60,left,0,27,9.341,Wed May 24 15:20:40 2017
33,394,80,591,70,right,0,34,9.466,Wed May 24 15:20:50 2017
34,1576,20,788,60,right,1,12,10.929,Wed May 24 15:21:01 2017
35,1576,20,1773,10,left,1,1,8.447,Wed May 24 15:21:11 2017
36,1773,10,1576,20,right,1,1,24.527,Wed May 24 15:21:36 2017
37,197,90,1773,10,left,1,8,7.698,Wed May 24 15:21:44 2017
38,1379,30,1773,10,left,1,2,8.414,Wed May 24 15:21:54 2017
39,788,60,394,80,left,0,32,6.128,Wed May 24 15:22:01 2017
40,394,80,1379,30,right,0,20,6.784,Wed May 24 15:22:08 2017
41,591,70,985,50,right,0,28,26.498,Wed May 24 15:22:35 2017
42,788,60,985,50,left,1,27,21.166,Wed May 24 15:22:58 2017
43,394,80,1773,10,right,0,7,7.562,Wed May 24 15:23:07 2017
44,394,80,1576,20,right,0,14,11.076,Wed May 24 15:23:19 2017
45,197,90,788,60,right,0,33,3.388,Wed May 24 15:23:23 2017
46,197,90,788,60,right,0,33,3.777,Wed May 24 15:23:27 2017
47,394,80,197,90,left,0,36,4.004,Wed May 24 15:23:33 2017
48,197,90,985,50,right,0,30,5.555,Wed May 24 15:23:39 2017
49,1182,40,1773,10,left,1,3,4.558,Wed May 24 15:23:45 2017
50,985,50,394,80,left,0,29,7.568,Wed May 24 15:23:53 2017
51,1379,30,1182,40,right,1,16,47.976,Wed May 24 15:24:42 2017
52,788,60,1773,10,left,1,5,4.115,Wed May 24 15:24:47 2017
53,985,50,1576,20,right,0,11,3.715,Wed May 24 15:24:51 2017
54,1379,30,985,50,left,0,17,3.361,Wed May 24 15:24:55 2017
55,197,90,394,80,right,0,36,2.55,Wed May 24 15:24:58 2017
56,788,60,985,50,left,1,27,6.761,Wed May 24 15:25:06 2017
57,394,80,1379,30,right,0,20,12.651,Wed May 24 15:25:19 2017
58,197,90,788,60,right,0,33,2.561,Wed May 24 15:25:22 2017
59,788,60,1379,30,left,1,18,4.223,Wed May 24 15:25:27 2017
60,197,90,1576,20,right,0,15,2.667,Wed May 24 15:25:30 2017
61,1576,20,394,80,left,0,14,6.324,Wed May 24 15:25:37 2017
62,1379,30,591,70,left,0,19,2.527,Wed May 24 15:25:41 2017
63,1182,40,985,50,left,0,22,6.58,Wed May 24 15:25:48 2017
64,1379,30,1576,20,left,1,9,4.305,Wed May 24 15:25:53 2017
65,1576,20,1773,10,left,1,1,5.578,Wed May 24 15:25:59 2017
66,1576,20,985,50,left,0,11,2.058,Wed May 24 15:26:02 2017
67,1379,30,1576,20,left,1,9,4.426,Wed May 24 15:26:07 2017
68,591,70,1182,40,right,0,24,3.903,Wed May 24 15:26:11 2017
69,1182,40,197,90,left,0,26,2.128,Wed May 24 15:26:14 2017
70,1182,40,985,50,left,0,22,5.551,Wed May 24 15:26:20 2017
71,197,90,788,60,right,0,33,3.064,Wed May 24 15:26:23 2017
72,788,60,591,70,left,0,31,4.641,Wed May 24 15:26:29 2017
73,1576,20,394,80,left,0,14,8.227,Wed May 24 15:26:37 2017
