"V1","V2"
-6,0.00840906806596298
-5.99,0.00849286285164435
-5.98,0.00857748541371199
-5.97,0.00866294378481316
-5.96,0.00874924607264706
-5.95,0.00883640046060771
-5.94,0.00892441520843131
-5.93,0.00901329865284783
-5.92,0.00910305920823689
-5.91,0.0091937053672881
-5.9,0.00928524570166557
-5.89,0.00937768886267686
-5.88,0.00947104358194611
-5.87,0.00956531867209167
-5.86,0.00966052302740789
-5.85,0.00975666562455137
-5.84,0.00985375552323127
-5.83,0.00995180186690433
-5.82,0.0100508138834738
-5.81,0.0101508008859927
-5.8,0.010251772273372
-5.79,0.0103537375310917
-5.78,0.0104567062319181
-5.77,0.0105606880366231
-5.76,0.01066569269471
-5.75,0.0107717300451416
-5.74,0.0108788100170739
-5.73,0.0109869426305932
-5.72,0.0110961379974576
-5.71,0.0112064063218429
-5.7,0.0113177579010923
-5.69,0.0114302031264707
-5.68,0.0115437524839223
-5.67,0.0116584165548331
-5.66,0.0117742060167972
-5.65,0.011891131644387
-5.64,0.0120092043099274
-5.63,0.0121284349842742
-5.62,0.0122488347375965
-5.61,0.0123704147401624
-5.6,0.0124931862631296
-5.59,0.0126171606793387
-5.58,0.0127423494641116
-5.57,0.0128687641960525
-5.56,0.0129964165578534
-5.55,0.0131253183371028
-5.54,0.0132554814270988
-5.53,0.0133869178276648
-5.52,0.0135196396459697
-5.51,0.0136536590973509
-5.5,0.0137889885061416
-5.49,0.0139256403065004
-5.48,0.0140636270432455
-5.47,0.0142029613726911
-5.46,0.0143436560634881
-5.45,0.0144857239974669
-5.44,0.0146291781704843
-5.43,0.0147740316932731
-5.42,0.0149202977922942
-5.41,0.0150679898105928
-5.4,0.0152171212086563
-5.39,0.0153677055652756
-5.38,0.0155197565784089
-5.37,0.0156732880660486
-5.36,0.0158283139670898
-5.35,0.0159848483422026
-5.34,0.0161429053747052
-5.33,0.0163024993714409
-5.32,0.0164636447636563
-5.31,0.0166263561078816
-5.3,0.0167906480868138
-5.29,0.0169565355102008
-5.28,0.0171240333157277
-5.27,0.0172931565699054
-5.26,0.0174639204689597
-5.25,0.0176363403397227
-5.24,0.0178104316405254
-5.23,0.0179862099620916
-5.22,0.0181636910284325
-5.21,0.0183428906977433
-5.2,0.0185238249632994
-5.19,0.0187065099543546
-5.18,0.0188909619370391
-5.17,0.0190771973152582
-5.16,0.0192652326315917
-5.15,0.019455084568193
-5.14,0.0196467699476887
-5.13,0.0198403057340775
-5.12,0.0200357090336297
-5.11,0.0202329970957854
-5.1,0.020432187314053
-5.09,0.0206332972269062
-5.08,0.0208363445186804
-5.07,0.0210413470204683
-5.06,0.0212483227110135
-5.05,0.0214572897176035
-5.04,0.0216682663169605
-5.03,0.0218812709361305
-5.02,0.0220963221533702
-5.01,0.0223134386990322
-5,0.0225326394564473
-4.99,0.022753943462804
-4.98,0.0229773699100256
-4.97,0.0232029381456441
-4.96,0.0234306676736703
-4.95,0.0236605781554612
-4.94,0.0238926894105828
-4.93,0.0241270214176692
-4.92,0.0243635943152779
-4.91,0.0246024284027394
-4.9,0.0248435441410037
-4.89,0.0250869621534798
-4.88,0.0253327032268717
-4.87,0.0255807883120077
-4.86,0.0258312385246641
-4.85,0.0260840751463829
-4.84,0.0263393196252834
-4.83,0.0265969935768658
-4.82,0.0268571187848096
-4.81,0.027119717201763
-4.8,0.0273848109501257
-4.79,0.0276524223228231
-4.78,0.027922573784073
-4.77,0.0281952879701426
-4.76,0.0284705876900973
-4.75,0.02874849592654
-4.74,0.0290290358363408
-4.73,0.0293122307513563
-4.72,0.0295981041791392
-4.71,0.0298866798036362
-4.7,0.0301779814858759
-4.69,0.0304720332646442
-4.68,0.030768859357148
-4.67,0.0310684841596674
-4.66,0.0313709322481939
-4.65,0.0316762283790564
-4.64,0.0319843974895333
-4.63,0.0322954646984505
-4.62,0.0326094553067656
-4.61,0.0329263947981363
-4.6,0.0332463088394741
-4.59,0.0335692232814825
-4.58,0.0338951641591781
-4.57,0.0342241576923959
-4.56,0.0345562302862765
-4.55,0.0348914085317368
-4.54,0.0352297192059215
-4.53,0.0355711892726362
-4.52,0.0359158458827617
-4.51,0.0362637163746484
-4.5,0.0366148282744899
-4.49,0.036969209296677
-4.48,0.0373268873441295
-4.47,0.0376878905086059
-4.46,0.0380522470709921
-4.45,0.0384199855015654
-4.44,0.0387911344602361
-4.43,0.0391657227967644
-4.42,0.039543779550953
-4.41,0.0399253339528138
-4.4,0.0403104154227092
-4.39,0.0406990535714665
-4.38,0.041091278200465
-4.37,0.0414871193016958
-4.36,0.0418866070577927
-4.35,0.0422897718420338
-4.34,0.0426966442183139
-4.33,0.0431072549410861
-4.32,0.0435216349552722
-4.31,0.0439398153961413
-4.3,0.0443618275891564
-4.29,0.0447877030497867
-4.28,0.0452174734832875
-4.27,0.0456511707844437
-4.26,0.0460888270372797
-4.25,0.0465304745147315
-4.24,0.0469761456782835
-4.23,0.0474258731775668
-4.22,0.0478796898499189
-4.21,0.0483376287199052
-4.2,0.0487997229988
-4.19,0.0492660060840267
-4.18,0.0497365115585567
-4.17,0.0502112731902665
-4.16,0.0506903249312507
-4.15,0.0511737009170916
-4.14,0.0516614354660849
-4.13,0.0521535630784177
-4.12,0.0526501184353029
-4.11,0.0531511363980638
-4.1,0.0536566520071719
-4.09,0.0541667004812361
-4.08,0.0546813172159408
-4.07,0.0552005377829343
-4.06,0.0557243979286654
-4.05,0.0562529335731674
-4.04,0.0567861808087885
-4.03,0.0573241758988687
-4.02,0.057866955276361
-4.01,0.0584145555423963
-4,0.0589670134647918
-3.99,0.0595243659765015
-3.98,0.0600866501740076
-3.97,0.0606539033156521
-3.96,0.061226162819908
-3.95,0.0618034662635886
-3.94,0.0623858513799944
-3.93,0.0629733560569965
-3.92,0.0635660183350553
-3.91,0.0641638764051739
-3.9,0.0647669686067855
-3.89,0.0653753334255726
-3.88,0.0659890094912188
-3.87,0.0666080355750907
-3.86,0.06723245058785
-3.85,0.0678622935769945
-3.84,0.0684976037243261
-3.83,0.0691384203433468
-3.82,0.0697847828765801
-3.81,0.0704367308928171
-3.8,0.0710943040842872
-3.79,0.0717575422637513
-3.78,0.0724264853615177
-3.77,0.0731011734223782
-3.76,0.0737816466024653
-3.75,0.0744679451660281
-3.74,0.0751601094821266
-3.73,0.0758581800212436
-3.72,0.0765621973518122
-3.71,0.0772722021366599
-3.7,0.0779882351293664
-3.69,0.0787103371705352
-3.68,0.0794385491839784
-3.67,0.0801729121728123
-3.66,0.0809134672154653
-3.65,0.0816602554615947
-3.64,0.0824133181279128
-3.63,0.0831726964939224
-3.62,0.0839384318975581
-3.61,0.0847105657307358
-3.6,0.0854891394348065
-3.59,0.0862741944959167
-3.58,0.0870657724402712
-3.57,0.0878639148293013
-3.56,0.0886686632547333
-3.55,0.0894800593335614
-3.54,0.0902981447029198
-3.53,0.0911229610148561
-3.52,0.0919545499310043
-3.51,0.092792953117157
-3.5,0.0936382122377357
-3.49,0.0944903689501593
-3.48,0.0953494648991095
-3.47,0.0962155417106929
-3.46,0.0970886409864989
-3.45,0.0979688042975539
-3.44,0.0988560731781694
-3.43,0.0997504891196851
-3.42,0.100652093564107
-3.41,0.101560927897637
-3.4,0.102477033444097
-3.39,0.10340045145825
-3.38,0.104331223119001
-3.37,0.10526938952251
-3.36,0.106214991675176
-3.35,0.107168070486528
-3.34,0.108128666762004
-3.33,0.109096821195613
-3.32,0.110072574362503
-3.31,0.111055966711408
-3.3,0.11204703855699
-3.29,0.113045830072079
-3.28,0.114052381279791
-3.27,0.11506673204555
-3.26,0.116088922068995
-3.25,0.117118990875781
-3.24,0.11815697780927
-3.23,0.119202922022118
-3.22,0.120256862467751
-3.21,0.121318837891737
-3.2,0.122388886823049
-3.19,0.123467047565224
-3.18,0.124553358187416
-3.17,0.125647856515346
-3.16,0.126750580122141
-3.15,0.127861566319081
-3.14,0.128980852146236
-3.13,0.130108474362998
-3.12,0.131244469438523
-3.11,0.132388873542065
-3.1,0.133541722533212
-3.09,0.134703051952028
-3.08,0.135872897009094
-3.07,0.13705129257546
-3.06,0.138238273172494
-3.05,0.13943387296165
-3.04,0.140638125734134
-3.03,0.141851064900488
-3.02,0.143072723480081
-3.01,0.144303134090519
-3,0.145542328936965
-2.99,0.146790339801382
-2.98,0.14804719803169
-2.97,0.149312934530844
-2.96,0.150587579745844
-2.95,0.151871163656659
-2.94,0.153163715765086
-2.93,0.154465265083535
-2.92,0.155775840123747
-2.91,0.157095468885453
-2.9,0.158424178844956
-2.89,0.159761996943669
-2.88,0.161108949576585
-2.87,0.162465062580696
-2.86,0.163830361223359
-2.85,0.165204870190615
-2.84,0.16658861357546
-2.83,0.167981614866075
-2.82,0.169383896934019
-2.81,0.170795482022374
-2.8,0.172216391733878
-2.79,0.173646647019005
-2.78,0.17508626816404
-2.77,0.176535274779117
-2.76,0.177993685786247
-2.75,0.179461519407327
-2.74,0.180938793152142
-2.73,0.182425523806356
-2.72,0.183921727419504
-2.71,0.185427419292982
-2.7,0.186942613968046
-2.69,0.188467325213819
-2.68,0.190001566015313
-2.67,0.191545348561468
-2.66,0.193098684233216
-2.65,0.194661583591578
-2.64,0.196234056365779
-2.63,0.197816111441418
-2.62,0.199407756848668
-2.61,0.201008999750529
-2.6,0.20261984643113
-2.59,0.204240302284092
-2.58,0.205870371800947
-2.57,0.207510058559636
-2.56,0.209159365213063
-2.55,0.210818293477747
-2.54,0.212486844122539
-2.53,0.214165016957441
-2.52,0.215852810822515
-2.51,0.217550223576888
-2.5,0.219257252087872
-2.49,0.220973892220188
-2.48,0.222700138825309
-2.47,0.224435985730927
-2.46,0.226181425730546
-2.45,0.227936450573216
-2.44,0.229701050953398
-2.43,0.231475216500982
-2.42,0.233258935771457
-2.41,0.235052196236235
-2.4,0.236854984273145
-2.39,0.23866728515709
-2.38,0.240489083050889
-2.37,0.242320360996295
-2.36,0.244161100905203
-2.35,0.246011283551052
-2.34,0.24787088856043
-2.33,0.249739894404882
-2.32,0.251618278392936
-2.31,0.253506016662338
-2.3,0.255403084172524
-2.29,0.257309454697314
-2.28,0.259225100817846
-2.27,0.261149993915751
-2.26,0.26308410416658
-2.25,0.265027400533481
-2.24,0.266979850761142
-2.23,0.268941421369995
-2.22,0.270912077650694
-2.21,0.272891783658871
-2.2,0.274880502210177
-2.19,0.27687819487561
-2.18,0.278884821977137
-2.17,0.280900342583616
-2.16,0.282924714507027
-2.15,0.28495789429901
-2.14,0.286999837247718
-2.13,0.289050497374996
-2.12,0.29110982743388
-2.11,0.293177778906432
-2.1,0.295254302001909
-2.09,0.297339345655269
-2.08,0.299432857526027
-2.07,0.301534783997461
-2.06,0.303645070176166
-2.05,0.30576365989197
-2.04,0.307890495698212
-2.03,0.310025518872388
-2.02,0.31216866941716
-2.01,0.314319886061746
-2,0.316479106263684
-1.99,0.318646266210974
-1.98,0.320821300824607
-1.97,0.323004143761477
-1.96,0.325194727417686
-1.95,0.32739298293224
-1.94,0.329598840191132
-1.93,0.331812227831834
-1.92,0.33403307324818
-1.91,0.336261302595647
-1.9,0.338496840797048
-1.89,0.340739611548615
-1.88,0.342989537326501
-1.87,0.345246539393681
-1.86,0.347510537807255
-1.85,0.349781451426173
-1.84,0.35205919791935
-1.83,0.354343693774204
-1.82,0.356634854305598
-1.81,0.358932593665183
-1.8,0.361236824851158
-1.79,0.363547459718434
-1.78,0.365864408989199
-1.77,0.368187582263898
-1.76,0.370516888032605
-1.75,0.372852233686804
-1.74,0.375193525531571
-1.73,0.377540668798146
-1.72,0.37989356765691
-1.71,0.382252125230751
-1.7,0.384616243608818
-1.69,0.386985823860665
-1.68,0.389360766050778
-1.67,0.391740969253486
-1.66,0.394126331568239
-1.65,0.396516750135274
-1.64,0.39891212115163
-1.63,0.401312339887548
-1.62,0.403717300703212
-1.61,0.406126897065857
-1.6,0.40854102156722
-1.59,0.410959565941335
-1.58,0.41338242108267
-1.57,0.415809477064593
-1.56,0.418240623158164
-1.55,0.420675747851251
-1.54,0.423114738867954
-1.53,0.425557483188341
-1.52,0.428003867068481
-1.51,0.430453776060771
-1.5,0.432907095034546
-1.49,0.435363708196971
-1.48,0.437823499114202
-1.47,0.440286350732807
-1.46,0.442752145401444
-1.45,0.445220764892785
-1.44,0.447692090425675
-1.43,0.450166002687522
-1.42,0.452642381856911
-1.41,0.45512110762642
-1.4,0.457602059225649
-1.39,0.460085115444434
-1.38,0.462570154656251
-1.37,0.465057054841785
-1.36,0.467545693612681
-1.35,0.470035948235428
-1.34,0.472527695655406
-1.33,0.47502081252106
-1.32,0.4775151752082
-1.31,0.480010659844418
-1.3,0.48250714233361
-1.29,0.48500449838059
-1.28,0.48750260351579
-1.27,0.490001333120035
-1.26,0.49250056244938
-1.25,0.49500016666
-1.24,0.497500020833125
-1.23,0.5
-1.22,0.502499979166875
-1.21,0.50499983334
-1.2,0.50749943755062
-1.19,0.509998666879966
-1.18,0.51249739648421
-1.17,0.51499550161941
-1.16,0.51749285766639
-1.15,0.519989340155582
-1.14,0.5224848247918
-1.13,0.52497918747894
-1.12,0.527472304344594
-1.11,0.529964051764572
-1.1,0.532454306387319
-1.09,0.534942945158215
-1.08,0.537429845343749
-1.07,0.539914884555566
-1.06,0.542397940774351
-1.05,0.54487889237358
-1.04,0.547357618143089
-1.03,0.549833997312478
-1.02,0.552307909574325
-1.01,0.554779235107215
-1,0.557247854598556
-0.99,0.559713649267193
