Sujeto,Grupo,Condicion,Día,Corto_enCorto,Corto_enLargo,Largo_enCorto,Largo_enLargo,EnsayosCortos,EnsayosLargos
19,2v8,LB,3,46,1,3,41,49,42
19,2v8,LB,4,32,2,4,33,36,35
19,2v8,LB,5,21,1,2,26,23,27
19,2v8,LB,6,30,1,5,26,35,27
19,2v8,LB,7,27,2,9,32,36,34
19,2v8,LB,8,35,2,8,37,43,39
19,2v8,LB,9,30,0,3,33,33,33
19,2v8,LB,10,26,3,4,25,30,28
19,2v8,M,1,31,0,2,42,33,42
19,2v8,M,2,31,1,0,28,31,29
19,2v8,M,3,38,3,0,35,38,38
19,2v8,M,4,30,0,1,35,31,35
19,2v8,M,5,32,4,0,24,32,28
19,2v8,M,6,30,1,3,28,33,29
19,2v8,M,7,38,5,2,32,40,37
19,2v8,M,8,35,5,2,28,37,33
19,2v8,M,9,27,11,4,17,31,28
19,2v8,M,10,35,11,3,26,38,37
