trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,579,29,521,37,left,1,9,23.787,Thu Nov 24 12:49:34 2016
2,463,45,579,29,left,0,4,17.916,Thu Nov 24 12:49:53 2016
3,521,37,463,45,left,1,2,21.822,Thu Nov 24 12:50:16 2016
4,579,29,492,41,left,1,7,41.389,Thu Nov 24 12:50:59 2016
5,492,41,579,29,right,1,7,9.596,Thu Nov 24 12:51:10 2016
6,550,33,463,45,left,1,3,7.095,Thu Nov 24 12:51:18 2016
7,550,33,492,41,left,1,6,30.746,Thu Nov 24 12:51:51 2016
8,521,37,579,29,right,1,9,12.676,Thu Nov 24 12:52:04 2016
9,550,33,463,45,left,1,3,11.845,Thu Nov 24 12:52:17 2016
10,463,45,492,41,right,1,1,25.903,Thu Nov 24 12:52:45 2016
11,492,41,579,29,right,1,7,13.769,Thu Nov 24 12:53:00 2016
12,550,33,463,45,left,1,3,16.576,Thu Nov 24 12:53:17 2016
13,579,29,463,45,left,1,4,5.951,Thu Nov 24 12:53:24 2016
14,579,29,492,41,left,1,7,9.734,Thu Nov 24 12:53:35 2016
15,579,29,550,33,left,1,10,7.757,Thu Nov 24 12:53:43 2016
16,521,37,463,45,left,1,2,7.79,Thu Nov 24 12:53:52 2016
17,463,45,492,41,left,0,1,8.859,Thu Nov 24 12:54:02 2016
18,521,37,550,33,right,1,8,2.44,Thu Nov 24 12:54:05 2016
19,521,37,550,33,right,1,8,7.542,Thu Nov 24 12:54:13 2016
20,463,45,550,33,right,1,3,5.923,Thu Nov 24 12:54:20 2016
21,492,41,463,45,left,1,1,4.073,Thu Nov 24 12:54:25 2016
22,550,33,521,37,left,1,8,11.72,Thu Nov 24 12:54:38 2016
23,521,37,492,41,left,1,5,6.706,Thu Nov 24 12:54:45 2016
24,550,33,521,37,left,1,8,4.886,Thu Nov 24 12:54:51 2016
25,550,33,492,41,left,1,6,5.809,Thu Nov 24 12:54:58 2016
26,579,29,463,45,left,1,4,7.747,Thu Nov 24 12:55:06 2016
27,463,45,550,33,right,1,3,14.896,Thu Nov 24 12:55:22 2016
28,579,29,463,45,left,1,4,2.181,Thu Nov 24 12:55:25 2016
29,463,45,550,33,right,1,3,2.94,Thu Nov 24 12:55:28 2016
30,550,33,492,41,left,1,6,8.85,Thu Nov 24 12:55:38 2016
31,521,37,463,45,left,1,2,7.164,Thu Nov 24 12:55:47 2016
32,492,41,550,33,right,1,6,7.94,Thu Nov 24 12:55:55 2016
33,521,37,463,45,right,0,2,14.296,Thu Nov 24 12:56:10 2016
34,521,37,579,29,left,0,9,8.553,Thu Nov 24 12:56:20 2016
35,463,45,550,33,right,1,3,17.116,Thu Nov 24 12:56:38 2016
36,550,33,521,37,left,1,8,3.663,Thu Nov 24 12:56:42 2016
37,550,33,463,45,left,1,3,9.157,Thu Nov 24 12:56:52 2016
38,492,41,463,45,left,1,1,4.293,Thu Nov 24 12:56:57 2016
39,492,41,521,37,right,1,5,4.666,Thu Nov 24 12:57:02 2016
40,579,29,463,45,left,1,4,2.928,Thu Nov 24 12:57:05 2016
41,550,33,492,41,left,1,6,6.706,Thu Nov 24 12:57:12 2016
42,492,41,463,45,left,1,1,7.15,Thu Nov 24 12:57:20 2016
43,463,45,550,33,right,1,3,9.748,Thu Nov 24 12:57:31 2016
44,550,33,579,29,right,1,10,12.03,Thu Nov 24 12:57:44 2016
45,492,41,579,29,right,1,7,7.501,Thu Nov 24 12:57:52 2016
46,579,29,463,45,left,1,4,9.083,Thu Nov 24 12:58:02 2016
47,579,29,521,37,left,1,9,6.152,Thu Nov 24 12:58:08 2016
48,521,37,463,45,left,1,2,2.1,Thu Nov 24 12:58:11 2016
49,550,33,521,37,left,1,8,2.428,Thu Nov 24 12:58:14 2016
50,463,45,492,41,right,1,1,3.343,Thu Nov 24 12:58:18 2016
51,579,29,463,45,left,1,4,2.52,Thu Nov 24 12:58:21 2016
52,521,37,579,29,right,1,9,5.099,Thu Nov 24 12:58:27 2016
53,579,29,550,33,left,1,10,5.015,Thu Nov 24 12:58:32 2016
54,521,37,492,41,left,1,5,3.587,Thu Nov 24 12:58:36 2016
55,492,41,579,29,left,0,7,6.594,Thu Nov 24 12:58:43 2016
56,579,29,492,41,left,1,7,10.729,Thu Nov 24 12:58:55 2016
57,492,41,550,33,right,1,6,5.865,Thu Nov 24 12:59:01 2016
58,550,33,579,29,right,1,10,3.018,Thu Nov 24 12:59:05 2016
59,550,33,492,41,left,1,6,5.492,Thu Nov 24 12:59:11 2016
60,492,41,550,33,right,1,6,12.005,Thu Nov 24 12:59:24 2016
61,579,29,492,41,left,1,7,7.7,Thu Nov 24 12:59:32 2016
62,579,29,521,37,right,0,9,8.228,Thu Nov 24 12:59:41 2016
63,463,45,579,29,left,0,4,4.578,Thu Nov 24 12:59:46 2016
64,550,33,492,41,left,1,6,8.688,Thu Nov 24 12:59:55 2016
65,550,33,579,29,right,1,10,4.799,Thu Nov 24 13:00:01 2016
66,463,45,550,33,right,1,3,3.762,Thu Nov 24 13:00:05 2016
67,463,45,550,33,right,1,3,5.36,Thu Nov 24 13:00:11 2016
68,463,45,579,29,right,1,4,6.978,Thu Nov 24 13:00:19 2016
69,492,41,463,45,left,1,1,4.154,Thu Nov 24 13:00:23 2016
70,492,41,463,45,left,1,1,4.72,Thu Nov 24 13:00:28 2016
71,579,29,550,33,left,1,10,2.707,Thu Nov 24 13:00:31 2016
72,463,45,521,37,right,1,2,1.954,Thu Nov 24 13:00:34 2016
73,550,33,463,45,left,1,3,3.514,Thu Nov 24 13:00:37 2016
74,463,45,579,29,right,1,4,4.346,Thu Nov 24 13:00:42 2016
75,492,41,579,29,right,1,7,6.866,Thu Nov 24 13:00:50 2016
76,521,37,463,45,left,1,2,5.299,Thu Nov 24 13:00:56 2016
77,492,41,579,29,right,1,7,2.694,Thu Nov 24 13:00:59 2016
78,521,37,492,41,left,1,5,1.867,Thu Nov 24 13:01:02 2016
79,521,37,579,29,right,1,9,2.253,Thu Nov 24 13:01:04 2016
80,521,37,492,41,left,1,5,1.799,Thu Nov 24 13:01:07 2016
81,521,37,579,29,right,1,9,13.991,Thu Nov 24 13:01:21 2016
82,579,29,463,45,right,0,4,4.688,Thu Nov 24 13:01:26 2016
83,521,37,579,29,right,1,9,8.949,Thu Nov 24 13:01:36 2016
84,521,37,579,29,right,1,9,3.9,Thu Nov 24 13:01:40 2016
85,579,29,550,33,right,0,10,2.641,Thu Nov 24 13:01:43 2016
86,579,29,550,33,left,1,10,4.681,Thu Nov 24 13:01:48 2016
87,550,33,579,29,right,1,10,7.973,Thu Nov 24 13:01:57 2016
88,463,45,521,37,right,1,2,5.623,Thu Nov 24 13:02:03 2016
89,492,41,550,33,right,1,6,14.301,Thu Nov 24 13:02:18 2016
90,521,37,492,41,left,1,5,8.556,Thu Nov 24 13:02:27 2016
91,579,29,550,33,left,1,10,3.057,Thu Nov 24 13:02:31 2016
92,550,33,492,41,left,1,6,8.897,Thu Nov 24 13:02:40 2016
93,550,33,579,29,right,1,10,4.309,Thu Nov 24 13:02:45 2016
94,492,41,521,37,right,1,5,5.222,Thu Nov 24 13:02:51 2016
95,579,29,492,41,left,1,7,6.672,Thu Nov 24 13:02:58 2016
96,579,29,463,45,left,1,4,4.226,Thu Nov 24 13:03:03 2016
97,550,33,521,37,left,1,8,8.765,Thu Nov 24 13:03:13 2016
98,463,45,521,37,right,1,2,2.355,Thu Nov 24 13:03:15 2016
99,463,45,521,37,right,1,2,4.664,Thu Nov 24 13:03:21 2016
100,492,41,550,33,right,1,6,3.993,Thu Nov 24 13:03:25 2016
101,463,45,521,37,right,1,2,3.596,Thu Nov 24 13:03:29 2016
102,579,29,550,33,left,1,10,4.812,Thu Nov 24 13:03:35 2016
103,463,45,521,37,right,1,2,3.792,Thu Nov 24 13:03:39 2016
104,550,33,463,45,left,1,3,5.903,Thu Nov 24 13:03:46 2016
105,579,29,550,33,left,1,10,3.289,Thu Nov 24 13:03:49 2016
106,550,33,463,45,left,1,3,3.334,Thu Nov 24 13:03:53 2016
107,521,37,550,33,right,1,8,6.898,Thu Nov 24 13:04:01 2016
108,463,45,492,41,right,1,1,6.338,Thu Nov 24 13:04:08 2016
109,550,33,521,37,left,1,8,8.023,Thu Nov 24 13:04:16 2016
110,579,29,463,45,left,1,4,11.65,Thu Nov 24 13:04:28 2016
111,521,37,550,33,right,1,8,9.335,Thu Nov 24 13:04:38 2016
112,492,41,521,37,right,1,5,8.947,Thu Nov 24 13:04:48 2016
113,521,37,550,33,right,1,8,4.146,Thu Nov 24 13:04:53 2016
114,492,41,463,45,left,1,1,10.662,Thu Nov 24 13:05:04 2016
115,492,41,579,29,right,1,7,8.579,Thu Nov 24 13:05:13 2016
116,550,33,521,37,left,1,8,8.587,Thu Nov 24 13:05:22 2016
117,550,33,521,37,left,1,8,1.626,Thu Nov 24 13:05:29 2016
118,579,29,550,33,left,1,10,2.545,Thu Nov 24 13:05:32 2016
119,550,33,463,45,left,1,3,4.864,Thu Nov 24 13:05:38 2016
120,492,41,463,45,right,0,1,8.183,Thu Nov 24 13:05:47 2016
121,463,45,492,41,right,1,1,7.026,Thu Nov 24 13:05:54 2016
122,492,41,550,33,right,1,6,5.735,Thu Nov 24 13:06:01 2016
123,579,29,463,45,left,1,4,2.717,Thu Nov 24 13:06:04 2016
124,492,41,463,45,left,1,1,12.317,Thu Nov 24 13:06:17 2016
125,550,33,463,45,right,0,3,6.222,Thu Nov 24 13:06:24 2016
126,463,45,492,41,right,1,1,5.885,Thu Nov 24 13:06:31 2016
127,579,29,550,33,left,1,10,6.309,Thu Nov 24 13:06:38 2016
128,550,33,521,37,left,1,8,6.917,Thu Nov 24 13:06:46 2016
129,579,29,521,37,left,1,9,5.04,Thu Nov 24 13:06:54 2016
130,579,29,463,45,right,0,4,2.94,Thu Nov 24 13:06:58 2016
131,521,37,463,45,left,1,2,4.952,Thu Nov 24 13:07:04 2016
132,579,29,492,41,left,1,7,3.767,Thu Nov 24 13:07:08 2016
133,579,29,521,37,left,1,9,2.296,Thu Nov 24 13:07:11 2016
134,579,29,492,41,left,1,7,5.34,Thu Nov 24 13:07:18 2016
135,521,37,550,33,right,1,8,7.909,Thu Nov 24 13:07:26 2016
136,492,41,579,29,right,1,7,22.352,Thu Nov 24 13:07:49 2016
137,492,41,463,45,left,1,1,6.909,Thu Nov 24 13:07:57 2016
138,521,37,463,45,left,1,2,2.598,Thu Nov 24 13:08:01 2016
139,492,41,521,37,right,1,5,6.946,Thu Nov 24 13:08:08 2016
140,492,41,521,37,right,1,5,4.706,Thu Nov 24 13:08:14 2016
141,463,45,550,33,right,1,3,12.846,Thu Nov 24 13:08:27 2016
142,579,29,463,45,left,1,4,3.97,Thu Nov 24 13:08:32 2016
143,550,33,579,29,right,1,10,2.692,Thu Nov 24 13:08:35 2016
144,521,37,579,29,left,0,9,3.193,Thu Nov 24 13:08:39 2016
145,550,33,579,29,right,1,10,4.112,Thu Nov 24 13:08:43 2016
146,521,37,579,29,right,1,9,3.997,Thu Nov 24 13:08:48 2016
147,521,37,463,45,left,1,2,3.387,Thu Nov 24 13:08:52 2016
148,492,41,521,37,right,1,5,3.771,Thu Nov 24 13:08:56 2016
149,492,41,521,37,left,0,5,2.491,Thu Nov 24 13:08:59 2016
150,550,33,492,41,left,1,6,3.221,Thu Nov 24 13:09:03 2016
151,521,37,579,29,right,1,9,3.16,Thu Nov 24 13:09:07 2016
152,521,37,550,33,right,1,8,6.518,Thu Nov 24 13:09:14 2016
