trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,463,45,492,41,left,0,1,12.493,Thu Nov 24 12:00:11 2016
2,521,37,492,41,left,1,5,16.105,Thu Nov 24 12:00:29 2016
3,492,41,463,45,left,1,1,15.641,Thu Nov 24 12:00:53 2016
4,492,41,550,33,right,1,6,11.461,Thu Nov 24 12:01:06 2016
5,521,37,579,29,right,1,9,9.184,Thu Nov 24 12:01:16 2016
6,550,33,579,29,right,1,10,15.127,Thu Nov 24 12:01:33 2016
7,579,29,492,41,left,1,7,13.202,Thu Nov 24 12:01:47 2016
8,492,41,463,45,left,1,1,22.606,Thu Nov 24 12:02:12 2016
9,550,33,463,45,left,1,3,14.767,Thu Nov 24 12:02:28 2016
10,579,29,550,33,left,1,10,12.694,Thu Nov 24 12:02:43 2016
11,521,37,463,45,left,1,2,9.596,Thu Nov 24 12:02:54 2016
12,550,33,521,37,left,1,8,7.923,Thu Nov 24 12:03:03 2016
13,550,33,492,41,left,1,6,8.974,Thu Nov 24 12:03:13 2016
14,579,29,463,45,left,1,4,15.223,Thu Nov 24 12:03:29 2016
15,579,29,550,33,left,1,10,18.886,Thu Nov 24 12:03:49 2016
16,579,29,550,33,left,1,10,9.745,Thu Nov 24 12:04:00 2016
17,463,45,550,33,right,1,3,9.48,Thu Nov 24 12:04:11 2016
18,550,33,521,37,left,1,8,6.187,Thu Nov 24 12:04:18 2016
19,579,29,463,45,left,1,4,6.83,Thu Nov 24 12:04:26 2016
20,492,41,579,29,right,1,7,15.108,Thu Nov 24 12:04:42 2016
21,463,45,550,33,right,1,3,6.795,Thu Nov 24 12:04:49 2016
22,579,29,492,41,left,1,7,4.755,Thu Nov 24 12:04:55 2016
23,492,41,579,29,right,1,7,3.325,Thu Nov 24 12:04:59 2016
24,463,45,492,41,right,1,1,5.581,Thu Nov 24 12:05:05 2016
25,579,29,521,37,left,1,9,4.723,Thu Nov 24 12:05:11 2016
26,579,29,463,45,left,1,4,4.107,Thu Nov 24 12:05:15 2016
27,492,41,521,37,right,1,5,3.881,Thu Nov 24 12:05:20 2016
28,579,29,492,41,left,1,7,9.038,Thu Nov 24 12:05:30 2016
29,463,45,492,41,right,1,1,3.717,Thu Nov 24 12:05:34 2016
30,521,37,550,33,right,1,8,4.049,Thu Nov 24 12:05:39 2016
31,550,33,521,37,left,1,8,5.647,Thu Nov 24 12:05:46 2016
32,521,37,463,45,left,1,2,6.594,Thu Nov 24 12:05:53 2016
33,463,45,521,37,right,1,2,8.225,Thu Nov 24 12:06:02 2016
34,579,29,463,45,left,1,4,7,Thu Nov 24 12:06:10 2016
35,579,29,492,41,left,1,7,7.494,Thu Nov 24 12:06:18 2016
36,579,29,521,37,left,1,9,5.115,Thu Nov 24 12:06:24 2016
37,579,29,492,41,left,1,7,2.982,Thu Nov 24 12:06:28 2016
38,550,33,521,37,left,1,8,5.038,Thu Nov 24 12:06:33 2016
39,579,29,492,41,left,1,7,3.507,Thu Nov 24 12:06:38 2016
40,579,29,463,45,left,1,4,1.556,Thu Nov 24 12:06:40 2016
41,521,37,579,29,right,1,9,7.857,Thu Nov 24 12:06:48 2016
42,463,45,579,29,right,1,4,2.972,Thu Nov 24 12:06:52 2016
43,579,29,521,37,left,1,9,2.775,Thu Nov 24 12:06:56 2016
44,579,29,550,33,left,1,10,2.896,Thu Nov 24 12:06:59 2016
45,550,33,492,41,left,1,6,2.909,Thu Nov 24 12:07:03 2016
46,579,29,550,33,left,1,10,8.108,Thu Nov 24 12:07:12 2016
47,463,45,521,37,right,1,2,2.923,Thu Nov 24 12:07:15 2016
48,521,37,463,45,left,1,2,6.292,Thu Nov 24 12:07:22 2016
49,492,41,579,29,right,1,7,3.582,Thu Nov 24 12:07:27 2016
50,463,45,521,37,right,1,2,7.157,Thu Nov 24 12:07:35 2016
51,521,37,492,41,left,1,5,5.815,Thu Nov 24 12:07:41 2016
52,550,33,579,29,right,1,10,2.98,Thu Nov 24 12:07:45 2016
53,463,45,550,33,right,1,3,2.225,Thu Nov 24 12:07:48 2016
54,492,41,550,33,right,1,6,3.681,Thu Nov 24 12:07:52 2016
55,550,33,579,29,right,1,10,2.751,Thu Nov 24 12:07:55 2016
56,579,29,550,33,left,1,10,4.637,Thu Nov 24 12:08:01 2016
57,550,33,579,29,right,1,10,4.851,Thu Nov 24 12:08:06 2016
58,550,33,521,37,left,1,8,3.059,Thu Nov 24 12:08:10 2016
59,521,37,579,29,right,1,9,7.357,Thu Nov 24 12:08:18 2016
60,463,45,492,41,right,1,1,4.27,Thu Nov 24 12:08:23 2016
61,463,45,550,33,right,1,3,4.102,Thu Nov 24 12:08:28 2016
62,463,45,550,33,right,1,3,5.201,Thu Nov 24 12:08:34 2016
63,550,33,463,45,left,1,3,4.921,Thu Nov 24 12:08:40 2016
64,550,33,521,37,left,1,8,11.207,Thu Nov 24 12:08:52 2016
65,579,29,521,37,left,1,9,3.735,Thu Nov 24 12:08:56 2016
66,521,37,492,41,left,1,5,2.874,Thu Nov 24 12:09:00 2016
67,550,33,463,45,left,1,3,2.297,Thu Nov 24 12:09:03 2016
68,579,29,492,41,left,1,7,4.184,Thu Nov 24 12:09:08 2016
69,521,37,492,41,left,1,5,5.805,Thu Nov 24 12:09:14 2016
70,492,41,521,37,right,1,5,4.64,Thu Nov 24 12:09:19 2016
71,579,29,492,41,left,1,7,4.485,Thu Nov 24 12:09:24 2016
72,463,45,579,29,right,1,4,3.101,Thu Nov 24 12:09:28 2016
73,463,45,579,29,right,1,4,3.749,Thu Nov 24 12:09:32 2016
74,579,29,521,37,left,1,9,8.622,Thu Nov 24 12:09:42 2016
75,463,45,579,29,right,1,4,2.235,Thu Nov 24 12:09:45 2016
76,492,41,463,45,left,1,1,5.141,Thu Nov 24 12:09:51 2016
77,521,37,550,33,right,1,8,4.464,Thu Nov 24 12:09:56 2016
78,492,41,550,33,right,1,6,5.576,Thu Nov 24 12:10:02 2016
79,492,41,550,33,right,1,6,2.96,Thu Nov 24 12:10:06 2016
80,463,45,521,37,right,1,2,2.408,Thu Nov 24 12:10:09 2016
81,463,45,579,29,right,1,4,2.619,Thu Nov 24 12:10:12 2016
82,521,37,550,33,right,1,8,4.366,Thu Nov 24 12:10:17 2016
83,579,29,492,41,left,1,7,3.332,Thu Nov 24 12:10:21 2016
84,579,29,521,37,left,1,9,5.824,Thu Nov 24 12:10:27 2016
85,492,41,463,45,left,1,1,4.84,Thu Nov 24 12:10:33 2016
86,550,33,579,29,right,1,10,4.666,Thu Nov 24 12:10:38 2016
87,521,37,579,29,right,1,9,4.722,Thu Nov 24 12:10:43 2016
88,579,29,492,41,left,1,7,5.606,Thu Nov 24 12:10:50 2016
89,492,41,579,29,right,1,7,3.592,Thu Nov 24 12:10:54 2016
