trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,463,45,550,33,right,1,3,12.898,Fri Nov 25 13:11:43 2016
2,463,45,521,37,right,1,2,12.943,Fri Nov 25 13:11:57 2016
3,550,33,521,37,right,0,8,6.955,Fri Nov 25 13:12:05 2016
4,550,33,579,29,left,0,10,4.59,Fri Nov 25 13:12:13 2016
5,521,37,463,45,right,0,2,10.761,Fri Nov 25 13:12:26 2016
6,492,41,550,33,left,0,6,14.86,Fri Nov 25 13:12:42 2016
7,492,41,521,37,left,0,5,5.607,Fri Nov 25 13:12:49 2016
8,579,29,521,37,left,1,9,5.278,Fri Nov 25 13:12:55 2016
9,463,45,579,29,left,0,4,10.885,Fri Nov 25 13:13:07 2016
10,550,33,579,29,right,1,10,4.892,Fri Nov 25 13:13:13 2016
11,463,45,521,37,left,0,2,12.35,Fri Nov 25 13:13:26 2016
12,492,41,550,33,left,0,6,2.015,Fri Nov 25 13:13:29 2016
13,579,29,550,33,right,0,10,4.258,Fri Nov 25 13:13:35 2016
14,463,45,521,37,left,0,2,2.126,Fri Nov 25 13:13:37 2016
15,579,29,550,33,left,1,10,5.816,Fri Nov 25 13:13:44 2016
16,463,45,579,29,left,0,4,3.29,Fri Nov 25 13:13:48 2016
17,579,29,492,41,right,0,7,6.986,Fri Nov 25 13:13:56 2016
18,550,33,492,41,right,0,6,3.006,Fri Nov 25 13:14:00 2016
19,492,41,550,33,left,0,6,2.554,Fri Nov 25 13:14:04 2016
20,579,29,463,45,right,0,4,1.59,Fri Nov 25 13:14:06 2016
21,492,41,521,37,left,0,5,1.816,Fri Nov 25 13:14:08 2016
22,492,41,463,45,left,1,1,7.519,Fri Nov 25 13:14:17 2016
23,492,41,550,33,left,0,6,2.282,Fri Nov 25 13:14:20 2016
24,521,37,550,33,right,1,8,5.447,Fri Nov 25 13:14:28 2016
25,579,29,492,41,right,0,7,3.244,Fri Nov 25 13:14:32 2016
26,492,41,521,37,left,0,5,1.271,Fri Nov 25 13:14:34 2016
27,521,37,492,41,right,0,5,3.616,Fri Nov 25 13:14:38 2016
28,521,37,550,33,right,1,8,4.223,Fri Nov 25 13:14:43 2016
29,463,45,550,33,left,0,3,2.48,Fri Nov 25 13:14:46 2016
30,463,45,521,37,left,0,2,2.928,Fri Nov 25 13:14:50 2016
31,579,29,521,37,left,1,9,2.971,Fri Nov 25 13:14:53 2016
32,579,29,463,45,right,0,4,2.469,Fri Nov 25 13:14:56 2016
33,521,37,463,45,right,0,2,1.917,Fri Nov 25 13:14:59 2016
34,579,29,492,41,right,0,7,1.907,Fri Nov 25 13:15:01 2016
35,463,45,521,37,left,0,2,1.818,Fri Nov 25 13:15:04 2016
36,492,41,579,29,left,0,7,2.89,Fri Nov 25 13:15:07 2016
37,550,33,579,29,left,0,10,18.734,Fri Nov 25 13:15:27 2016
38,463,45,550,33,left,0,3,1.931,Fri Nov 25 13:15:29 2016
39,550,33,579,29,right,1,10,2.453,Fri Nov 25 13:15:32 2016
40,492,41,521,37,left,0,5,1.829,Fri Nov 25 13:15:35 2016
41,579,29,521,37,right,0,9,2.164,Fri Nov 25 13:15:38 2016
42,492,41,579,29,left,0,7,2.405,Fri Nov 25 13:15:41 2016
43,521,37,550,33,right,1,8,3.719,Fri Nov 25 13:15:45 2016
44,521,37,492,41,right,0,5,4.698,Fri Nov 25 13:15:50 2016
45,579,29,492,41,right,0,7,1.669,Fri Nov 25 13:15:52 2016
46,463,45,550,33,left,0,3,1.527,Fri Nov 25 13:15:55 2016
47,521,37,492,41,right,0,5,1.464,Fri Nov 25 13:15:57 2016
48,550,33,463,45,right,0,3,26.595,Fri Nov 25 13:16:24 2016
49,521,37,463,45,right,0,2,1.505,Fri Nov 25 13:16:26 2016
50,521,37,463,45,right,0,2,1.31,Fri Nov 25 13:16:28 2016
51,492,41,579,29,left,0,7,1.462,Fri Nov 25 13:16:29 2016
52,492,41,579,29,left,0,7,1.911,Fri Nov 25 13:16:32 2016
53,521,37,463,45,right,0,2,2.861,Fri Nov 25 13:16:35 2016
54,579,29,550,33,left,1,10,2.463,Fri Nov 25 13:16:38 2016
55,521,37,550,33,right,1,8,5.595,Fri Nov 25 13:16:44 2016
56,463,45,492,41,right,1,1,3.07,Fri Nov 25 13:16:48 2016
57,579,29,550,33,left,1,10,6.978,Fri Nov 25 13:16:56 2016
58,521,37,492,41,right,0,5,2.314,Fri Nov 25 13:16:59 2016
59,579,29,521,37,left,1,9,2.954,Fri Nov 25 13:17:02 2016
60,579,29,521,37,left,1,9,1.997,Fri Nov 25 13:17:05 2016
61,521,37,550,33,right,1,8,3.214,Fri Nov 25 13:17:08 2016
62,492,41,550,33,left,0,6,2.201,Fri Nov 25 13:17:11 2016
63,492,41,550,33,left,0,6,1.483,Fri Nov 25 13:17:13 2016
64,521,37,492,41,right,0,5,1.111,Fri Nov 25 13:17:15 2016
65,463,45,550,33,left,0,3,1.083,Fri Nov 25 13:17:16 2016
66,579,29,550,33,left,1,10,1.58,Fri Nov 25 13:17:18 2016
67,463,45,550,33,left,0,3,1.317,Fri Nov 25 13:17:20 2016
68,521,37,579,29,right,1,9,1.29,Fri Nov 25 13:17:22 2016
69,550,33,492,41,right,0,6,2.275,Fri Nov 25 13:17:25 2016
70,579,29,463,45,right,0,4,1.181,Fri Nov 25 13:17:26 2016
71,579,29,492,41,right,0,7,1.935,Fri Nov 25 13:17:29 2016
72,492,41,521,37,left,0,5,1.56,Fri Nov 25 13:17:31 2016
73,579,29,521,37,left,1,9,1.677,Fri Nov 25 13:17:33 2016
74,579,29,521,37,left,1,9,1.598,Fri Nov 25 13:17:35 2016
75,550,33,521,37,left,1,8,1.521,Fri Nov 25 13:17:38 2016
76,492,41,463,45,left,1,1,2.281,Fri Nov 25 13:17:40 2016
77,521,37,550,33,right,1,8,2.244,Fri Nov 25 13:17:43 2016
78,463,45,550,33,left,0,3,2.172,Fri Nov 25 13:17:46 2016
79,550,33,579,29,right,1,10,1.495,Fri Nov 25 13:17:47 2016
80,550,33,521,37,left,1,8,3.995,Fri Nov 25 13:17:52 2016
81,463,45,579,29,left,0,4,1.525,Fri Nov 25 13:17:54 2016
82,463,45,521,37,left,0,2,1.199,Fri Nov 25 13:17:55 2016
83,463,45,550,33,left,0,3,0.871,Fri Nov 25 13:17:57 2016
84,492,41,521,37,left,0,5,1.098,Fri Nov 25 13:17:58 2016
85,550,33,579,29,right,1,10,1.613,Fri Nov 25 13:18:00 2016
86,550,33,492,41,right,0,6,1.143,Fri Nov 25 13:18:02 2016
87,550,33,463,45,right,0,3,0.985,Fri Nov 25 13:18:03 2016
88,463,45,521,37,left,0,2,1.235,Fri Nov 25 13:18:05 2016
89,550,33,521,37,left,1,8,1.367,Fri Nov 25 13:18:06 2016
90,492,41,550,33,left,0,6,1.109,Fri Nov 25 13:18:08 2016
91,579,29,521,37,left,1,9,1.56,Fri Nov 25 13:18:10 2016
92,550,33,521,37,left,1,8,3.212,Fri Nov 25 13:18:13 2016
93,463,45,521,37,left,0,2,1.273,Fri Nov 25 13:18:15 2016
94,463,45,550,33,left,0,3,1.225,Fri Nov 25 13:18:17 2016
95,521,37,579,29,right,1,9,2.886,Fri Nov 25 13:18:20 2016
96,492,41,521,37,left,0,5,0.993,Fri Nov 25 13:18:22 2016
97,492,41,463,45,left,1,1,0.988,Fri Nov 25 13:18:23 2016
98,579,29,550,33,left,1,10,5.057,Fri Nov 25 13:18:29 2016
99,492,41,463,45,left,1,1,2.905,Fri Nov 25 13:18:32 2016
100,463,45,492,41,right,1,1,1.942,Fri Nov 25 13:18:35 2016
101,521,37,463,45,right,0,2,1.351,Fri Nov 25 13:18:36 2016
102,521,37,579,29,right,1,9,2.287,Fri Nov 25 13:18:39 2016
103,550,33,463,45,right,0,3,1.42,Fri Nov 25 13:18:41 2016
104,579,29,550,33,left,1,10,1.549,Fri Nov 25 13:18:43 2016
105,521,37,550,33,right,1,8,6.369,Fri Nov 25 13:18:50 2016
106,579,29,521,37,left,1,9,1.704,Fri Nov 25 13:18:52 2016
107,521,37,550,33,right,1,8,1.978,Fri Nov 25 13:18:54 2016
108,550,33,463,45,right,0,3,1.797,Fri Nov 25 13:18:57 2016
109,492,41,550,33,left,0,6,1.477,Fri Nov 25 13:18:58 2016
110,463,45,521,37,left,0,2,1.372,Fri Nov 25 13:19:01 2016
111,492,41,463,45,left,1,1,2.326,Fri Nov 25 13:19:03 2016
112,521,37,550,33,right,1,8,4.143,Fri Nov 25 13:19:08 2016
113,550,33,579,29,left,0,10,1.706,Fri Nov 25 13:19:11 2016
114,463,45,550,33,left,0,3,2.178,Fri Nov 25 13:19:13 2016
115,579,29,492,41,right,0,7,1.433,Fri Nov 25 13:19:15 2016
116,521,37,550,33,right,1,8,1.827,Fri Nov 25 13:19:18 2016
117,579,29,550,33,left,1,10,1.926,Fri Nov 25 13:19:20 2016
118,463,45,579,29,left,0,4,1.052,Fri Nov 25 13:19:21 2016
119,492,41,550,33,left,0,6,2.467,Fri Nov 25 13:19:25 2016
120,492,41,579,29,left,0,7,1.346,Fri Nov 25 13:19:27 2016
121,463,45,579,29,left,0,4,1.812,Fri Nov 25 13:19:29 2016
122,463,45,579,29,left,0,4,0.865,Fri Nov 25 13:19:31 2016
123,492,41,463,45,left,1,1,0.828,Fri Nov 25 13:19:32 2016
124,492,41,463,45,left,1,1,0.721,Fri Nov 25 13:19:34 2016
125,579,29,463,45,right,0,4,1.763,Fri Nov 25 13:19:36 2016
126,463,45,492,41,right,1,1,1.673,Fri Nov 25 13:19:39 2016
127,463,45,579,29,left,0,4,1.542,Fri Nov 25 13:19:41 2016
128,463,45,492,41,right,1,1,1.566,Fri Nov 25 13:19:43 2016
129,579,29,463,45,right,0,4,3.027,Fri Nov 25 13:19:46 2016
130,579,29,521,37,left,1,9,2.1,Fri Nov 25 13:19:49 2016
131,579,29,521,37,left,1,9,1.396,Fri Nov 25 13:19:51 2016
132,492,41,463,45,left,1,1,2.95,Fri Nov 25 13:19:54 2016
133,463,45,579,29,left,0,4,1.667,Fri Nov 25 13:19:56 2016
134,521,37,492,41,right,0,5,1.382,Fri Nov 25 13:19:58 2016
135,579,29,550,33,left,1,10,1.818,Fri Nov 25 13:20:00 2016
136,463,45,550,33,left,0,3,1.343,Fri Nov 25 13:20:02 2016
137,521,37,550,33,right,1,8,1.697,Fri Nov 25 13:20:04 2016
138,550,33,579,29,right,1,10,1.238,Fri Nov 25 13:20:06 2016
139,550,33,492,41,right,0,6,3.669,Fri Nov 25 13:20:10 2016
140,492,41,550,33,left,0,6,1.502,Fri Nov 25 13:20:12 2016
141,521,37,579,29,right,1,9,1.857,Fri Nov 25 13:20:15 2016
142,463,45,579,29,left,0,4,1.41,Fri Nov 25 13:20:17 2016
143,521,37,463,45,right,0,2,1.37,Fri Nov 25 13:20:18 2016
144,463,45,579,29,left,0,4,0.976,Fri Nov 25 13:20:20 2016
145,521,37,550,33,right,1,8,4.22,Fri Nov 25 13:20:25 2016
146,463,45,550,33,left,0,3,1.408,Fri Nov 25 13:20:26 2016
147,579,29,492,41,right,0,7,2.039,Fri Nov 25 13:20:29 2016
148,579,29,463,45,right,0,4,0.935,Fri Nov 25 13:20:30 2016
149,579,29,492,41,right,0,7,1.379,Fri Nov 25 13:20:32 2016
150,492,41,521,37,left,0,5,0.971,Fri Nov 25 13:20:34 2016
151,579,29,550,33,left,1,10,1.882,Fri Nov 25 13:20:36 2016
152,579,29,463,45,right,0,4,1.666,Fri Nov 25 13:20:38 2016
153,463,45,492,41,right,1,1,2.562,Fri Nov 25 13:20:41 2016
154,463,45,550,33,left,0,3,1.7,Fri Nov 25 13:20:43 2016
155,521,37,492,41,right,0,5,1.685,Fri Nov 25 13:20:46 2016
156,521,37,492,41,right,0,5,0.899,Fri Nov 25 13:20:47 2016
157,550,33,463,45,right,0,3,1.103,Fri Nov 25 13:20:49 2016
158,550,33,492,41,right,0,6,2.831,Fri Nov 25 13:20:52 2016
159,492,41,463,45,left,1,1,4.751,Fri Nov 25 13:20:58 2016
160,550,33,521,37,left,1,8,2.965,Fri Nov 25 13:21:01 2016
161,463,45,492,41,right,1,1,9.968,Fri Nov 25 13:21:12 2016
162,492,41,521,37,left,0,5,1.44,Fri Nov 25 13:21:14 2016
163,579,29,492,41,right,0,7,1.083,Fri Nov 25 13:21:15 2016
164,463,45,492,41,right,1,1,1.63,Fri Nov 25 13:21:17 2016
165,521,37,579,29,right,1,9,8.246,Fri Nov 25 13:21:26 2016
166,579,29,521,37,left,1,9,1.096,Fri Nov 25 13:21:28 2016
167,579,29,463,45,right,0,4,1.408,Fri Nov 25 13:21:30 2016
168,579,29,463,45,right,0,4,0.993,Fri Nov 25 13:21:31 2016
169,521,37,492,41,right,0,5,0.886,Fri Nov 25 13:21:32 2016
170,492,41,550,33,left,0,6,1.075,Fri Nov 25 13:21:34 2016
171,550,33,492,41,right,0,6,0.967,Fri Nov 25 13:21:35 2016
