trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,550,33,492,41,left,1,6,8.905,Fri Nov 25 14:26:50 2016
2,492,41,550,33,right,1,6,8.092,Fri Nov 25 14:26:59 2016
3,521,37,550,33,right,1,8,4.791,Fri Nov 25 14:27:04 2016
4,521,37,579,29,right,1,9,3.091,Fri Nov 25 14:27:08 2016
5,463,45,550,33,right,1,3,4.154,Fri Nov 25 14:27:14 2016
6,521,37,463,45,left,1,2,12.563,Fri Nov 25 14:27:27 2016
7,521,37,550,33,right,1,8,21.29,Fri Nov 25 14:27:49 2016
8,492,41,463,45,left,1,1,5.606,Fri Nov 25 14:27:55 2016
9,550,33,521,37,left,1,8,3.628,Fri Nov 25 14:28:00 2016
10,492,41,463,45,left,1,1,3.046,Fri Nov 25 14:28:03 2016
11,492,41,521,37,right,1,5,20.429,Fri Nov 25 14:28:25 2016
12,463,45,579,29,right,1,4,4.857,Fri Nov 25 14:28:30 2016
13,550,33,463,45,left,1,3,19.406,Fri Nov 25 14:28:50 2016
14,550,33,579,29,right,1,10,4.62,Fri Nov 25 14:28:56 2016
15,579,29,521,37,left,1,9,4.89,Fri Nov 25 14:29:01 2016
16,550,33,521,37,left,1,8,11.803,Fri Nov 25 14:29:14 2016
17,492,41,579,29,right,1,7,2.46,Fri Nov 25 14:29:17 2016
18,579,29,550,33,left,1,10,6.422,Fri Nov 25 14:29:24 2016
19,492,41,463,45,left,1,1,2.819,Fri Nov 25 14:29:28 2016
20,550,33,579,29,right,1,10,1.794,Fri Nov 25 14:29:30 2016
21,463,45,521,37,right,1,2,2.389,Fri Nov 25 14:29:33 2016
22,492,41,579,29,right,1,7,3.006,Fri Nov 25 14:29:37 2016
23,492,41,521,37,right,1,5,3.189,Fri Nov 25 14:29:41 2016
24,463,45,521,37,right,1,2,1.639,Fri Nov 25 14:29:43 2016
25,492,41,521,37,right,1,5,1.087,Fri Nov 25 14:29:45 2016
26,579,29,521,37,left,1,9,1.896,Fri Nov 25 14:29:47 2016
27,463,45,492,41,right,1,1,3.568,Fri Nov 25 14:29:52 2016
