trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,550,33,521,37,right,0,8,18.235,Fri Nov 25 13:11:43 2016
2,521,37,579,29,right,1,9,15.158,Fri Nov 25 13:12:00 2016
3,463,45,579,29,left,0,4,15.128,Fri Nov 25 13:12:17 2016
4,492,41,463,45,right,0,1,11.82,Fri Nov 25 13:12:30 2016
5,463,45,521,37,left,0,2,12.879,Fri Nov 25 13:12:45 2016
6,492,41,521,37,left,0,5,16.758,Fri Nov 25 13:13:03 2016
7,550,33,492,41,right,0,6,5.131,Fri Nov 25 13:13:10 2016
8,550,33,492,41,right,0,6,4.823,Fri Nov 25 13:13:17 2016
9,579,29,463,45,right,0,4,5.624,Fri Nov 25 13:13:23 2016
10,463,45,492,41,left,0,1,7.141,Fri Nov 25 13:13:32 2016
11,463,45,492,41,left,0,1,3.198,Fri Nov 25 13:13:36 2016
12,463,45,579,29,left,0,4,7.673,Fri Nov 25 13:13:45 2016
13,550,33,579,29,left,0,10,8.757,Fri Nov 25 13:13:55 2016
14,463,45,579,29,left,0,4,4.49,Fri Nov 25 13:14:00 2016
15,579,29,521,37,right,0,9,4.346,Fri Nov 25 13:14:06 2016
16,463,45,550,33,left,0,3,4.725,Fri Nov 25 13:14:11 2016
17,463,45,550,33,left,0,3,2.601,Fri Nov 25 13:14:15 2016
18,492,41,579,29,left,0,7,7.065,Fri Nov 25 13:14:24 2016
19,463,45,550,33,left,0,3,2.564,Fri Nov 25 13:14:28 2016
20,492,41,579,29,left,0,7,2.601,Fri Nov 25 13:14:31 2016
21,521,37,550,33,left,0,8,11.701,Fri Nov 25 13:14:44 2016
22,521,37,550,33,left,0,8,1.918,Fri Nov 25 13:14:46 2016
23,550,33,463,45,right,0,3,4.487,Fri Nov 25 13:14:54 2016
24,579,29,463,45,right,0,4,3.004,Fri Nov 25 13:14:58 2016
25,521,37,463,45,right,0,2,8.155,Fri Nov 25 13:15:08 2016
26,521,37,579,29,left,0,9,7.508,Fri Nov 25 13:15:17 2016
27,579,29,521,37,right,0,9,5.756,Fri Nov 25 13:15:24 2016
28,463,45,550,33,left,0,3,14.715,Fri Nov 25 13:15:40 2016
29,579,29,463,45,right,0,4,4.169,Fri Nov 25 13:15:45 2016
30,463,45,492,41,left,0,1,4.291,Fri Nov 25 13:15:51 2016
