trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,521,37,550,33,right,1,8,6.064,Fri Nov 25 14:54:01 2016
2,550,33,463,45,left,1,3,1.685,Fri Nov 25 14:54:03 2016
3,463,45,521,37,right,1,2,1.788,Fri Nov 25 14:54:05 2016
4,463,45,492,41,right,1,1,5.61,Fri Nov 25 14:54:11 2016
5,550,33,492,41,left,1,6,3.467,Fri Nov 25 14:54:15 2016
6,492,41,521,37,right,1,5,1.81,Fri Nov 25 14:54:17 2016
7,550,33,521,37,left,1,8,1.264,Fri Nov 25 14:54:19 2016
8,550,33,579,29,right,1,10,1.043,Fri Nov 25 14:54:20 2016
9,492,41,550,33,right,1,6,1.126,Fri Nov 25 14:54:22 2016
10,463,45,550,33,right,1,3,0.944,Fri Nov 25 14:54:23 2016
11,463,45,521,37,right,1,2,0.942,Fri Nov 25 14:54:25 2016
12,521,37,579,29,right,1,9,1.819,Fri Nov 25 14:54:27 2016
13,463,45,492,41,right,1,1,1.704,Fri Nov 25 14:54:29 2016
14,521,37,579,29,right,1,9,0.879,Fri Nov 25 14:54:31 2016
15,550,33,463,45,left,1,3,1.229,Fri Nov 25 14:54:32 2016
16,550,33,492,41,left,1,6,1.478,Fri Nov 25 14:54:34 2016
17,579,29,492,41,left,1,7,1.754,Fri Nov 25 14:54:36 2016
18,521,37,550,33,right,1,8,1.408,Fri Nov 25 14:54:38 2016
19,521,37,579,29,right,1,9,2.925,Fri Nov 25 14:54:41 2016
20,521,37,579,29,right,1,9,1.152,Fri Nov 25 14:54:43 2016
21,579,29,492,41,left,1,7,1.536,Fri Nov 25 14:54:45 2016
22,579,29,550,33,left,1,10,1.118,Fri Nov 25 14:54:46 2016
23,521,37,463,45,left,1,2,1.488,Fri Nov 25 14:54:48 2016
24,521,37,579,29,right,1,9,0.867,Fri Nov 25 14:54:49 2016
25,492,41,550,33,right,1,6,0.928,Fri Nov 25 14:54:51 2016
26,492,41,463,45,right,0,1,1.147,Fri Nov 25 14:54:53 2016
