trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,463,45,550,33,right,1,3,5.195,Fri Nov 25 10:06:41 2016
2,492,41,521,37,left,0,5,11.538,Fri Nov 25 10:06:54 2016
3,521,37,550,33,right,1,8,14.24,Fri Nov 25 10:07:10 2016
4,463,45,521,37,right,1,2,8.729,Fri Nov 25 10:07:19 2016
5,521,37,463,45,left,1,2,12.414,Fri Nov 25 10:07:32 2016
6,492,41,521,37,left,0,5,16.043,Fri Nov 25 10:07:49 2016
7,463,45,579,29,right,1,4,6.413,Fri Nov 25 10:07:56 2016
8,492,41,463,45,right,0,1,10.418,Fri Nov 25 10:08:08 2016
9,550,33,521,37,right,0,8,8.366,Fri Nov 25 10:08:17 2016
10,550,33,492,41,left,1,6,12.18,Fri Nov 25 10:08:30 2016
11,492,41,550,33,right,1,6,9.593,Fri Nov 25 10:08:41 2016
12,550,33,463,45,left,1,3,6.372,Fri Nov 25 10:08:48 2016
13,492,41,550,33,right,1,6,11.69,Fri Nov 25 10:09:01 2016
14,521,37,550,33,left,0,8,8.913,Fri Nov 25 10:09:11 2016
15,521,37,579,29,right,1,9,10.906,Fri Nov 25 10:09:23 2016
16,463,45,492,41,left,0,1,10.205,Fri Nov 25 10:09:35 2016
17,492,41,550,33,right,1,6,11.255,Fri Nov 25 10:09:47 2016
18,579,29,463,45,left,1,4,2.759,Fri Nov 25 10:09:50 2016
19,579,29,550,33,right,0,10,11.743,Fri Nov 25 10:10:03 2016
20,550,33,463,45,left,1,3,4.292,Fri Nov 25 10:10:08 2016
21,521,37,463,45,left,1,2,7.566,Fri Nov 25 10:10:17 2016
22,492,41,521,37,left,0,5,7.522,Fri Nov 25 10:10:25 2016
23,521,37,579,29,right,1,9,8.444,Fri Nov 25 10:10:34 2016
24,579,29,521,37,left,1,9,4.425,Fri Nov 25 10:10:40 2016
25,521,37,492,41,right,0,5,5.297,Fri Nov 25 10:10:46 2016
26,521,37,463,45,left,1,2,9.38,Fri Nov 25 10:10:56 2016
27,492,41,521,37,left,0,5,9.938,Fri Nov 25 10:11:07 2016
28,492,41,463,45,left,1,1,6.175,Fri Nov 25 10:11:14 2016
29,550,33,463,45,left,1,3,2.168,Fri Nov 25 10:11:17 2016
30,463,45,550,33,right,1,3,2.589,Fri Nov 25 10:11:20 2016
31,550,33,521,37,right,0,8,4.957,Fri Nov 25 10:11:25 2016
32,579,29,492,41,left,1,7,5.43,Fri Nov 25 10:11:32 2016
33,550,33,463,45,left,1,3,2.069,Fri Nov 25 10:11:35 2016
34,463,45,579,29,right,1,4,3.544,Fri Nov 25 10:11:39 2016
35,492,41,579,29,right,1,7,4.684,Fri Nov 25 10:11:44 2016
36,550,33,521,37,right,0,8,9.938,Fri Nov 25 10:11:55 2016
37,492,41,521,37,right,1,5,2.471,Fri Nov 25 10:11:58 2016
38,579,29,521,37,left,1,9,3.489,Fri Nov 25 10:12:02 2016
39,550,33,463,45,left,1,3,3.134,Fri Nov 25 10:12:06 2016
40,463,45,550,33,left,0,3,5.558,Fri Nov 25 10:12:12 2016
41,521,37,492,41,right,0,5,7.673,Fri Nov 25 10:12:20 2016
42,463,45,492,41,left,0,1,18.154,Fri Nov 25 10:12:39 2016
43,521,37,463,45,left,1,2,12.159,Fri Nov 25 10:12:52 2016
44,521,37,550,33,right,1,8,13.805,Fri Nov 25 10:13:07 2016
45,463,45,492,41,left,0,1,10.045,Fri Nov 25 10:13:18 2016
46,463,45,550,33,right,1,3,4.358,Fri Nov 25 10:13:23 2016
47,521,37,579,29,right,1,9,1.58,Fri Nov 25 10:13:25 2016
48,521,37,550,33,left,0,8,5.507,Fri Nov 25 10:13:31 2016
49,550,33,463,45,left,1,3,6.467,Fri Nov 25 10:13:40 2016
50,550,33,492,41,left,1,6,4.994,Fri Nov 25 10:13:46 2016
51,463,45,492,41,left,0,1,7.096,Fri Nov 25 10:13:54 2016
52,550,33,521,37,left,1,8,3.744,Fri Nov 25 10:13:58 2016
53,521,37,463,45,left,1,2,5.783,Fri Nov 25 10:14:04 2016
54,521,37,492,41,right,0,5,4.666,Fri Nov 25 10:14:10 2016
