Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,34,s,True,1,0,True,1,False,0,False,0,False,0,4,5.861197233,4.360002041,2.406471014,Verde,pocos,senal,4 AS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
1,166,n,True,2,0,False,1,True,1,False,0,False,0,1,4.957844019,3.456665993,1.504010916,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,128,n,False,2,1,False,1,False,1,False,0,True,1,2,4.15770793,2.65654397,1.80486393,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
3,355,n,False,2,2,False,1,False,1,False,0,True,2,1,3.752172947,2.251000881,2.305969954,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
4,76,n,False,2,3,False,1,False,1,False,0,True,3,1,4.646960974,3.145823002,1.80422616,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
5,225,s,False,2,4,False,1,False,1,True,1,False,3,5,5.761692047,4.260526896,1.904730082,Naranja,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
6,626,s,False,2,5,False,1,False,1,True,2,False,3,6,3.356194973,1.855067015,1.904901028,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
7,296,n,True,3,5,False,1,True,2,False,2,False,3,1,4.157706976,2.656587839,2.104910851,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,261,n,True,4,5,False,1,True,3,False,2,False,3,1,2.35346508,0.852314949,2.606415987,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9,408,n,False,4,6,False,1,False,3,False,2,True,4,2,4.554597139,3.053425074,2.105317116,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
10,636,n,True,5,6,False,1,True,4,False,2,False,4,1,2.352295876,0.85174489,1.805057049,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
11,462,s,True,6,6,True,2,False,4,False,2,False,4,6,3.753710032,2.252664089,2.105127096,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
12,103,s,True,7,6,True,3,False,4,False,2,False,4,6,2.854344845,1.353277206,3.508080959,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
13,121,s,True,8,6,True,4,False,4,False,2,False,4,6,2.955524921,1.454468966,2.406021833,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
14,26,s,True,9,6,True,5,False,4,False,2,False,4,6,3.455927134,1.954796076,1.704370975,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
15,490,s,False,9,7,False,5,False,4,True,3,False,4,6,3.050559998,1.549396992,1.804284096,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
16,511,n,True,10,7,False,5,True,5,False,3,False,4,2,3.351419926,1.850219011,3.107308149,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
17,17,s,True,11,7,True,6,False,5,False,3,False,4,5,2.842995882,1.341722012,1.303913832,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
18,388,s,True,12,7,True,7,False,5,False,3,False,4,5,5.55983901,4.05911684,1.203402996,Naranja,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
19,442,s,True,13,7,True,8,False,5,False,3,False,4,5,3.854674816,2.35416317,1.905077934,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
20,437,n,False,13,8,False,8,False,5,False,3,True,5,2,3.152631044,1.651448965,1.403520107,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
21,38,s,True,14,8,True,9,False,5,False,3,False,5,5,3.155603886,1.654487848,1.804485083,Purpura,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
22,638,n,True,15,8,False,9,True,6,False,3,False,5,1,3.751678944,2.250506878,1.704334021,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
23,395,n,False,15,9,False,9,False,6,False,3,True,6,2,6.058125019,4.55708003,1.403922081,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
24,392,s,True,16,9,True,10,False,6,False,3,False,6,5,3.755752087,2.255291939,1.203072071,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
25,126,s,True,17,9,True,11,False,6,False,3,False,6,6,3.056142092,1.555047035,1.303467989,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
26,36,s,True,18,9,True,12,False,6,False,3,False,6,6,3.054852009,1.553720951,1.403692961,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
27,328,n,False,18,10,False,12,False,6,False,3,True,7,3,3.049778938,1.548668861,1.403967142,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
28,100,s,True,19,10,True,13,False,6,False,3,False,7,6,2.753248215,1.252197981,1.303654909,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
29,212,s,False,19,11,False,13,False,6,True,4,False,7,6,2.749029875,1.247928858,1.603959084,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
30,558,n,True,20,11,False,13,True,7,False,4,False,7,1,3.751199007,2.25009799,1.503870964,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
31,58,s,True,21,11,True,14,False,7,False,4,False,7,6,3.154926062,1.65379405,1.504086018,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
32,340,n,False,21,12,False,14,False,7,False,4,True,8,2,3.050128937,1.548981905,1.503901958,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
33,162,s,False,21,13,False,14,False,7,True,5,False,8,6,3.657669067,2.156471014,2.105702162,Verde,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
34,450,s,True,22,13,True,15,False,7,False,5,False,8,6,2.850138903,1.348997116,1.604143858,Naranja,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
35,4,s,True,23,13,True,16,False,7,False,5,False,8,5,3.155079126,1.653994083,1.904582977,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
36,369,n,False,23,14,False,16,False,7,False,5,True,9,3,2.949908018,1.448776007,1.704515934,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
37,422,s,True,24,14,True,17,False,7,False,5,False,9,5,3.150783062,1.649730921,1.202972889,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
38,180,s,False,24,15,False,17,False,7,True,6,False,9,6,4.455101013,2.953999043,1.804493904,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
39,363,n,False,24,16,False,17,False,7,False,6,True,10,3,4.452972889,2.951781034,1.504056931,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
40,73,s,True,25,16,True,18,False,7,False,6,False,10,6,2.549084902,1.047981024,2.305454969,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
41,361,s,True,26,16,True,19,False,7,False,6,False,10,5,2.754569054,1.253485918,1.604206085,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
42,402,s,True,27,16,True,20,False,7,False,6,False,10,6,3.152221918,1.651094913,1.704226971,Verde,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
43,55,s,True,28,16,True,21,False,7,False,6,False,10,6,2.842586041,1.341500044,1.203338146,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
44,342,n,False,28,17,False,21,False,7,False,6,True,11,3,4.152797937,2.65167284,1.202847004,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
45,350,n,False,28,18,False,21,False,7,False,6,True,12,3,3.752032042,2.250986099,1.403578043,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
46,639,n,True,29,18,False,21,True,8,False,6,False,12,1,4.15935111,2.658216953,3.408619165,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
47,224,n,True,30,18,False,21,True,9,False,6,False,12,2,2.252891064,0.751842976,1.403854132,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
48,293,n,True,31,18,False,21,True,10,False,6,False,12,1,2.553956985,1.052753925,2.606518984,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
49,482,s,False,31,19,False,21,False,10,True,7,False,12,6,2.650365829,1.149300098,1.403412104,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
50,570,s,False,31,20,False,21,False,10,True,8,False,12,6,2.753165007,1.252694845,1.504426956,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
51,90,s,True,32,20,True,22,False,10,False,8,False,12,6,3.156386137,1.65519309,1.403869867,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
52,343,s,True,33,20,True,23,False,10,False,8,False,12,5,4.66069293,3.160460949,1.303170919,Naranja,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
53,183,n,True,34,20,False,23,True,11,False,8,False,12,2,2.749658823,1.248510838,1.704325914,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
54,39,s,True,35,20,True,24,False,11,False,8,False,12,6,2.452979088,0.951843977,1.704931021,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
55,603,s,False,35,21,False,24,False,11,True,9,False,12,6,5.456125975,3.95498991,1.503612995,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
56,579,s,False,35,22,False,24,False,11,True,10,False,12,6,2.649360895,1.14822793,1.103411913,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
57,199,n,True,36,22,False,24,True,12,False,10,False,12,3,3.757740021,2.256700993,1.303230047,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1
58,139,s,True,37,22,True,25,False,12,False,10,False,12,6,3.154601097,1.654484987,1.603748083,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
59,546,s,False,37,23,False,25,False,12,True,11,False,12,6,2.749822855,1.24870801,1.303188086,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
60,282,s,False,37,24,False,25,False,12,True,12,False,12,5,3.15425396,1.653095961,1.603750944,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
61,540,s,False,37,25,False,25,False,12,True,13,False,12,6,2.853568792,1.352981806,2.606083155,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
62,195,s,False,37,26,False,25,False,12,True,14,False,12,6,3.356784821,1.855432034,1.10297513,Purpura,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
63,630,n,True,38,26,False,25,True,13,False,14,False,12,1,2.541785955,1.040724039,2.105540037,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
64,182,n,True,39,26,False,25,True,14,False,14,False,12,2,2.643360138,1.142189026,1.10332489,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
65,593,s,False,39,27,False,25,False,14,True,15,False,12,6,2.04756093,0.546365976,1.303471088,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
66,21,s,True,40,27,True,26,False,14,False,15,False,12,6,2.843261957,1.342123985,1.604398966,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
67,436,s,True,41,27,True,27,False,14,False,15,False,12,5,3.251158953,1.750065088,1.102592945,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
68,595,s,False,41,28,False,27,False,14,True,16,False,12,6,2.549256086,1.048138142,1.503907204,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
69,338,s,True,42,28,True,28,False,14,False,16,False,12,5,3.055899858,1.554810047,1.904844999,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
70,244,s,False,42,29,False,28,False,14,True,17,False,12,6,2.754339933,1.25316596,2.506581068,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
71,640,n,True,43,29,False,28,True,15,False,17,False,12,1,2.149765015,0.648645163,1.403857946,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
72,397,n,False,43,30,False,28,False,15,False,17,True,13,1,1.948807955,0.447669029,1.303463936,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
73,489,s,False,43,31,False,28,False,15,True,18,False,13,5,2.650580883,1.149392843,1.302798033,Verde,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
74,375,s,True,44,31,True,29,False,15,False,18,False,13,4,4.353652,2.852509975,1.203826904,Naranja,muchos,senal,3 BS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
75,228,s,False,44,32,False,29,False,15,True,19,False,13,6,2.453609943,0.952491045,1.303282976,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
76,409,s,True,45,32,True,30,False,15,False,19,False,13,5,3.354692221,1.854052067,1.203582048,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
77,314,s,False,45,33,False,30,False,15,True,20,False,13,6,4.057163954,2.556052923,2.406652927,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
78,560,n,True,46,33,False,30,True,16,False,20,False,13,1,2.55360198,1.052416801,1.704241991,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
79,517,n,True,47,33,False,30,True,17,False,20,False,13,1,2.549559832,1.048460007,1.102499008,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
80,138,s,True,48,33,True,31,False,17,False,20,False,13,6,2.652879953,1.151807785,1.103270054,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
81,270,n,True,49,33,False,31,True,18,False,20,False,13,1,2.649280071,1.148169994,1.103296995,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
82,379,n,False,49,34,False,31,False,18,False,20,True,14,3,3.55491519,2.054713011,0.802134037,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
83,330,n,False,49,35,False,31,False,18,False,20,True,15,3,3.250730991,1.75009799,1.203395128,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
84,597,n,True,50,35,False,31,True,19,False,20,False,15,2,2.047991991,0.546846867,1.403521776,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
85,93,s,True,51,35,True,32,False,19,False,20,False,15,6,2.655085087,1.154005051,0.501420021,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
86,457,s,True,52,35,True,33,False,19,False,20,False,15,6,3.052008867,1.55090189,1.20311594,Verde,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
87,15,s,True,53,35,True,34,False,19,False,20,False,15,6,2.641433954,1.140307903,1.604043961,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
88,553,s,False,53,36,False,34,False,19,True,21,False,15,6,2.649118185,1.147972107,1.303681135,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
89,527,n,True,54,36,False,34,True,20,False,21,False,15,2,2.754086971,1.253451109,1.102488041,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
90,8,s,True,55,36,True,35,False,20,False,21,False,15,6,2.554032087,1.052978992,1.403849125,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
91,578,s,False,55,37,False,35,False,20,True,22,False,15,6,2.753409863,1.25286603,1.203043938,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
92,111,s,True,56,37,True,36,False,20,False,22,False,15,6,2.65427804,1.153417826,1.203102112,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
93,415,n,False,56,38,False,36,False,20,False,22,True,16,2,2.051795006,0.550940037,3.408600807,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
94,33,s,True,57,38,True,37,False,20,False,22,False,16,6,2.856072903,1.354933977,1.704390049,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
95,71,s,True,58,38,True,38,False,20,False,22,False,16,6,2.655009031,1.153856993,1.603794098,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
96,94,s,True,59,38,True,39,False,20,False,22,False,16,6,5.462078094,3.960875034,1.904692173,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
97,411,s,True,60,38,True,40,False,20,False,22,False,16,5,2.651899815,1.151292086,1.303389072,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
98,237,n,True,61,38,False,40,True,21,False,22,False,16,2,2.641927004,1.140727997,1.103397846,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
