Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
22,33,n,False,17,6,False,7,False,10,False,2,True,4,2,3.054938078,1.554191113,1.002596855,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
23,480,s,True,18,6,True,8,False,10,False,2,False,4,6,2.951409101,1.450266123,1.103344917,Verde,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
24,628,n,True,19,6,False,8,True,11,False,2,False,4,1,2.449486017,0.948390007,1.202805042,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
25,586,n,True,20,6,False,8,True,12,False,2,False,4,2,3.052026033,1.550853014,1.002774,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
26,180,s,False,20,7,False,8,False,12,True,3,False,4,6,4.145528078,2.644345045,3.408583879,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
27,329,s,True,21,7,True,9,False,12,False,3,False,4,5,5.858455181,4.357371092,1.704050064,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
28,23,s,True,22,7,True,10,False,12,False,3,False,4,5,10.46900821,8.967895985,1.404837847,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
29,158,s,True,23,7,True,11,False,12,False,3,False,4,6,2.753101826,1.252029896,2.005001068,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
30,393,s,True,24,7,True,12,False,12,False,3,False,4,5,3.956702948,2.456198931,1.203114986,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
31,483,n,True,25,7,False,12,True,13,False,3,False,4,2,11.67228413,10.17173505,1.704640865,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
32,289,n,True,26,7,False,12,True,14,False,3,False,4,2,7.666867971,6.165774822,3.107862949,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
33,536,n,True,27,7,False,12,True,15,False,3,False,4,1,4.554304123,3.053176165,0.802277088,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
34,612,n,True,28,7,False,12,True,16,False,3,False,4,1,5.556114912,4.054946899,0.701650143,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
35,283,n,True,29,7,False,12,True,17,False,3,False,4,1,2.553884983,1.052808046,0.803156853,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
36,78,s,True,30,7,True,13,False,17,False,3,False,4,5,3.050250053,1.54906702,0.802101135,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
37,301,n,True,31,7,False,13,True,18,False,3,False,4,1,3.742092848,2.241788864,0.702049017,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
38,73,s,True,32,7,True,14,False,18,False,3,False,4,6,3.845622063,2.344484091,3.509038925,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
39,454,n,False,32,8,False,14,False,18,False,3,True,5,2,5.156244993,3.655145168,1.203191996,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
40,390,s,True,33,8,True,15,False,18,False,3,False,5,5,8.06092,6.559753895,0.601724863,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
41,412,s,True,34,8,True,16,False,18,False,3,False,5,5,4.254575014,2.753517866,0.701756954,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
42,196,s,False,34,9,False,16,False,18,True,4,False,5,6,4.257670164,2.756494045,1.603828907,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
43,164,s,False,34,10,False,16,False,18,True,5,False,5,6,3.056248903,1.555107832,0.801741123,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
44,288,n,True,35,10,False,16,True,19,False,5,False,5,1,5.260890961,3.759728193,0.802013874,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
45,61,s,True,36,10,True,17,False,19,False,5,False,5,5,4.557788134,3.056554079,1.60413003,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
46,187,s,False,36,11,False,17,False,19,True,6,False,5,6,3.154157162,1.652956009,0.902694941,Naranja,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
47,220,n,True,37,11,False,17,True,20,False,6,False,5,2,4.357709885,2.856523991,1.002564907,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
48,494,n,True,38,11,False,17,True,21,False,6,False,5,2,3.552437067,2.051224947,1.50386095,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
49,517,n,True,39,11,False,17,True,22,False,6,False,5,1,4.054136992,2.552945852,1.503930092,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
50,142,s,True,40,11,True,18,False,22,False,6,False,5,6,3.84503293,2.343895912,0.501213789,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
51,115,s,True,41,11,True,19,False,22,False,6,False,5,6,4.258589029,2.757371902,0.501363039,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
52,596,n,True,42,11,False,19,True,23,False,6,False,5,1,3.251337051,1.750194073,0.501338005,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
53,580,n,True,43,11,False,19,True,24,False,6,False,5,2,3.452098131,1.950932026,0.902124882,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
54,153,s,True,44,11,True,20,False,24,False,6,False,5,6,3.255511999,1.754304171,0.501205921,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
55,256,n,True,45,11,False,20,True,25,False,6,False,5,1,2.854267836,1.353101969,0.50138998,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
56,179,s,False,45,12,False,20,False,25,True,7,False,5,6,3.344875813,1.843749046,0.401101112,Purpura,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
57,326,s,True,46,12,True,21,False,25,False,7,False,5,5,8.262923002,6.761733055,2.105451822,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
58,198,n,True,47,12,False,21,True,26,False,7,False,5,2,3.355890989,1.85473299,1.00262785,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
59,462,s,True,48,12,True,22,False,26,False,7,False,5,6,4.654425859,3.153373957,1.404009819,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
60,591,n,True,49,12,False,22,True,27,False,7,False,5,1,2.653341055,1.152850151,0.501498938,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
61,504,n,True,50,12,False,22,True,28,False,7,False,5,2,4.855712175,3.354545116,0.501379013,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
62,328,s,True,51,12,True,23,False,28,False,7,False,5,5,5.85628581,4.355178833,1.102813959,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
63,80,s,True,52,12,True,24,False,28,False,7,False,5,6,3.545785904,2.044655085,0.70152998,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
64,607,n,True,53,12,False,24,True,29,False,7,False,5,1,2.750972033,1.249823809,0.40124917,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
65,16,s,True,54,12,True,25,False,29,False,7,False,5,6,2.749891043,1.248835087,0.30100894,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
66,243,s,False,54,13,False,25,False,29,True,8,False,5,5,3.556407928,2.05518198,0.601569891,Purpura,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
67,90,s,True,55,13,True,26,False,29,False,8,False,5,5,11.97595882,10.47482514,1.003171921,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
68,585,n,True,56,13,False,26,True,30,False,8,False,5,1,2.553716898,1.053100109,0.401206017,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
69,103,s,True,57,13,True,27,False,30,False,8,False,5,6,6.363807917,4.862735987,0.601449013,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
70,363,n,False,57,14,False,27,False,30,False,8,True,6,2,3.252100945,1.751001835,1.202951193,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
71,626,n,True,58,14,False,27,True,31,False,8,False,6,1,4.454249859,2.953120947,2.505946159,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
72,134,s,True,59,14,True,28,False,31,False,8,False,6,6,2.754013062,1.252853155,1.102839947,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
73,584,n,True,60,14,False,28,True,32,False,8,False,6,1,2.549304962,1.048218012,0.702069998,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
74,554,s,False,60,15,False,28,False,32,True,9,False,6,5,3.150029898,1.648900986,0.601630926,Purpura,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
75,423,s,True,61,15,True,29,False,32,False,9,False,6,4,6.960372925,5.459322929,0.902238846,Purpura,muchos,senal,3 BS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
76,455,s,True,62,15,True,30,False,32,False,9,False,6,5,7.259305,5.758102179,1.604089975,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
77,60,s,True,63,15,True,31,False,32,False,9,False,6,5,3.155874014,1.654736996,0.902354002,Verde,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
78,140,s,True,64,15,True,32,False,32,False,9,False,6,6,2.842524052,1.341434956,0.601562977,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
79,486,n,True,65,15,False,32,True,33,False,9,False,6,1,2.950517893,1.449692011,1.20302701,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
80,309,n,True,66,15,False,32,True,34,False,9,False,6,1,2.742992878,1.241910934,0.902433872,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
81,183,n,True,67,15,False,32,True,35,False,9,False,6,1,2.743749857,1.242634058,0.501217842,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
82,392,n,False,67,16,False,32,False,35,False,9,True,7,2,3.250699997,1.749614954,0.902163982,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
83,401,s,True,68,16,True,33,False,35,False,9,False,7,5,3.251572132,1.750487089,0.701792002,Naranja,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
84,193,s,False,68,17,False,33,False,35,True,10,False,7,6,3.356121063,1.85553813,1.002654076,Naranja,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
85,15,n,False,68,18,False,33,False,35,False,10,True,8,2,3.043139935,1.542056084,0.401362896,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
86,39,s,True,69,18,True,34,False,35,False,10,False,8,5,2.854298115,1.35374999,0.702131033,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
87,249,n,True,70,18,False,34,True,36,False,10,False,8,2,4.859647036,3.358535051,1.002605915,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
88,278,n,True,71,18,False,34,True,37,False,10,False,8,1,2.754036903,1.252878904,1.002482891,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
89,260,n,True,72,18,False,34,True,38,False,10,False,8,1,4.358082056,2.856961012,0.701689959,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
90,394,s,True,73,18,True,35,False,38,False,10,False,8,5,3.451307058,1.950212002,3.307961941,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
91,58,s,True,74,18,True,36,False,38,False,10,False,8,5,6.462970018,4.961694002,1.202975035,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
92,203,s,False,74,19,False,36,False,38,True,11,False,8,5,3.442025185,1.94088912,0.802551031,Naranja,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
93,437,n,False,74,20,False,36,False,38,False,11,True,9,2,5.561408043,4.060348988,1.102689981,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
94,340,s,True,75,20,True,37,False,38,False,11,False,9,5,7.662258148,6.161153078,3.007292986,Naranja,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
95,22,s,True,76,20,True,38,False,38,False,11,False,9,6,3.543841124,2.04279089,0.501384974,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
96,97,s,True,77,20,True,39,False,38,False,11,False,9,5,4.959473133,3.458240032,1.403721094,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
97,496,n,True,78,20,False,39,True,39,False,11,False,9,2,3.251976967,1.750827074,0.701858044,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
98,478,s,True,79,20,True,40,False,39,False,11,False,9,6,3.057085991,1.555859089,0.501394987,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
99,555,s,False,79,21,False,40,False,39,True,12,False,9,5,4.654779911,3.153629065,1.303400993,Azul,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
100,95,s,True,80,21,True,41,False,39,False,12,False,9,6,2.954763889,1.453638792,0.601650953,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
101,430,s,True,81,21,True,42,False,39,False,12,False,9,6,3.751718044,2.250495911,0.300989866,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
102,286,n,True,82,21,False,42,True,40,False,12,False,9,1,2.654142141,1.15308094,0.30100584,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
103,173,n,True,83,21,False,42,True,41,False,12,False,9,1,2.550314903,1.049157858,0.30085206,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
104,636,n,True,84,21,False,42,True,42,False,12,False,9,1,2.850612879,1.349485874,1.303798914,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
105,611,n,True,85,21,False,42,True,43,False,12,False,9,1,5.255774021,3.754660845,1.002526999,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
106,207,n,True,86,21,False,42,True,44,False,12,False,9,1,3.844480038,2.343312025,2.005151987,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
107,270,n,True,87,21,False,42,True,45,False,12,False,9,1,3.142842054,1.641652107,0.701801062,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
108,520,n,True,88,21,False,42,True,46,False,12,False,9,1,3.851773024,2.350569963,0.601538897,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
109,114,s,True,89,21,True,43,False,46,False,12,False,9,6,4.846779108,3.345715046,0.601702929,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
110,48,s,True,90,21,True,44,False,46,False,12,False,9,6,5.952114105,4.451053143,0.902323008,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
111,9,s,True,91,21,True,45,False,46,False,12,False,9,6,3.24408102,1.742920876,0.601634979,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
112,600,n,True,92,21,False,45,True,47,False,12,False,9,1,2.549180031,1.048404932,0.602044821,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
113,443,s,True,93,21,True,46,False,47,False,12,False,9,6,3.056180954,1.554958105,0.601447105,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
114,66,s,True,94,21,True,47,False,47,False,12,False,9,5,2.75504303,1.253922939,0.501299858,Verde,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
115,209,s,False,94,22,False,47,False,47,True,13,False,9,5,3.745404959,2.244331837,0.701737881,Naranja,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
116,143,s,True,95,22,True,48,False,47,False,13,False,9,6,2.041030884,0.54082799,1.704388142,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
117,317,n,True,96,22,False,48,True,48,False,13,False,9,1,2.853088856,1.35194087,1.403572083,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
118,333,s,True,97,22,True,49,False,48,False,13,False,9,5,2.953709126,1.453186035,0.601730108,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
119,609,n,True,98,22,False,49,True,49,False,13,False,9,1,2.649403095,1.148282051,0.902452946,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
120,566,n,True,99,22,False,49,True,50,False,13,False,9,1,2.148391008,0.647204161,0.601489067,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
121,170,s,False,99,23,False,49,False,50,True,14,False,9,6,2.75009203,1.248984098,0.501242161,Azul,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
122,530,s,False,99,24,False,49,False,50,True,15,False,9,6,2.74998498,1.248795033,0.501425982,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
123,410,s,True,100,24,True,50,False,50,False,15,False,9,6,2.349828005,0.848687887,2.205748081,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
124,588,n,True,101,24,False,50,True,51,False,15,False,9,1,2.749812841,1.248736858,0.802079916,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
125,344,s,True,102,24,True,51,False,51,False,15,False,9,5,3.251425982,1.750192881,0.601567984,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
126,129,s,True,103,24,True,52,False,51,False,15,False,9,5,2.053852797,0.552780151,0.802205801,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
127,239,n,True,104,24,False,52,True,52,False,15,False,9,2,2.742773771,1.24157095,0.501296997,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
128,456,s,True,105,24,True,53,False,52,False,15,False,9,6,2.349400997,0.848272085,0.401242971,Purpura,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
129,564,s,False,105,25,False,53,False,52,True,16,False,9,6,3.952476978,2.452012062,0.501876116,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
130,479,s,True,106,25,True,54,False,52,False,16,False,9,6,3.151565075,1.650481939,1.303956032,Naranja,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
131,617,n,True,107,25,False,54,True,53,False,16,False,9,2,2.84987092,1.348749161,0.50147295,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
132,51,s,True,108,25,True,55,False,53,False,16,False,9,6,6.451102972,4.9499681,2.40605092,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
133,361,s,True,109,25,True,56,False,53,False,16,False,9,5,3.351376057,1.850238085,0.701817989,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
134,627,n,True,110,25,False,56,True,54,False,16,False,9,2,3.451545954,1.95047307,0.802238941,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
135,382,n,False,110,26,False,56,False,54,False,16,True,10,2,4.55429697,3.053156853,0.50138402,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
136,135,s,True,111,26,True,57,False,54,False,16,False,10,6,2.655318022,1.154143095,0.401645899,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
137,174,n,True,112,26,False,57,True,55,False,16,False,10,2,2.742616892,1.241508007,0.501487017,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
138,589,n,True,113,26,False,57,True,56,False,16,False,10,1,2.550113916,1.048936844,0.701869011,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
139,152,s,True,114,26,True,58,False,56,False,16,False,10,6,2.253098011,0.751917839,0.501444101,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
140,275,n,True,115,26,False,58,True,57,False,16,False,10,2,2.754546165,1.253415108,0.701887846,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
141,373,n,False,115,27,False,58,False,57,False,16,True,11,2,3.653435946,2.15229702,1.704053879,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
142,27,s,True,116,27,True,59,False,57,False,16,False,11,6,4.859226942,3.358136892,2.406187058,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
