Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,444,n,False,0,1,False,0,False,0,False,0,True,1,1,2.341436148,0.840312958,3.409162998,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,14,n,False,0,2,False,0,False,0,False,0,True,2,1,1.639093161,0.138005018,1.704602003,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,154,s,True,1,2,True,1,False,0,False,0,False,2,6,3.155776024,1.654663801,2.907285929,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
3,76,n,False,1,3,False,1,False,0,False,0,True,3,1,2.441225052,0.940038204,1.904383898,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
4,417,n,False,1,4,False,1,False,0,False,0,True,4,1,2.555394888,1.054214001,1.704405069,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
5,605,n,True,2,4,False,1,True,1,False,0,False,4,1,2.247503042,0.746341944,1.804641962,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
6,517,n,True,3,4,False,1,True,2,False,0,False,4,1,2.448831081,0.947764158,3.308340788,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
7,395,n,False,3,5,False,1,False,2,False,0,True,5,1,2.348490953,0.847265959,2.105316877,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
8,282,n,True,4,5,False,1,True,3,False,0,False,5,2,2.855652094,1.354563951,1.603919983,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
9,518,n,True,5,5,False,1,True,4,False,0,False,5,1,2.047516108,0.546361923,1.403829098,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
10,336,n,False,5,6,False,1,False,4,False,0,True,6,1,2.549131155,1.048061132,4.310759068,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
11,551,n,True,6,6,False,1,True,5,False,0,False,6,1,2.248574972,0.747521877,2.004873991,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
12,46,n,False,6,7,False,1,False,5,False,0,True,7,2,2.442017078,0.940941095,1.403423071,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
13,639,n,True,7,7,False,1,True,6,False,0,False,7,1,2.248276949,0.747173071,1.503696918,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
14,110,n,False,7,8,False,1,False,6,False,0,True,8,3,3.351688862,1.850608826,1.603914022,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
15,509,n,True,8,8,False,1,True,7,False,0,False,8,1,3.551663876,2.050503969,2.005222082,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,558,n,True,9,8,False,1,True,8,False,0,False,8,1,3.350974083,1.849797964,1.603809118,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
17,633,n,True,10,8,False,1,True,9,False,0,False,8,2,3.952731848,2.451673985,1.704385996,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
18,345,n,False,10,9,False,1,False,9,False,0,True,9,1,2.348657131,0.847557068,1.603919029,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
19,299,n,True,11,9,False,1,True,10,False,0,False,9,1,2.352118015,0.851050138,2.706760883,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
20,119,n,False,11,10,False,1,False,10,False,0,True,10,2,2.654360056,1.153648853,1.202791929,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
21,341,s,True,12,10,True,2,False,10,False,0,False,10,5,6.961401939,5.460825205,1.905402184,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
22,617,s,False,12,11,False,2,False,10,True,1,False,10,6,8.964641809,7.463538885,1.904818058,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
23,546,s,False,12,12,False,2,False,10,True,2,False,10,6,2.85060215,1.34948802,1.905624866,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
24,461,s,True,13,12,True,3,False,10,False,2,False,10,6,2.248304844,0.747156858,1.804915905,Purpura,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
25,600,n,True,14,12,False,3,True,11,False,2,False,10,1,2.349639177,0.848562956,1.603972912,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
26,485,n,True,15,12,False,3,True,12,False,2,False,10,1,3.050826788,1.54990983,2.105256081,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
27,287,n,True,16,12,False,3,True,13,False,2,False,10,2,2.653909922,1.153091192,2.807657957,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
28,564,s,False,16,13,False,3,False,13,True,3,False,10,6,2.347433805,0.846347094,2.907572985,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
29,268,n,True,17,13,False,3,True,14,False,3,False,10,2,2.541992903,1.040905952,1.303504944,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
