Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,580,s,False,0,1,False,0,False,0,True,1,False,0,6,8.156536102,6.655430079,25.86335611,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,58,n,False,0,2,False,0,False,0,False,1,True,1,2,5.761183977,4.25999999,2.506443024,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
2,179,n,True,1,2,False,0,True,1,False,1,False,1,1,5.360609055,3.859414101,1.704622984,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3,139,s,True,2,2,True,1,False,1,False,1,False,1,6,3.65736413,2.15626812,1.603837967,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
4,222,n,True,3,2,False,1,True,2,False,1,False,1,1,3.055676937,1.554489851,1.403187037,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5,594,n,True,4,2,False,1,True,3,False,1,False,1,2,7.060312033,5.559221029,3.007644176,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
6,618,n,True,5,2,False,1,True,4,False,1,False,1,1,3.150764942,1.64980793,1.303450108,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
7,620,n,True,6,2,False,1,True,5,False,1,False,1,1,4.356857061,2.85640502,1.904741049,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,633,n,True,7,2,False,1,True,6,False,1,False,1,1,3.053195,1.552626848,1.504065037,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9,623,n,True,8,2,False,1,True,7,False,1,False,1,1,2.751278162,1.250088215,0.701915979,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
10,102,s,True,9,2,True,2,False,7,False,1,False,1,6,3.556008101,2.054948092,1.403892994,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
11,380,s,True,10,2,True,3,False,7,False,1,False,1,5,7.462208033,5.96115303,0.701910019,Purpura,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
12,295,n,True,11,2,False,3,True,8,False,1,False,1,1,3.256037951,1.754990101,1.604161024,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
13,475,s,True,12,2,True,4,False,8,False,1,False,1,6,4.455982924,2.95489192,0.701762199,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
14,71,s,True,13,2,True,5,False,8,False,1,False,1,6,2.755127907,1.254004002,1.203000069,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
15,566,n,True,14,2,False,5,True,9,False,1,False,1,1,2.642604113,1.141634941,0.701832056,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,133,s,True,15,2,True,6,False,9,False,1,False,1,6,2.754131079,1.253005981,1.303303003,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
17,439,n,False,15,3,False,6,False,9,False,1,True,2,2,5.856991053,4.35591507,1.002604008,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
18,61,s,True,16,3,True,7,False,9,False,1,False,2,6,2.252978086,0.751804113,0.702302933,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
19,282,n,True,17,3,False,7,True,10,False,1,False,2,1,2.151787996,0.650728941,1.00300622,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
20,210,n,True,18,3,False,7,True,11,False,1,False,2,1,2.24858284,0.747422934,0.601998091,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
21,29,s,True,19,3,True,8,False,11,False,1,False,2,6,3.457235098,1.956058979,1.103221178,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
22,331,s,True,20,3,True,9,False,11,False,1,False,2,5,4.959556818,3.458484888,0.701951027,Verde,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
23,104,s,True,21,3,True,10,False,11,False,1,False,2,6,2.453722,0.952656031,0.903744936,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
24,150,s,True,22,3,True,11,False,11,False,1,False,2,6,2.152910948,0.651859045,1.203227043,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
25,361,n,False,22,4,False,11,False,11,False,1,True,3,1,2.249110937,0.74792099,0.902742147,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
26,555,s,False,22,5,False,11,False,11,True,2,False,3,6,2.348999977,0.84790206,1.203001022,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
27,284,n,True,23,5,False,11,True,12,False,2,False,3,1,2.052978992,0.551882982,0.701782942,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
28,301,n,True,24,5,False,11,True,13,False,2,False,3,1,2.14131999,0.640295029,0.501281977,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
29,270,n,True,25,5,False,11,True,14,False,2,False,3,1,2.142608166,0.641517162,0.501377821,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
30,542,n,True,26,5,False,11,True,15,False,2,False,3,1,2.048016071,0.546971083,0.401026964,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
31,219,n,True,27,5,False,11,True,16,False,2,False,3,1,2.153928995,0.652792931,0.501462936,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
32,578,s,False,27,6,False,11,False,16,True,3,False,3,6,2.252038002,0.751317024,0.701871872,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
33,231,n,True,28,6,False,11,True,17,False,3,False,3,1,2.35324192,0.85214591,0.90250802,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
34,18,s,True,29,6,True,12,False,17,False,3,False,3,6,2.242403984,0.741163015,0.602020979,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
35,134,s,True,30,6,True,13,False,17,False,3,False,3,6,2.053987026,0.553085089,0.501894951,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
