Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,630,n,True,1,0,False,0,True,1,False,0,False,0,2,6.664619923,5.163515091,3.307670832,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
1,213,n,True,2,0,False,0,True,2,False,0,False,0,1,6.557119131,5.056048155,1.804831982,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,224,n,True,3,0,False,0,True,3,False,0,False,0,1,2.453659058,0.952522039,1.002509832,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3,279,n,True,4,0,False,0,True,4,False,0,False,0,1,2.954710007,1.453605175,4.510745049,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
4,327,n,False,4,1,False,0,False,4,False,0,True,1,1,2.549468994,1.048377991,0.902193069,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
5,24,n,False,4,2,False,0,False,4,False,0,True,2,1,3.343904972,1.842764854,0.701916933,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
6,540,n,True,5,2,False,0,True,5,False,0,False,2,1,2.454252005,0.953085899,0.701818943,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
7,41,n,False,5,3,False,0,False,5,False,0,True,3,2,4.846534014,3.345395803,1.102617025,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
8,153,n,False,5,4,False,0,False,5,False,0,True,4,1,2.55290103,1.051761866,1.804761171,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
9,318,n,True,6,4,False,0,True,6,False,0,False,4,2,3.555888891,2.055072069,1.002639055,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
10,506,n,True,7,4,False,0,True,7,False,0,False,4,1,3.050773144,1.550153017,2.806833029,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
11,319,n,True,8,4,False,0,True,8,False,0,False,4,2,3.756123066,2.255028963,1.203548908,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
12,343,n,False,8,5,False,0,False,8,False,0,True,5,1,2.448060989,0.94698,0.701692104,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13,48,n,False,8,6,False,0,False,8,False,0,True,6,1,2.849526882,1.348466873,1.904655933,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
14,400,n,False,8,7,False,0,False,8,False,0,True,7,1,2.648721218,1.147654057,1.604587078,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15,531,n,True,9,7,False,0,True,9,False,0,False,7,1,2.347335815,0.846271038,0.902369022,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,333,n,False,9,8,False,0,False,9,False,0,True,8,1,2.047955036,0.546942949,2.90684104,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17,431,n,False,9,9,False,0,False,9,False,0,True,9,1,2.448205948,0.947034121,1.003255129,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
18,143,n,False,9,10,False,0,False,9,False,0,True,10,1,2.341666937,0.840539932,0.701967955,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
19,93,n,False,9,11,False,0,False,9,False,0,True,11,1,2.653522015,1.152467966,1.303000927,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
20,176,n,True,10,11,False,0,True,10,False,0,False,11,1,2.548624039,1.047577143,0.601603985,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
21,23,n,False,10,12,False,0,False,10,False,0,True,12,1,2.85047698,1.349426031,1.002600908,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
22,256,n,True,11,12,False,0,True,11,False,0,False,12,3,10.87232995,9.371243954,1.704514027,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1
23,46,n,False,11,13,False,0,False,11,False,0,True,13,2,2.34928894,0.848139048,2.405999184,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
24,527,n,True,12,13,False,0,True,12,False,0,False,13,1,5.956665039,4.455646992,2.405879021,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
25,463,s,True,13,13,True,1,False,12,False,0,False,13,6,9.566446781,8.065342188,3.107550144,Naranja,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
26,341,n,False,13,14,False,1,False,12,False,0,True,14,1,5.053889036,3.552839041,0.602035999,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
27,230,n,True,14,14,False,1,True,13,False,0,False,14,1,2.65425086,1.153079987,0.601541042,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
28,460,n,False,14,15,False,1,False,13,False,0,True,15,1,2.34929204,0.848221064,0.602166891,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
29,182,n,True,15,15,False,1,True,14,False,0,False,15,1,2.24793601,0.746819019,0.60198307,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
30,572,s,False,15,16,False,1,False,14,True,1,False,15,6,3.053833961,1.553481817,2.706690073,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
31,447,n,False,15,17,False,1,False,14,False,1,True,16,3,3.249761105,1.748653173,0.601727962,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
32,385,n,False,15,18,False,1,False,14,False,1,True,17,3,2.652621984,1.152190924,2.005129099,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
33,283,n,True,16,18,False,1,True,15,False,1,False,17,2,2.353033066,0.851963997,1.003057003,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
34,288,n,True,17,18,False,1,True,16,False,1,False,17,1,2.252706051,0.751688004,1.50415802,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
35,81,s,True,18,18,True,2,False,16,False,1,False,17,6,2.35366416,0.853363037,1.604201078,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
36,585,s,False,18,19,False,2,False,16,True,2,False,17,6,3.349551916,1.848468065,3.107642889,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
37,509,n,True,19,19,False,2,True,17,False,2,False,17,1,2.551612139,1.051410913,1.403883934,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
38,70,n,False,19,20,False,2,False,17,False,2,True,18,2,2.753808022,1.252681971,0.902956009,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
39,529,s,False,19,21,False,2,False,17,True,3,False,18,6,3.251021147,1.750200987,0.701900005,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
40,541,n,True,20,21,False,2,True,18,False,3,False,18,1,1.750562906,0.250108004,2.807233095,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
41,286,n,True,21,21,False,2,True,19,False,3,False,18,1,5.060855865,3.559776068,0.701802969,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
42,525,n,True,22,21,False,2,True,20,False,3,False,18,2,3.851695061,2.3510921,1.102772951,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
43,160,s,True,23,21,True,3,False,20,False,3,False,18,6,2.553138018,1.051980019,1.303235054,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
44,237,n,True,24,21,False,3,True,21,False,3,False,18,2,1.94779706,0.446698904,1.002667904,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
45,310,n,True,25,21,False,3,True,22,False,3,False,18,1,1.7468009,0.245722055,0.701818943,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
46,563,n,True,26,21,False,3,True,23,False,3,False,18,3,4.153110027,2.651970148,2.806690216,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1
47,284,n,True,27,21,False,3,True,24,False,3,False,18,2,2.552775145,1.051613092,0.501281977,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
48,21,n,False,27,22,False,3,False,24,False,3,True,19,2,2.749489069,1.248358011,0.501379013,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
49,371,n,False,27,23,False,3,False,24,False,3,True,20,3,3.552048922,2.051905155,0.90257287,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
50,71,s,True,28,23,True,4,False,24,False,3,False,20,5,3.456562996,1.955395937,0.701671124,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
51,169,s,False,28,24,False,4,False,24,True,4,False,20,6,2.948695898,1.447562933,0.501383066,Purpura,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
52,135,s,True,29,24,True,5,False,24,False,4,False,20,6,2.553915024,1.052860975,0.601827145,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
53,369,n,False,29,25,False,5,False,24,False,4,True,21,2,4.755187988,3.254028082,0.501439095,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
54,188,s,False,29,26,False,5,False,24,True,5,False,21,6,2.554352045,1.053312063,0.802062988,Verde,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
55,377,n,False,29,27,False,5,False,24,False,5,True,22,1,1.849483967,0.349204063,0.60165,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
56,348,n,False,29,28,False,5,False,24,False,5,True,23,1,2.151427984,0.65038085,1.203203201,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
57,167,n,True,30,28,False,5,True,25,False,5,False,23,1,2.152287006,0.652049065,0.501276016,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
58,430,n,False,30,29,False,5,False,25,False,5,True,24,2,2.55524683,1.05423522,0.701897144,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
59,75,s,True,31,29,True,6,False,25,False,5,False,24,6,4.153489828,2.652345896,0.902524948,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
60,323,n,False,31,30,False,6,False,25,False,5,True,25,1,1.847135067,0.345965147,1.00250721,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
61,6,s,True,32,30,True,7,False,25,False,5,False,25,5,3.355630159,1.854485035,0.501526117,Purpura,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
62,483,s,False,32,31,False,7,False,25,True,6,False,25,5,4.05194211,2.550837994,1.704170942,Verde,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
63,379,n,False,32,32,False,7,False,25,False,6,True,26,2,2.347578049,0.846477032,0.60167098,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
64,503,n,True,33,32,False,7,True,26,False,6,False,26,1,1.951776028,0.450731993,0.501424074,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
