Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,539,n,True,1,0,False,0,True,1,False,0,False,0,2,4.254353046,2.753700018,5.413169146,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
1,212,s,False,1,1,False,0,False,1,True,1,False,0,4,3.250970125,1.749834061,3.207708836,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
2,558,n,True,2,1,False,0,True,2,False,1,False,0,1,3.85187602,2.350831985,3.308638096,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3,118,n,False,2,2,False,0,False,2,False,1,True,1,1,3.34359479,1.842514038,1.303303957,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
4,24,n,False,2,3,False,0,False,2,False,1,True,2,1,2.549007893,1.047771931,2.005115032,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
5,380,n,False,2,4,False,0,False,2,False,1,True,3,1,3.249888897,1.748908997,1.503725052,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
6,164,s,False,2,5,False,0,False,2,True,2,False,3,4,3.756762981,2.255654812,1.904519081,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7,230,n,True,3,5,False,0,True,3,False,2,False,3,1,2.754427195,1.253246069,1.203581095,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,182,n,True,4,5,False,0,True,4,False,2,False,3,1,2.650187969,1.148998022,1.00241518,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9,547,s,False,4,6,False,0,False,4,True,3,False,3,4,7.965600014,6.464888096,1.203018904,Verde,muchos,ruido,2 BN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
10,401,n,False,4,7,False,0,False,4,False,3,True,4,1,2.450335026,0.949908972,1.904359102,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
11,320,n,True,5,7,False,0,True,5,False,3,False,4,1,2.353886127,0.852900982,1.30333519,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
12,129,s,True,6,7,True,1,False,5,False,3,False,4,5,4.859902143,3.35869813,1.704566002,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
13,250,s,False,6,8,False,1,False,5,True,4,False,4,4,16.3837719,14.88258791,0.902299881,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
14,233,s,False,6,9,False,1,False,5,True,5,False,4,4,3.952130079,2.450946093,1.103009939,Purpura,pocos,ruido,1 AN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
15,267,n,True,7,9,False,1,True,6,False,5,False,4,1,2.448885918,0.94781208,3.107584,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,13,n,False,7,10,False,1,False,6,False,5,True,5,2,4.153552055,2.652447939,0.902317047,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
17,316,n,True,8,10,False,1,True,7,False,5,False,5,1,2.654506207,1.153352976,1.504272938,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
18,259,n,True,9,10,False,1,True,8,False,5,False,5,1,4.157440901,2.6562078,1.905212164,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
19,621,n,True,10,10,False,1,True,9,False,5,False,5,1,2.849953175,1.348791122,1.503808022,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
20,424,n,False,10,11,False,1,False,9,False,5,True,6,2,3.355016947,1.854470968,5.513701916,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
21,441,n,False,10,12,False,1,False,9,False,5,True,7,2,3.852396965,2.351201057,1.503824234,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
22,446,s,True,11,12,True,2,False,9,False,5,False,7,4,8.76711297,7.266400814,0.802225828,Azul,muchos,senal,3 BS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
23,199,n,True,12,12,False,2,True,10,False,5,False,7,2,2.253046036,0.751889944,1.403388023,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
24,141,s,True,13,12,True,3,False,10,False,5,False,7,4,5.856607914,4.355496883,0.602224112,Azul,pocos,senal,4 AS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
25,388,s,True,14,12,True,4,False,10,False,5,False,7,4,3.254408121,1.753503084,3.909476042,Naranja,muchos,senal,3 BS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
26,426,n,False,14,13,False,4,False,10,False,5,True,8,2,2.649831057,1.148697138,2.706967115,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
27,318,n,True,15,13,False,4,True,11,False,5,False,8,1,3.455968857,1.954845905,1.202878952,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
28,577,s,False,15,14,False,4,False,11,True,6,False,8,6,3.053640127,1.552488089,1.704909801,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
29,76,n,False,15,15,False,4,False,11,False,6,True,9,2,3.452692986,1.951640129,1.304367065,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
30,440,n,False,15,16,False,4,False,11,False,6,True,10,1,5.75646615,4.255258083,1.403719902,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
31,625,s,False,15,17,False,4,False,11,True,7,False,10,6,3.350533962,1.849474907,0.601541996,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
32,585,s,False,15,18,False,4,False,11,True,8,False,10,6,2.550308943,1.049121857,0.701941967,Verde,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
33,533,n,True,16,18,False,4,True,12,False,8,False,10,1,2.750344992,1.249283075,0.501398087,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
34,346,s,True,17,18,True,5,False,12,False,8,False,10,5,5.35619998,3.855121851,1.203246117,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
35,415,n,False,17,19,False,5,False,12,False,8,True,11,1,3.254045963,1.753223896,1.705682993,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
36,146,s,True,18,19,True,6,False,12,False,8,False,11,6,4.052691936,2.551514864,1.60426116,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
37,122,s,True,19,19,True,7,False,12,False,8,False,11,6,5.260120869,3.758883953,0.602083921,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
38,602,s,False,19,20,False,7,False,12,True,9,False,11,6,3.755635977,2.254431963,0.50146699,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
39,359,n,False,19,21,False,7,False,12,False,9,True,12,1,2.852240086,1.351747036,1.303305149,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
40,131,s,True,20,21,True,8,False,12,False,9,False,12,6,2.95371604,1.452627897,0.601701975,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
41,495,n,True,21,21,False,8,True,13,False,9,False,12,1,2.85585618,1.354666948,1.102643967,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
42,119,n,False,21,22,False,8,False,13,False,9,True,13,3,3.957144022,2.455965042,2.707183123,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
43,618,s,False,21,23,False,8,False,13,True,10,False,13,5,3.250679016,1.749521971,1.604220152,Purpura,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
44,324,n,False,21,24,False,8,False,13,False,10,True,14,1,3.154636145,1.653716087,0.802129984,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
45,110,s,True,22,24,True,9,False,13,False,10,False,14,5,2.548818111,1.047668934,1.4033041,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
46,123,s,True,23,24,True,10,False,13,False,10,False,14,6,2.654233933,1.153115034,1.2031672,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
47,23,n,False,23,25,False,10,False,13,False,10,True,15,1,3.650676012,2.149485111,0.702250004,Azul,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
48,474,n,False,23,26,False,10,False,13,False,10,True,16,2,3.042392015,1.541203022,0.702463865,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
49,58,s,True,24,26,True,11,False,13,False,10,False,16,5,2.554128885,1.053040981,0.903107882,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
50,638,n,True,25,26,False,11,True,14,False,10,False,16,1,2.553640127,1.052500963,1.303330183,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
51,273,n,True,26,26,False,11,True,15,False,10,False,16,1,2.556164026,1.055032015,0.802212,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
52,59,s,True,27,26,True,12,False,15,False,10,False,16,6,2.654019117,1.15288496,2.70690012,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
53,610,s,False,27,27,False,12,False,15,True,11,False,16,5,3.555523157,2.054975986,1.202860117,Naranja,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
54,355,n,False,27,28,False,12,False,15,False,11,True,17,1,2.651876926,1.151072025,1.002761126,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
