Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,573,s,False,0,1,False,0,False,0,True,1,False,0,6,3.050450087,1.549360037,5.513147116,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,178,n,True,1,1,False,0,True,1,False,1,False,0,2,6.55903101,5.057945013,6.315967083,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
2,103,s,True,2,1,True,1,False,1,False,1,False,0,5,4.259260178,2.758093119,8.419980049,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
3,83,n,False,2,2,False,1,False,1,False,1,True,1,2,5.549267054,4.04814291,2.004738808,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
4,625,n,True,3,2,False,1,True,2,False,1,False,1,1,2.950700045,1.449622869,1.804393053,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5,128,s,True,4,2,True,2,False,2,False,1,False,1,5,2.754542112,1.253476143,2.305711985,Purpura,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
6,212,s,False,4,3,False,2,False,2,True,2,False,1,5,3.250673056,1.749490976,1.303143978,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
7,409,n,False,4,4,False,2,False,2,False,2,True,2,1,2.749633074,1.248450994,2.305622101,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
8,560,n,True,5,4,False,2,True,3,False,2,False,2,1,3.652132988,2.151063919,3.307657957,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9,262,n,True,6,4,False,2,True,4,False,2,False,2,1,2.754141092,1.252986908,3.708980083,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
10,254,n,True,7,4,False,2,True,5,False,2,False,2,1,2.353574991,0.852434874,1.704122067,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
11,591,n,True,8,4,False,2,True,6,False,2,False,2,1,4.253406048,2.752200842,3.909983158,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
12,328,n,False,8,5,False,2,False,6,False,2,True,3,2,3.050762892,1.54970479,1.603983164,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
13,164,s,False,8,6,False,2,False,6,True,3,False,3,5,2.452744961,0.951660156,1.503525019,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
14,241,n,True,9,6,False,2,True,7,False,3,False,3,2,5.055419207,3.55421114,1.904717922,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
15,261,n,True,10,6,False,2,True,8,False,3,False,3,1,2.75387311,1.253352165,1.704473972,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,482,s,False,10,7,False,2,False,8,True,4,False,3,5,3.755287886,2.254428148,1.603822947,Naranja,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
17,345,n,False,10,8,False,2,False,8,False,4,True,4,1,3.250007153,1.74893713,4.912063122,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
18,194,s,False,10,9,False,2,False,8,True,5,False,4,5,3.15476203,1.653625011,1.203188896,Verde,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
19,405,n,False,10,10,False,2,False,8,False,5,True,5,2,3.551617861,2.050413847,1.202903032,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
20,155,s,True,11,10,True,3,False,8,False,5,False,5,5,4.459414005,2.958225012,2.004696846,Naranja,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
21,269,n,True,12,10,False,3,True,9,False,5,False,5,1,2.844358921,1.343201876,0.802125216,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
22,332,n,False,12,11,False,3,False,9,False,5,True,6,3,3.551748991,2.050522089,1.503599882,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
23,555,s,False,12,12,False,3,False,9,True,6,False,6,5,3.151410818,1.65019083,1.103059053,Azul,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
24,104,s,True,13,12,True,4,False,9,False,6,False,6,6,4.05718708,2.557000875,1.704277039,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
25,41,s,True,14,12,True,5,False,9,False,6,False,6,5,7.761476994,6.260344028,1.102766037,Purpura,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
26,320,n,True,15,12,False,5,True,10,False,6,False,6,1,3.155613899,1.654390812,4.31011796,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
