Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,175,n,True,1,0,False,0,True,1,False,0,False,0,1,9.567390919,8.066264868,1.804332972,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
1,60,n,False,1,1,False,0,False,1,False,0,True,1,1,3.858536005,2.357436895,1.303282022,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,252,s,False,1,2,False,0,False,1,True,1,False,1,6,3.256153822,1.754956007,1.503896952,Verde,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3,246,n,True,2,2,False,0,True,2,False,1,False,1,1,3.14120698,1.640164852,1.202825785,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
4,324,n,False,2,3,False,0,False,2,False,1,True,2,2,5.248862982,3.747774839,2.104962111,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
5,81,s,True,3,3,True,1,False,2,False,1,False,2,6,4.759318113,3.258174896,1.604141951,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
6,430,s,True,4,3,True,2,False,2,False,1,False,2,5,5.655827045,4.154757977,1.603816032,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
7,255,n,True,5,3,False,2,True,3,False,1,False,2,1,3.054625988,1.553501844,0.8020401,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,445,s,True,6,3,True,3,False,3,False,1,False,2,6,2.955207825,1.454012871,0.601608992,Purpura,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
9,87,s,True,7,3,True,4,False,3,False,1,False,2,6,3.960055113,2.458945036,0.200625896,Azul,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
