Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,297,n,True,1,0,False,0,True,1,False,0,False,0,1,3.756827116,2.255663157,2.00474906,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
1,424,s,True,2,0,True,1,False,1,False,0,False,0,5,2.951132059,1.44999814,1.102631807,Azul,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
2,168,n,True,3,0,False,1,True,2,False,0,False,0,1,2.753170013,1.252872944,3.208386898,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3,489,s,False,3,1,False,1,False,2,True,1,False,0,5,4.955076933,3.453913927,4.210597038,Verde,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
4,570,s,False,3,2,False,1,False,2,True,2,False,0,6,3.552015066,2.050909996,1.002986908,Purpura,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5,35,n,False,3,3,False,1,False,2,False,2,True,1,1,2.956292868,1.455085993,2.205206871,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
6,47,n,False,3,4,False,1,False,2,False,2,True,2,2,5.048315048,3.547211885,1.403346062,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
7,589,n,True,4,4,False,1,True,3,False,2,False,2,1,2.849640846,1.348479986,0.802102089,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,32,s,True,5,4,True,2,False,3,False,2,False,2,5,3.557425022,2.056845903,1.804652929,Purpura,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
9,556,s,False,5,5,False,2,False,3,True,3,False,2,6,2.749717951,1.248564959,0.902429104,Naranja,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
10,112,n,False,5,6,False,2,False,3,False,3,True,3,1,2.549351931,1.048284054,2.807227135,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
11,265,n,True,6,6,False,2,True,4,False,3,False,3,1,2.341583967,0.840763092,1.403648853,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
12,46,n,False,6,7,False,2,False,4,False,3,True,4,2,2.541297913,1.041085005,1.604063988,Naranja,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
13,519,n,True,7,7,False,2,True,5,False,3,False,4,1,2.550345182,1.049229145,0.902384996,Purpura,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
14,99,s,True,8,7,True,3,False,5,False,3,False,4,6,2.854053974,1.352844,1.203133106,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
15,317,n,True,9,7,False,3,True,6,False,3,False,4,1,2.452089071,0.951000929,1.002264023,Azul,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
16,368,n,False,9,8,False,3,False,6,False,3,True,5,3,3.855973005,2.355354786,0.902656078,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
17,208,n,True,10,8,False,3,True,7,False,3,False,5,1,2.348457813,0.848109007,0.702101946,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
18,494,n,True,11,8,False,3,True,8,False,3,False,5,2,2.649070024,1.147949934,1.203166008,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
19,539,s,False,11,9,False,3,False,8,True,4,False,5,6,2.549699068,1.048495054,0.601551056,Azul,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
20,617,n,True,12,9,False,3,True,9,False,4,False,5,1,2.349078894,0.847875834,1.804441929,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
21,23,s,True,13,9,True,4,False,9,False,4,False,5,5,2.742813826,1.241641998,0.60165906,Azul,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
22,388,n,False,13,10,False,4,False,9,False,4,True,6,3,2.950398922,1.449288845,0.701840878,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
23,27,s,True,14,10,True,5,False,9,False,4,False,6,6,2.554776907,1.05381012,1.303416967,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
24,204,s,False,14,11,False,5,False,9,True,5,False,6,6,2.440809965,0.93964386,0.60184598,Verde,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
25,44,n,False,14,12,False,5,False,9,False,5,True,7,2,2.342015028,0.840836048,0.802053928,Verde,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
