Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,587,n,True,1,0,False,0,True,1,False,0,False,0,2,7.453074932,5.951980829,9.122023106,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
1,175,n,True,2,0,False,0,True,2,False,0,False,0,1,9.76695919,8.265792131,6.916414976,Verde,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,540,n,True,3,0,False,0,True,3,False,0,False,0,1,2.850803852,1.349644899,1.704690933,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3,394,n,False,3,1,False,0,False,3,False,0,True,1,2,3.654247999,2.153552055,2.205974102,Azul,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
4,212,s,False,3,2,False,0,False,3,True,1,False,1,5,4.344985962,2.843878984,2.506349087,Azul,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
5,303,n,True,4,2,False,0,True,4,False,1,False,1,1,3.458293915,1.957216024,2.706799984,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
6,243,n,True,5,2,False,0,True,5,False,1,False,1,1,2.151699066,0.650531054,2.506082058,Purpura,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
7,9,s,True,6,2,True,1,False,5,False,1,False,1,6,3.444159985,1.943130016,2.606193066,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
8,114,s,True,7,2,True,2,False,5,False,1,False,1,6,3.643240929,2.143095016,1.604074955,Verde,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
9,91,s,True,8,2,True,3,False,5,False,1,False,1,6,2.753998041,1.25283289,1.503498077,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
10,348,n,False,8,3,False,3,False,5,False,1,True,2,2,3.349864006,1.848689795,1.403425217,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
11,544,n,True,9,3,False,3,True,6,False,1,False,2,1,2.248912096,0.747786045,2.2057271,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
12,211,s,False,9,4,False,3,False,6,True,2,False,2,6,2.441101789,0.939918041,4.611878157,Purpura,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
13,25,s,True,10,4,True,4,False,6,False,2,False,2,6,4.258624077,2.757485151,2.70706892,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
14,350,n,False,10,5,False,4,False,6,False,2,True,3,2,2.750622034,1.249746084,0.902231932,Naranja,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
15,325,n,False,10,6,False,4,False,6,False,2,True,4,1,2.953937054,1.452769995,0.70206809,Verde,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
16,187,s,False,10,7,False,4,False,6,True,3,False,4,6,2.453353167,0.952255011,0.602035046,Naranja,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
17,305,n,True,11,7,False,4,True,7,False,3,False,4,2,3.154791117,1.653678179,3.006953955,Naranja,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
