,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75
646,D,A,C,B,D,B,D,C,D,C,D,D,B,C,B,C,B,C,B,B,A,A,A,A,A,A,A,A,A,C,D,D,C,A,B,A,C,B,B,B,C,B,B,A,A,A,,,D,,A,A,C,B,B,A,C,A,C,B,C,A,C,C,B,B,B,B,B,C,C,B,C,B,A,C,C,C,C
647,C,A,C,C,C,A,D,B,D,B,D,D,D,A,B,A,D,B,D,D,A,A,B,A,A,A,B,A,B,B,C,C,C,A,B,B,C,B,B,B,A,B,A,A,A,A,B,,D,,D,A,C,A,C,A,B,B,C,C,B,B,C,B,B,A,A,B,B,A,A,B,B,A,A,C,C,A,A
648,A,,D,C,D,D,D,D,D,D,D,D,D,C,C,C,D,C,D,D,A,A,A,A,A,A,A,A,A,D,D,D,D,D,F,C,E,B,A,B,C,E,E,E,E,,,,,E,E,A,E,E,D,A,A,B,C,D,D,D,D,D,B,B,C,B,C,F,E,E,E,E,E,D,D,D,C
655,D,A,A,B,D,B,B,D,D,C,D,D,B,B,B,B,C,C,B,C,B,B,D,C,D,C,D,D,A,C,D,B,C,A,B,A,C,B,B,A,B,B,A,C,A,,B,,,,C,A,A,D,C,C,C,A,C,C,C,D,C,C,B,B,A,B,A,C,D,D,D,B,B,A,B,B,A
658,D,A,C,C,A,A,D,B,D,C,D,D,A,A,B,D,C,C,B,C,B,B,A,C,A,C,A,A,B,B,A,B,C,A,B,B,C,B,B,A,C,B,A,D,A,,B,,,,B,C,C,D,C,,D,D,D,C,B,B,A,B,,A,C,A,B,E,A,,B,B,C,,B,B,A
660,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,A,B,C,D,E,D,C,,B,,,,A,B,C,D,C,B,A,B,C,D,C,B,A,B,A,B,A,B,C,D,E,D,C,B,A,B,C,D,C
663,D,A,B,B,D,A,D,A,D,A,D,D,D,D,D,A,A,D,D,D,A,B,A,A,A,B,B,A,A,B,D,B,C,A,A,A,B,B,B,B,C,D,A,A,A,,,C,,,A,A,C,A,B,B,C,A,A,A,A,A,B,B,A,A,B,B,B,C,C,D,D,B,D,B,C,B,A
664,D,A,B,B,D,D,D,D,D,B,D,D,D,D,B,D,D,D,D,D,B,B,B,B,C,B,B,B,D,B,D,B,D,B,B,A,C,B,A,A,A,D,A,A,A,,B,C,,,A,A,B,A,D,B,D,C,A,A,A,C,D,A,A,B,B,A,B,D,D,B,B,B,B,B,C,B,A
665,D,A,B,B,B,B,B,B,B,B,B,B,A,B,C,A,A,A,A,A,A,B,C,D,C,B,B,B,B,A,B,A,B,C,B,C,B,A,B,B,A,B,C,B,B,,B,,,,A,B,C,B,A,B,C,D,C,B,B,B,A,B,A,A,A,B,A,B,A,B,C,C,B,C,A,B,C
666,D,A,A,B,A,B,D,A,C,A,A,B,A,A,D,A,A,A,C,D,A,A,A,A,A,A,A,A,B,C,A,A,A,B,B,A,C,B,B,A,A,B,C,D,A,,B,,D,,B,A,A,C,A,C,A,A,A,A,B,C,C,B,A,A,A,B,A,D,A,B,C,A,A,A,C,A,A
667,B,A,D,A,D,D,D,D,D,D,D,D,A,C,A,C,B,C,A,A,A,C,A,D,A,D,A,A,C,C,D,C,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,D,A,A,D,A,A,B,A,A,C,B,C,F,E,E,E,E,E,D,D,C,C
668,C,A,B,C,B,B,A,A,C,C,B,D,C,B,C,C,B,B,B,C,B,B,C,B,C,B,C,D,C,D,D,B,C,B,B,C,B,A,B,A,B,B,C,C,B,,,C,,,B,B,C,C,A,A,C,B,C,B,B,C,C,B,A,B,B,A,B,C,C,B,B,C,C,B,C,A,C
669,B,A,C,A,D,D,D,D,D,D,D,D,D,C,B,C,D,B,D,D,B,B,A,B,C,A,B,B,C,B,D,D,B,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,A,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
670,D,A,C,B,C,A,D,A,D,D,D,D,B,D,D,A,D,A,D,D,A,A,A,A,A,A,A,A,C,A,C,C,D,A,B,A,C,B,B,B,A,E,A,A,A,A,B,,,,B,A,C,A,D,A,B,C,A,A,B,A,B,A,A,B,A,B,B,A,D,A,B,B,C,A,A,A,B
671,D,A,A,A,D,B,D,B,D,A,D,A,D,B,D,B,D,D,D,D,A,A,A,A,A,A,A,A,D,A,A,A,D,D,C,A,A,B,A,A,A,B,A,B,A,A,,,,,E,A,D,A,D,A,C,A,D,A,A,B,A,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A
672,A,A,E,A,D,D,D,D,D,D,D,D,B,D,A,D,A,C,A,A,A,B,A,C,A,A,A,A,C,C,D,C,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,C,A,D,A,A,A,A,A,D,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
673,A,A,C,B,D,D,D,D,D,D,D,D,B,C,B,C,C,B,A,B,B,B,B,B,A,B,B,B,D,B,C,B,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,,A,A,E,E,A,B,C,B,A,B,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
674,D,A,D,B,B,B,D,B,D,A,D,D,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,B,B,C,C,B,C,A,B,B,C,B,A,A,A,D,A,A,A,,B,,,,A,A,A,A,D,B,C,D,A,A,D,A,B,A,B,B,B,B,A,D,D,A,A,D,D,B,B,A,C
675,D,A,B,B,B,C,B,B,D,B,B,A,A,C,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,C,D,C,A,A,B,B,C,B,B,A,A,D,A,A,A,,,,,E,A,A,C,B,A,A,A,C,C,B,B,B,B,C,A,A,A,B,A,B,C,B,C,B,A,B,,C,A
676,A,A,D,A,D,D,D,D,D,C,D,D,A,D,A,D,D,D,D,A,A,D,D,D,A,D,D,D,B,C,D,D,C,D,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,A,D,D,A,D,A,A,A,A,A,A,C,A,C,F,E,D,C,D,E,D,B,C,C
677,D,A,B,A,D,B,D,A,D,C,D,D,A,D,A,A,A,C,A,A,B,A,C,A,A,C,A,A,C,B,C,A,D,A,B,A,B,B,B,B,B,C,C,A,A,A,,,,E,A,A,B,A,B,A,D,B,A,A,B,B,C,A,A,A,A,B,B,D,C,B,D,A,C,C,C,C,A
678,B,A,D,D,D,D,D,C,D,C,D,D,B,D,B,D,C,D,A,B,B,D,B,B,B,B,B,B,C,B,C,B,D,D,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,A,B,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,B,C
679,A,A,E,D,D,A,D,B,D,B,D,C,A,A,C,C,D,D,D,D,A,A,A,D,A,A,A,A,A,C,D,B,C,C,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,D,A,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
680,D,A,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,A,A,D,A,D,A,A,C,D,D,C,C,A,B,A,B,B,A,B,A,D,A,A,A,,,,,E,A,A,C,A,B,B,D,D,A,A,,A,A,A,A,A,B,B,B,A,D,A,A,,B,C,C,A,C
681,B,A,A,A,D,A,D,A,D,A,D,D,A,D,A,D,A,D,A,A,A,C,A,C,A,C,A,A,C,D,D,D,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,B,A,C,D,A,A,A,D,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,C,C
682,B,A,A,A,D,D,D,D,D,D,D,D,A,B,D,D,D,B,C,D,A,A,B,C,A,C,B,D,B,C,A,D,C,A,F,C,E,B,A,B,D,E,E,E,E,,B,,,,B,A,E,E,D,A,D,A,B,C,B,A,B,C,B,A,B,B,C,C,C,A,D,A,A,D,D,D,C
683,D,A,A,B,D,D,C,C,C,B,B,D,D,D,D,A,D,A,D,D,B,B,B,B,B,B,B,B,D,A,C,C,B,A,A,B,C,B,B,B,A,B,B,B,D,,B,,,,A,B,B,A,B,C,C,B,A,A,C,C,B,A,B,B,A,B,B,A,A,A,B,A,B,B,A,C,B
684,D,A,B,D,D,A,D,A,D,B,D,D,D,B,B,B,D,B,D,D,A,A,A,A,A,B,A,A,B,C,D,B,D,A,B,A,B,B,A,A,A,D,A,A,A,A,B,,,,A,A,B,B,C,A,D,A,A,B,A,A,C,B,B,B,A,B,A,A,C,A,A,A,B,A,C,A,A
685,D,A,C,C,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,A,A,B,A,A,D,E,E,E,A,A,B,,,,A,A,D,E,A,A,A,B,B,B,B,B,B,B,A,A,C,B,B,A,E,B,B,A,A,C,C,A,A
688,B,A,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,A,A,A,B,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,B,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
689,D,A,C,A,A,B,D,D,D,D,D,A,B,A,A,D,D,A,A,A,A,B,A,D,A,A,D,A,A,D,D,D,D,A,B,A,C,B,B,A,A,D,A,B,A,A,,,,,B,A,C,D,A,B,A,B,A,A,A,B,A,A,A,A,A,B,B,E,C,A,B,B,A,A,A,A,C
690,A,A,E,A,D,D,D,D,D,D,D,D,A,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,A,B,B,A,A,A,A,A,D,E,A,A,,,,,E,A,A,D,A,D,A,A,A,A,A,A,A,D,D,A,A,A,A,B,A,B,A,A,A,A,C,C,A,A
691,A,A,E,B,D,D,D,D,D,D,D,D,A,C,A,B,B,B,C,C,B,B,B,C,A,C,C,D,B,B,B,C,D,D,F,C,E,B,B,B,D,E,A,E,E,,,,,E,B,A,E,A,D,B,B,D,D,D,D,D,D,A,B,B,C,B,C,F,E,E,E,E,E,D,D,D,C
692,A,A,C,A,D,C,C,C,D,D,D,D,A,C,A,C,D,B,A,A,A,B,A,A,A,B,A,A,A,C,D,D,C,A,A,B,D,B,B,B,C,D,E,E,E,A,,,,,D,A,D,A,D,A,D,C,D,C,D,D,D,D,A,B,C,B,C,F,A,E,A,A,E,C,D,A,A
693,D,A,C,B,D,B,D,C,D,D,D,D,C,B,C,C,C,C,C,C,B,B,B,B,B,C,B,B,C,B,B,B,C,A,B,A,C,B,B,B,A,D,A,A,A,,B,,,,D,A,C,A,B,B,C,B,A,B,B,B,C,A,A,B,B,B,B,D,C,A,B,B,B,C,C,B,C
694,D,A,E,A,B,A,C,A,C,A,D,D,A,A,A,B,B,B,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,A,A,B,D,B,B,B,A,B,D,D,C,,B,,,,B,A,B,A,C,C,A,A,D,D,D,C,C,C,B,B,B,B,A,E,D,D,D,B,B,B,C,C,A
695,D,A,C,A,C,B,D,B,D,B,D,D,D,B,D,D,D,B,D,D,B,C,A,C,A,C,A,B,C,B,C,B,C,A,B,B,B,B,B,B,B,C,A,B,A,A,,,D,,D,A,C,B,B,A,C,B,B,A,B,A,B,B,B,B,A,B,B,C,D,C,C,B,B,C,C,B,A
696,B,A,A,A,D,C,D,A,D,A,D,D,D,B,D,A,D,D,D,D,A,A,A,A,B,A,C,A,C,B,D,D,D,B,C,A,A,B,A,A,A,D,A,A,A,,,,D,,E,A,D,B,A,A,A,C,A,A,A,A,A,A,A,A,A,B,B,F,B,A,A,A,A,C,C,B,C
697,A,A,E,A,D,D,D,D,D,D,D,D,A,C,A,C,A,D,A,A,A,C,A,C,A,D,A,A,C,C,D,B,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,D,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,B,C
698,A,A,E,A,D,D,D,D,D,D,D,D,B,D,A,B,C,D,C,A,A,D,A,D,A,D,A,A,B,A,B,A,A,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,A,A,D,A,A,D,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,C
699,A,B,C,B,D,A,D,D,D,D,D,D,A,D,A,D,B,C,C,D,B,C,C,D,B,D,C,B,B,B,B,B,D,A,F,C,E,B,B,B,A,A,B,B,A,,,C,,,D,B,C,B,A,D,A,C,B,A,C,A,A,B,B,A,C,A,B,E,E,E,E,E,E,D,D,D,A
700,C,A,C,B,D,C,D,B,D,B,D,D,D,C,D,B,D,B,D,D,D,C,D,B,A,B,A,A,C,B,C,A,D,D,B,A,C,B,B,B,A,D,E,E,E,A,B,,D,,C,A,D,A,B,A,B,B,A,C,B,B,C,A,A,A,B,B,A,B,C,A,A,B,B,C,C,B,C
701,D,A,C,B,B,B,B,B,B,B,B,B,A,C,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,C,D,B,B,C,A,A,A,A,B,B,D,A,A,A,,,,,E,A,A,D,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,C,C,B,A
702,B,A,D,B,B,B,D,B,D,B,D,D,A,B,B,B,B,B,B,B,A,B,A,B,A,B,A,A,D,B,D,B,C,A,B,A,A,A,A,B,A,D,A,A,A,A,,,,,D,A,D,A,C,B,C,D,A,A,B,C,A,A,B,A,A,B,B,B,B,A,A,A,A,A,C,A,A
703,A,A,B,C,B,B,D,B,D,A,D,D,D,B,D,B,D,C,D,D,A,A,A,A,A,A,A,A,B,C,D,C,D,C,C,A,A,B,B,A,C,C,A,A,A,A,,,,,A,A,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,C,A,C
704,A,A,E,B,D,D,D,D,D,D,D,D,A,C,A,B,A,B,C,B,A,B,C,B,C,B,B,B,B,D,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,B,A,E,E,C,A,A,D,A,A,A,A,A,A,A,A,C,B,C,F,A,A,E,E,E,D,D,D,C
705,A,A,A,D,D,D,D,D,D,D,D,D,B,D,B,B,D,B,B,B,B,B,A,C,D,C,B,B,B,C,D,C,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
706,A,A,E,B,D,B,D,D,D,B,D,D,B,D,A,D,D,D,B,A,B,B,A,B,B,B,C,A,C,B,B,B,D,C,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,B,D,A,D,B,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
707,A,A,E,A,D,D,D,D,D,D,D,D,A,D,A,D,C,C,A,A,A,A,A,A,A,A,A,A,B,C,C,C,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,A,B,A,A,A,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,A,C
708,A,A,A,A,D,C,D,C,D,C,D,D,B,C,A,C,B,B,B,B,B,B,A,B,B,C,A,A,C,B,D,B,B,A,F,C,E,B,A,A,D,E,E,E,E,,,,,E,B,A,E,E,D,B,B,B,A,A,A,A,B,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
712,C,A,E,D,D,D,D,D,D,D,D,D,C,B,C,B,C,C,C,C,A,A,A,B,A,B,A,A,D,A,B,B,D,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,D,A,E,E,D,B,D,D,D,D,D,D,D,D,B,B,C,B,C,F,E,E,E,E,E,D,D,B,C
713,D,A,A,A,C,B,D,B,D,C,D,D,B,B,A,C,A,C,B,B,B,C,C,C,D,C,B,B,C,C,D,B,C,C,C,A,B,B,A,A,B,C,B,B,A,A,B,,D,,C,A,B,A,C,A,B,A,A,A,B,C,A,C,B,B,A,B,B,B,C,B,B,B,B,A,A,C,A
714,B,A,C,C,D,B,D,D,D,B,D,C,B,C,C,D,D,B,B,C,B,B,B,B,A,B,B,B,C,B,D,D,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,,A,A,E,E,C,B,D,C,A,A,A,A,D,B,A,A,C,B,C,F,A,E,E,B,B,D,D,C,C
715,C,B,D,C,A,D,C,C,C,D,A,C,D,C,B,D,B,C,D,C,B,A,B,*,D,C,B,A,B,C,D,B,B,B,B,C,D,B,B,B,B,D,D,D,D,,,,D,,D,C,E,C,D,D,C,B,D,C,D,D,B,B,A,B,C,B,C,E,E,E,E,E,E,D,D,D,
716,A,A,E,*,D,D,D,D,D,D,D,D,B,D,B,B,B,C,B,B,A,A,A,A,A,A,A,A,C,D,C,C,C,A,F,C,E,B,B,B,D,D,D,D,D,A,,,,,C,A,E,E,A,A,C,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
717,B,A,D,B,D,D,D,D,D,D,D,D,A,D,B,D,D,D,D,D,A,D,A,A,A,B,A,A,A,C,D,D,A,D,F,C,E,B,B,B,D,E,E,E,E,,,,,E,D,A,E,A,D,B,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
718,B,A,B,B,D,A,D,B,D,B,D,D,B,A,B,A,B,A,B,B,A,A,B,B,B,A,B,B,C,B,B,A,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,C,B,A,B,A,B,B,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,A
719,D,C,C,C,B,D,B,C,C,B,D,A,B,A,A,C,A,D,C,B,D,D,C,D,C,A,B,C,C,B,C,A,B,D,B,A,E,A,B,A,B,C,C,D,C,,,,,E,E,D,D,C,C,D,B,C,A,B,B,C,B,C,A,A,A,B,C,C,B,D,B,D,C,C,A,C,B
720,B,C,B,C,B,D,D,D,D,D,D,D,A,A,A,B,C,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,C,C,A,B,A,A,B,,,,D,C,B,C,B,C,B,B,B,B,B,B,B,B,B,A,C,B,A,C,B,D,C,B,D,A,C,C,B
721,A,A,D,B,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,B,A,B,A,C,A,A,B,D,D,D,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
722,D,A,A,A,D,B,D,A,D,,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,D,D,D,A,B,B,B,A,A,,B,,A,C,A,A,B,,D,,C,A,B,B,C,B,B,B,C,C,B,D,D,D,B,B,A,B,B,B,D,B,C,B,B,A,,B,C
723,A,A,E,A,D,D,D,D,D,D,D,D,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,C,A,E,E,D,A,D,D,A,A,A,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,B,A
724,A,A,E,A,D,D,D,D,D,D,D,D,B,D,B,B,B,C,B,B,A,A,A,A,A,A,A,A,C,D,C,C,C,A,F,C,E,B,B,B,D,D,D,D,D,A,,,,,C,A,E,E,A,A,C,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
725,D,A,A,A,D,A,D,A,D,A,D,D,D,A,D,B,C,B,C,D,A,B,C,A,A,C,B,B,C,A,D,B,A,C,B,A,B,B,B,B,A,C,B,A,D,,,C,,,E,B,C,A,D,B,C,A,D,B,B,B,A,D,B,A,A,,B,A,A,D,D,B,A,D,B,A,A
726,B,A,A,A,D,A,D,D,D,A,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,D,D,D,D,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,A,C,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
727,C,B,A,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,A,D,B,D,A,A,D,B,C,B,C,A,C,A,A,A,B,B,A,D,A,A,A,,,,,E,A,A,D,A,A,C,C,D,A,A,A,A,A,A,A,A,B,B,B,E,B,A,A,A,A,B,B,B,A
728,D,A,D,B,D,B,D,B,D,A,D,D,D,C,D,D,D,C,D,D,B,C,A,C,A,C,B,B,B,C,C,C,B,A,A,A,B,B,B,B,A,D,A,A,A,,,,,E,D,A,B,A,A,B,B,C,B,B,B,A,C,B,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A
729,B,A,D,A,D,D,D,D,D,D,D,D,A,C,B,B,D,B,D,C,A,C,A,A,A,C,A,A,A,B,B,C,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,B,B,D,D,A,B,A,B,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
730,C,A,D,A,D,B,D,D,D,D,D,D,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,D,C,C,C,A,A,B,B,B,A,D,A,A,A,,,,,E,C,A,C,A,D,B,A,D,D,D,D,D,D,D,A,A,B,B,B,A,C,E,B,C,C,B,B,C,B
731,D,A,B,A,D,B,D,B,D,C,D,D,A,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,B,D,D,C,A,B,B,C,B,B,B,B,B,C,C,A,,B,,,,C,A,B,C,C,B,B,B,D,A,B,D,D,D,B,B,A,B,A,E,D,D,D,C,D,C,C,B,C
738,D,C,C,A,B,D,D,D,D,D,D,D,D,D,D,C,C,C,C,D,D,D,D,D,D,C,C,D,C,D,C,D,C,C,F,C,E,B,B,B,D,C,E,E,E,,,,,E,A,A,E,E,D,A,D,A,D,D,A,D,D,C,B,B,B,B,C,F,E,E,E,E,E,D,C,C,C
739,D,C,C,D,B,B,C,D,D,A,D,B,C,A,D,A,B,D,B,B,A,C,B,C,,A,B,B,D,D,D,B,B,C,E,C,E,B,A,A,B,C,D,E,E,,,,,E,A,A,A,A,B,B,B,C,D,B,A,A,C,B,A,B,C,B,B,C,C,B,D,D,B,B,B,C,A
740,D,A,C,B,D,B,D,B,D,C,D,D,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,C,B,A,C,B,B,D,C,B,B,B,B,A,C,D,D,E,,,,,E,C,B,D,D,D,C,C,C,C,C,C,C,C,C,B,B,C,B,B,B,B,B,D,D,D,D,D,D,C
741,C,A,C,A,D,A,D,B,D,A,D,D,A,D,A,D,A,B,A,A,B,C,A,C,B,A,A,A,C,D,D,C,C,A,F,C,E,B,A,B,C,D,E,E,E,A,,,D,,A,A,E,E,A,A,D,B,A,A,A,A,A,B,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
742,C,A,D,C,D,D,D,C,D,D,D,D,A,C,A,C,B,C,A,A,A,A,A,C,A,A,A,A,C,A,D,C,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,D,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
745,A,A,A,A,D,D,D,D,D,D,D,D,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,A,B,B,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,D,E,D,B,B,A,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,C
746,A,A,A,D,D,D,D,D,,D,,D,B,C,B,,,B,B,,B,B,B,,B,,B,B,B,B,B,B,C,B,F,C,E,,,B,D,E,E,E,E,A,,,,,A,A,E,E,D,,B,C,C,C,C,,,,B,A,C,A,C,F,E,E,E,E,E,D,D,A,A
747,C,C,C,C,D,D,C,D,C,D,C,D,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,C,C,C,C,D,D,E,C,D,B,B,B,D,D,D,D,D,,,,D,,D,C,D,C,D,C,D,C,C,C,C,C,C,C,A,A,C,A,A,E,D,C,D,C,D,C,D,C,A
748,D,,B,B,B,B,D,C,D,D,D,D,B,B,A,D,D,D,D,D,B,B,D,B,D,D,D,D,C,B,C,A,B,A,B,A,B,B,A,B,B,C,B,C,A,A,B,,D,,D,A,B,B,C,B,C,B,C,B,B,C,B,C,B,B,B,A,B,B,B,C,C,C,C,C,C,B,A
751,C,A,B,B,C,B,D,D,D,D,D,D,B,B,B,C,C,D,C,D,B,B,B,D,B,D,B,D,D,C,C,B,B,B,B,B,B,A,A,A,B,C,A,A,C,A,B,,D,,A,A,B,B,B,C,B,A,B,A,A,A,B,B,B,B,B,B,A,C,C,B,D,B,B,A,C,B,A
752,B,A,D,C,D,B,D,D,D,D,D,D,A,C,A,C,A,C,A,A,A,B,A,C,A,C,A,A,B,B,B,B,A,A,F,C,E,B,B,B,C,E,E,E,E,,,,D,,A,A,E,E,A,B,A,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
753,B,C,A,D,B,D,B,C,B,A,C,A,C,A,C,B,D,B,B,D,B,B,D,B,D,C,C,B,A,C,B,D,B,D,B,C,B,A,B,B,A,C,D,B,C,,,,,E,B,E,B,C,B,D,A,A,A,A,C,B,C,C,B,B,B,A,B,C,B,C,A,B,A,B,B,A,A
754,D,A,C,B,B,B,B,B,B,B,C,D,C,B,B,B,B,B,B,B,A,A,A,B,A,B,A,B,C,A,B,A,C,D,A,B,C,B,B,B,B,C,C,B,A,,,,D,,A,A,C,C,B,B,B,B,C,B,C,C,A,A,A,B,A,B,A,E,E,E,E,E,E,D,D,D,C
755,D,A,A,A,D,A,D,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,A,A,B,A,A,B,A,B,A,D,B,A,A,A,,,,E,A,A,D,A,C,D,B,C,B,D,C,B,A,B,B,A,B,A,C,D,B,C,A,E,B,C,D,B,B
756,D,A,A,A,A,A,D,A,D,A,D,D,A,D,A,D,A,D,A,A,A,D,A,D,A,D,A,A,D,B,D,C,A,A,B,A,A,B,A,B,A,C,C,A,A,A,B,,D,E,E,A,D,A,A,A,D,A,A,A,A,A,A,A,B,A,A,B,A,D,D,E,B,C,A,C,B,A,B
757,B,B,D,B,C,B,D,B,D,C,D,B,A,D,A,C,B,D,A,A,A,B,A,B,A,C,A,A,A,C,B,D,B,A,B,B,D,A,A,B,C,D,A,A,A,,,,D,,A,A,D,A,B,B,C,C,A,A,A,A,B,A,A,A,A,B,B,A,E,E,A,B,B,B,B,A,A
758,B,A,D,A,D,B,D,A,D,B,D,D,A,B,A,A,D,A,A,A,A,A,A,A,A,A,A,A,C,B,D,C,D,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
