trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,1379,30,right,0,16,28.071,Wed May 24 13:22:13 2017
2,985,50,1576,20,right,0,11,12.895,Wed May 24 13:22:27 2017
3,1379,30,1576,20,right,0,9,7.077,Wed May 24 13:22:35 2017
4,197,90,1379,30,right,0,21,2.276,Wed May 24 13:22:39 2017
5,985,50,1773,10,right,0,4,2.547,Wed May 24 13:22:42 2017
6,591,70,1182,40,right,0,24,2.673,Wed May 24 13:22:46 2017
7,788,60,1773,10,right,0,5,11.046,Wed May 24 13:22:58 2017
8,1182,40,1773,10,left,1,3,8.934,Wed May 24 13:23:08 2017
9,591,70,1576,20,left,1,13,14.481,Wed May 24 13:23:23 2017
10,394,80,1576,20,left,1,14,2.829,Wed May 24 13:23:27 2017
11,1576,20,591,70,left,0,13,29.755,Wed May 24 13:23:57 2017
12,1576,20,1182,40,left,0,10,4.633,Wed May 24 13:24:02 2017
13,394,80,591,70,right,0,34,13.746,Wed May 24 13:24:17 2017
14,1379,30,1182,40,left,0,16,7.767,Wed May 24 13:24:25 2017
15,394,80,591,70,right,0,34,5.842,Wed May 24 13:24:32 2017
16,1773,10,394,80,left,0,7,2.707,Wed May 24 13:24:35 2017
17,591,70,985,50,right,0,28,3.692,Wed May 24 13:24:40 2017
18,985,50,1379,30,left,1,17,1.928,Wed May 24 13:24:42 2017
19,985,50,394,80,left,0,29,1.622,Wed May 24 13:24:44 2017
20,788,60,1576,20,left,1,12,23.512,Wed May 24 13:25:09 2017
21,197,90,394,80,right,0,36,5.506,Wed May 24 13:25:15 2017
22,1379,30,394,80,left,0,20,3.349,Wed May 24 13:25:19 2017
23,394,80,1576,20,right,0,14,1.639,Wed May 24 13:25:21 2017
24,1182,40,788,60,left,0,23,3.5,Wed May 24 13:25:25 2017
25,1379,30,394,80,left,0,20,1.38,Wed May 24 13:25:27 2017
26,788,60,1182,40,right,0,23,3.534,Wed May 24 13:25:31 2017
27,1182,40,394,80,left,0,25,1.979,Wed May 24 13:25:33 2017
28,1773,10,1379,30,left,0,2,6.048,Wed May 24 13:25:40 2017
29,985,50,788,60,left,0,27,1.871,Wed May 24 13:25:42 2017
30,197,90,1773,10,right,0,8,5.857,Wed May 24 13:25:49 2017
31,591,70,788,60,right,0,31,4.903,Wed May 24 13:25:55 2017
32,788,60,394,80,left,0,32,6.404,Wed May 24 13:26:02 2017
33,1379,30,985,50,left,0,17,6.116,Wed May 24 13:26:08 2017
34,788,60,1379,30,right,0,18,2.603,Wed May 24 13:26:12 2017
35,394,80,1182,40,left,1,25,12.268,Wed May 24 13:26:24 2017
36,197,90,1773,10,right,0,8,8.342,Wed May 24 13:26:33 2017
37,394,80,1182,40,left,1,25,20.961,Wed May 24 13:26:55 2017
38,1182,40,788,60,left,0,23,7.904,Wed May 24 13:27:03 2017
39,394,80,1576,20,left,1,14,2.778,Wed May 24 13:27:06 2017
40,1379,30,197,90,left,0,21,24.524,Wed May 24 13:27:32 2017
41,197,90,985,50,right,0,30,3.373,Wed May 24 13:27:36 2017
42,788,60,394,80,left,0,32,5.637,Wed May 24 13:27:42 2017
43,985,50,1379,30,right,0,17,3.484,Wed May 24 13:27:46 2017
44,985,50,1379,30,right,0,17,5.777,Wed May 24 13:27:53 2017
45,197,90,1379,30,left,1,21,6.235,Wed May 24 13:27:59 2017
46,394,80,1773,10,right,0,7,13.346,Wed May 24 13:28:13 2017
47,985,50,1182,40,right,0,22,6.919,Wed May 24 13:28:21 2017
48,197,90,1379,30,right,0,21,5.133,Wed May 24 13:28:26 2017
49,197,90,788,60,right,0,33,4.197,Wed May 24 13:28:31 2017
50,985,50,1379,30,right,0,17,7.529,Wed May 24 13:28:39 2017
51,1182,40,394,80,right,1,25,9.189,Wed May 24 13:28:49 2017
52,1182,40,1773,10,right,0,3,6.909,Wed May 24 13:28:56 2017
53,591,70,394,80,left,0,34,10.261,Wed May 24 13:29:07 2017
54,394,80,985,50,right,0,29,13.377,Wed May 24 13:29:21 2017
55,1182,40,1576,20,right,0,10,6.697,Wed May 24 13:29:28 2017
56,985,50,1182,40,left,1,22,3.888,Wed May 24 13:29:32 2017
57,394,80,1576,20,right,0,14,13.282,Wed May 24 13:29:46 2017
58,1773,10,591,70,left,0,6,21.009,Wed May 24 13:30:08 2017
59,1379,30,197,90,right,1,21,6.53,Wed May 24 13:30:15 2017
60,985,50,591,70,left,0,28,12.68,Wed May 24 13:30:28 2017
61,591,70,788,60,right,0,31,3.604,Wed May 24 13:30:32 2017
62,1576,20,985,50,left,0,11,4.497,Wed May 24 13:30:37 2017
63,1773,10,788,60,left,0,5,3.464,Wed May 24 13:30:40 2017
64,1773,10,788,60,left,0,5,5.758,Wed May 24 13:30:47 2017
65,394,80,591,70,left,1,34,7.389,Wed May 24 13:30:55 2017
66,197,90,1182,40,right,0,26,13.803,Wed May 24 13:31:09 2017
67,1773,10,985,50,left,0,4,5.307,Wed May 24 13:31:15 2017
68,591,70,1182,40,right,0,24,6.704,Wed May 24 13:31:22 2017
69,1182,40,788,60,left,0,23,2.249,Wed May 24 13:31:24 2017
70,1182,40,1379,30,left,1,16,2.885,Wed May 24 13:31:28 2017
71,1576,20,1182,40,right,1,10,8.324,Wed May 24 13:31:36 2017
72,1773,10,788,60,right,1,5,8.615,Wed May 24 13:31:45 2017
73,1182,40,788,60,left,0,23,3.281,Wed May 24 13:31:49 2017
74,1773,10,1182,40,right,1,3,5.178,Wed May 24 13:31:55 2017
75,1576,20,591,70,right,1,13,4.661,Wed May 24 13:32:00 2017
76,1182,40,1379,30,left,1,16,7.11,Wed May 24 13:32:07 2017
77,788,60,1773,10,left,1,5,4.814,Wed May 24 13:32:13 2017
78,1182,40,591,70,right,1,24,16.251,Wed May 24 13:32:29 2017
79,197,90,394,80,left,1,36,8.811,Wed May 24 13:32:38 2017
80,788,60,1576,20,left,1,12,4.852,Wed May 24 13:32:44 2017
81,591,70,197,90,right,1,35,3.124,Wed May 24 13:32:47 2017
82,985,50,394,80,right,1,29,3.6,Wed May 24 13:32:51 2017
83,1182,40,985,50,right,1,22,3.334,Wed May 24 13:32:55 2017
84,197,90,1773,10,left,1,8,19.32,Wed May 24 13:33:15 2017
85,985,50,1773,10,left,1,4,6.043,Wed May 24 13:33:21 2017
86,1576,20,788,60,right,1,12,10.616,Wed May 24 13:33:32 2017
87,1379,30,394,80,right,1,20,3.129,Wed May 24 13:33:36 2017
88,1576,20,394,80,left,0,14,3.784,Wed May 24 13:33:40 2017
