trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,1773,10,right,0,3,16.742,Wed May 24 12:28:26 2017
2,591,70,1182,40,left,1,24,10.942,Wed May 24 12:28:40 2017
3,1182,40,197,90,left,0,26,13.295,Wed May 24 12:28:57 2017
4,1379,30,985,50,left,0,17,8.714,Wed May 24 12:29:07 2017
5,1576,20,1379,30,left,0,9,7.855,Wed May 24 12:29:16 2017
6,394,80,985,50,left,1,29,7.887,Wed May 24 12:29:26 2017
7,1773,10,394,80,left,0,7,23.203,Wed May 24 12:29:50 2017
8,591,70,394,80,right,1,34,11.691,Wed May 24 12:30:03 2017
9,788,60,1773,10,right,0,5,9.243,Wed May 24 12:30:14 2017
10,1182,40,1379,30,left,1,16,14.131,Wed May 24 12:30:29 2017
11,197,90,1773,10,right,0,8,3.654,Wed May 24 12:30:34 2017
12,1773,10,1576,20,right,1,1,12.177,Wed May 24 12:30:47 2017
13,1182,40,1379,30,left,1,16,7.516,Wed May 24 12:30:56 2017
14,985,50,1379,30,right,0,17,9.081,Wed May 24 12:31:06 2017
15,1182,40,591,70,right,1,24,20.964,Wed May 24 12:31:28 2017
16,394,80,788,60,left,1,32,8.9,Wed May 24 12:31:38 2017
17,1379,30,1773,10,right,0,2,6.801,Wed May 24 12:31:45 2017
18,788,60,1182,40,left,1,23,23.583,Wed May 24 12:32:10 2017
19,591,70,1182,40,right,0,24,5.955,Wed May 24 12:32:16 2017
20,1576,20,197,90,right,1,15,8.738,Wed May 24 12:32:26 2017
21,985,50,394,80,right,1,29,11.904,Wed May 24 12:32:40 2017
22,197,90,1773,10,left,1,8,16.246,Wed May 24 12:32:58 2017
23,1576,20,1773,10,right,0,1,11.628,Wed May 24 12:33:10 2017
24,197,90,1379,30,left,1,21,11.061,Wed May 24 12:33:22 2017
25,1576,20,197,90,right,1,15,9.028,Wed May 24 12:33:33 2017
26,788,60,1379,30,right,0,18,32.434,Wed May 24 12:34:06 2017
27,1182,40,394,80,right,1,25,7.197,Wed May 24 12:34:14 2017
28,197,90,1379,30,left,1,21,3.261,Wed May 24 12:34:18 2017
