trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,1773,10,right,0,3,51.06,Tue May 23 10:57:46 2017
2,985,50,197,90,right,1,30,29.439,Tue May 23 10:58:17 2017
3,1182,40,394,80,right,1,25,42.733,Tue May 23 10:59:01 2017
4,985,50,1773,10,right,0,4,25.18,Tue May 23 10:59:27 2017
5,1182,40,1576,20,right,0,10,37.544,Tue May 23 11:00:05 2017
6,591,70,197,90,right,1,35,10.307,Tue May 23 11:00:16 2017
7,394,80,985,50,left,1,29,9.421,Tue May 23 11:00:26 2017
8,394,80,788,60,left,1,32,11.181,Tue May 23 11:00:38 2017
9,1379,30,591,70,right,1,19,6.449,Tue May 23 11:00:46 2017
10,1773,10,1379,30,left,0,2,16.389,Tue May 23 11:01:03 2017
11,1576,20,394,80,right,1,14,7.003,Tue May 23 11:01:10 2017
12,1576,20,1182,40,right,1,10,7.273,Tue May 23 11:01:18 2017
13,591,70,985,50,left,1,28,5.289,Tue May 23 11:01:25 2017
14,1379,30,394,80,right,1,20,6.922,Tue May 23 11:01:32 2017
15,1773,10,394,80,right,1,7,5.916,Tue May 23 11:01:39 2017
16,985,50,1576,20,right,0,11,7.51,Tue May 23 11:01:47 2017
17,1182,40,1773,10,right,0,3,15.129,Tue May 23 11:02:03 2017
18,788,60,197,90,right,1,33,4.595,Tue May 23 11:02:08 2017
19,1773,10,394,80,left,0,7,10.859,Tue May 23 11:02:20 2017
20,985,50,1182,40,left,1,22,7.908,Tue May 23 11:02:28 2017
21,788,60,1773,10,right,0,5,12.617,Tue May 23 11:02:42 2017
22,985,50,1379,30,right,0,17,10.625,Tue May 23 11:02:53 2017
23,1182,40,394,80,left,0,25,11.126,Tue May 23 11:03:05 2017
24,394,80,591,70,left,1,34,6.063,Tue May 23 11:03:12 2017
25,1182,40,591,70,left,0,24,8.508,Tue May 23 11:03:21 2017
26,1576,20,985,50,left,0,11,6.779,Tue May 23 11:03:28 2017
27,1182,40,1773,10,left,1,3,11.104,Tue May 23 11:03:40 2017
28,1576,20,1773,10,left,1,1,15.45,Tue May 23 11:03:56 2017
29,1379,30,591,70,left,0,19,7.161,Tue May 23 11:04:04 2017
30,394,80,985,50,left,1,29,10.25,Tue May 23 11:04:15 2017
31,591,70,985,50,left,1,28,7.581,Tue May 23 11:04:26 2017
32,1379,30,1773,10,right,0,2,7.508,Tue May 23 11:04:34 2017
33,1182,40,1773,10,right,0,3,6.302,Tue May 23 11:04:41 2017
34,788,60,1182,40,left,1,23,7.271,Tue May 23 11:04:49 2017
35,985,50,1182,40,right,0,22,6.688,Tue May 23 11:04:56 2017
36,197,90,985,50,left,1,30,6.842,Tue May 23 11:05:04 2017
37,591,70,1379,30,right,0,19,3.947,Tue May 23 11:05:08 2017
38,197,90,985,50,left,1,30,4.337,Tue May 23 11:05:13 2017
39,788,60,1182,40,right,0,23,9.682,Tue May 23 11:05:24 2017
40,197,90,1379,30,left,1,21,6.134,Tue May 23 11:05:31 2017
41,1773,10,197,90,right,1,8,4.377,Tue May 23 11:05:36 2017
42,1379,30,591,70,right,1,19,10.465,Tue May 23 11:05:47 2017
43,1773,10,1379,30,left,0,2,8.512,Tue May 23 11:05:56 2017
44,1576,20,197,90,right,1,15,8.764,Tue May 23 11:06:06 2017
45,591,70,985,50,left,1,28,5.469,Tue May 23 11:06:12 2017
46,1773,10,394,80,left,0,7,8.682,Tue May 23 11:06:21 2017
47,1773,10,591,70,left,0,6,9.144,Tue May 23 11:06:31 2017
48,1576,20,985,50,left,0,11,9.291,Tue May 23 11:06:41 2017
49,394,80,788,60,left,1,32,6.572,Tue May 23 11:06:48 2017
50,1182,40,197,90,right,1,26,7.732,Tue May 23 11:06:57 2017
51,788,60,591,70,right,1,31,5.917,Tue May 23 11:07:03 2017
52,788,60,1182,40,right,0,23,11.672,Tue May 23 11:07:16 2017
53,985,50,591,70,right,1,28,6.64,Tue May 23 11:07:23 2017
54,1576,20,197,90,right,1,15,5.329,Tue May 23 11:07:29 2017
55,1182,40,1379,30,left,1,16,13.538,Tue May 23 11:07:43 2017
56,1773,10,197,90,right,1,8,4.912,Tue May 23 11:07:49 2017
57,591,70,394,80,right,1,34,6.171,Tue May 23 11:07:56 2017
58,1773,10,1379,30,left,0,2,7.192,Tue May 23 11:08:04 2017
59,394,80,1576,20,right,0,14,16.375,Tue May 23 11:08:22 2017
60,1379,30,1773,10,right,0,2,7.546,Tue May 23 11:08:30 2017
61,1182,40,394,80,right,1,25,4.169,Tue May 23 11:08:35 2017
62,788,60,394,80,right,1,32,9.309,Tue May 23 11:08:45 2017
63,1773,10,985,50,left,0,4,6.653,Tue May 23 11:08:53 2017
64,591,70,788,60,left,1,31,6.726,Tue May 23 11:09:00 2017
65,197,90,1379,30,left,1,21,6.377,Tue May 23 11:09:08 2017
66,1576,20,788,60,left,0,12,17.141,Tue May 23 11:09:26 2017
67,985,50,197,90,right,1,30,3.51,Tue May 23 11:09:30 2017
68,788,60,591,70,right,1,31,7.982,Tue May 23 11:09:38 2017
69,591,70,1182,40,right,0,24,19.965,Tue May 23 11:09:59 2017
70,591,70,1182,40,right,0,24,6.669,Tue May 23 11:10:06 2017
71,197,90,788,60,left,1,33,4.092,Tue May 23 11:10:11 2017
72,394,80,985,50,left,1,29,4.603,Tue May 23 11:10:17 2017
73,197,90,1182,40,left,1,26,2.937,Tue May 23 11:10:21 2017
74,1773,10,1576,20,left,0,1,6.031,Tue May 23 11:10:27 2017
75,197,90,1773,10,right,0,8,8.377,Tue May 23 11:10:36 2017
76,1182,40,1576,20,right,0,10,10.301,Tue May 23 11:10:48 2017
77,1379,30,1773,10,right,0,2,8.381,Tue May 23 11:10:57 2017
78,1379,30,394,80,left,0,20,7.95,Tue May 23 11:11:06 2017
79,591,70,1773,10,right,0,6,7.75,Tue May 23 11:11:14 2017
80,1379,30,591,70,left,0,19,6.463,Tue May 23 11:11:21 2017
81,1576,20,394,80,left,0,14,4.75,Tue May 23 11:11:26 2017
82,394,80,788,60,left,1,32,7.109,Tue May 23 11:11:34 2017
83,788,60,1773,10,right,0,5,5.59,Tue May 23 11:11:40 2017
84,197,90,591,70,left,1,35,3.371,Tue May 23 11:11:44 2017
85,1182,40,197,90,right,1,26,7.189,Tue May 23 11:11:52 2017
86,591,70,1182,40,right,0,24,4.8,Tue May 23 11:11:58 2017
87,1773,10,197,90,right,1,8,8.356,Tue May 23 11:12:07 2017
88,1773,10,1379,30,left,0,2,4.66,Tue May 23 11:12:12 2017
89,788,60,985,50,right,0,27,8.526,Tue May 23 11:12:21 2017
90,1379,30,985,50,left,0,17,4.546,Tue May 23 11:12:27 2017
91,985,50,591,70,right,1,28,6.218,Tue May 23 11:12:34 2017
92,591,70,394,80,right,1,34,7.026,Tue May 23 11:12:41 2017
93,1576,20,985,50,left,0,11,7.706,Tue May 23 11:12:50 2017
94,1773,10,394,80,left,0,7,4.881,Tue May 23 11:12:55 2017
95,1379,30,1182,40,left,0,16,9.857,Tue May 23 11:13:06 2017
96,788,60,1576,20,right,0,12,4.483,Tue May 23 11:13:11 2017
97,197,90,1182,40,left,1,26,3.293,Tue May 23 11:13:15 2017
98,788,60,1773,10,right,0,5,7.152,Tue May 23 11:13:22 2017
99,591,70,394,80,right,1,34,5.199,Tue May 23 11:13:28 2017
100,591,70,394,80,right,1,34,9.673,Tue May 23 11:13:38 2017
101,1182,40,788,60,left,0,23,10.687,Tue May 23 11:13:50 2017
102,788,60,985,50,left,1,27,7.753,Tue May 23 11:13:58 2017
103,1182,40,1379,30,left,1,16,11.807,Tue May 23 11:14:10 2017
104,394,80,591,70,left,1,34,7.733,Tue May 23 11:14:19 2017
105,1576,20,1773,10,right,0,1,5.818,Tue May 23 11:14:25 2017
106,788,60,985,50,right,0,27,5.651,Tue May 23 11:14:32 2017
107,788,60,1773,10,right,0,5,3.614,Tue May 23 11:14:36 2017
108,394,80,1773,10,right,0,7,3.446,Tue May 23 11:14:40 2017
109,985,50,1182,40,right,0,22,4.268,Tue May 23 11:14:45 2017
110,1379,30,788,60,right,1,18,4.486,Tue May 23 11:14:50 2017
111,1773,10,985,50,left,0,4,3.222,Tue May 23 11:14:54 2017
112,1773,10,985,50,left,0,4,2.612,Tue May 23 11:14:57 2017
113,591,70,1182,40,left,1,24,15.204,Tue May 23 11:15:12 2017
114,985,50,1576,20,right,0,11,6.399,Tue May 23 11:15:20 2017
115,1773,10,197,90,left,0,8,5.257,Tue May 23 11:15:25 2017
