trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,788,60,right,1,23,15.96,Thu May 25 12:28:22 2017
2,394,80,591,70,left,1,34,7.97,Thu May 25 12:28:31 2017
3,985,50,1576,20,left,1,11,8.3,Thu May 25 12:28:40 2017
4,1182,40,1379,30,right,0,16,5.079,Thu May 25 12:28:46 2017
5,1576,20,1182,40,left,0,10,13.384,Thu May 25 12:29:00 2017
6,1576,20,1182,40,left,0,10,20.725,Thu May 25 12:29:21 2017
7,788,60,1773,10,right,0,5,4.052,Thu May 25 12:29:26 2017
8,197,90,788,60,left,1,33,6.647,Thu May 25 12:29:33 2017
9,1576,20,591,70,right,1,13,21.805,Thu May 25 12:29:56 2017
10,197,90,985,50,left,1,30,5.227,Thu May 25 12:30:02 2017
11,1379,30,1182,40,right,1,16,48.142,Thu May 25 12:30:51 2017
12,1576,20,1773,10,left,1,1,4.652,Thu May 25 12:30:56 2017
13,197,90,788,60,left,1,33,9.307,Thu May 25 12:31:06 2017
14,985,50,394,80,right,1,29,6.882,Thu May 25 12:31:14 2017
15,1576,20,1182,40,left,0,10,13.298,Thu May 25 12:31:28 2017
16,985,50,197,90,right,1,30,8.9,Thu May 25 12:31:38 2017
17,394,80,788,60,right,0,32,19.837,Thu May 25 12:31:58 2017
18,788,60,394,80,left,0,32,6.876,Thu May 25 12:32:06 2017
19,197,90,1379,30,left,1,21,4.953,Thu May 25 12:32:17 2017
20,1576,20,1773,10,left,1,1,7.706,Thu May 25 12:32:25 2017
21,1773,10,591,70,left,0,6,18.763,Thu May 25 12:32:44 2017
22,1379,30,1182,40,left,0,16,13.913,Thu May 25 12:32:59 2017
23,1576,20,197,90,left,0,15,5.238,Thu May 25 12:33:05 2017
24,1182,40,1379,30,right,0,16,10.239,Thu May 25 12:33:16 2017
25,1576,20,788,60,left,0,12,15.515,Thu May 25 12:33:33 2017
26,591,70,1182,40,left,1,24,10.37,Thu May 25 12:33:45 2017
27,1379,30,591,70,left,0,19,5.837,Thu May 25 12:33:51 2017
28,591,70,1182,40,left,1,24,6.917,Thu May 25 12:33:59 2017
29,788,60,394,80,right,1,32,11.051,Thu May 25 12:34:11 2017
30,591,70,1182,40,left,1,24,22.806,Thu May 25 12:34:34 2017
31,788,60,591,70,right,1,31,10.701,Thu May 25 12:34:46 2017
32,394,80,591,70,left,1,34,6.129,Thu May 25 12:34:53 2017
