trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,1182,40,1576,20,right,0,10,23.003,Wed May 24 13:42:38 2017
2,1182,40,1379,30,right,0,16,7.001,Wed May 24 13:42:45 2017
3,394,80,788,60,right,0,32,12.116,Wed May 24 13:42:58 2017
4,394,80,985,50,right,0,29,18.0,Wed May 24 13:43:16 2017
5,788,60,1576,20,right,0,12,4.033,Wed May 24 13:43:21 2017
6,1773,10,197,90,left,0,8,5.864,Wed May 24 13:43:27 2017
7,1576,20,197,90,left,0,15,1.132,Wed May 24 13:43:29 2017
8,788,60,1379,30,right,0,18,1.219,Wed May 24 13:43:31 2017
9,197,90,591,70,right,0,35,2.0,Wed May 24 13:43:33 2017
10,1576,20,394,80,left,0,14,1.009,Wed May 24 13:43:35 2017
11,197,90,394,80,right,0,36,15.675,Wed May 24 13:43:51 2017
12,591,70,985,50,right,0,28,18.607,Wed May 24 13:44:10 2017
13,1773,10,1576,20,left,0,1,7.932,Wed May 24 13:44:19 2017
14,1379,30,1182,40,left,0,16,7.878,Wed May 24 13:44:27 2017
15,591,70,1576,20,right,0,13,11.987,Wed May 24 13:44:39 2017
16,788,60,197,90,left,0,33,2.297,Wed May 24 13:44:42 2017
17,1576,20,985,50,left,0,11,2.728,Wed May 24 13:44:45 2017
18,591,70,788,60,right,0,31,1.244,Wed May 24 13:44:47 2017
19,788,60,1182,40,right,0,23,1.51,Wed May 24 13:44:49 2017
20,985,50,788,60,left,0,27,1.64,Wed May 24 13:44:51 2017
21,1182,40,1773,10,right,0,3,1.324,Wed May 24 13:44:52 2017
22,591,70,788,60,right,0,31,9.551,Wed May 24 13:45:02 2017
23,197,90,1773,10,right,0,8,9.093,Wed May 24 13:45:12 2017
24,1182,40,985,50,left,0,22,4.825,Wed May 24 13:45:17 2017
25,1379,30,197,90,left,0,21,1.427,Wed May 24 13:45:19 2017
26,394,80,1773,10,right,0,7,1.279,Wed May 24 13:45:21 2017
27,788,60,1773,10,right,0,5,11.67,Wed May 24 13:45:33 2017
28,197,90,394,80,right,0,36,1.86,Wed May 24 13:45:35 2017
29,1576,20,394,80,left,0,14,1.091,Wed May 24 13:45:37 2017
30,1182,40,591,70,left,0,24,1.37,Wed May 24 13:45:39 2017
31,788,60,394,80,left,0,32,1.35,Wed May 24 13:45:40 2017
32,1773,10,197,90,left,0,8,0.965,Wed May 24 13:45:42 2017
33,197,90,1576,20,right,0,15,1.452,Wed May 24 13:45:44 2017
34,985,50,1773,10,right,0,4,1.251,Wed May 24 13:45:45 2017
35,394,80,1182,40,right,0,25,1.648,Wed May 24 13:45:47 2017
36,1576,20,985,50,left,0,11,4.357,Wed May 24 13:45:52 2017
37,394,80,1773,10,right,0,7,1.357,Wed May 24 13:45:54 2017
38,197,90,788,60,right,0,33,2.018,Wed May 24 13:45:56 2017
39,985,50,1182,40,right,0,22,7.859,Wed May 24 13:46:05 2017
40,1379,30,197,90,left,0,21,1.642,Wed May 24 13:46:07 2017
41,985,50,394,80,left,0,29,1.341,Wed May 24 13:46:09 2017
42,197,90,985,50,right,0,30,9.759,Wed May 24 13:46:19 2017
43,1576,20,591,70,left,0,13,1.22,Wed May 24 13:46:21 2017
44,985,50,197,90,left,0,30,0.899,Wed May 24 13:46:22 2017
45,1379,30,1182,40,left,0,16,1.268,Wed May 24 13:46:24 2017
46,394,80,1773,10,right,0,7,1.046,Wed May 24 13:46:26 2017
47,1773,10,591,70,left,0,6,0.976,Wed May 24 13:46:27 2017
48,591,70,1379,30,right,0,19,1.397,Wed May 24 13:46:29 2017
49,788,60,1773,10,right,0,5,1.579,Wed May 24 13:46:31 2017
50,1773,10,788,60,left,0,5,1.302,Wed May 24 13:46:33 2017
51,1773,10,1379,30,left,0,2,2.77,Wed May 24 13:46:36 2017
52,1379,30,1576,20,right,0,9,27.487,Wed May 24 13:47:04 2017
53,788,60,394,80,left,0,32,1.87,Wed May 24 13:47:07 2017
54,1182,40,788,60,left,0,23,8.753,Wed May 24 13:47:16 2017
55,1576,20,1379,30,left,0,9,1.591,Wed May 24 13:47:18 2017
56,394,80,591,70,right,0,34,37.0,Wed May 24 13:47:55 2017
57,1576,20,591,70,left,0,13,1.61,Wed May 24 13:47:57 2017
58,394,80,1182,40,right,0,25,1.325,Wed May 24 13:47:59 2017
59,985,50,1773,10,right,0,4,16.738,Wed May 24 13:48:16 2017
60,985,50,197,90,right,1,30,4.77,Wed May 24 13:48:22 2017
61,591,70,1379,30,right,0,19,8.987,Wed May 24 13:48:31 2017
62,788,60,1576,20,right,0,12,1.849,Wed May 24 13:48:34 2017
63,1576,20,985,50,left,0,11,2.009,Wed May 24 13:48:36 2017
64,1773,10,1379,30,left,0,2,4.147,Wed May 24 13:48:41 2017
65,985,50,1182,40,right,0,22,2.026,Wed May 24 13:48:44 2017
66,394,80,591,70,right,0,34,2.061,Wed May 24 13:48:46 2017
67,1182,40,1773,10,right,0,3,1.231,Wed May 24 13:48:48 2017
68,1576,20,1379,30,left,0,9,1.453,Wed May 24 13:48:50 2017
69,394,80,985,50,right,0,29,1.619,Wed May 24 13:48:52 2017
70,1182,40,394,80,left,0,25,1.13,Wed May 24 13:48:53 2017
71,1773,10,591,70,left,0,6,1.009,Wed May 24 13:48:55 2017
72,788,60,591,70,left,0,31,10.949,Wed May 24 13:49:06 2017
73,1773,10,197,90,left,0,8,1.344,Wed May 24 13:49:09 2017
74,1379,30,1576,20,right,0,9,6.124,Wed May 24 13:49:15 2017
75,1773,10,1182,40,left,0,3,1.765,Wed May 24 13:49:18 2017
76,1182,40,197,90,left,0,26,5.443,Wed May 24 13:49:24 2017
77,394,80,591,70,right,0,34,17.03,Wed May 24 13:49:41 2017
78,985,50,197,90,left,0,30,1.883,Wed May 24 13:49:44 2017
79,394,80,197,90,left,0,36,3.829,Wed May 24 13:49:48 2017
80,394,80,591,70,right,0,34,5.113,Wed May 24 13:49:53 2017
81,1182,40,197,90,left,0,26,6.653,Wed May 24 13:50:01 2017
82,197,90,788,60,right,0,33,8.651,Wed May 24 13:50:10 2017
83,1576,20,394,80,left,0,14,9.278,Wed May 24 13:50:20 2017
84,1773,10,1182,40,left,0,3,6.267,Wed May 24 13:50:27 2017
85,1379,30,197,90,left,0,21,1.744,Wed May 24 13:50:29 2017
86,197,90,788,60,right,0,33,1.547,Wed May 24 13:50:31 2017
87,788,60,591,70,left,0,31,25.331,Wed May 24 13:50:57 2017
88,1773,10,1182,40,left,0,3,21.25,Wed May 24 13:51:19 2017
89,1773,10,591,70,left,0,6,0.854,Wed May 24 13:51:20 2017
90,1379,30,197,90,left,0,21,1.194,Wed May 24 13:51:22 2017
91,394,80,1379,30,right,0,20,1.227,Wed May 24 13:51:24 2017
92,1379,30,591,70,left,0,19,0.969,Wed May 24 13:51:25 2017
93,394,80,1182,40,right,0,25,1.593,Wed May 24 13:51:27 2017
94,1379,30,1576,20,right,0,9,1.459,Wed May 24 13:51:29 2017
95,1576,20,788,60,left,0,12,0.893,Wed May 24 13:51:31 2017
96,1379,30,985,50,left,0,17,2.373,Wed May 24 13:51:33 2017
97,788,60,394,80,left,0,32,1.631,Wed May 24 13:51:36 2017
98,394,80,788,60,right,0,32,1.319,Wed May 24 13:51:37 2017
99,985,50,591,70,left,0,28,1.911,Wed May 24 13:51:40 2017
100,1576,20,1182,40,left,0,10,1.906,Wed May 24 13:51:42 2017
101,591,70,788,60,right,0,31,4.374,Wed May 24 13:51:47 2017
102,1773,10,985,50,left,0,4,7.314,Wed May 24 13:51:55 2017
103,1773,10,197,90,left,0,8,1.296,Wed May 24 13:51:57 2017
104,1182,40,394,80,left,0,25,1.361,Wed May 24 13:51:58 2017
105,1379,30,394,80,left,0,20,1.412,Wed May 24 13:52:00 2017
106,985,50,1182,40,right,0,22,2.289,Wed May 24 13:52:03 2017
107,591,70,1182,40,right,0,24,4.158,Wed May 24 13:52:08 2017
108,1576,20,1182,40,left,0,10,3.383,Wed May 24 13:52:11 2017
109,591,70,197,90,left,0,35,2.202,Wed May 24 13:52:14 2017
110,788,60,1379,30,right,0,18,3.584,Wed May 24 13:52:19 2017
111,788,60,197,90,left,0,33,1.859,Wed May 24 13:52:21 2017
112,985,50,197,90,left,0,30,1.11,Wed May 24 13:52:22 2017
113,1379,30,1773,10,right,0,2,1.819,Wed May 24 13:52:25 2017
114,985,50,788,60,right,1,27,52.081,Wed May 24 13:53:17 2017
115,197,90,591,70,right,0,35,6.925,Wed May 24 13:53:25 2017
116,1576,20,985,50,left,0,11,1.473,Wed May 24 13:53:27 2017
117,1773,10,985,50,left,0,4,2.349,Wed May 24 13:53:30 2017
118,394,80,197,90,right,1,36,14.582,Wed May 24 13:53:45 2017
119,591,70,1576,20,right,0,13,1.853,Wed May 24 13:53:47 2017
120,591,70,1182,40,right,0,24,1.393,Wed May 24 13:53:49 2017
121,591,70,1182,40,right,0,24,1.485,Wed May 24 13:53:51 2017
122,394,80,985,50,right,0,29,1.888,Wed May 24 13:53:53 2017
123,197,90,1379,30,right,0,21,1.128,Wed May 24 13:53:55 2017
124,788,60,197,90,left,0,33,2.506,Wed May 24 13:53:58 2017
125,1773,10,394,80,left,0,7,1.483,Wed May 24 13:54:00 2017
126,1773,10,1379,30,left,0,2,1.467,Wed May 24 13:54:02 2017
127,788,60,1773,10,right,0,5,1.114,Wed May 24 13:54:04 2017
128,985,50,197,90,left,0,30,2.053,Wed May 24 13:54:06 2017
129,1576,20,591,70,left,0,13,4.928,Wed May 24 13:54:12 2017
130,985,50,1773,10,right,0,4,4.108,Wed May 24 13:54:17 2017
131,1576,20,394,80,left,0,14,2.338,Wed May 24 13:54:19 2017
132,985,50,1182,40,left,1,22,7.206,Wed May 24 13:54:27 2017
133,1576,20,788,60,left,0,12,1.587,Wed May 24 13:54:29 2017
134,394,80,1773,10,right,0,7,1.542,Wed May 24 13:54:32 2017
135,591,70,985,50,right,0,28,4.61,Wed May 24 13:54:37 2017
136,394,80,1379,30,right,0,20,1.947,Wed May 24 13:54:39 2017
137,1182,40,788,60,left,0,23,1.346,Wed May 24 13:54:41 2017
138,1379,30,197,90,left,0,21,5.46,Wed May 24 13:54:47 2017
139,591,70,1379,30,right,0,19,1.426,Wed May 24 13:54:49 2017
140,394,80,1182,40,right,0,25,4.785,Wed May 24 13:54:54 2017
141,985,50,591,70,left,0,28,1.841,Wed May 24 13:54:56 2017
142,1576,20,1379,30,right,1,9,4.608,Wed May 24 13:55:02 2017
143,788,60,1182,40,right,0,23,11.368,Wed May 24 13:55:13 2017
144,1182,40,197,90,left,0,26,1.869,Wed May 24 13:55:16 2017
145,788,60,985,50,right,0,27,1.761,Wed May 24 13:55:18 2017
146,1182,40,591,70,left,0,24,3.284,Wed May 24 13:55:22 2017
147,1576,20,591,70,left,0,13,4.274,Wed May 24 13:55:27 2017
148,197,90,1182,40,right,0,26,5.774,Wed May 24 13:55:33 2017
149,1576,20,985,50,left,0,11,2.604,Wed May 24 13:55:36 2017
150,788,60,1379,30,right,0,18,3.368,Wed May 24 13:55:40 2017
