trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,591,70,1576,20,right,0,13,20.231,Wed May 24 12:19:11 2017
2,1576,20,394,80,left,0,14,8.145,Wed May 24 12:19:20 2017
3,985,50,1182,40,right,0,22,7.993,Wed May 24 12:19:30 2017
4,1576,20,1773,10,right,0,1,15.766,Wed May 24 12:19:47 2017
5,394,80,1379,30,right,0,20,24.326,Wed May 24 12:20:12 2017
6,1576,20,1182,40,left,0,10,1.762,Wed May 24 12:20:15 2017
7,1182,40,197,90,left,0,26,8.591,Wed May 24 12:20:25 2017
8,788,60,985,50,left,1,27,6.026,Wed May 24 12:20:31 2017
9,394,80,197,90,left,0,36,2.201,Wed May 24 12:20:35 2017
10,591,70,1379,30,right,0,19,1.703,Wed May 24 12:20:37 2017
11,591,70,394,80,left,0,34,1.722,Wed May 24 12:20:39 2017
12,1773,10,985,50,left,0,4,3.143,Wed May 24 12:20:43 2017
13,788,60,591,70,left,0,31,7.216,Wed May 24 12:20:51 2017
14,1379,30,591,70,left,0,19,1.651,Wed May 24 12:20:54 2017
15,1379,30,197,90,left,0,21,3.851,Wed May 24 12:20:58 2017
16,591,70,394,80,left,0,34,1.428,Wed May 24 12:21:01 2017
17,788,60,197,90,left,0,33,1.94,Wed May 24 12:21:03 2017
18,788,60,985,50,right,0,27,1.723,Wed May 24 12:21:06 2017
19,591,70,1576,20,right,0,13,1.49,Wed May 24 12:21:08 2017
20,1182,40,1773,10,right,0,3,4.335,Wed May 24 12:21:13 2017
21,985,50,1773,10,right,0,4,1.353,Wed May 24 12:21:15 2017
22,591,70,1576,20,right,0,13,1.246,Wed May 24 12:21:17 2017
23,1773,10,394,80,left,0,7,1.238,Wed May 24 12:21:19 2017
24,1773,10,788,60,left,0,5,1.069,Wed May 24 12:21:21 2017
25,1576,20,1379,30,left,0,9,1.468,Wed May 24 12:21:23 2017
26,985,50,1182,40,right,0,22,1.177,Wed May 24 12:21:25 2017
27,1773,10,591,70,left,0,6,1.222,Wed May 24 12:21:27 2017
28,1773,10,985,50,left,0,4,1.359,Wed May 24 12:21:29 2017
29,788,60,985,50,right,0,27,7.426,Wed May 24 12:21:37 2017
30,1576,20,394,80,left,0,14,1.426,Wed May 24 12:21:40 2017
31,394,80,788,60,right,0,32,1.353,Wed May 24 12:21:42 2017
32,788,60,1379,30,right,0,18,1.796,Wed May 24 12:21:44 2017
33,788,60,394,80,left,0,32,1.793,Wed May 24 12:21:46 2017
34,1773,10,197,90,left,0,8,2.673,Wed May 24 12:21:52 2017
35,1379,30,591,70,left,0,19,4.776,Wed May 24 12:21:58 2017
36,591,70,788,60,right,0,31,11.044,Wed May 24 12:22:10 2017
37,788,60,1379,30,right,0,18,1.617,Wed May 24 12:22:12 2017
38,1576,20,591,70,left,0,13,3.598,Wed May 24 12:22:17 2017
39,1576,20,394,80,left,0,14,1.289,Wed May 24 12:22:19 2017
40,1773,10,591,70,left,0,6,1.156,Wed May 24 12:22:21 2017
41,1576,20,985,50,left,0,11,11.605,Wed May 24 12:22:33 2017
42,788,60,1182,40,right,0,23,3.082,Wed May 24 12:22:37 2017
43,1576,20,788,60,left,0,12,7.998,Wed May 24 12:22:46 2017
44,197,90,591,70,right,0,35,1.225,Wed May 24 12:22:47 2017
45,1576,20,1182,40,left,0,10,1.272,Wed May 24 12:22:49 2017
46,197,90,985,50,right,0,30,1.294,Wed May 24 12:22:51 2017
47,1576,20,985,50,left,0,11,1.035,Wed May 24 12:22:53 2017
48,788,60,1576,20,right,0,12,1.179,Wed May 24 12:22:55 2017
49,1182,40,788,60,left,0,23,1.156,Wed May 24 12:22:56 2017
50,197,90,394,80,right,0,36,1.168,Wed May 24 12:22:58 2017
51,591,70,197,90,left,0,35,2.269,Wed May 24 12:23:01 2017
52,1773,10,394,80,left,0,7,1.088,Wed May 24 12:23:03 2017
53,788,60,197,90,left,0,33,1.222,Wed May 24 12:23:05 2017
54,394,80,1576,20,right,0,14,2.008,Wed May 24 12:23:07 2017
55,1379,30,1576,20,right,0,9,1.743,Wed May 24 12:23:09 2017
56,591,70,197,90,left,0,35,4.368,Wed May 24 12:23:15 2017
57,985,50,1379,30,right,0,17,8.116,Wed May 24 12:23:23 2017
58,1379,30,197,90,left,0,21,10.258,Wed May 24 12:23:34 2017
