trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,463,45,579,29,left,0,4,8.88,Thu Nov 24 10:49:39 2016
2,579,29,521,37,right,0,9,2.539,Thu Nov 24 10:49:42 2016
3,579,29,463,45,right,0,4,20.94,Thu Nov 24 10:50:03 2016
4,550,33,579,29,left,0,10,2.226,Thu Nov 24 10:50:05 2016
5,550,33,492,41,right,0,6,4.706,Thu Nov 24 10:50:10 2016
6,492,41,579,29,left,0,7,2.098,Thu Nov 24 10:50:13 2016
7,492,41,550,33,left,0,6,12.021,Thu Nov 24 10:50:25 2016
8,492,41,550,33,left,0,6,1.563,Thu Nov 24 10:50:27 2016
9,463,45,579,29,left,0,4,1.836,Thu Nov 24 10:50:29 2016
10,579,29,463,45,right,0,4,1.562,Thu Nov 24 10:50:31 2016
11,521,37,550,33,right,1,8,2.556,Thu Nov 24 10:50:33 2016
12,521,37,463,45,right,0,2,2.192,Thu Nov 24 10:50:36 2016
13,521,37,492,41,right,0,5,7.169,Thu Nov 24 10:50:43 2016
14,463,45,579,29,left,0,4,1.156,Thu Nov 24 10:50:44 2016
15,521,37,492,41,left,1,5,1.673,Thu Nov 24 10:50:46 2016
16,492,41,521,37,right,1,5,1.661,Thu Nov 24 10:50:48 2016
17,579,29,463,45,right,0,4,1.297,Thu Nov 24 10:50:50 2016
18,463,45,521,37,left,0,2,1.453,Thu Nov 24 10:50:51 2016
19,463,45,521,37,left,0,2,1.575,Thu Nov 24 10:50:53 2016
20,463,45,550,33,left,0,3,1.671,Thu Nov 24 10:50:55 2016
21,521,37,579,29,left,0,9,6.551,Thu Nov 24 10:51:02 2016
22,463,45,492,41,right,1,1,1.913,Thu Nov 24 10:51:04 2016
23,550,33,579,29,right,1,10,3.371,Thu Nov 24 10:51:08 2016
24,550,33,492,41,right,0,6,3.002,Thu Nov 24 10:51:11 2016
25,492,41,463,45,right,0,1,1.413,Thu Nov 24 10:51:13 2016
26,579,29,492,41,right,0,7,7.445,Thu Nov 24 10:51:20 2016
27,463,45,521,37,left,0,2,2.049,Thu Nov 24 10:51:23 2016
28,550,33,521,37,left,1,8,3.001,Thu Nov 24 10:51:26 2016
29,550,33,579,29,right,1,10,3.873,Thu Nov 24 10:51:30 2016
30,463,45,550,33,left,0,3,2.143,Thu Nov 24 10:51:32 2016
31,521,37,463,45,right,0,2,3.927,Thu Nov 24 10:51:36 2016
32,521,37,492,41,right,0,5,17.279,Thu Nov 24 10:51:54 2016
33,550,33,463,45,right,0,3,5.989,Thu Nov 24 10:52:00 2016
34,463,45,550,33,left,0,3,1.306,Thu Nov 24 10:52:02 2016
35,463,45,521,37,left,0,2,1.408,Thu Nov 24 10:52:03 2016
36,492,41,550,33,left,0,6,1.893,Thu Nov 24 10:52:05 2016
37,550,33,579,29,left,0,10,1.668,Thu Nov 24 10:52:07 2016
38,492,41,463,45,left,1,1,1.863,Thu Nov 24 10:52:09 2016
39,463,45,579,29,left,0,4,2.348,Thu Nov 24 10:52:12 2016
40,579,29,492,41,right,0,7,2.243,Thu Nov 24 10:52:14 2016
41,579,29,463,45,right,0,4,1.167,Thu Nov 24 10:52:16 2016
42,550,33,492,41,right,0,6,1.351,Thu Nov 24 10:52:17 2016
43,550,33,463,45,right,0,3,1.18,Thu Nov 24 10:52:19 2016
44,579,29,492,41,right,0,7,1.105,Thu Nov 24 10:52:20 2016
45,463,45,579,29,left,0,4,1.277,Thu Nov 24 10:52:22 2016
46,492,41,550,33,left,0,6,1.273,Thu Nov 24 10:52:23 2016
47,550,33,521,37,left,1,8,3.921,Thu Nov 24 10:52:27 2016
48,463,45,579,29,left,0,4,1.499,Thu Nov 24 10:52:29 2016
49,579,29,463,45,right,0,4,1.072,Thu Nov 24 10:52:30 2016
50,492,41,521,37,right,1,5,2.02,Thu Nov 24 10:52:33 2016
51,550,33,521,37,left,1,8,1.972,Thu Nov 24 10:52:35 2016
52,492,41,550,33,left,0,6,1.184,Thu Nov 24 10:52:37 2016
53,492,41,521,37,right,1,5,2.186,Thu Nov 24 10:52:39 2016
54,521,37,550,33,right,1,8,1.568,Thu Nov 24 10:52:41 2016
55,550,33,463,45,right,0,3,1.432,Thu Nov 24 10:52:42 2016
56,550,33,492,41,right,0,6,1.249,Thu Nov 24 10:52:44 2016
57,463,45,492,41,right,1,1,2.298,Thu Nov 24 10:52:47 2016
58,521,37,579,29,left,0,9,3.573,Thu Nov 24 10:52:50 2016
59,463,45,521,37,left,0,2,13.576,Thu Nov 24 10:53:04 2016
60,579,29,550,33,right,0,10,2.027,Thu Nov 24 10:53:07 2016
61,463,45,550,33,left,0,3,1.372,Thu Nov 24 10:53:08 2016
62,550,33,521,37,left,1,8,2.559,Thu Nov 24 10:53:11 2016
63,579,29,463,45,right,0,4,1.828,Thu Nov 24 10:53:13 2016
64,463,45,492,41,right,1,1,1.615,Thu Nov 24 10:53:15 2016
65,550,33,579,29,left,0,10,10.065,Thu Nov 24 10:53:25 2016
66,492,41,579,29,left,0,7,5.065,Thu Nov 24 10:53:31 2016
67,492,41,521,37,right,1,5,1.685,Thu Nov 24 10:53:33 2016
