trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,579,29,550,33,right,0,10,8.217,Thu Nov 24 12:14:36 2016
2,550,33,492,41,right,0,6,7.395,Thu Nov 24 12:14:45 2016
3,579,29,492,41,right,0,7,6.577,Thu Nov 24 12:14:53 2016
4,550,33,579,29,left,0,10,6.547,Thu Nov 24 12:15:02 2016
5,463,45,492,41,right,1,1,9.06,Thu Nov 24 12:15:12 2016
6,521,37,492,41,right,0,5,7.205,Thu Nov 24 12:15:20 2016
7,463,45,521,37,left,0,2,5.296,Thu Nov 24 12:15:27 2016
8,463,45,550,33,left,0,3,4.451,Thu Nov 24 12:15:32 2016
9,521,37,550,33,left,0,8,8.958,Thu Nov 24 12:15:42 2016
10,463,45,492,41,right,1,1,6.931,Thu Nov 24 12:15:50 2016
11,521,37,463,45,right,0,2,3.064,Thu Nov 24 12:15:54 2016
12,579,29,463,45,right,0,4,6.257,Thu Nov 24 12:16:01 2016
13,463,45,492,41,right,1,1,6.857,Thu Nov 24 12:16:09 2016
14,579,29,492,41,right,0,7,8.127,Thu Nov 24 12:16:18 2016
15,492,41,463,45,left,1,1,5.402,Thu Nov 24 12:16:25 2016
16,550,33,579,29,left,0,10,8.793,Thu Nov 24 12:16:35 2016
17,550,33,579,29,left,0,10,6.31,Thu Nov 24 12:16:42 2016
18,492,41,463,45,left,1,1,8.219,Thu Nov 24 12:16:51 2016
19,463,45,521,37,left,0,2,8.221,Thu Nov 24 12:17:01 2016
20,521,37,463,45,right,0,2,4.778,Thu Nov 24 12:17:07 2016
21,579,29,521,37,right,0,9,10.468,Thu Nov 24 12:17:19 2016
22,463,45,492,41,right,1,1,7.551,Thu Nov 24 12:17:27 2016
23,521,37,550,33,right,1,8,6.912,Thu Nov 24 12:17:35 2016
24,550,33,521,37,left,1,8,9.304,Thu Nov 24 12:17:45 2016
25,579,29,463,45,right,0,4,3.866,Thu Nov 24 12:17:50 2016
26,492,41,550,33,left,0,6,3.448,Thu Nov 24 12:17:54 2016
27,492,41,521,37,left,0,5,4.82,Thu Nov 24 12:18:00 2016
28,463,45,579,29,left,0,4,3.485,Thu Nov 24 12:18:04 2016
29,579,29,550,33,right,0,10,6.346,Thu Nov 24 12:18:12 2016
30,579,29,521,37,right,0,9,6.522,Thu Nov 24 12:18:19 2016
31,492,41,579,29,left,0,7,3.835,Thu Nov 24 12:18:24 2016
32,463,45,492,41,left,0,1,5.217,Thu Nov 24 12:18:30 2016
33,463,45,550,33,left,0,3,2.727,Thu Nov 24 12:18:34 2016
34,550,33,463,45,right,0,3,2.19,Thu Nov 24 12:18:36 2016
35,521,37,463,45,right,0,2,2.683,Thu Nov 24 12:18:40 2016
36,579,29,492,41,right,0,7,1.982,Thu Nov 24 12:18:42 2016
37,463,45,521,37,left,0,2,3.563,Thu Nov 24 12:18:47 2016
38,492,41,579,29,left,0,7,4.639,Thu Nov 24 12:18:52 2016
39,463,45,550,33,left,0,3,3.968,Thu Nov 24 12:18:57 2016
40,492,41,463,45,left,1,1,4.143,Thu Nov 24 12:19:02 2016
41,521,37,492,41,left,1,5,8.136,Thu Nov 24 12:19:11 2016
42,550,33,579,29,right,1,10,4.463,Thu Nov 24 12:19:16 2016
43,521,37,579,29,right,1,9,4.778,Thu Nov 24 12:19:21 2016
