trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,521,37,463,45,right,0,2,7.44,Thu Nov 24 14:29:29 2016
2,492,41,550,33,right,1,6,6.464,Thu Nov 24 14:29:36 2016
3,463,45,550,33,left,0,3,4.529,Thu Nov 24 14:29:41 2016
4,521,37,463,45,right,0,2,6.07,Thu Nov 24 14:29:48 2016
5,463,45,521,37,left,0,2,6.114,Thu Nov 24 14:29:55 2016
6,550,33,463,45,left,1,3,5.33,Thu Nov 24 14:30:01 2016
7,492,41,521,37,left,0,5,4.8,Thu Nov 24 14:30:07 2016
8,579,29,550,33,right,0,10,3.945,Thu Nov 24 14:30:11 2016
9,521,37,550,33,right,1,8,3.961,Thu Nov 24 14:30:16 2016
10,521,37,463,45,left,1,2,3.489,Thu Nov 24 14:30:20 2016
11,521,37,550,33,right,1,8,3.353,Thu Nov 24 14:30:24 2016
12,492,41,463,45,left,1,1,8.503,Thu Nov 24 14:30:33 2016
13,463,45,579,29,left,0,4,3.52,Thu Nov 24 14:30:37 2016
14,521,37,492,41,left,1,5,2.898,Thu Nov 24 14:30:41 2016
15,463,45,579,29,left,0,4,2.364,Thu Nov 24 14:30:43 2016
16,579,29,521,37,right,0,9,2.942,Thu Nov 24 14:30:47 2016
17,463,45,550,33,right,1,3,2.951,Thu Nov 24 14:30:50 2016
18,521,37,550,33,right,1,8,2.237,Thu Nov 24 14:30:53 2016
19,521,37,550,33,right,1,8,2.065,Thu Nov 24 14:30:55 2016
20,550,33,463,45,right,0,3,4.041,Thu Nov 24 14:31:00 2016
21,550,33,492,41,right,0,6,5.505,Thu Nov 24 14:31:06 2016
22,521,37,492,41,right,0,5,2.826,Thu Nov 24 14:31:09 2016
23,550,33,521,37,right,0,8,2.287,Thu Nov 24 14:31:12 2016
24,550,33,463,45,right,0,3,2.715,Thu Nov 24 14:31:15 2016
25,550,33,492,41,right,0,6,1.775,Thu Nov 24 14:31:17 2016
26,579,29,492,41,right,0,7,1.682,Thu Nov 24 14:31:19 2016
27,579,29,463,45,right,0,4,1.087,Thu Nov 24 14:31:20 2016
28,463,45,492,41,left,0,1,3.456,Thu Nov 24 14:31:24 2016
29,579,29,521,37,right,0,9,3.755,Thu Nov 24 14:31:28 2016
30,579,29,492,41,right,0,7,5.794,Thu Nov 24 14:31:35 2016
31,579,29,550,33,right,0,10,2.876,Thu Nov 24 14:31:38 2016
32,492,41,463,45,right,0,1,4.095,Thu Nov 24 14:31:42 2016
33,550,33,492,41,right,0,6,1.273,Thu Nov 24 14:31:44 2016
34,463,45,492,41,left,0,1,3.788,Thu Nov 24 14:31:48 2016
35,550,33,492,41,right,0,6,4.489,Thu Nov 24 14:31:53 2016
36,521,37,463,45,right,0,2,1.588,Thu Nov 24 14:31:55 2016
37,463,45,521,37,left,0,2,1.36,Thu Nov 24 14:31:57 2016
38,521,37,492,41,right,0,5,3.149,Thu Nov 24 14:32:00 2016
39,579,29,550,33,right,0,10,2.585,Thu Nov 24 14:32:03 2016
40,550,33,492,41,right,0,6,4.067,Thu Nov 24 14:32:08 2016
41,492,41,463,45,right,0,1,2.505,Thu Nov 24 14:32:11 2016
42,463,45,492,41,left,0,1,3.273,Thu Nov 24 14:32:15 2016
43,492,41,521,37,left,0,5,4.911,Thu Nov 24 14:32:20 2016
44,521,37,579,29,left,0,9,5.712,Thu Nov 24 14:32:26 2016
45,521,37,492,41,right,0,5,3.968,Thu Nov 24 14:32:31 2016
46,550,33,492,41,right,0,6,5.511,Thu Nov 24 14:32:37 2016
47,579,29,550,33,right,0,10,2.772,Thu Nov 24 14:32:40 2016
48,579,29,550,33,right,0,10,1.511,Thu Nov 24 14:32:42 2016
49,463,45,492,41,left,0,1,4.729,Thu Nov 24 14:32:47 2016
50,463,45,492,41,left,0,1,1.892,Thu Nov 24 14:32:50 2016
51,492,41,521,37,left,0,5,5.244,Thu Nov 24 14:32:56 2016
52,463,45,521,37,left,0,2,4.199,Thu Nov 24 14:33:00 2016
53,521,37,550,33,left,0,8,5.719,Thu Nov 24 14:33:06 2016
54,550,33,492,41,right,0,6,6.694,Thu Nov 24 14:33:14 2016
55,521,37,463,45,right,0,2,4.292,Thu Nov 24 14:33:18 2016
56,550,33,492,41,right,0,6,2.715,Thu Nov 24 14:33:22 2016
57,521,37,550,33,right,1,8,2.406,Thu Nov 24 14:33:26 2016
58,463,45,492,41,left,0,1,6.019,Thu Nov 24 14:33:33 2016
59,579,29,463,45,right,0,4,5.621,Thu Nov 24 14:33:39 2016
60,521,37,550,33,left,0,8,3.773,Thu Nov 24 14:33:43 2016
61,550,33,463,45,right,0,3,2.258,Thu Nov 24 14:33:46 2016
62,550,33,492,41,right,0,6,2.35,Thu Nov 24 14:33:49 2016
63,463,45,579,29,left,0,4,1.964,Thu Nov 24 14:33:52 2016
64,463,45,521,37,left,0,2,3.132,Thu Nov 24 14:33:55 2016
65,521,37,492,41,right,0,5,6.082,Thu Nov 24 14:34:02 2016
66,463,45,550,33,left,0,3,3.146,Thu Nov 24 14:34:05 2016
67,579,29,492,41,right,0,7,2.466,Thu Nov 24 14:34:09 2016
68,579,29,463,45,right,0,4,1.837,Thu Nov 24 14:34:11 2016
69,550,33,579,29,left,0,10,1.649,Thu Nov 24 14:34:13 2016
70,579,29,463,45,right,0,4,1.866,Thu Nov 24 14:34:16 2016
71,550,33,579,29,left,0,10,1.29,Thu Nov 24 14:34:18 2016
72,492,41,463,45,right,0,1,1.319,Thu Nov 24 14:34:19 2016
73,579,29,492,41,right,0,7,1.693,Thu Nov 24 14:34:22 2016
74,521,37,579,29,left,0,9,1.631,Thu Nov 24 14:34:24 2016
75,550,33,492,41,right,0,6,1.412,Thu Nov 24 14:34:26 2016
76,463,45,521,37,left,0,2,1.554,Thu Nov 24 14:34:28 2016
77,550,33,579,29,left,0,10,2.267,Thu Nov 24 14:34:31 2016
78,463,45,492,41,left,0,1,2.32,Thu Nov 24 14:34:34 2016
79,492,41,463,45,right,0,1,1.989,Thu Nov 24 14:34:37 2016
80,579,29,492,41,right,0,7,1.564,Thu Nov 24 14:34:39 2016
81,579,29,521,37,right,0,9,1.85,Thu Nov 24 14:34:41 2016
82,579,29,550,33,right,0,10,1.638,Thu Nov 24 14:34:44 2016
83,550,33,463,45,right,0,3,0.893,Thu Nov 24 14:34:45 2016
84,492,41,521,37,left,0,5,1.641,Thu Nov 24 14:34:47 2016
85,521,37,579,29,left,0,9,2.047,Thu Nov 24 14:34:50 2016
86,463,45,492,41,left,0,1,1.526,Thu Nov 24 14:34:52 2016
87,579,29,550,33,right,0,10,4.016,Thu Nov 24 14:34:57 2016
88,492,41,550,33,left,0,6,2.013,Thu Nov 24 14:34:59 2016
89,463,45,550,33,left,0,3,1.276,Thu Nov 24 14:35:01 2016
90,579,29,521,37,right,0,9,1.268,Thu Nov 24 14:35:03 2016
91,550,33,579,29,left,0,10,0.932,Thu Nov 24 14:35:04 2016
92,463,45,492,41,left,0,1,1.651,Thu Nov 24 14:35:07 2016
93,579,29,463,45,right,0,4,1.348,Thu Nov 24 14:35:08 2016
94,492,41,579,29,left,0,7,1.508,Thu Nov 24 14:35:10 2016
95,521,37,579,29,left,0,9,1.992,Thu Nov 24 14:35:13 2016
96,550,33,463,45,right,0,3,1.364,Thu Nov 24 14:35:15 2016
97,550,33,521,37,right,0,8,1.331,Thu Nov 24 14:35:17 2016
98,463,45,550,33,left,0,3,2.765,Thu Nov 24 14:35:20 2016
99,550,33,463,45,right,0,3,1.775,Thu Nov 24 14:35:22 2016
100,492,41,550,33,left,0,6,0.952,Thu Nov 24 14:35:24 2016
101,579,29,492,41,right,0,7,1.092,Thu Nov 24 14:35:26 2016
102,463,45,579,29,left,0,4,0.973,Thu Nov 24 14:35:27 2016
103,550,33,579,29,left,0,10,2.757,Thu Nov 24 14:35:31 2016
104,492,41,579,29,left,0,7,1.428,Thu Nov 24 14:35:33 2016
105,579,29,521,37,right,0,9,5.336,Thu Nov 24 14:35:39 2016
106,579,29,521,37,right,0,9,1.89,Thu Nov 24 14:35:42 2016
107,550,33,521,37,right,0,8,1.676,Thu Nov 24 14:35:44 2016
108,492,41,579,29,left,0,7,4.092,Thu Nov 24 14:35:49 2016
109,521,37,492,41,right,0,5,2.013,Thu Nov 24 14:35:51 2016
110,579,29,521,37,right,0,9,1.225,Thu Nov 24 14:35:53 2016
111,579,29,550,33,right,0,10,1.312,Thu Nov 24 14:35:55 2016
112,463,45,521,37,left,0,2,1.862,Thu Nov 24 14:35:57 2016
113,463,45,579,29,left,0,4,2.589,Thu Nov 24 14:36:00 2016
114,550,33,492,41,right,0,6,1.911,Thu Nov 24 14:36:03 2016
115,463,45,521,37,left,0,2,0.927,Thu Nov 24 14:36:04 2016
116,521,37,463,45,right,0,2,1.277,Thu Nov 24 14:36:06 2016
117,550,33,463,45,right,0,3,1.49,Thu Nov 24 14:36:08 2016
118,579,29,521,37,left,1,9,1.664,Thu Nov 24 14:36:11 2016
119,463,45,550,33,left,0,3,1.49,Thu Nov 24 14:36:15 2016
120,492,41,521,37,left,0,5,3.835,Thu Nov 24 14:36:19 2016
121,521,37,550,33,left,0,8,5.478,Thu Nov 24 14:36:25 2016
122,492,41,550,33,left,0,6,2.259,Thu Nov 24 14:36:28 2016
123,550,33,579,29,left,0,10,2.35,Thu Nov 24 14:36:31 2016
124,521,37,550,33,left,0,8,1.212,Thu Nov 24 14:36:33 2016
125,550,33,579,29,left,0,10,1.632,Thu Nov 24 14:36:35 2016
126,550,33,521,37,left,1,8,0.967,Thu Nov 24 14:36:38 2016
127,463,45,521,37,left,0,2,2.649,Thu Nov 24 14:36:41 2016
128,550,33,579,29,right,1,10,3.998,Thu Nov 24 14:36:46 2016
129,579,29,492,41,right,0,7,2.746,Thu Nov 24 14:36:49 2016
130,521,37,492,41,right,0,5,2.241,Thu Nov 24 14:36:52 2016
131,463,45,579,29,left,0,4,1.511,Thu Nov 24 14:36:54 2016
132,579,29,492,41,right,0,7,2.605,Thu Nov 24 14:36:57 2016
133,521,37,579,29,left,0,9,1.015,Thu Nov 24 14:36:59 2016
134,579,29,492,41,right,0,7,0.906,Thu Nov 24 14:37:00 2016
135,550,33,521,37,right,0,8,1.555,Thu Nov 24 14:37:02 2016
136,579,29,550,33,right,0,10,1.867,Thu Nov 24 14:37:05 2016
137,463,45,579,29,left,0,4,0.984,Thu Nov 24 14:37:06 2016
138,579,29,521,37,right,0,9,1.129,Thu Nov 24 14:37:08 2016
139,579,29,492,41,right,0,7,1.754,Thu Nov 24 14:37:10 2016
140,492,41,463,45,right,0,1,1.266,Thu Nov 24 14:37:12 2016
141,579,29,463,45,right,0,4,1.018,Thu Nov 24 14:37:13 2016
142,579,29,463,45,right,0,4,0.71,Thu Nov 24 14:37:14 2016
143,579,29,492,41,right,0,7,1.557,Thu Nov 24 14:37:16 2016
144,550,33,579,29,left,0,10,1.132,Thu Nov 24 14:37:18 2016
145,550,33,521,37,right,0,8,3.926,Thu Nov 24 14:37:23 2016
146,521,37,550,33,left,0,8,2.062,Thu Nov 24 14:37:25 2016
147,463,45,492,41,left,0,1,5.749,Thu Nov 24 14:37:31 2016
148,521,37,463,45,right,0,2,4.075,Thu Nov 24 14:37:36 2016
149,492,41,521,37,left,0,5,3.151,Thu Nov 24 14:37:40 2016
150,521,37,492,41,right,0,5,1.446,Thu Nov 24 14:37:42 2016
151,579,29,521,37,right,0,9,1.248,Thu Nov 24 14:37:43 2016
152,521,37,579,29,left,0,9,0.929,Thu Nov 24 14:37:45 2016
