trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,579,29,492,41,right,0,7,11.649,Fri Nov 25 13:39:16 2016
2,463,45,521,37,left,0,2,6.893,Fri Nov 25 13:39:25 2016
3,550,33,521,37,right,0,8,3.263,Fri Nov 25 13:39:29 2016
4,492,41,550,33,left,0,6,3.753,Fri Nov 25 13:39:34 2016
5,550,33,579,29,left,0,10,6.459,Fri Nov 25 13:39:42 2016
6,550,33,521,37,right,0,8,7.102,Fri Nov 25 13:39:49 2016
7,521,37,492,41,right,0,5,2.772,Fri Nov 25 13:39:53 2016
8,550,33,492,41,right,0,6,2.271,Fri Nov 25 13:39:56 2016
9,492,41,521,37,left,0,5,3.099,Fri Nov 25 13:40:00 2016
10,521,37,492,41,right,0,5,7.322,Fri Nov 25 13:40:08 2016
11,492,41,521,37,left,0,5,1.672,Fri Nov 25 13:40:10 2016
12,521,37,492,41,right,0,5,2.336,Fri Nov 25 13:40:14 2016
13,463,45,579,29,left,0,4,7.36,Fri Nov 25 13:40:22 2016
14,579,29,463,45,right,0,4,3.093,Fri Nov 25 13:40:25 2016
15,463,45,492,41,left,0,1,1.78,Fri Nov 25 13:40:28 2016
16,492,41,463,45,right,0,1,2.23,Fri Nov 25 13:40:31 2016
17,579,29,550,33,right,0,10,3.605,Fri Nov 25 13:40:35 2016
18,579,29,492,41,right,0,7,4.005,Fri Nov 25 13:40:39 2016
19,550,33,463,45,right,0,3,3.464,Fri Nov 25 13:40:43 2016
20,463,45,492,41,left,0,1,2.055,Fri Nov 25 13:40:46 2016
21,579,29,463,45,right,0,4,7.462,Fri Nov 25 13:40:54 2016
22,463,45,492,41,left,0,1,5.351,Fri Nov 25 13:41:00 2016
23,463,45,579,29,left,0,4,2.028,Fri Nov 25 13:41:03 2016
24,463,45,521,37,left,0,2,2.833,Fri Nov 25 13:41:06 2016
25,579,29,463,45,right,0,4,1.855,Fri Nov 25 13:41:09 2016
26,492,41,550,33,left,0,6,2.492,Fri Nov 25 13:41:12 2016
27,492,41,463,45,right,0,1,1.727,Fri Nov 25 13:41:14 2016
28,550,33,463,45,right,0,3,1.471,Fri Nov 25 13:41:16 2016
29,550,33,579,29,left,0,10,1.581,Fri Nov 25 13:41:18 2016
30,463,45,521,37,left,0,2,1.671,Fri Nov 25 13:41:21 2016
31,521,37,492,41,right,0,5,1.785,Fri Nov 25 13:41:23 2016
32,579,29,521,37,right,0,9,2.617,Fri Nov 25 13:41:26 2016
33,521,37,463,45,right,0,2,2.612,Fri Nov 25 13:41:30 2016
34,521,37,463,45,right,0,2,2.536,Fri Nov 25 13:41:33 2016
35,463,45,521,37,left,0,2,3.125,Fri Nov 25 13:41:37 2016
36,463,45,492,41,left,0,1,1.514,Fri Nov 25 13:41:39 2016
37,521,37,550,33,left,0,8,2.589,Fri Nov 25 13:41:42 2016
38,550,33,463,45,right,0,3,1.953,Fri Nov 25 13:41:45 2016
39,492,41,579,29,left,0,7,2.313,Fri Nov 25 13:41:48 2016
40,579,29,492,41,right,0,7,2.48,Fri Nov 25 13:41:51 2016
41,492,41,550,33,left,0,6,1.611,Fri Nov 25 13:41:53 2016
42,579,29,463,45,right,0,4,1.213,Fri Nov 25 13:41:55 2016
43,492,41,550,33,left,0,6,2.317,Fri Nov 25 13:41:58 2016
44,550,33,463,45,right,0,3,2.138,Fri Nov 25 13:42:00 2016
45,550,33,492,41,right,0,6,2.09,Fri Nov 25 13:42:03 2016
46,463,45,579,29,left,0,4,1.795,Fri Nov 25 13:42:05 2016
47,579,29,550,33,right,0,10,2.317,Fri Nov 25 13:42:08 2016
48,550,33,579,29,left,0,10,1.944,Fri Nov 25 13:42:11 2016
49,463,45,579,29,left,0,4,3.247,Fri Nov 25 13:42:16 2016
50,579,29,521,37,right,0,9,2.783,Fri Nov 25 13:42:19 2016
51,521,37,579,29,left,0,9,2.915,Fri Nov 25 13:42:23 2016
52,521,37,492,41,right,0,5,3.767,Fri Nov 25 13:42:27 2016
53,463,45,521,37,left,0,2,3.596,Fri Nov 25 13:42:32 2016
54,521,37,579,29,left,0,9,27.572,Fri Nov 25 13:43:00 2016
55,463,45,521,37,left,0,2,2.024,Fri Nov 25 13:43:03 2016
56,463,45,550,33,left,0,3,1.602,Fri Nov 25 13:43:05 2016
57,492,41,579,29,left,0,7,1.594,Fri Nov 25 13:43:08 2016
58,463,45,492,41,left,0,1,2.596,Fri Nov 25 13:43:11 2016
59,463,45,521,37,left,0,2,3.564,Fri Nov 25 13:43:16 2016
60,492,41,550,33,left,0,6,3.561,Fri Nov 25 13:43:20 2016
61,521,37,550,33,left,0,8,3.138,Fri Nov 25 13:43:24 2016
62,579,29,463,45,right,0,4,1.711,Fri Nov 25 13:43:26 2016
63,521,37,579,29,left,0,9,2.299,Fri Nov 25 13:43:29 2016
64,492,41,521,37,left,0,5,2.511,Fri Nov 25 13:43:32 2016
65,550,33,579,29,left,0,10,2.014,Fri Nov 25 13:43:35 2016
66,463,45,521,37,left,0,2,1.743,Fri Nov 25 13:43:37 2016
67,521,37,579,29,left,0,9,2.835,Fri Nov 25 13:43:41 2016
68,550,33,579,29,left,0,10,1.703,Fri Nov 25 13:43:44 2016
69,579,29,550,33,right,0,10,2.072,Fri Nov 25 13:43:46 2016
70,550,33,521,37,right,0,8,2.163,Fri Nov 25 13:43:49 2016
71,463,45,492,41,left,0,1,1.651,Fri Nov 25 13:43:52 2016
72,521,37,579,29,left,0,9,1.989,Fri Nov 25 13:43:55 2016
73,521,37,463,45,right,0,2,2.077,Fri Nov 25 13:43:58 2016
74,492,41,579,29,left,0,7,3.568,Fri Nov 25 13:44:02 2016
75,579,29,463,45,right,0,4,6.013,Fri Nov 25 13:44:09 2016
76,463,45,579,29,left,0,4,2.024,Fri Nov 25 13:44:11 2016
77,579,29,521,37,right,0,9,2.346,Fri Nov 25 13:44:14 2016
78,521,37,579,29,left,0,9,2.203,Fri Nov 25 13:44:17 2016
79,492,41,550,33,left,0,6,2.25,Fri Nov 25 13:44:20 2016
80,492,41,521,37,left,0,5,6.632,Fri Nov 25 13:44:27 2016
81,492,41,579,29,left,0,7,1.884,Fri Nov 25 13:44:30 2016
82,463,45,492,41,left,0,1,2.407,Fri Nov 25 13:44:33 2016
83,550,33,492,41,right,0,6,2.477,Fri Nov 25 13:44:36 2016
84,521,37,492,41,right,0,5,3.416,Fri Nov 25 13:44:40 2016
85,463,45,550,33,left,0,3,1.537,Fri Nov 25 13:44:42 2016
86,463,45,579,29,left,0,4,1.404,Fri Nov 25 13:44:44 2016
87,579,29,492,41,right,0,7,1.706,Fri Nov 25 13:44:47 2016
88,579,29,492,41,right,0,7,1.575,Fri Nov 25 13:44:49 2016
89,521,37,463,45,right,0,2,1.508,Fri Nov 25 13:44:51 2016
90,492,41,521,37,left,0,5,2.054,Fri Nov 25 13:44:54 2016
91,463,45,550,33,left,0,3,1.483,Fri Nov 25 13:44:56 2016
92,550,33,492,41,right,0,6,1.555,Fri Nov 25 13:44:59 2016
93,550,33,579,29,right,1,10,2.131,Fri Nov 25 13:45:02 2016
94,463,45,492,41,left,0,1,6.921,Fri Nov 25 13:45:10 2016
95,463,45,492,41,left,0,1,4.252,Fri Nov 25 13:45:15 2016
96,492,41,521,37,left,0,5,2.539,Fri Nov 25 13:45:19 2016
97,579,29,492,41,right,0,7,3.501,Fri Nov 25 13:45:24 2016
98,492,41,521,37,left,0,5,4.626,Fri Nov 25 13:45:29 2016
99,492,41,521,37,left,0,5,8.091,Fri Nov 25 13:45:38 2016
100,579,29,550,33,right,0,10,2.369,Fri Nov 25 13:45:41 2016
101,550,33,521,37,right,0,8,1.801,Fri Nov 25 13:45:44 2016
102,463,45,579,29,left,0,4,1.876,Fri Nov 25 13:45:47 2016
103,463,45,550,33,left,0,3,1.481,Fri Nov 25 13:45:49 2016
104,463,45,492,41,left,0,1,1.488,Fri Nov 25 13:45:52 2016
105,579,29,492,41,right,0,7,1.567,Fri Nov 25 13:45:54 2016
106,521,37,579,29,left,0,9,1.484,Fri Nov 25 13:45:56 2016
107,550,33,492,41,right,0,6,1.803,Fri Nov 25 13:45:59 2016
108,550,33,579,29,left,0,10,1.581,Fri Nov 25 13:46:01 2016
109,550,33,579,29,left,0,10,1.544,Fri Nov 25 13:46:03 2016
