trial,money_left,proba_left,money_right,proba_right,choiceP,biggerchosenP,pairP,time,date
1,492,41,521,37,right,1,5,16.664,Fri Nov 25 13:47:12 2016
2,550,33,492,41,left,1,6,6.733,Fri Nov 25 13:47:20 2016
3,550,33,579,29,right,1,10,8.892,Fri Nov 25 13:47:29 2016
4,579,29,521,37,right,0,9,11.836,Fri Nov 25 13:47:42 2016
5,579,29,492,41,left,1,7,11.353,Fri Nov 25 13:47:54 2016
6,463,45,521,37,right,1,2,7.99,Fri Nov 25 13:48:02 2016
7,463,45,492,41,right,1,1,13.334,Fri Nov 25 13:48:16 2016
8,463,45,579,29,right,1,4,39.252,Fri Nov 25 13:48:56 2016
9,521,37,550,33,right,1,8,10.166,Fri Nov 25 13:49:07 2016
10,492,41,521,37,right,1,5,40.656,Fri Nov 25 13:49:48 2016
11,492,41,550,33,right,1,6,2.833,Fri Nov 25 13:49:52 2016
12,492,41,463,45,left,1,1,11.123,Fri Nov 25 13:50:03 2016
13,492,41,550,33,right,1,6,5.994,Fri Nov 25 13:50:10 2016
14,463,45,492,41,right,1,1,9.117,Fri Nov 25 13:50:20 2016
15,579,29,492,41,left,1,7,12.365,Fri Nov 25 13:50:32 2016
16,550,33,463,45,left,1,3,9.622,Fri Nov 25 13:50:42 2016
17,463,45,492,41,right,1,1,9.114,Fri Nov 25 13:50:52 2016
18,463,45,550,33,left,0,3,11.965,Fri Nov 25 13:51:04 2016
19,521,37,579,29,left,0,9,14.577,Fri Nov 25 13:51:19 2016
20,521,37,492,41,right,0,5,7.611,Fri Nov 25 13:51:27 2016
21,579,29,521,37,right,0,9,23.031,Fri Nov 25 13:51:51 2016
22,579,29,463,45,right,0,4,8.207,Fri Nov 25 13:52:00 2016
23,521,37,579,29,right,1,9,19.316,Fri Nov 25 13:52:20 2016
24,579,29,492,41,left,1,7,20.644,Fri Nov 25 13:52:41 2016
25,463,45,492,41,right,1,1,10.082,Fri Nov 25 13:52:51 2016
26,492,41,579,29,left,0,7,11.838,Fri Nov 25 13:53:04 2016
27,579,29,550,33,left,1,10,18.903,Fri Nov 25 13:53:23 2016
28,579,29,492,41,left,1,7,15.212,Fri Nov 25 13:53:39 2016
29,463,45,579,29,right,1,4,12.848,Fri Nov 25 13:53:52 2016
30,463,45,492,41,right,1,1,7.792,Fri Nov 25 13:54:01 2016
31,463,45,521,37,right,1,2,10.237,Fri Nov 25 13:54:11 2016
32,521,37,579,29,left,0,9,13.918,Fri Nov 25 13:54:26 2016
33,550,33,579,29,right,1,10,14.543,Fri Nov 25 13:54:41 2016
34,463,45,492,41,right,1,1,13.73,Fri Nov 25 13:54:55 2016
