"n_participante","condicion","escala","duraciones","r_correctas","respuestas","r_corr_b","rt"
5,"Bloque","B",675,"l","l",1,0.418130875
5,"Bloque","B",638,"l","l",1,0.617763042
5,"Bloque","B",600,"l","l",1,1.034756184
5,"Bloque","B",563,"l","l",1,1.352612019
5,"Bloque","B",375,"s","l",0,1.619164944
5,"Bloque","B",525,"l, s","s",0,1.600675821
5,"Bloque","B",412,"s","s",1,1.068618059
5,"Bloque","B",487,"s","s",1,2.03548193
5,"Bloque","B",450,"s","s",1,2.36871314
5,"Bloque","B",375,"s","s",1,1.069118977
5,"Bloque","B",675,"l","l",1,2.084795952
5,"Bloque","B",487,"s","s",1,1.685248137
5,"Bloque","B",638,"l","l",1,3.651968956
5,"Bloque","B",563,"l","l",1,2.73576808
5,"Bloque","B",600,"l","l",1,2.318395853
5,"Bloque","B",525,"l, s","l",0,0.935008049
5,"Bloque","B",450,"s","s",1,1.135562897
5,"Bloque","B",412,"s","l",0,3.418174982
5,"Bloque","B",675,"l","l",1,6.784334898
5,"Bloque","B",600,"l","l",1,4.419193029
5,"Bloque","B",375,"s","s",1,2.318228006
5,"Bloque","B",450,"s","l",0,2.818588018
5,"Bloque","B",638,"l","l",1,1.618548155
5,"Bloque","B",487,"s","l",0,3.317706108
5,"Bloque","B",525,"l, s","l",0,2.03421998
5,"Bloque","B",412,"s","l",0,3.068217993
5,"Bloque","B",563,"l","s",0,1.735632896
5,"Bloque","B",638,"l","l",1,1.717240095
5,"Bloque","B",675,"l","l",1,1.736330986
5,"Bloque","B",412,"s","s",1,1.418670893
5,"Bloque","B",563,"l","l",1,3.885384083
5,"Bloque","B",487,"s","s",1,3.518445015
5,"Bloque","B",525,"l, s","l",0,2.085503101
5,"Bloque","B",600,"l","l",1,3.901628971
5,"Bloque","B",450,"s","l",0,2.768625021
5,"Bloque","B",375,"s","s",1,1.686214209
5,"Bloque","B",600,"l","l",1,2.001713991
5,"Bloque","B",450,"s","s",1,9.334952116
5,"Bloque","B",675,"l","l",1,1.034023046
5,"Bloque","B",638,"l","l",1,1.184478045
5,"Bloque","B",563,"l","l",1,1.785138845
5,"Bloque","B",525,"l, s","l",0,1.050954103
5,"Bloque","B",375,"s","l",0,2.652105093
5,"Bloque","B",487,"s","l",0,1.785037994
5,"Bloque","B",412,"s","s",1,1.218023062
5,"Bloque","B",600,"l","l",1,1.334666967
5,"Bloque","B",563,"l","l",1,1.351801157
5,"Bloque","B",525,"l, s","s",0,1.602627039
5,"Bloque","B",638,"l","l",1,2.534787893
5,"Bloque","B",375,"s","l",0,2.785191059
5,"Bloque","B",675,"l","l",1,1.068123102
5,"Bloque","B",412,"s","l",0,2.268316984
5,"Bloque","B",487,"s","l",0,2.61875701
5,"Bloque","B",450,"s","s",1,0.868010998
5,"Bloque","B",525,"l, s","s",0,4.884805918
5,"Bloque","B",563,"l","s",0,1.252322912
5,"Bloque","B",487,"s","s",1,1.450139046
5,"Bloque","B",675,"l","s",0,8.602400064
5,"Bloque","B",638,"l","l",1,0.901864052
5,"Bloque","B",450,"s","s",1,1.518103838
5,"Bloque","B",412,"s","l",0,2.952643871
5,"Bloque","B",375,"s","s",1,3.901021004
5,"Bloque","B",600,"l","l",1,2.168645859
5,"Bloque","B",563,"l","l",1,4.601439953
5,"Bloque","B",450,"s","s",1,1.435608864
5,"Bloque","B",375,"s","s",1,1.801680088
5,"Bloque","B",675,"l","l",1,2.219042063
5,"Bloque","B",412,"s","s",1,1.184666872
5,"Bloque","B",487,"s","s",1,0.718605042
5,"Bloque","B",600,"l","l",1,1.784464836
5,"Bloque","B",525,"l, s","l",0,1.468812943
5,"Bloque","B",638,"l","l",1,2.117928982
5,"Bloque","B",525,"l, s","l",0,3.634859085
5,"Bloque","B",600,"l","l",1,1.18436718
5,"Bloque","B",375,"s","s",1,0.768804073
5,"Bloque","B",412,"s","l",0,0.669401169
5,"Bloque","B",675,"l","l",1,0.502501011
5,"Bloque","B",450,"s","l",0,2.417820215
5,"Bloque","B",638,"l","l",1,4.901594877
5,"Bloque","B",563,"l","l",1,1.149544001
5,"Bloque","B",487,"s","l",0,0.536185026
5,"Bloque","B",375,"s","s",1,0.268935919
5,"Bloque","B",412,"s","s",1,1.251646042
5,"Bloque","B",525,"l, s","s",0,2.185260773
5,"Bloque","B",450,"s","s",1,1.650789976
5,"Bloque","B",563,"l","l",1,5.685087919
5,"Bloque","B",675,"l","l",1,0.951269865
5,"Bloque","B",638,"l","l",1,0.702531099
5,"Bloque","B",487,"s","l",0,1.585546017
5,"Bloque","B",600,"l","l",1,1.035673857
5,"Bloque","B",487,"s","l",0,1.584292173
5,"Bloque","B",525,"l, s","l",0,1.802294016
5,"Bloque","B",563,"l","l",1,8.150728941
5,"Bloque","B",412,"s","s",1,0.986103058
5,"Bloque","B",600,"l","l",1,9.252300978
5,"Bloque","B",638,"l","l",1,1.917858124
5,"Bloque","B",450,"s","l",0,1.000527859
5,"Bloque","B",375,"s","s",1,1.000845909
5,"Bloque","B",675,"l","l",1,2.569025993
5,"Bloque","B",487,"s","s",1,2.785007
5,"Bloque","B",563,"l","s",0,1.885339975
5,"Bloque","B",450,"s","s",1,0.585643053
5,"Bloque","B",600,"l","l",1,1.852002859
5,"Bloque","B",525,"l, s","l",0,1.985589027
5,"Bloque","B",638,"l","l",1,2.253103971
5,"Bloque","B",675,"l","l",1,1.651853085
5,"Bloque","B",375,"s","s",1,1.052541018
5,"Bloque","B",412,"s","s",1,1.718669891
5,"Bloque","B",563,"l","l",1,1.518321991
5,"Bloque","B",412,"s","s",1,1.284806013
5,"Bloque","B",375,"s","l",0,8.418076992
5,"Bloque","B",675,"l","l",1,0.417779922
5,"Bloque","B",638,"l","l",1,0.218487978
5,"Bloque","B",487,"s","s",1,0.66889286
5,"Bloque","B",600,"l","l",1,0.368974209
5,"Bloque","B",450,"s","l",0,0.501137018
5,"Bloque","B",525,"l, s","l",0,2.786239147
5,"Bloque","B",487,"s","s",1,0.901772022
5,"Bloque","B",412,"s","l",0,1.551732063
5,"Bloque","B",563,"l","l",1,1.402643919
5,"Bloque","B",525,"l, s","l",0,0.933965206
5,"Bloque","B",600,"l","s",0,1.501091957
5,"Bloque","B",450,"s","s",1,1.051738977
5,"Bloque","B",675,"l","l",1,0.935253143
5,"Bloque","B",375,"s","s",1,0.820051908
5,"Bloque","B",638,"l","l",1,4.553516865
5,"Bloque","B",638,"l","s",0,4.753344059
5,"Bloque","B",450,"s","s",1,0.969634056
5,"Bloque","B",563,"l","s",0,0.419626951
5,"Bloque","B",525,"l, s","s",0,1.169127941
5,"Bloque","B",412,"s","s",1,0.800210953
5,"Bloque","B",487,"s","s",1,0.853270054
5,"Bloque","B",600,"l","s",0,1.818378925
5,"Bloque","B",675,"l","s",0,0.002694845
5,"Bloque","B",375,"s","s",1,0.317016125
5,"Bloque","B",525,"l, s","s",0,1.101679087
5,"Bloque","B",487,"s","s",1,1.151818991
5,"Bloque","B",563,"l","l",1,6.536072969
5,"Bloque","B",375,"s","l",0,1.684977055
5,"Bloque","B",450,"s","s",1,1.319545031
5,"Bloque","B",600,"l","l",1,2.019247055
5,"Bloque","B",675,"l","l",1,1.752864122
5,"Bloque","B",638,"l","l",1,1.151785851
5,"Bloque","B",412,"s","s",1,1.152192116
5,"Bloque","B",563,"l","l",1,2.169636965
5,"Bloque","B",375,"s","s",1,1.036396027
5,"Bloque","B",675,"l","l",1,2.269893169
5,"Bloque","B",450,"s","l",0,2.2701931
5,"Bloque","B",487,"s","l",0,1.069726944
5,"Bloque","B",525,"l, s","l",0,7.535924196
5,"Bloque","B",638,"l","l",1,1.318760157
5,"Bloque","B",412,"s","l",0,3.30334115
5,"Bloque","B",600,"l","l",1,7.718911171
5,"Bloque","B",525,"l, s","l",0,1.152042151
5,"Bloque","B",638,"l","l",1,1.669513941
5,"Bloque","B",675,"l","l",1,0.216408014
5,"Bloque","B",375,"s","s",1,0.954008102
5,"Bloque","B",412,"s","l",0,3.602191925
5,"Bloque","B",487,"s","l",0,2.219166994
5,"Bloque","B",600,"l","l",1,1.719206095
5,"Bloque","B",563,"l","l",1,1.901813984
5,"Bloque","B",450,"s","l",0,1.518959999
5,"Bloque","B",487,"s","l",0,1.852732897
5,"Bloque","B",412,"s","s",1,1.835407972
5,"Bloque","B",450,"s","l",0,3.169905901
5,"Bloque","B",563,"l","l",1,2.686167002
5,"Bloque","B",675,"l","l",1,2.002908945
5,"Bloque","B",638,"l","l",1,1.703911066
5,"Bloque","B",600,"l","l",1,1.752857208
5,"Bloque","B",375,"s","s",1,1.019074917
5,"Bloque","B",525,"l, s","s",0,1.27016902
5,"Bloque","B",412,"s","s",1,1.137364864
5,"Bloque","B",525,"l, s","l",0,2.369755983
5,"Bloque","B",563,"l","s",0,4.768836975
5,"Bloque","B",675,"l","l",1,1.202594042
5,"Bloque","B",450,"s","l",0,1.83614707
5,"Bloque","B",638,"l","l",1,0.93641305
5,"Bloque","B",487,"s","l",0,3.852633953
5,"Bloque","B",600,"l","l",1,0.669973135
5,"Bloque","B",375,"s","s",1,0.986485958
5,"Bloque","B",638,"l","l",1,1.668920994
5,"Bloque","B",675,"l","l",1,1.91933012
5,"Bloque","B",525,"l, s","l",0,2.949779987
5,"Bloque","B",600,"l","l",1,2.318864107
5,"Bloque","B",450,"s","l",0,9.019510984
5,"Bloque","B",563,"l","l",1,1.503543139
5,"Bloque","B",412,"s","s",1,1.219980001
5,"Bloque","B",375,"s","s",1,1.219111919
5,"Bloque","B",487,"s","s",1,1.318744898
5,"Bloque","B",412,"s","s",1,1.752311945
5,"Bloque","B",375,"s","s",1,0.88595891
5,"Bloque","B",525,"l, s","s",0,2.668200016
5,"Bloque","B",487,"s","l",0,2.269791842
5,"Bloque","B",450,"s","s",1,1.219265938
5,"Bloque","B",600,"l","l",1,3.002793074
5,"Bloque","B",638,"l","l",1,1.619617939
5,"Bloque","B",675,"l","l",1,1.969316959
5,"Bloque","B",563,"l","l",1,2.920135975
5,"Bloque","B",563,"l","l",1,1.652523041
5,"Bloque","B",638,"l","l",1,3.436101913
5,"Bloque","B",487,"s","l",0,1.58553195
5,"Bloque","B",525,"l, s","s",0,1.685990095
5,"Bloque","B",600,"l","l",1,1.170346022
5,"Bloque","B",375,"s","s",1,3.301445007
5,"Bloque","B",675,"l","l",1,1.601920128
5,"Bloque","B",450,"s","l",0,1.769156933
5,"Bloque","B",412,"s","l",0,1.819351196
5,"Bloque","B",638,"l","s",0,3.120388985
5,"Bloque","B",375,"s","l",0,0.850950003
5,"Bloque","B",600,"l","l",1,0.616778135
5,"Bloque","B",563,"l","s",0,0.652642965
5,"Bloque","B",487,"s","l",0,1.003128052
5,"Bloque","B",675,"l","l",1,0.83742094
5,"Bloque","B",450,"s","l",0,2.118191004
5,"Bloque","B",412,"s","s",1,3.418518066
5,"Bloque","B",525,"l, s","l",0,2.80316782
5,"Bloque","B",638,"l","l",1,2.285321951
5,"Bloque","B",525,"l, s","l",0,1.653059959
5,"Bloque","B",450,"s","s",1,1.752588034
5,"Bloque","B",412,"s","s",1,2.685832977
5,"Bloque","B",675,"l","l",1,1.568977833
5,"Bloque","B",487,"s","l",0,1.084702969
5,"Bloque","B",600,"l","l",1,1.269116163
5,"Bloque","B",375,"s","s",1,1.102899075
5,"Bloque","B",563,"l","l",1,1.702697992
5,"Bloque","B",600,"l","l",1,1.536925077
5,"Bloque","B",450,"s","s",1,0.935961962
5,"Bloque","B",638,"l","l",1,1.102943897
5,"Bloque","B",563,"l","l",1,1.752727985
5,"Bloque","B",525,"l, s","l",0,1.619430065
5,"Bloque","B",675,"l","l",1,1.485924959
5,"Bloque","B",487,"s","s",1,1.619382143
5,"Bloque","B",375,"s","s",1,0.71877408
5,"Bloque","B",412,"s","s",1,0.620519876
5,"Bloque","B",450,"s","s",1,0.786487103
5,"Bloque","B",563,"l","s",0,1.699809074
5,"Bloque","B",487,"s","s",1,0.719416857
5,"Bloque","B",638,"l","l",1,1.286318064
5,"Bloque","B",412,"s","l",0,1.984983921
5,"Bloque","B",600,"l","l",1,1.853082895
5,"Bloque","B",525,"l, s","l",0,2.951581001
5,"Bloque","B",675,"l","l",1,5.28596282
5,"Bloque","B",375,"s","l",0,5.369772911
5,"Bloque","B",375,"s","s",1,1.135859013
5,"Bloque","B",638,"l","s",0,2.568259001
5,"Bloque","B",487,"s","l",0,1.25336194
5,"Bloque","B",675,"l","l",1,1.685768843
5,"Bloque","B",600,"l","l",1,1.002038956
5,"Bloque","B",563,"l","l",1,0.80253315
5,"Bloque","B",450,"s","l",0,2.602775097
5,"Bloque","B",525,"l, s","l",0,1.236402988
5,"Bloque","B",412,"s","l",0,0.670333147
5,"Bloque","B",412,"s","s",1,1.28621316
5,"Bloque","B",563,"l","s",0,0.519299984
5,"Bloque","B",638,"l","s",0,0.619277954
5,"Bloque","B",525,"l, s","s",0,1.035861015
5,"Bloque","B",600,"l","l",1,0.452666044
5,"Bloque","B",675,"l","l",1,1.020266056
5,"Bloque","B",487,"s","s",1,0.936357021
5,"Bloque","B",375,"s","s",1,1.402826071
5,"Bloque","B",450,"s","s",1,0.836428881
5,"Bloque","B",525,"l, s","s",0,0.486831903
5,"Bloque","B",450,"s","l",0,0.069641113
5,"Bloque","B",675,"l","l",1,1.102922916
5,"Bloque","B",412,"s","l",0,1.435490847
5,"Bloque","B",638,"l","s",0,1.736301184
5,"Bloque","B",487,"s","s",1,0.984976768
5,"Bloque","B",375,"s","s",1,0.737334967
5,"Bloque","B",563,"l","s",0,1.453372955
5,"Bloque","B",600,"l","s",0,0.986301184
5,"Bloque","B",675,"l","s",0,1.51967597
5,"Bloque","B",412,"s","s",1,0.735285997
5,"Bloque","B",450,"s","s",1,3.0854671
5,"Bloque","B",525,"l, s","l",0,1.918530941
5,"Bloque","B",638,"l","l",1,2.102772951
5,"Bloque","B",563,"l","l",1,0.936749935
5,"Bloque","B",375,"s","s",1,1.15327692
5,"Bloque","B",487,"s","s",1,2.368869066
5,"Bloque","B",600,"l","l",1,1.652975082
5,"Bloque","B",450,"s","l",0,1.102900028
5,"Bloque","B",525,"l, s","l",0,1.301886082
5,"Bloque","B",638,"l","l",1,1.1528368
5,"Bloque","B",600,"l","l",1,1.636064053
5,"Bloque","B",487,"s","s",1,2.168226004
5,"Bloque","B",375,"s","s",1,1.368591785
5,"Bloque","B",563,"l","s",0,2.170207977
5,"Bloque","B",412,"s","l",0,3.720047951
5,"Bloque","B",675,"l","l",1,1.003064156
5,"Bloque","B",675,"l","l",1,1.11897707
5,"Bloque","B",600,"l","l",1,1.185909987
5,"Bloque","B",450,"s","s",1,2.77008605
5,"Bloque","B",525,"l, s","s",0,1.036543131
5,"Bloque","B",375,"s","s",1,1.152819157
5,"Bloque","B",412,"s","s",1,1.736312151
5,"Bloque","B",638,"l","l",1,1.68592
5,"Bloque","B",487,"s","l",0,1.636146069
5,"Bloque","B",563,"l","s",0,1.619680166
5,"Bloque","C",500,"s","s",1,0.851767063
5,"Bloque","C",900,"l","l",1,0.751878023
5,"Bloque","C",550,"s","s",1,0.685054064
5,"Bloque","C",800,"l","l",1,1.335925102
5,"Bloque","C",750,"l","l",1,1.335092068
5,"Bloque","C",650,"s","l",0,1.534768105
5,"Bloque","C",850,"l","l",1,1.085148096
5,"Bloque","C",600,"s","s",1,1.849596024
5,"Bloque","C",700,"l, s","l",0,2.068764925
5,"Bloque","C",800,"l","l",1,1.835471153
5,"Bloque","C",600,"s","s",1,0.819031
5,"Bloque","C",850,"l","l",1,1.068582058
5,"Bloque","C",650,"s","s",1,2.418381929
5,"Bloque","C",500,"s","s",1,1.234343052
5,"Bloque","C",700,"l, s","l",0,2.06882
5,"Bloque","C",900,"l","l",1,0.984920979
5,"Bloque","C",750,"l","l",1,2.685407162
5,"Bloque","C",550,"s","s",1,0.902081013
5,"Bloque","C",650,"s","l",0,2.101140976
5,"Bloque","C",850,"l","l",1,0.884200096
5,"Bloque","C",800,"l","l",1,1.484109163
5,"Bloque","C",700,"l, s","s",0,2.252034187
5,"Bloque","C",600,"s","s",1,2.051870108
5,"Bloque","C",750,"l","l",1,0.968281984
5,"Bloque","C",550,"s","s",1,1.018941164
5,"Bloque","C",900,"l","l",1,1.002027035
5,"Bloque","C",500,"s","s",1,1.118798971
5,"Bloque","C",800,"l","l",1,1.451808929
5,"Bloque","C",650,"s","s",1,2.901303053
5,"Bloque","C",500,"s","s",1,1.085994005
5,"Bloque","C",550,"s","s",1,1.034790993
5,"Bloque","C",700,"l, s","s",0,1.5854249
5,"Bloque","C",750,"l","s",0,1.385635138
5,"Bloque","C",900,"l","l",1,1.135663033
5,"Bloque","C",600,"s","s",1,2.035199881
5,"Bloque","C",850,"l","l",1,1.385127068
5,"Bloque","C",550,"s","s",1,0.984637976
5,"Bloque","C",650,"s","s",1,1.851844072
5,"Bloque","C",900,"l","l",1,2.118194103
5,"Bloque","C",750,"l","l",1,3.017654181
5,"Bloque","C",500,"s","s",1,1.652618885
5,"Bloque","C",800,"l","l",1,1.002817869
5,"Bloque","C",600,"s","s",1,1.168757916
5,"Bloque","C",700,"l, s","s",0,1.852308989
5,"Bloque","C",850,"l","l",1,0.868921995
5,"Bloque","C",650,"s","s",1,1.551809072
5,"Bloque","C",800,"l","l",1,1.00207305
5,"Bloque","C",550,"s","s",1,1.318658113
5,"Bloque","C",750,"l","l",1,1.868598938
5,"Bloque","C",850,"l","l",1,0.899858952
5,"Bloque","C",900,"l","l",1,3.652060986
5,"Bloque","C",600,"s","s",1,1.819158077
5,"Bloque","C",700,"l, s","s",0,1.618844032
5,"Bloque","C",500,"s","s",1,1.234386921
5,"Bloque","C",750,"l","l",1,2.869499922
5,"Bloque","C",700,"l, s","l",0,3.31795907
5,"Bloque","C",650,"s","s",1,1.118328094
5,"Bloque","C",600,"s","s",1,0.952199936
5,"Bloque","C",900,"l","l",1,1.10343504
5,"Bloque","C",500,"s","s",1,1.085447073
5,"Bloque","C",550,"s","s",1,1.101107121
5,"Bloque","C",800,"l","l",1,0.969002008
5,"Bloque","C",850,"l","l",1,1.035235882
5,"Bloque","C",750,"l","l",1,1.785092831
5,"Bloque","C",600,"s","s",1,1.851560116
5,"Bloque","C",650,"s","s",1,1.202415943
5,"Bloque","C",850,"l","l",1,1.968907833
5,"Bloque","C",700,"l, s","s",0,2.401961088
5,"Bloque","C",500,"s","s",1,2.701182842
5,"Bloque","C",800,"l","l",1,1.549926996
5,"Bloque","C",900,"l","l",1,1.452265978
5,"Bloque","C",550,"s","s",1,1.202324867
5,"Bloque","C",650,"s","s",1,2.234997034
5,"Bloque","C",750,"l","s",0,2.252521992
5,"Bloque","C",800,"l","l",1,1.701869965
5,"Bloque","C",550,"s","s",1,3.368024111
5,"Bloque","C",500,"s","s",1,1.86851716
5,"Bloque","C",850,"l","l",1,1.402019024
5,"Bloque","C",600,"s","s",1,1.319449902
5,"Bloque","C",900,"l","l",1,1.284885883
5,"Bloque","C",700,"l, s","s",0,2.301987886
5,"Bloque","C",600,"s","l",0,2.951717854
5,"Bloque","C",700,"l, s","s",0,2.918285847
5,"Bloque","C",850,"l","l",1,2.551561832
5,"Bloque","C",650,"s","s",1,1.769062042
5,"Bloque","C",900,"l","l",1,1.085379124
5,"Bloque","C",500,"s","s",1,1.352239132
5,"Bloque","C",550,"s","s",1,2.00158906
5,"Bloque","C",750,"l","l",1,1.584991932
5,"Bloque","C",800,"l","l",1,1.332901001
5,"Bloque","C",750,"l","s",0,2.001334906
5,"Bloque","C",900,"l","l",1,1.702445984
5,"Bloque","C",500,"s","s",1,1.501863003
5,"Bloque","C",850,"l","l",1,1.668342113
5,"Bloque","C",650,"s","s",1,1.917911053
5,"Bloque","C",600,"s","s",1,1.718614101
5,"Bloque","C",800,"l","l",1,1.536033154
5,"Bloque","C",550,"s","s",1,1.433552027
5,"Bloque","C",700,"l, s","s",0,2.268779039
5,"Bloque","C",750,"l","l",1,2.452950001
5,"Bloque","C",650,"s","s",1,2.669523954
5,"Bloque","C",700,"l, s","s",0,2.017578125
5,"Bloque","C",600,"s","s",1,2.902444124
5,"Bloque","C",800,"l","l",1,1.068104982
5,"Bloque","C",550,"s","s",1,2.035392046
5,"Bloque","C",500,"s","s",1,2.053266048
5,"Bloque","C",850,"l","l",1,1.402044058
5,"Bloque","C",900,"l","l",1,1.335505009
5,"Bloque","C",800,"l","l",1,2.585521936
5,"Bloque","C",600,"s","s",1,2.036602974
5,"Bloque","C",750,"l","l",1,2.53365612
5,"Bloque","C",650,"s","s",1,2.36806488
5,"Bloque","C",700,"l, s","s",0,1.91823101
5,"Bloque","C",550,"s","s",1,1.133737087
5,"Bloque","C",900,"l","l",1,1.119207859
5,"Bloque","C",500,"s","s",1,1.784232855
5,"Bloque","C",850,"l","l",1,3.501568079
5,"Bloque","C",500,"s","s",1,1.21852994
5,"Bloque","C",750,"l","l",1,1.684749126
5,"Bloque","C",800,"l","l",1,1.384881973
5,"Bloque","C",650,"s","s",1,3.801985025
5,"Bloque","C",850,"l","l",1,0.585371017
5,"Bloque","C",550,"s","s",1,0.852653027
5,"Bloque","C",900,"l","l",1,7.284219027
5,"Bloque","C",600,"s","s",1,2.218313217
5,"Bloque","C",700,"l, s","s",0,1.519089937
5,"Bloque","C",650,"s","l",0,2.152920008
5,"Bloque","C",900,"l","l",1,1.534796
5,"Bloque","C",500,"s","s",1,1.28553915
5,"Bloque","C",750,"l","l",1,1.718930006
5,"Bloque","C",600,"s","s",1,2.36692214
5,"Bloque","C",550,"s","s",1,2.052629232
5,"Bloque","C",850,"l","l",1,1.402242899
5,"Bloque","C",800,"l","l",1,2.102818012
5,"Bloque","C",700,"l, s","s",0,1.686321974
5,"Bloque","C",600,"s","s",1,1.418560982
5,"Bloque","C",700,"l, s","s",0,2.186043024
5,"Bloque","C",500,"s","s",1,1.168917179
5,"Bloque","C",800,"l","l",1,1.267013788
5,"Bloque","C",900,"l","l",1,1.135874033
5,"Bloque","C",850,"l","l",1,0.952244997
5,"Bloque","C",650,"s","s",1,2.085695028
5,"Bloque","C",750,"l","l",1,1.951508999
5,"Bloque","C",550,"s","s",1,1.500292063
5,"Bloque","C",700,"l, s","s",0,2.152326107
5,"Bloque","C",900,"l","s",0,2.184721947
5,"Bloque","C",850,"l","l",1,1.368633986
5,"Bloque","C",600,"s","s",1,1.268985987
5,"Bloque","C",800,"l","l",1,1.48526907
5,"Bloque","C",650,"s","s",1,3.001974106
5,"Bloque","C",500,"s","s",1,1.118861914
5,"Bloque","C",550,"s","s",1,1.902121067
5,"Bloque","C",750,"l","l",1,1.600991011
5,"Bloque","C",900,"l","l",1,0.985010147
5,"Bloque","C",600,"s","s",1,1.402030945
5,"Bloque","C",700,"l, s","l",0,2.718655109
5,"Bloque","C",850,"l","l",1,1.319375038
5,"Bloque","C",800,"l","l",1,1.269057989
5,"Bloque","C",500,"s","s",1,1.352454901
5,"Bloque","C",650,"s","s",1,1.302210093
5,"Bloque","C",550,"s","s",1,1.252291918
5,"Bloque","C",750,"l","l",1,2.118139982
5,"Bloque","C",800,"l","l",1,1.250975132
5,"Bloque","C",650,"s","s",1,1.934942961
5,"Bloque","C",500,"s","s",1,1.319675922
5,"Bloque","C",550,"s","s",1,1.668514013
5,"Bloque","C",600,"s","s",1,2.835110188
5,"Bloque","C",700,"l, s","s",0,2.70206213
5,"Bloque","C",750,"l","s",0,2.602175951
5,"Bloque","C",850,"l","l",1,1.4345541
5,"Bloque","C",900,"l","l",1,1.335724115
5,"Bloque","C",850,"l","l",1,1.452110052
5,"Bloque","C",750,"l","s",0,2.718877077
5,"Bloque","C",900,"l","l",1,1.685250998
5,"Bloque","C",600,"s","s",1,1.685284138
5,"Bloque","C",650,"s","s",1,1.61898613
5,"Bloque","C",800,"l","s",0,3.919339895
5,"Bloque","C",700,"l, s","l",0,2.702187061
5,"Bloque","C",500,"s","s",1,2.45163703
5,"Bloque","C",550,"s","s",1,2.617615938
5,"Bloque","C",850,"l","l",1,2.184911966
5,"Bloque","C",750,"l","l",1,2.151096106
5,"Bloque","C",500,"s","s",1,1.334558964
5,"Bloque","C",650,"s","s",1,2.151935101
5,"Bloque","C",700,"l, s","s",0,2.219171047
5,"Bloque","C",600,"s","s",1,2.002168894
5,"Bloque","C",800,"l","l",1,1.401299
5,"Bloque","C",550,"s","s",1,1.818141937
5,"Bloque","C",900,"l","l",1,1.118941069
5,"Bloque","C",550,"s","s",1,1.568050861
5,"Bloque","C",600,"s","s",1,1.352135181
5,"Bloque","C",500,"s","s",1,1.451508999
5,"Bloque","C",850,"l","l",1,1.619212866
5,"Bloque","C",650,"s","s",1,2.31807518
5,"Bloque","C",900,"l","l",1,2.418035984
5,"Bloque","C",700,"l, s","l",0,2.469017982
5,"Bloque","C",750,"l","s",0,2.135173082
5,"Bloque","C",800,"l","l",1,1.967901945
5,"Bloque","C",750,"l","l",1,3.784615994
5,"Bloque","C",900,"l","l",1,1.718337059
5,"Bloque","C",700,"l, s","l",0,2.917515039
5,"Bloque","C",800,"l","l",1,2.735205889
5,"Bloque","C",500,"s","s",1,0.91900897
5,"Bloque","C",650,"s","s",1,2.602165937
5,"Bloque","C",600,"s","l",0,3.385503054
5,"Bloque","C",850,"l","l",1,1.185267925
5,"Bloque","C",550,"s","s",1,1.167773962
5,"Bloque","C",700,"l, s","s",0,2.218350887
5,"Bloque","C",800,"l","l",1,3.00217104
5,"Bloque","C",550,"s","s",1,0.901986122
5,"Bloque","C",850,"l","l",1,1.352907896
5,"Bloque","C",650,"s","s",1,2.184827089
5,"Bloque","C",750,"l","l",1,1.701147079
5,"Bloque","C",900,"l","l",1,1.902055979
5,"Bloque","C",500,"s","s",1,1.801459074
5,"Bloque","C",600,"s","s",1,1.252727985
5,"Bloque","C",600,"s","s",1,1.601522923
5,"Bloque","C",900,"l","l",1,1.784539938
5,"Bloque","C",850,"l","l",1,2.734797001
5,"Bloque","C",500,"s","s",1,2.268524885
5,"Bloque","C",700,"l, s","l",0,1.818302155
5,"Bloque","C",750,"l","l",1,2.218497038
5,"Bloque","C",800,"l","l",1,1.069178104
5,"Bloque","C",550,"s","s",1,1.115986109
5,"Bloque","C",650,"s","s",1,2.867805004
5,"Bloque","C",850,"l","l",1,1.601985931
5,"Bloque","C",900,"l","l",1,0.968203068
5,"Bloque","C",500,"s","s",1,1.035541058
5,"Bloque","C",650,"s","s",1,1.435454845
5,"Bloque","C",600,"s","s",1,1.968466997
5,"Bloque","C",550,"s","s",1,1.50184989
5,"Bloque","C",700,"l, s","s",0,1.801826954
5,"Bloque","C",800,"l","s",0,2.21886611
5,"Bloque","C",750,"l","s",0,2.11933589
5,"Bloque","C",850,"l","l",1,2.069149971
5,"Bloque","C",900,"l","l",1,1.56894207
5,"Bloque","C",500,"s","s",1,1.468510866
5,"Bloque","C",650,"s","s",1,2.451728106
5,"Bloque","C",800,"l","l",1,1.634405851
5,"Bloque","C",550,"s","s",1,1.968905926
5,"Bloque","C",750,"l","s",0,2.518833876
5,"Bloque","C",700,"l, s","s",0,2.184184074
5,"Bloque","C",600,"s","s",1,1.503298998
5,"Bloque","C",850,"l","l",1,1.751157045
5,"Bloque","C",900,"l","l",1,1.985175133
5,"Bloque","C",750,"l","s",0,2.518440008
5,"Bloque","C",700,"l, s","l",0,1.568907022
5,"Bloque","C",800,"l","l",1,2.218564987
5,"Bloque","C",500,"s","s",1,1.65304184
5,"Bloque","C",550,"s","s",1,2.385033846
5,"Bloque","C",650,"s","s",1,3.034767151
5,"Bloque","C",600,"s","s",1,3.835767031
5,"Bloque","C",650,"s","s",1,2.85187912
5,"Bloque","C",850,"l","l",1,1.36875701
5,"Bloque","C",500,"s","s",1,1.068212032
5,"Bloque","C",600,"s","s",1,1.102464914
