"n_participante","condicion","escala","duraciones","r_correctas","respuestas","r_corr_b","rt"
15,"Aleatoria","C",900,"l","l",1,3.135123014
15,"Aleatoria","C",750,"l","l",1,2.768635988
15,"Aleatoria","C",650,"s","l",0,1.635638952
15,"Aleatoria","C",700,"l, s","l",0,2.319715977
15,"Aleatoria","C",700,"l, s","l",0,1.601868868
15,"Aleatoria","C",900,"l","l",1,1.169205904
15,"Aleatoria","C",800,"l","s",0,1.485418081
15,"Aleatoria","C",750,"l","l",1,1.685112
15,"Aleatoria","C",600,"s","s",1,0.652550936
15,"Aleatoria","C",550,"s","s",1,0.535923958
15,"Aleatoria","C",750,"l","s",0,1.685310125
15,"Aleatoria","C",500,"s","s",1,0.834498882
15,"Aleatoria","C",800,"l","l",1,3.00304389
15,"Aleatoria","C",800,"l","l",1,1.885720015
15,"Aleatoria","C",550,"s","l",0,1.601340055
15,"Aleatoria","C",550,"s","s",1,1.219120026
15,"Aleatoria","C",550,"s","l",0,1.866639137
15,"Aleatoria","C",550,"s","l",0,1.852633953
15,"Aleatoria","C",700,"l, s","l",0,2.785155058
15,"Aleatoria","C",750,"l","l",1,2.168359995
15,"Aleatoria","C",500,"s","s",1,0.818396091
15,"Aleatoria","C",700,"l, s","s",0,2.767894983
15,"Aleatoria","C",650,"s","l",0,2.268754005
15,"Aleatoria","C",750,"l","l",1,2.602948904
15,"Aleatoria","C",900,"l","l",1,3.102437019
15,"Aleatoria","C",800,"l","l",1,1.400961876
15,"Aleatoria","C",600,"s","s",1,1.236163855
15,"Aleatoria","C",600,"s","s",1,1.301460028
15,"Aleatoria","C",850,"l","l",1,2.0367558
15,"Aleatoria","C",800,"l","l",1,1.702966928
15,"Aleatoria","C",650,"s","l",0,1.567840815
15,"Aleatoria","C",500,"s","s",1,1.252407074
15,"Aleatoria","C",900,"l","s",0,1.91882205
15,"Aleatoria","C",750,"l","l",1,1.135864019
15,"Aleatoria","C",700,"l, s","s",0,5.435415983
15,"Aleatoria","C",900,"l","s",0,1.184763908
15,"Aleatoria","C",850,"l","l",1,2.052394867
15,"Aleatoria","C",800,"l","l",1,3.950921059
15,"Aleatoria","C",850,"l","l",1,1.585578918
15,"Aleatoria","C",500,"s","s",1,0.718994141
15,"Aleatoria","C",650,"s","l",0,1.518501043
15,"Aleatoria","C",600,"s","s",1,0.618952036
15,"Aleatoria","C",550,"s","s",1,0.61856699
15,"Aleatoria","C",800,"l","l",1,1.801644087
15,"Aleatoria","C",800,"l","l",1,1.98541522
15,"Aleatoria","C",650,"s","l",0,3.685130119
15,"Aleatoria","C",600,"s","s",1,0.668850899
15,"Aleatoria","C",650,"s","l",0,2.201972961
15,"Aleatoria","C",850,"l","l",1,1.436188936
15,"Aleatoria","C",750,"l","l",1,2.085453987
15,"Aleatoria","C",700,"l, s","l",0,1.202305079
15,"Aleatoria","C",700,"l, s","s",0,2.384630919
15,"Aleatoria","C",750,"l","l",1,2.200998068
15,"Aleatoria","C",550,"s","s",1,0.619017124
15,"Aleatoria","C",850,"l","l",1,1.385311842
15,"Aleatoria","C",500,"s","s",1,0.502434969
15,"Aleatoria","C",900,"l","l",1,1.051832914
15,"Aleatoria","C",800,"l","l",1,1.601031065
15,"Aleatoria","C",600,"s","s",1,0.985203028
15,"Aleatoria","C",900,"l","l",1,1.885540962
15,"Aleatoria","C",700,"l, s","l",0,1.368541002
15,"Aleatoria","C",900,"l","l",1,0.81872201
15,"Aleatoria","C",550,"s","s",1,0.601027966
15,"Aleatoria","C",850,"l","l",1,1.71805191
15,"Aleatoria","C",650,"s","l",0,0.668839931
15,"Aleatoria","C",750,"l","l",1,1.318248987
15,"Aleatoria","C",500,"s","s",1,0.568790913
15,"Aleatoria","C",600,"s","l",0,1.068410158
15,"Aleatoria","C",500,"s","s",1,0.585242033
15,"Aleatoria","C",550,"s","l",0,0.718320131
15,"Aleatoria","C",700,"l, s","l",0,0.352771997
15,"Aleatoria","C",700,"l, s","l",0,1.318475962
15,"Aleatoria","C",700,"l, s","l",0,1.901906967
15,"Aleatoria","C",850,"l","s",0,3.219469786
15,"Aleatoria","C",600,"s","s",1,0.935250998
15,"Aleatoria","C",550,"s","s",1,1.052000046
15,"Aleatoria","C",900,"l","l",1,0.85217905
15,"Aleatoria","C",600,"s","s",1,1.300346136
15,"Aleatoria","C",900,"l","s",0,1.851893902
15,"Aleatoria","C",650,"s","l",0,2.601216078
15,"Aleatoria","C",750,"l","l",1,1.618242979
15,"Aleatoria","C",850,"l","l",1,1.852880001
15,"Aleatoria","C",800,"l","l",1,2.118089199
15,"Aleatoria","C",650,"s","l",0,1.468145132
15,"Aleatoria","C",650,"s","l",0,2.384845018
15,"Aleatoria","C",800,"l","l",1,1.618877888
15,"Aleatoria","C",750,"l","l",1,1.41858387
15,"Aleatoria","C",500,"s","s",1,0.485069036
15,"Aleatoria","C",900,"l","l",1,0.652045012
15,"Aleatoria","C",500,"s","s",1,0.451936007
15,"Aleatoria","C",750,"l","l",1,0.834963083
15,"Aleatoria","C",500,"s","l",0,3.103662014
15,"Aleatoria","C",550,"s","s",1,0.552011013
15,"Aleatoria","C",600,"s","l",0,0.768262148
15,"Aleatoria","C",850,"l","l",1,5.635262012
15,"Aleatoria","C",800,"l","l",1,5.401199102
15,"Aleatoria","C",700,"l, s","l",0,3.885593176
15,"Aleatoria","C",900,"l","l",1,4.401322842
15,"Aleatoria","C",700,"l, s","s",0,0.718719959
15,"Aleatoria","C",550,"s","l",0,2.418701887
15,"Aleatoria","C",700,"l, s","l",0,1.251984835
15,"Aleatoria","C",650,"s","l",0,1.252261877
15,"Aleatoria","C",750,"l","l",1,1.752981901
15,"Aleatoria","C",800,"l","l",1,1.285804033
15,"Aleatoria","C",800,"l","l",1,1.635643959
15,"Aleatoria","C",600,"s","s",1,0.551403999
15,"Aleatoria","C",750,"l","s",0,0.819257975
15,"Aleatoria","C",900,"l","l",1,1.202239037
15,"Aleatoria","C",500,"s","s",1,0.301859856
15,"Aleatoria","C",650,"s","l",0,1.718517065
15,"Aleatoria","C",850,"l","l",1,5.734391928
15,"Aleatoria","C",850,"l","l",1,4.418172836
15,"Aleatoria","C",550,"s","s",1,1.286203861
15,"Aleatoria","C",650,"s","l",0,1.401556969
15,"Aleatoria","C",500,"s","s",1,0.951711178
15,"Aleatoria","C",850,"l","l",1,2.034961939
15,"Aleatoria","C",750,"l","l",1,1.868497849
15,"Aleatoria","C",600,"s","s",1,1.618350029
15,"Aleatoria","C",900,"l","l",1,2.718701839
15,"Aleatoria","C",550,"s","l",0,7.985288143
15,"Aleatoria","C",600,"s","s",1,0.985574007
15,"Aleatoria","C",800,"l","l",1,1.219895124
15,"Aleatoria","C",500,"s","s",1,1.134748936
15,"Aleatoria","C",550,"s","l",0,1.653490067
15,"Aleatoria","C",500,"s","s",1,0.58433795
15,"Aleatoria","C",550,"s","s",1,0.485923052
15,"Aleatoria","C",600,"s","s",1,1.8020401
15,"Aleatoria","C",700,"l, s","l",0,1.568022013
15,"Aleatoria","C",850,"l","s",0,2.451300859
15,"Aleatoria","C",550,"s","l",0,2.334375858
15,"Aleatoria","C",900,"l","l",1,0.984910011
15,"Aleatoria","C",750,"l","l",1,4.018714905
15,"Aleatoria","C",500,"s","s",1,1.035501003
15,"Aleatoria","C",850,"l","l",1,2.034133911
15,"Aleatoria","C",650,"s","l",0,2.786380053
15,"Aleatoria","C",600,"s","l",0,4.001595974
15,"Aleatoria","C",500,"s","s",1,1.551993847
15,"Aleatoria","C",850,"l","l",1,3.868431807
15,"Aleatoria","C",650,"s","l",0,3.801638126
15,"Aleatoria","C",900,"l","l",1,5.551501989
15,"Aleatoria","C",700,"l, s","l",0,2.852132082
15,"Aleatoria","C",700,"l, s","l",0,3.45211792
15,"Aleatoria","C",650,"s","l",0,1.50259304
15,"Aleatoria","C",750,"l","s",0,4.834712029
15,"Aleatoria","C",600,"s","s",1,0.652205944
15,"Aleatoria","C",800,"l","l",1,2.634561062
15,"Aleatoria","C",900,"l","l",1,2.66723299
15,"Aleatoria","C",750,"l","l",1,3.435884953
15,"Aleatoria","C",800,"l","l",1,3.218538046
15,"Aleatoria","C",800,"l","l",1,2.118127823
15,"Aleatoria","C",550,"s","l",0,1.085705042
15,"Aleatoria","C",800,"l","l",1,0.518880129
15,"Aleatoria","C",500,"s","s",1,1.568574905
15,"Aleatoria","C",700,"l, s","l",0,4.13531208
15,"Aleatoria","C",750,"l","l",1,1.184323072
15,"Aleatoria","C",900,"l","l",1,1.768131018
15,"Aleatoria","C",900,"l","l",1,1.335675955
15,"Aleatoria","C",600,"s","s",1,0.41881299
15,"Aleatoria","C",850,"l","l",1,1.200993061
15,"Aleatoria","C",650,"s","l",0,1.935366869
15,"Aleatoria","C",700,"l, s","l",0,0.968357086
15,"Aleatoria","C",750,"l","l",1,1.0688591
15,"Aleatoria","C",900,"l","l",1,0.83511281
15,"Aleatoria","C",650,"s","l",0,1.202327013
15,"Aleatoria","C",500,"s","s",1,0.818105936
15,"Aleatoria","C",800,"l","s",0,3.518113852
15,"Aleatoria","C",650,"s","l",0,1.650779009
15,"Aleatoria","C",550,"s","s",1,1.101675034
15,"Aleatoria","C",750,"l","l",1,1.435698986
15,"Aleatoria","C",550,"s","s",1,0.867317915
15,"Aleatoria","C",800,"l","l",1,2.268896103
15,"Aleatoria","C",850,"l","l",1,1.719060898
15,"Aleatoria","C",500,"s","s",1,0.935653925
15,"Aleatoria","C",850,"l","l",1,1.369529963
15,"Aleatoria","C",600,"s","s",1,1.135713816
15,"Aleatoria","C",600,"s","s",1,1.185134888
15,"Aleatoria","C",700,"l, s","l",0,0.968518019
15,"Aleatoria","C",900,"l","l",1,0.785547972
15,"Aleatoria","C",850,"l","l",1,1.285339832
15,"Aleatoria","C",550,"s","s",1,0.869541168
15,"Aleatoria","C",800,"l","l",1,1.651455879
15,"Aleatoria","C",700,"l, s","l",0,1.669088125
15,"Aleatoria","C",600,"s","s",1,0.885469913
15,"Aleatoria","C",750,"l","l",1,1.667979002
15,"Aleatoria","C",700,"l, s","l",0,1.38477087
15,"Aleatoria","C",500,"s","s",1,0.701941967
15,"Aleatoria","C",800,"l","l",1,1.386072159
15,"Aleatoria","C",500,"s","s",1,2.985394001
15,"Aleatoria","C",600,"s","l",0,2.019081831
15,"Aleatoria","C",850,"l","l",1,1.769432068
15,"Aleatoria","C",900,"l","l",1,1.718444109
15,"Aleatoria","C",900,"l","l",1,1.33554101
15,"Aleatoria","C",550,"s","l",0,2.902145147
15,"Aleatoria","C",650,"s","l",0,1.601699114
15,"Aleatoria","C",650,"s","l",0,3.901738167
15,"Aleatoria","C",650,"s","l",0,2.068332911
15,"Aleatoria","C",600,"s","l",0,5.052345037
15,"Aleatoria","C",800,"l","l",1,2.951699018
15,"Aleatoria","C",750,"l","l",1,1.485023022
15,"Aleatoria","C",750,"l","l",1,1.1530931
15,"Aleatoria","C",850,"l","l",1,1.402378082
15,"Aleatoria","C",500,"s","l",0,4.418581009
15,"Aleatoria","C",700,"l, s","l",0,3.168544054
15,"Aleatoria","C",550,"s","l",0,4.485650063
15,"Aleatoria","C",750,"l","l",1,4.301955938
15,"Aleatoria","C",650,"s","l",0,10.60206413
15,"Aleatoria","C",900,"l","l",1,1.78519702
15,"Aleatoria","C",500,"s","s",1,1.702981949
15,"Aleatoria","C",800,"l","l",1,1.735401869
15,"Aleatoria","C",550,"s","l",0,2.651723862
15,"Aleatoria","C",700,"l, s","l",0,1.368965149
15,"Aleatoria","C",650,"s","l",0,1.502429962
15,"Aleatoria","C",900,"l","l",1,3.802886009
15,"Aleatoria","C",800,"l","l",1,10.31957316
15,"Aleatoria","C",550,"s","l",0,10.55290198
15,"Aleatoria","C",900,"l","l",1,1.587677956
15,"Aleatoria","C",750,"l","l",1,2.120013952
15,"Aleatoria","C",550,"s","s",1,1.252647877
15,"Aleatoria","C",500,"s","s",1,1.336766958
15,"Aleatoria","C",800,"l","l",1,2.002894163
15,"Aleatoria","C",500,"s","s",1,1.569310904
15,"Aleatoria","C",700,"l, s","l",0,2.502429008
15,"Aleatoria","C",850,"l","l",1,1.10235405
15,"Aleatoria","C",700,"l, s","l",0,4.319464922
15,"Aleatoria","C",600,"s","s",1,4.135435104
15,"Aleatoria","C",600,"s","s",1,1.352483988
15,"Aleatoria","C",750,"l","l",1,1.319674969
15,"Aleatoria","C",650,"s","l",0,1.736142874
15,"Aleatoria","C",850,"l","l",1,1.086179018
15,"Aleatoria","C",600,"s","s",1,1.036482811
15,"Aleatoria","C",850,"l","l",1,3.552621126
15,"Aleatoria","C",850,"l","l",1,2.585875034
15,"Aleatoria","C",500,"s","s",1,1.652675152
15,"Aleatoria","C",850,"l","l",1,1.252248049
15,"Aleatoria","C",600,"s","s",1,1.553670168
15,"Aleatoria","C",700,"l, s","l",0,1.636008024
15,"Aleatoria","C",750,"l","l",1,2.153739929
15,"Aleatoria","C",650,"s","l",0,1.186600924
15,"Aleatoria","C",800,"l","l",1,2.034775019
15,"Aleatoria","C",550,"s","l",0,1.184468985
15,"Aleatoria","C",900,"l","l",1,3.452842951
15,"Aleatoria","C",650,"s","l",0,2.653772831
15,"Aleatoria","C",900,"l","l",1,1.068721771
15,"Aleatoria","C",550,"s","l",0,7.135802984
15,"Aleatoria","C",900,"l","l",1,3.786406994
15,"Aleatoria","C",800,"l","l",1,1.419175148
15,"Aleatoria","C",750,"l","l",1,1.219295979
15,"Aleatoria","C",700,"l, s","l",0,1.653083801
15,"Aleatoria","C",850,"l","l",1,1.669972897
15,"Aleatoria","C",600,"s","s",1,1.269424915
15,"Aleatoria","C",500,"s","s",1,0.984935045
15,"Aleatoria","C",800,"l","l",1,1.218640089
15,"Aleatoria","C",600,"s","l",0,1.270292997
15,"Aleatoria","C",700,"l, s","l",0,2.286292076
15,"Aleatoria","C",500,"s","s",1,1.886410952
15,"Aleatoria","C",550,"s","l",0,8.769686937
15,"Aleatoria","C",750,"l","l",1,6.370445967
15,"Aleatoria","C",650,"s","l",0,1.470000029
15,"Aleatoria","C",500,"s","l",0,1.902194023
15,"Aleatoria","C",600,"s","s",1,3.652662992
15,"Aleatoria","C",800,"l","l",1,1.819667101
15,"Aleatoria","C",850,"l","l",1,1.937586069
15,"Aleatoria","C",550,"s","l",0,1.002735853
15,"Aleatoria","C",850,"l","l",1,1.703348875
15,"Aleatoria","C",500,"s","l",0,3.069379091
15,"Aleatoria","C",600,"s","l",0,3.136437893
15,"Aleatoria","C",550,"s","s",1,1.601878166
15,"Aleatoria","C",850,"l","l",1,6.302308083
15,"Aleatoria","C",800,"l","l",1,3.886762857
15,"Aleatoria","C",700,"l, s","l",0,5.003002882
15,"Aleatoria","C",650,"s","l",0,1.285459042
15,"Aleatoria","C",750,"l","l",1,1.270336151
15,"Aleatoria","C",600,"s","l",0,0.983009815
15,"Aleatoria","C",650,"s","l",0,0.901586056
15,"Aleatoria","C",750,"l","l",1,1.502912045
15,"Aleatoria","C",800,"l","l",1,1.768776894
15,"Aleatoria","C",650,"s","s",1,0.853170872
15,"Aleatoria","C",900,"l","l",1,1.552706003
15,"Aleatoria","C",500,"s","s",1,1.101590872
15,"Aleatoria","C",700,"l, s","l",0,1.819241047
15,"Aleatoria","C",900,"l","l",1,1.702548027
15,"Aleatoria","C",750,"l","l",1,25.16690207
15,"Aleatoria","C",550,"s","l",0,1.352420092
15,"Aleatoria","C",900,"l","l",1,4.302457809
15,"Aleatoria","C",700,"l, s","l",0,3.60275507
15,"Aleatoria","C",500,"s","l",0,1.152954102
15,"Aleatoria","C",750,"l","l",1,11.23644114
15,"Aleatoria","C",750,"l","l",1,1.452579975
15,"Aleatoria","C",900,"l","l",1,0.936112881
15,"Aleatoria","C",750,"l","l",1,1.468997955
15,"Aleatoria","C",600,"s","l",0,1.253244877
15,"Aleatoria","C",900,"l","l",1,2.236860991
15,"Aleatoria","C",650,"s","l",0,1.768836975
15,"Aleatoria","C",850,"l","l",1,2.286177158
15,"Aleatoria","C",650,"s","l",0,1.836234808
15,"Aleatoria","C",550,"s","s",1,2.802023172
15,"Aleatoria","C",550,"s","s",1,17.83584285
15,"Aleatoria","C",500,"s","s",1,1.035861015
15,"Aleatoria","C",700,"l, s","l",0,1.8358531
15,"Aleatoria","C",700,"l, s","l",0,1.302760124
15,"Aleatoria","C",600,"s","l",0,1.968640089
15,"Aleatoria","C",700,"l, s","l",0,2.652384043
15,"Aleatoria","C",650,"s","l",0,1.653613091
15,"Aleatoria","C",800,"l","l",1,2.953243971
15,"Aleatoria","C",550,"s","l",0,4.586616993
15,"Aleatoria","C",800,"l","l",1,1.652849913
15,"Aleatoria","C",900,"l","l",1,2.335741997
15,"Aleatoria","C",850,"l","s",0,9.752943039
15,"Aleatoria","C",500,"s","l",0,5.71886611
15,"Aleatoria","C",850,"l","l",1,15.78840613
15,"Aleatoria","C",800,"l","l",1,15.58607697
15,"Aleatoria","C",600,"s","l",0,7.819663048
15,"Aleatoria","C",800,"l","l",1,5.768837929
15,"Aleatoria","C",750,"l","l",1,1.119045973
15,"Aleatoria","C",650,"s","s",1,1.101557016
15,"Aleatoria","C",850,"l","l",1,2.668843985
15,"Aleatoria","C",650,"s","l",0,3.45187211
15,"Aleatoria","C",500,"s","l",0,1.835327864
15,"Aleatoria","C",600,"s","l",0,4.085421085
15,"Aleatoria","C",900,"l","l",1,1.819045067
15,"Aleatoria","C",700,"l, s","l",0,2.716451168
15,"Aleatoria","C",850,"l","l",1,6.217922926
15,"Aleatoria","C",750,"l","l",1,2.851504087
15,"Aleatoria","C",850,"l","l",1,2.535442114
15,"Aleatoria","C",550,"s","l",0,3.001203775
15,"Aleatoria","C",800,"l","s",0,1.618385792
15,"Aleatoria","C",800,"l","s",0,4.018836975
15,"Aleatoria","C",900,"l","l",1,1.567919016
15,"Aleatoria","C",550,"s","l",0,1.935688019
15,"Aleatoria","C",550,"s","s",1,3.202466011
15,"Aleatoria","C",700,"l, s","l",0,1.2689569
15,"Aleatoria","C",600,"s","s",1,1.002151012
15,"Aleatoria","C",500,"s","s",1,0.968219995
15,"Aleatoria","C",750,"l","l",1,0.652078152
15,"Aleatoria","C",900,"l","l",1,0.868130922
15,"Aleatoria","C",650,"s","l",0,1.201591969
15,"Aleatoria","C",700,"l, s","l",0,2.451622009
15,"Aleatoria","C",600,"s","s",1,1.069917917
15,"Aleatoria","C",500,"s","s",1,0.769702911
15,"Aleatoria","C",500,"s","s",1,0.602854967
15,"Aleatoria","C",600,"s","s",1,0.452874899
15,"Aleatoria","C",650,"s","s",1,0.98526907
15,"Aleatoria","C",550,"s","s",1,0.951972961
15,"Aleatoria","C",900,"l","l",1,0.803138018
15,"Aleatoria","C",900,"l","l",1,1.719900131
15,"Aleatoria","C",750,"l","l",1,1.435898066
15,"Aleatoria","C",550,"s","s",1,1.069101095
15,"Aleatoria","C",850,"l","l",1,9.052978039
15,"Aleatoria","C",700,"l, s","l",0,1.385262012
15,"Aleatoria","C",750,"l","l",1,1.319868088
15,"Aleatoria","C",500,"s","s",1,0.935830116
15,"Aleatoria","C",800,"l","l",1,1.751977921
15,"Aleatoria","C",700,"l, s","l",0,0.952981949
15,"Aleatoria","C",600,"s","l",0,1.236798763
15,"Aleatoria","C",650,"s","l",0,1.486291885
15,"Aleatoria","C",650,"s","l",0,1.535938025
15,"Aleatoria","C",600,"s","l",0,3.235994101
15,"Aleatoria","C",550,"s","l",0,1.435443163
15,"Aleatoria","C",900,"l","l",1,0.835875988
15,"Aleatoria","C",750,"l","l",1,7.285994053
15,"Aleatoria","C",800,"l","s",0,2.453490973
15,"Aleatoria","C",850,"l","l",1,2.285669088
15,"Aleatoria","C",850,"l","l",1,0.935715199
15,"Aleatoria","C",800,"l","l",1,10.46977091
15,"Aleatoria","C",500,"s","s",1,1.051712036
15,"Aleatoria","C",700,"l, s","l",0,1.319656849
15,"Aleatoria","C",750,"l","l",1,0.93594408
15,"Aleatoria","C",800,"l","l",1,1.602889061
15,"Aleatoria","C",800,"l","l",1,1.169743061
15,"Aleatoria","C",900,"l","l",1,5.202899933
15,"Aleatoria","C",850,"l","l",1,1.919547081
15,"Aleatoria","C",800,"l","l",1,1.619222164
15,"Aleatoria","C",600,"s","l",0,1.469457865
15,"Aleatoria","C",600,"s","s",1,1.435241938
15,"Aleatoria","C",550,"s","l",0,1.602575064
15,"Aleatoria","C",850,"l","l",1,1.019353867
15,"Aleatoria","C",900,"l","l",1,0.651318073
15,"Aleatoria","C",850,"l","l",1,1.336630106
15,"Aleatoria","C",500,"s","l",0,1.836536884
15,"Aleatoria","C",650,"s","l",0,1.051847935
15,"Aleatoria","C",500,"s","l",0,8.419352055
15,"Aleatoria","C",600,"s","l",0,2.135334015
15,"Aleatoria","C",550,"s","l",0,3.669328928
15,"Aleatoria","C",550,"s","s",1,1.252374887
15,"Aleatoria","C",650,"s","l",0,1.353032112
15,"Aleatoria","C",700,"l, s","l",0,0.918844938
15,"Aleatoria","C",750,"l","l",1,1.202476025
15,"Aleatoria","C",500,"s","s",1,0.920087814
15,"Aleatoria","C",750,"l","l",1,0.919306993
15,"Aleatoria","C",700,"l, s","l",0,1.636276007
15,"Aleatoria","C",650,"s","s",1,1.01920104
15,"Aleatoria","C",700,"l, s","l",0,1.252383947
15,"Aleatoria","C",900,"l","l",1,2.118718147
15,"Aleatoria","C",550,"s","l",0,4.801888943
15,"Aleatoria","C",550,"s","s",1,3.520354986
15,"Aleatoria","C",700,"l, s","l",0,6.353214026
15,"Aleatoria","C",800,"l","l",1,3.985717058
15,"Aleatoria","C",600,"s","l",0,1.752099991
15,"Aleatoria","C",500,"s","l",0,1.052931786
15,"Aleatoria","C",900,"l","l",1,3.253026009
15,"Aleatoria","C",800,"l","l",1,1.869441032
15,"Aleatoria","C",750,"l","l",1,1.185870171
15,"Aleatoria","C",900,"l","l",1,1.003001928
15,"Aleatoria","C",650,"s","s",1,1.952975035
15,"Aleatoria","C",500,"s","s",1,0.635069132
15,"Aleatoria","C",850,"l","l",1,1.635633945
15,"Aleatoria","C",900,"l","l",1,0.935920954
15,"Aleatoria","C",750,"l","l",1,0.869903088
15,"Aleatoria","C",500,"s","s",1,0.419416904
15,"Aleatoria","C",550,"s","l",0,1.551527023
15,"Aleatoria","C",600,"s","s",1,0.568994045
15,"Aleatoria","C",600,"s","l",0,2.736382008
15,"Aleatoria","C",650,"s","l",0,1.153216124
15,"Aleatoria","C",700,"l, s","l",0,6.802433014
15,"Aleatoria","C",850,"l","l",1,2.085597038
15,"Aleatoria","C",850,"l","l",1,1.168739796
15,"Aleatoria","C",700,"l, s","l",0,1.918805122
15,"Aleatoria","C",750,"l","l",1,1.036267996
15,"Aleatoria","C",650,"s","l",0,1.434309006
15,"Aleatoria","C",800,"l","l",1,1.702692032
15,"Aleatoria","C",550,"s","s",1,0.418713093
15,"Aleatoria","C",800,"l","l",1,0.985626936
15,"Aleatoria","C",900,"l","l",1,0.635226965
15,"Aleatoria","C",850,"l","l",1,1.151940107
15,"Aleatoria","C",650,"s","l",0,2.951699018
15,"Aleatoria","C",600,"s","l",0,3.285411119
15,"Aleatoria","C",900,"l","l",1,1.269230127
15,"Aleatoria","C",750,"l","l",1,1.318156004
15,"Aleatoria","C",750,"l","l",1,1.152342081
15,"Aleatoria","C",550,"s","s",1,0.903388977
15,"Aleatoria","C",900,"l","l",1,1.019155979
15,"Aleatoria","C",850,"l","l",1,1.235351801
15,"Aleatoria","C",550,"s","s",1,0.819145918
15,"Aleatoria","C",500,"s","l",0,1.950701952
15,"Aleatoria","C",600,"s","l",0,1.583640099
15,"Aleatoria","C",750,"l","l",1,1.25250411
15,"Aleatoria","C",600,"s","s",1,1.252497911
15,"Aleatoria","C",800,"l","l",1,1.119652033
15,"Aleatoria","C",700,"l, s","l",0,4.618903875
15,"Aleatoria","C",500,"s","s",1,2.385766029
15,"Aleatoria","C",700,"l, s","l",0,7.868250132
15,"Aleatoria","C",650,"s","l",0,0.96777606
15,"Aleatoria","C",700,"l, s","l",0,1.034483194
15,"Aleatoria","C",500,"s","s",1,1.336227894
15,"Aleatoria","C",850,"l","l",1,1.585475922
15,"Aleatoria","C",650,"s","l",0,1.135458231
15,"Aleatoria","C",800,"l","l",1,4.234790087
15,"Aleatoria","C",550,"s","l",0,0.768918037
15,"Aleatoria","C",550,"s","s",1,1.01768899
15,"Aleatoria","C",700,"l, s","l",0,1.569115162
15,"Aleatoria","C",650,"s","l",0,1.684400082
15,"Aleatoria","C",650,"s","l",0,1.184859991
15,"Aleatoria","C",900,"l","l",1,1.085658073
15,"Aleatoria","C",850,"l","l",1,0.852437019
15,"Aleatoria","C",800,"l","l",1,1.801527977
15,"Aleatoria","C",800,"l","l",1,1.752848864
15,"Aleatoria","C",600,"s","s",1,0.801578999
15,"Aleatoria","C",550,"s","s",1,1.184944868
15,"Aleatoria","C",900,"l","l",1,1.101783991
15,"Aleatoria","C",700,"l, s","l",0,1.301691055
15,"Aleatoria","C",600,"s","s",1,0.66872716
15,"Aleatoria","C",700,"l, s","l",0,2.001626968
15,"Aleatoria","C",650,"s","l",0,1.63615489
15,"Aleatoria","C",800,"l","l",1,1.051862001
15,"Aleatoria","C",750,"l","l",1,1.568614006
15,"Aleatoria","C",500,"s","s",1,0.750696182
15,"Aleatoria","C",900,"l","s",0,1.769552946
15,"Aleatoria","C",750,"l","s",0,2.785666943
15,"Aleatoria","C",850,"l","l",1,1.536134005
15,"Aleatoria","C",750,"l","l",1,1.185201883
15,"Aleatoria","C",500,"s","s",1,0.502681017
15,"Aleatoria","C",500,"s","s",1,0.517270088
15,"Aleatoria","C",850,"l","l",1,1.368947029
15,"Aleatoria","C",600,"s","s",1,0.452119112
15,"Aleatoria","C",600,"s","l",0,1.736571074
15,"Aleatoria","C",500,"s","s",1,0.352388859
15,"Aleatoria","C",900,"l","l",1,1.052469969
15,"Aleatoria","C",600,"s","l",0,2.001486778
15,"Aleatoria","C",750,"l","l",1,1.001556158
15,"Aleatoria","C",750,"l","l",1,3.451292992
15,"Aleatoria","C",650,"s","l",0,2.684396029
15,"Aleatoria","C",550,"s","s",1,1.284942865
15,"Aleatoria","C",850,"l","l",1,1.934648991
15,"Aleatoria","C",700,"l, s","l",0,0.719092131
15,"Aleatoria","C",600,"s","s",1,0.86816597
15,"Aleatoria","C",550,"s","s",1,1.001214981
15,"Aleatoria","C",700,"l, s","l",0,1.068691015
15,"Aleatoria","C",900,"l","l",1,3.285857916
15,"Aleatoria","C",650,"s","l",0,7.818343878
15,"Aleatoria","C",500,"s","l",0,1.586287022
15,"Aleatoria","C",650,"s","l",0,3.119184017
15,"Aleatoria","C",900,"l","l",1,1.152630091
15,"Aleatoria","C",700,"l, s","l",0,0.935119867
15,"Aleatoria","C",850,"l","l",1,1.368005991
15,"Aleatoria","C",800,"l","l",1,1.21848011
15,"Aleatoria","C",550,"s","s",1,0.63506794
15,"Aleatoria","C",800,"l","l",1,1.050687075
15,"Aleatoria","C",850,"l","l",1,0.901970863
15,"Aleatoria","C",800,"l","l",1,4.534718037
15,"Aleatoria","C",500,"s","s",1,0.718389988
15,"Aleatoria","C",750,"l","l",1,0.301666975
15,"Bloque","A",938,"l","l",1,2.151428938
15,"Bloque","A",750,"s","s",1,1.135581017
15,"Bloque","A",1063,"l","l",1,1.485895157
15,"Bloque","A",1000,"l","l",1,1.168553114
15,"Bloque","A",687,"s","s",1,0.419811964
15,"Bloque","A",812,"s","l",0,0.401128054
15,"Bloque","A",1125,"l","l",1,0.267892838
15,"Bloque","A",875,"l, s","l",0,0.984988928
15,"Bloque","A",625,"s","l",0,1.168896914
15,"Bloque","A",687,"s","s",1,0.785757065
15,"Bloque","A",750,"s","l",0,2.016536951
15,"Bloque","A",1000,"l","l",1,1.81843996
