"tonos","correctas","respuesta","correcto","RT","date","frameRate","expName","session","participant","n_participante","condiciones","escal","duraciones"
"tonos/5_63ma_A.wav","l","l",1,2.251482964,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",938
"tonos/5_188ma_A.wav","l","l",1,0.951843023,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1063
"tonos/5_63me_A.wav","s","s",1,1.302361012,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",812
"tonos/5_188me_A.wav","s","s",1,2.251068115,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",687
"tonos/5_125me_A.wav","s","s",1,1.650893927,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",750
"tonos/5_125ma_A.wav","l","l",1,1.718374968,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1000
"tonos/5_188me_A.wav","s","s",1,1.433781862,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",687
"tonos/5_63ma_A.wav","l","l",1,1.168630123,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",938
"tonos/5_125ma_A.wav","l","l",1,3.185198069,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1000
"tonos/5_250ma_A.wav","l","l",1,0.935714006,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1125
"tonos/5_250me_A.wav","s","s",1,1.36841011,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",625
"tonos/5_63me_A.wav","s","s",1,2.185827017,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",812
"tonos/5_188ma_A.wav","l","l",1,1.051802874,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1063
"tonos/5_0_A.wav","l, s","l",0,2.885277033,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",875
"tonos/5_125me_A.wav","s","s",1,1.000775814,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",750
"tonos/5_0_A.wav","l, s","s",0,1.33573103,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",875
"tonos/5_63me_A.wav","s","s",1,1.501233816,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",812
"tonos/5_250me_A.wav","s","s",1,0.733386993,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",625
"tonos/5_188me_A.wav","s","s",1,0.717230082,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",687
"tonos/5_63ma_A.wav","l","l",1,0.702574015,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",938
"tonos/5_125ma_A.wav","l","l",1,0.45103097,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1000
"tonos/5_188ma_A.wav","l","l",1,0.318603039,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1063
"tonos/5_125me_A.wav","s","s",1,1.401662827,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",750
"tonos/5_250ma_A.wav","l","l",1,1.135221004,"2018_Apr_23_1403",59.95314445,"Experimento_Prueba",2,"JaquelineeeeeBloqueA",17,"Bloque","A",1125
