Folio,Género,Edad,Escuela,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60,ThetaImFin,ThetaImTra,ThetaImRisk,ThetaImRen,ThetaImCom,ThetaTenFin,ThetaTenCom,ThetaTenRen,ThetaTenRisk,ThetaTenTra,ThetaDañCom,ThetaDañRen,ThetaDañRisk
1215,0,0,6,2,0,1,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,2,-.42943493,-1.5390894,-.63944167,-1.3669701,-.12134644,-1.3141685,-1.6470361,-1.1615962,-1.0454186,-1.5081917,.96034718,1.3893493,-.66022825
1216,0,0,6,2,3,3,2,1,3,0,2,2,3,2,3,2,2,2,2,0,0,0,0,2,1,3,1,1,2,2,1,3,2,2,2,1,1,1,1,0,0,1,0,0,1,1,1,1,1,2,1,2,3,2,2,2,2,1,1,3,3,3,3,.62945664,1.1680012,-.99547136,1.4567695,.87887013,.30900553,.9317041,.13861448,-.077283129,.41420463,-.48835084,-.30918691,.85373992
1217,1,0,6,1,2,0,1,2,0,1,1,1,1,3,1,1,3,1,1,0,0,0,1,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,1,0,0,1,2,0,0,3,3,3,3,.56944644,-.69657743,-.63944167,.42391449,-1.8808451,-.069757827,-1.0734205,-.73759902,-1.0454186,-.54590893,-.10880393,-1.8110688,.85373992
1218,1,0,6,0,0,1,2,1,1,2,1,1,1,0,3,0,0,2,0,0,0,0,3,0,1,0,2,1,0,2,1,0,1,0,3,0,0,0,2,0,0,0,3,1,2,1,3,3,1,0,3,2,1,2,0,3,3,1,2,3,3,3,3,-.34421211,.2873911,-.46330625,-.61337787,-1.2653079,-.069757827,-1.8047668,.39533228,-.46937302,-.16950098,-.2298331,-.13257308,.85373992
1219,1,0,6,1,2,1,0,0,1,2,2,0,2,0,0,1,0,1,2,0,0,0,2,1,2,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,2,2,1,2,1,2,1,1,2,3,2,2,2,1,3,1,2,3,3,3,2,-1.11824,-.5275709,-.51025838,1.1082047,-1.3889817,-1.3141685,-.3978422,-.15685317,.41152036,-.15791251,.58813429,-.1526738,.19658166
1220,1,0,6,1,0,1,3,1,3,0,0,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,3,3,3,3,.86561483,-1.113391,-.99547136,-1.3669701,.44769579,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,-1.9852479,-1.4344788,.85373992
1221,1,0,6,3,0,2,1,1,3,0,1,3,2,0,3,1,1,1,0,0,0,0,0,3,0,2,1,0,3,0,0,3,2,1,3,1,0,1,0,0,0,0,0,3,3,3,2,2,2,3,3,3,1,2,0,3,3,2,3,3,3,3,3,-.35268989,.19930369,-.99547136,-.61337787,1.175627,-.13148063,1.2748878,-1.3074093,-1.0454186,.62676322,1.4224839,.97926587,.85373992
1223,1,0,6,1,2,2,2,2,2,3,3,2,0,1,0,2,3,1,2,2,1,1,2,3,3,3,1,2,1,2,2,3,2,0,1,3,1,3,3,3,,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,,2,3,2,2,,,.65632522,-1.3561492,.73372257,1.5402211,-.078076527,.49281114,1.0498086,1.4541954,1.1275051,.76113379,.90453231,1.372734,-.6862427
1224,1,0,6,1,1,1,2,1,1,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,1,3,2,2,1,3,3,3,3,0,1,0,3,2,0,1,1,1,1,3,2,3,2,2,1,3,3,3,3,-.34421211,-.69084215,-.99547136,.060945131,-1.1063514,.77763766,-1.8047668,.13861448,2.2641182,.18447703,-1.6372836,-.55173343,.85373992
1225,1,0,6,0,2,2,1,1,2,1,2,2,3,0,3,2,2,2,1,0,0,0,2,1,2,3,0,0,2,0,1,1,1,0,1,0,1,0,1,0,0,0,2,2,0,1,2,0,0,1,1,1,2,1,2,1,0,1,2,0,3,3,3,-.11402199,1.1680012,-.51025838,.89270037,-.1572762,-1.3141685,.23108196,.37065184,-.50430375,-.54590893,-.59281528,-.50000954,.16498493
1226,1,0,6,2,0,2,2,1,2,2,1,0,2,2,0,0,0,2,,1,0,0,1,2,0,0,3,0,0,1,1,0,3,1,2,0,1,2,1,0,1,0,2,0,0,0,2,1,2,0,2,0,1,1,0,0,0,3,2,0,1,0,0,.21475376,-.061504092,-.28319564,-.4112193,-.3270874,-.076734267,-1.1227458,-.12802431,-.049296044,1.0441043,-1.0211266,-.26878604,-1.8733265
1227,0,0,6,3,0,3,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,3,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,2,0,1,3,0,0,0,0,0,0,0,3,3,3,2,-1.11824,-1.4416487,.16677795,-.61337787,.29406527,-1.3141685,.41443399,-.78059703,-.61685443,-.915501,1.0183096,-1.4311171,.19658166
1228,0,0,6,1,0,3,0,0,3,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,3,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,1,3,3,2,1,2,3,2,2,2,3,2,2,3,1,3,3,2,-1.6476616,-.96685815,-.51025838,-1.3669701,.69574577,-1.3141685,.049246527,-.56277615,-.60867023,-1.5081917,.31495366,.43456191,-.13058285
1229,1,0,6,2,0,3,0,0,3,1,1,1,2,3,3,3,0,2,2,0,0,0,1,2,0,1,0,2,1,2,3,3,1,2,1,3,3,2,3,3,3,3,3,0,2,2,3,2,2,1,3,3,2,3,2,2,3,3,3,3,3,3,3,.16656218,.65682626,-.63944167,-.13364337,.61573213,.77980334,.23124464,1.3679985,2.2641182,.18447703,.49797463,.73732227,.85373992
1230,1,0,6,2,0,0,2,2,2,0,0,3,3,3,1,1,2,3,0,0,0,0,2,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.85514629,1.0488479,-.51025838,-1.3669701,.017821774,2.0837901,1.7652106,-.56277615,1.5304083,.74630004,2.0206099,1.8356935,.85373992
1231,1,0,6,0,0,2,0,0,1,2,0,1,2,0,1,0,1,1,1,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,3,3,3,2,-1.6476616,-.30347511,-.63944167,-.92648959,-.97971839,-.69204277,-.1997651,-.73759902,-.60867023,-1.5081917,.48042354,-.17942816,.19658166
1232,1,0,6,2,2,2,1,1,1,1,2,1,3,3,2,3,2,3,2,3,2,2,2,0,2,0,2,3,1,2,3,1,3,3,2,3,3,2,3,3,3,3,3,1,3,1,2,3,1,1,3,1,2,3,2,2,2,1,3,2,3,3,3,.78076053,1.3001554,1.3609453,1.1082047,-.62542987,1.6044337,-.88645166,1.7431344,2.2641182,1.0441043,-.41261625,.56431526,.29332697
1233,1,0,6,1,2,2,0,0,2,2,0,1,2,0,1,0,1,1,1,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,1,0,1,2,2,1,0,2,1,0,1,2,1,2,1,1,2,3,1,1,2,3,2,1,0,3,3,3,1,-1.6476616,-.30347511,-.28319564,-.039317548,-.36059564,-.69204277,-.93463957,.17277126,.58605242,-.10183399,.10566293,-.63904792,.086495362
1234,1,0,6,2,2,2,3,2,2,2,2,3,3,3,3,2,2,2,1,1,0,1,1,2,1,1,2,1,2,1,1,2,3,2,3,2,1,3,2,3,0,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,3,2,3,1.3833029,1.1680012,.30033031,.89270037,.34200382,.70999902,.30213195,.39533228,.87196922,1.9080421,-.2298331,-.55864775,-.36993462
1235,1,0,6,1,0,2,0,1,3,2,0,2,3,2,2,0,0,1,0,0,0,2,2,1,0,2,0,0,2,2,0,0,2,0,2,0,0,2,0,0,0,2,2,1,3,1,3,3,1,3,3,3,3,2,2,3,3,,2,3,3,2,,-.37645888,.38339761,.59703606,-1.3669701,.36106741,-1.3141685,-.16388576,-1.3074093,.5597496,.74703431,-.058889568,1.2394414,-.34893817
1236,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.6476616,-1.987875,-.99547136,-1.3669701,-2.2749867,-.28945914,-1.8047668,-.37722811,-.077283129,-.915501,2.0206099,1.8356935,.85373992
1237,1,0,6,1,2,1,1,0,1,2,2,1,2,1,0,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,2,1,2,2,2,3,1,2,1,3,2,3,-.72029686,-.061504092,.16677795,.89270037,-1.1063514,-1.3141685,-1.2619305,-.78059703,.087347127,-.44072965,-1.4053853,-.30439657,-.44138059
1238,1,0,6,2,0,3,3,1,2,1,0,1,2,0,2,2,0,1,0,0,0,0,2,2,3,2,2,3,3,1,2,1,0,1,2,0,0,1,0,0,0,0,2,2,0,3,3,1,2,1,0,1,2,0,1,0,0,0,0,2,1,3,1,.38421282,-.029092822,-.51025838,-1.3669701,.080449097,.61822391,.45455438,.78144485,-.50430375,-.18547791,.85067338,-1.3887863,-.72559845
1239,1,0,6,1,1,1,2,0,3,1,1,1,3,0,3,1,0,3,2,0,3,0,1,0,1,0,0,0,3,1,1,1,3,0,3,0,0,2,2,0,2,0,2,0,1,1,2,2,1,2,2,2,0,0,2,2,2,2,2,2,3,3,1,-.45785403,1.7746874,.16757223,.26141039,-.28330484,-1.3141685,-.55740505,.39533228,.084053792,1.3606958,-.48835084,-.046898104,-.14932355
1241,0,0,6,2,0,2,2,2,2,1,0,1,1,2,0,1,0,1,0,0,0,0,0,1,1,1,2,2,3,1,3,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,3,2,3,.66904998,-.95758206,-.99547136,-1.3669701,-.16420048,.58910704,.27114433,.9009248,-.60867023,-.54590893,-.41261625,-.40060952,-.36993462
1242,0,0,6,3,0,3,2,1,3,0,0,3,1,1,1,0,0,1,0,0,0,0,0,3,1,3,0,0,2,1,0,3,1,2,0,0,0,1,0,0,0,0,0,1,3,1,1,1,2,1,1,2,1,1,0,3,3,1,1,3,3,3,3,-.046749178,-.69657743,-.99547136,-1.3669701,1.6678367,-.61054534,1.2448691,-.78059703,-1.0454186,-.44072965,.12732689,-.50978345,.85373992
1243,0,1,6,2,0,3,1,0,3,0,0,3,1,0,1,1,0,1,0,0,0,1,0,3,0,3,1,0,3,1,1,3,0,0,0,0,0,1,0,0,0,2,0,0,3,0,2,2,0,1,3,1,2,2,2,3,3,1,3,3,3,3,3,-.74064142,-.69657743,-.052720841,-1.3669701,1.286094,-.69204277,1.7652106,-.47638983,.24792074,-.84079105,-1.6372836,.56431526,.85373992
1244,1,1,6,3,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,1,0,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,0,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,1.4007336,1.7746874,1.1083314,2.3485227,.56068313,1.2709956,1.7652106,1.7431344,1.2256759,1.9080421,1.0183096,.42035609,.85373992
1245,1,1,6,2,1,1,2,2,3,1,2,3,2,2,1,3,2,2,1,0,0,0,1,1,2,1,3,3,1,2,3,3,2,2,3,3,2,1,1,3,1,0,1,3,3,3,2,2,2,1,1,3,3,3,3,3,1,2,2,1,3,3,3,1.1141135,.11538603,-.63944167,.49195027,.68285084,1.6504985,-.03031615,1.1948127,.18275854,.62676322,1.4224839,.19680336,.19391057
1247,0,0,6,1,1,2,1,1,2,1,1,1,3,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,1,1,3,3,3,3,-.32685074,.38339761,.10930122,.060945131,-.36059564,.13391142,-.3978422,.13861448,-1.0454186,-.15791251,-1.1308824,-.83421773,.85373992
1248,0,1,6,3,0,3,1,2,3,0,0,1,1,3,0,0,2,1,0,0,2,2,3,,,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,.36523318,-.95758206,1.1325182,-1.3669701,.91962248,-.3607071,-.63759077,.12031788,-.1484828,-.915501,-1.9852479,-2.2012987,-1.4880085
1249,0,3,6,2,1,3,1,0,3,0,0,2,2,1,1,1,2,2,1,2,0,0,3,1,0,1,1,1,3,3,0,1,1,0,1,0,0,1,0,1,0,2,1,2,0,2,0,3,3,1,2,0,3,2,1,2,0,2,0,2,1,3,0,-.42340261,.11538603,-.033603892,-.39366832,.87887013,-.28945914,-.025412202,-1.3074093,.58605242,-.15791251,.87067825,-.26236713,-.79133511
1250,1,0,6,2,1,2,2,2,2,2,1,1,2,1,3,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,2,1,0,1,1,2,0,0,1,0,1,1,1,1,1,0,2,2,1,1,0,1,2,1,2,2,3,3,3,.65632522,.19930369,-.63944167,.060945131,-.16420048,-.3355059,-.66425729,.13861448,-.22832024,.098328598,-.48835084,-.45957196,.29332697
1251,1,0,6,3,0,3,2,1,3,1,1,1,1,1,2,2,0,1,1,0,0,0,0,1,0,2,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,.38735187,-.43163079,-.99547136,-.33629614,.91962248,-.071075402,-.16388576,-1.3074093,-1.0454186,-.95937544,-.48835084,-.32842207,-.66022825
1252,0,1,6,2,2,3,2,2,3,2,2,3,2,2,2,2,0,2,2,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,3,3,.89297241,.38538423,-.99547136,1.1082047,1.286094,2.0837901,1.2910428,1.1948127,-1.0454186,1.0111837,-.41261625,-.37917289,.85373992
1253,0,1,6,3,0,3,3,3,3,0,1,1,1,1,2,1,0,1,1,0,0,0,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,.89787787,-.43163079,-.46330625,-.33629614,.91962248,.13391142,-.3978422,-.12802431,.43908387,-.15791251,-.41261625,-.16881752,-.63401598
1254,0,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.2146916,1.7746874,-.41616753,2.3485227,1.6678367,2.0837901,1.1358943,2.1275382,2.2641182,1.9080421,2.0206099,1.8356935,.85373992
1255,0,1,6,2,1,2,0,0,0,1,1,0,0,0,2,0,,0,0,1,0,2,0,2,1,2,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,0,2,1,2,2,2,2,1,1,2,,2,2,,2,2,2,2,2,2,2,-1.6476616,-1.2884811,.52962905,-.1524858,-1.3924301,-1.3141685,-.50777727,-.15581973,.42944559,-.73374397,.68207657,-.29181322,-.7332114
1258,0,1,6,2,1,3,0,0,3,1,2,3,3,0,2,1,1,1,2,2,1,2,2,2,1,3,0,0,3,1,2,3,3,0,2,1,1,1,2,2,1,2,2,2,1,0,2,2,0,1,1,0,3,3,3,3,3,1,1,2,3,2,2,-1.11824,.38339761,1.0913986,.71610928,1.286094,-.75863916,1.2910428,.84348106,.95649463,.68957353,-1.3967885,-.47930661,-.50325829
1259,0,1,6,1,0,3,1,2,1,2,3,1,2,0,2,0,2,0,1,0,0,1,0,1,0,1,2,3,1,3,1,0,1,1,3,0,1,1,3,1,2,0,1,2,1,2,1,0,1,2,0,1,3,1,0,3,1,2,1,3,2,0,0,-.45175031,-.37115443,-.052720841,.36243203,-.65272862,.61822391,-.64816111,.23724817,.16739464,.26397517,.21459763,-.28060988,-1.4142683
1260,0,1,6,2,1,3,1,1,2,1,2,1,1,0,1,0,1,1,1,2,3,3,1,2,1,3,1,1,2,1,2,1,1,0,1,0,1,1,1,2,3,3,1,2,1,3,1,1,2,1,2,1,1,0,1,0,1,1,1,2,3,3,1,-.63886213,-.69657743,1.8715824,.49195027,.080449097,-.28945914,.45904639,.59561199,1.6737185,-.15791251,.85067338,-.48525104,-.14932355
1261,1,1,6,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,0,0,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,0,0,1,0,2,1,1,2,1,0,2,2,2,1,1,2,1,1,2,1,3,3,3,.62945664,-.30077508,-.28319564,.49195027,-.12134644,.52110779,.08836183,.13861448,-.31734896,-.15791251,-.48835084,-.1330017,.19391057
1271,1,1,8,0,1,1,0,0,1,2,1,1,2,0,1,0,0,2,1,0,2,1,0,1,0,1,0,0,1,1,1,1,2,0,1,0,1,1,2,1,1,1,0,1,1,0,2,3,0,1,2,2,2,3,2,3,1,2,1,2,2,3,3,-1.6476616,.11538603,.45924982,.060945131,-1.2653079,-1.3141685,-.3978422,.13125832,.31950828,.15104237,-1.0431606,-.16325435,-.26473156
1272,0,1,8,2,0,1,1,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,3,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.1161851,-.71397281,-.63944167,-1.3669701,-.59237444,-.61054534,-.97180438,-1.3074093,-1.0454186,-.95937544,1.4301853,1.8356935,.85373992
1273,0,1,8,3,0,3,1,1,3,1,0,3,2,2,2,1,0,1,0,0,0,0,0,3,0,3,2,1,3,0,0,3,2,2,3,0,0,1,1,0,0,0,0,1,3,1,1,3,1,2,3,3,2,1,1,3,3,2,3,3,3,3,3,.12734142,-.029092822,-.99547136,-1.3669701,1.6678367,.39744833,1.7652106,-.73759902,-1.0454186,.62676322,-.058889568,.86708963,.85373992
1274,1,1,8,0,2,3,2,0,1,2,2,2,3,2,3,1,0,3,3,0,0,0,0,2,2,3,2,2,2,1,1,2,2,2,3,3,0,2,3,0,0,0,0,3,0,3,1,3,1,3,2,2,3,2,2,2,2,3,3,3,3,3,3,.10894707,1.7746874,-.99547136,1.2893863,-.42250025,1.0817008,.67771035,.81946254,-1.0454186,.9877252,.81906772,.86425191,.85373992
1275,0,2,8,2,0,2,0,0,2,2,0,1,2,0,1,0,1,0,1,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,3,1,3,3,1,3,3,3,2,3,1,3,3,3,3,3,3,3,3,-1.6476616,-.69084215,-.1238557,-.92648959,-.16420048,-.75863916,-1.3177918,-1.3074093,.37564099,-.84079105,-.058889568,1.3893493,.85373992
1276,0,1,8,2,1,0,2,1,3,2,1,3,3,2,3,1,1,2,2,0,0,0,1,2,2,3,2,2,3,3,3,3,3,2,3,1,0,2,2,0,0,0,1,1,2,1,2,2,1,1,2,3,2,2,1,1,1,1,1,3,3,3,2,.39118069,1.1680012,-.63944167,.26141039,.62350893,.78004283,1.2910428,1.4357656,-.60867023,1.3606958,-.058889568,-.18995629,.19658166
1277,1,1,8,3,1,3,2,1,3,1,1,3,2,1,2,2,0,2,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.38735187,.38538423,-.99547136,.26141039,1.6678367,.92632848,.14412813,.33958909,-1.0454186,.41420463,.87235492,1.4012246,.85373992
1278,1,1,8,1,0,2,0,0,3,3,0,3,3,0,2,0,1,3,1,1,2,0,0,2,1,2,0,0,2,1,1,2,3,1,2,0,0,1,1,2,1,0,0,1,0,1,1,2,2,0,1,2,2,1,2,2,0,2,0,2,3,3,2,-1.6476616,1.3001554,.14931066,-.92648959,.69281512,-.72661936,.4715873,.13861448,-.069922581,.68957353,.12732689,-.89196044,-.050527688
1279,0,1,8,2,3,3,3,3,3,1,2,2,1,3,2,3,3,2,2,3,3,3,0,2,1,0,2,2,1,3,2,1,2,3,0,0,0,2,3,1,1,3,3,1,2,3,2,2,3,1,2,3,2,3,3,0,3,3,2,3,2,3,3,2.2146916,.012788535,1.9819304,1.4567695,.87887013,.83707893,-.37934262,1.0191709,1.3818154,.31567785,1.4301853,.27150288,-.11071451
1280,1,3,8,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,1,1,1,3,,,3,1,1,3,3,3,3,3,3,3,3,0,3,3,3,1,0,1,0,2,1,2,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,3,.89787787,1.7746874,.70531714,2.3485227,1.6678367,.77763766,1.6297998,1.8887969,.18275854,1.9080421,-.10880393,.39534894,.85373992
1281,0,1,8,2,1,3,1,0,3,1,1,1,2,1,2,1,1,1,1,2,3,1,2,2,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2,1,2,2,1,1,2,1,1,-.42340261,-.029092822,1.1043522,.060945131,.61573213,-1.3141685,-.4230423,-.37722811,.087347127,-.44072965,-1.6372836,-.55173343,-1.1855509
1282,0,1,8,2,0,3,2,2,1,2,1,1,3,3,3,3,0,2,2,0,2,2,1,3,2,3,3,3,0,1,3,1,3,2,3,3,1,3,3,2,3,3,2,1,1,1,2,2,2,1,1,3,1,1,2,2,2,1,1,3,3,2,3,1.3603638,1.1680012,.96450907,-.13364337,-.41055647,1.6504985,.19470523,1.7431344,1.8098747,1.9080421,.31495366,-.70553201,-.24440581
1303,1,2,8,1,1,1,3,3,1,1,1,1,2,2,3,3,0,2,1,0,2,3,0,1,0,1,3,3,1,1,1,1,2,1,2,3,0,2,1,0,3,3,0,1,2,2,2,2,3,1,1,1,2,1,2,3,0,2,1,0,3,3,0,1.7830437,.65682626,1.1761713,.060945131,-1.1063514,1.4882706,-.3978422,-.12802431,1.3352201,.74703431,.65183866,-.25808743,-.29758948
1304,1,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.2146916,1.7746874,2.4054384,2.3485227,1.6678367,2.0837901,1.7652106,2.1275382,2.2641182,1.9080421,1.3046293,1.8356935,.85373992
1305,1,2,8,3,2,3,3,2,3,2,1,3,2,3,3,2,2,0,1,3,3,3,1,3,1,3,2,2,3,1,1,3,2,3,3,1,1,0,0,2,3,3,1,1,3,1,3,3,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,1.3833029,-.13894558,2.0704608,.42391449,1.6678367,.92734808,1.7652106,-.15581973,1.6737185,.30223864,-.2298331,1.8356935,.85373992
1306,1,1,8,2,1,1,1,1,1,2,1,1,3,1,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,0,1,1,0,0,1,1,-.097380191,.72359467,.10930122,.060945131,-.89935899,.13391142,-.3978422,.13861448,.095626466,1.0111837,-.41261625,-.30918691,-1.6392291
