Folio,Género,Edad,Escuela,Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,ThetaBA,ThetaCon,ThetaDD
801,1,1,7,1,3,2,1,0,1,3,2,3,0,2,3,3,3,0,-2.0075986,-.075038873,.56798208
802,1,1,7,2,1,0,1,3,0,1,0,3,2,1,0,1,2,3,.93433887,-1.3853794,-1.3550699
803,0,0,7,1,1,0,1,2,0,1,2,2,1,0,1,0,1,2,-.065269858,-2.0720217,-.34818912
804,1,0,7,0,3,2,3,2,1,3,1,2,0,3,0,2,1,3,-.1782573,.32488054,.46107128
805,1,0,7,3,0,2,1,0,3,1,2,3,3,1,0,2,0,3,.49691704,-1.1100529,.096678063
806,0,1,7,3,3,1,0,3,3,3,1,3,3,3,2,3,3,2,1.1242504,1.1779282,-.64706105
807,1,1,7,3,2,2,1,3,3,3,2,3,3,3,1,3,3,3,1.5584854,1.1779282,.2281201
808,1,1,7,1,1,2,2,2,2,3,2,3,1,2,2,2,3,2,-.065269858,-.28212789,.78642613
809,1,1,7,2,2,3,0,2,2,2,1,2,3,2,2,1,1,1,.41311869,-.72431529,-.23441891
810,0,1,7,3,1,1,1,1,2,3,2,3,0,3,2,2,2,2,-.84011424,.696024,.143538
811,1,1,7,3,2,1,1,2,3,3,1,1,2,2,1,2,1,3,.51666284,-.059622526,-.39816651
812,0,1,7,2,1,2,2,3,2,3,1,3,2,2,1,2,2,3,.93433887,-.18181866,.32229173
813,0,1,7,3,2,0,0,2,0,3,0,2,1,3,2,3,3,3,.13534772,1.1779282,-1.4977098
814,0,1,7,1,2,3,2,3,3,3,2,3,3,2,2,2,2,2,1.1242504,-.28212789,.98506302
815,1,2,7,3,1,1,0,2,3,3,2,3,1,3,3,2,2,1,-.31357718,.696024,-.1102483
817,1,1,7,3,0,0,1,2,1,3,2,3,2,3,2,3,3,2,.30029538,1.1779282,-.12222527
818,1,1,7,2,1,0,0,2,1,3,3,3,1,3,2,2,2,3,.13534772,.48924264,-.48158586
819,0,1,7,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,1.5584854,1.1779282,1.1650928
820,1,1,7,3,2,1,1,1,2,2,2,3,1,3,1,2,1,1,-.67925137,.055918932,-.052051567
821,1,1,7,2,0,3,2,2,1,3,2,3,1,3,0,1,0,1,-.31357718,.25805777,.73314065
822,1,1,7,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,.30029538,-.78587162,.51020044
823,1,1,7,3,2,1,1,3,3,3,1,3,3,3,2,2,1,2,1.1242504,.696024,-.19963144
824,1,1,7,3,2,1,1,1,1,3,1,3,2,3,1,2,2,3,.20567979,.696024,-.39816651
825,1,0,7,2,1,3,1,3,1,2,2,0,1,2,3,3,1,2,.261067,-.40132707,.78339988
826,1,0,7,2,2,0,0,1,1,2,0,3,1,1,2,1,0,2,-.42456412,-1.104319,-1.4977098
828,1,0,7,0,3,1,2,,1,1,0,3,3,1,1,2,2,3,1.3624018,-1.3563672,-.26572642
829,0,0,7,3,3,0,1,3,1,3,0,3,3,3,1,3,1,3,1.5584854,1.1779282,-1.108456
830,0,0,7,3,2,2,2,3,2,3,2,3,2,2,2,2,3,3,.93433887,-.059622526,.78642613
831,0,0,7,0,2,1,3,1,1,3,2,1,2,2,0,0,3,3,.20567979,-.62976754,.51593679
832,0,0,7,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,-.92631775,-1.5378561,-.56970984
833,0,0,7,3,3,2,1,1,2,3,1,1,2,3,2,1,3,1,-.27041367,.45528537,.079921693
834,0,0,7,1,1,2,0,1,3,3,2,2,0,2,1,2,1,0,-1.4391522,-.28212789,-.16830586
835,0,0,7,3,2,2,2,0,1,2,1,2,1,3,2,2,1,0,-1.3619994,.055918932,.51020044
836,1,0,7,1,1,0,0,3,3,3,3,3,1,3,3,3,2,1,-.029486129,.74519873,-.30383283
838,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
839,1,0,7,2,3,2,1,0,2,3,0,2,0,2,1,2,0,2,-1.3192432,-.18181866,-.45921636
840,0,1,7,2,2,3,1,2,1,3,0,1,2,3,2,1,0,1,.083516158,.25805777,-.071259618
841,0,0,7,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,.51666284,1.1779282,2.1203892
842,1,0,7,3,2,2,0,1,0,0,0,1,3,1,1,3,1,1,.01033682,-1.1816205,-1.0579891
843,0,0,7,2,0,1,3,3,1,3,2,2,3,2,2,2,1,2,1.1242504,-.18181866,.83640635
844,1,0,7,3,2,1,1,2,2,3,1,0,2,3,1,2,1,2,.30029538,.696024,-.39816651
845,0,0,7,1,1,1,1,1,3,3,1,3,1,3,3,3,2,1,-.67925137,.74519873,-.083798051
846,0,0,7,2,1,1,3,2,3,3,1,1,0,3,1,1,1,1,-.71007049,.25805777,.23655859
847,1,0,7,2,1,1,1,2,2,3,2,2,2,3,2,1,1,2,.30029538,.25805777,.143538
848,1,1,7,2,1,1,1,0,1,3,2,2,0,3,2,3,2,0,-2.0075986,.89192474,.143538
849,1,0,7,2,1,1,3,2,3,3,1,3,1,3,3,,,,-.17621824,.63198334,.68918258
850,0,0,7,2,1,0,1,1,2,3,2,1,1,1,1,3,1,1,-.67925137,-.29494184,-.34818912
851,1,0,7,2,0,1,2,2,0,1,1,2,2,2,0,1,1,1,.083516158,-.9803279,-.11740933
852,1,0,7,3,0,2,1,3,1,3,0,2,1,3,3,2,1,3,.56374979,.696024,-.05940482
853,1,0,7,3,2,2,3,1,2,0,2,3,1,2,1,2,1,2,-.42456412,-.81674951,.93230987
854,1,0,7,1,2,1,2,0,1,2,1,0,1,2,1,2,1,0,-1.3619994,-.6404233,.034030739
855,0,0,7,3,3,3,1,2,3,3,3,3,2,3,3,3,3,3,.51666284,1.1779282,1.192274
856,0,0,7,2,0,1,0,,3,2,0,0,,1,3,2,1,0,-1.040917,-.91379362,-.97973675
857,1,0,7,1,3,2,3,1,2,1,3,1,3,2,3,0,3,2,.32572162,-1.2187104,1.6999916
858,0,0,7,3,2,1,0,1,0,0,2,1,0,2,0,0,0,0,-1.4391522,-1.2318608,-.71067828
859,1,0,7,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,.89192474,1.4628587
860,1,1,7,0,3,2,2,1,3,1,0,3,2,1,1,2,2,2,-.010361644,-1.3563672,.082380064
861,1,0,7,3,1,0,2,3,2,1,1,2,3,1,0,0,1,1,.90817451,-1.4495698,-.47439569
862,0,0,7,0,2,1,3,1,0,1,1,0,0,2,1,3,2,0,-1.4391522,-.79182434,.23655859
863,0,0,7,1,2,2,1,2,3,3,2,1,1,0,1,2,2,1,-.31357718,-.91510117,.2281201
864,0,1,7,0,1,0,2,2,3,3,2,2,0,1,0,2,2,3,-.1782573,-.72001833,-.021787915
865,0,0,7,3,3,2,3,2,0,3,3,2,3,2,2,1,0,3,.95408219,-.26127809,1.4620366
866,0,0,7,1,1,2,1,0,1,2,3,3,3,2,2,1,2,3,.49691704,-.81520921,.68447143
867,1,0,7,1,2,2,1,2,3,3,2,1,1,0,1,2,2,1,-.31357718,-.91510117,.2281201
868,0,0,7,1,1,1,1,3,3,3,3,1,3,3,3,3,3,3,1.5584854,.74519873,.55167431
869,0,1,7,3,2,1,0,1,,,,1,0,1,2,3,,,-1.1407313,-.47841144,-.63245511
870,0,0,7,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,.74519873,1.6999916
871,1,0,7,3,3,0,1,2,1,1,1,2,0,1,0,3,3,3,-.1782573,-.96874785,-.91924
872,1,0,7,2,0,1,0,0,0,2,3,0,2,1,3,3,1,0,-.93736637,-.76943433,.15936308
873,0,0,7,3,2,2,3,3,3,2,3,2,3,3,2,3,3,3,1.5584854,.33166075,1.4620366
874,0,0,7,2,1,1,1,2,3,3,1,3,3,3,2,3,2,2,.64843237,.89192474,-.19963144
875,0,0,7,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,-.67925137,-.55206549,-.052051567
876,0,0,7,3,1,0,1,1,0,3,1,1,1,3,1,3,1,1,-.67925137,1.1779282,-.71527869
877,0,0,7,1,0,0,1,1,1,3,0,1,0,3,0,1,2,1,-1.1166126,.12768142,-1.3550699
878,1,0,7,3,3,1,0,0,3,3,0,3,0,3,3,3,3,3,-1.2128097,1.1779282,-.97973675
879,0,0,7,1,1,1,0,2,2,3,1,2,1,3,2,2,3,2,-.065269858,.36349842,-.64706105
880,0,0,7,2,2,1,1,1,1,3,2,2,0,2,1,1,2,1,-1.1166126,-.37750062,-.052051567
881,1,0,7,2,2,0,1,1,0,3,0,1,1,2,2,2,1,0,-.92631775,-.18181866,-.89186072
882,0,0,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
883,0,0,7,3,3,0,3,2,3,1,1,3,2,1,2,3,3,2,.30029538,-.96874785,.19065246
884,1,0,7,2,1,1,1,2,2,1,2,3,1,1,2,2,1,1,-.31357718,-1.1996676,.143538
885,1,0,7,1,0,2,1,0,1,2,2,1,1,1,0,0,1,1,-1.0367966,-1.3409793,.096678063
886,1,1,7,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,-.31357718,-1.0828118,-.12857406
887,1,0,7,1,1,2,1,2,1,1,2,2,1,0,2,1,2,0,-.5276829,-1.869348,.41724724
888,1,0,7,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,.49691704,1.1779282,.066383958
889,0,0,7,3,3,1,1,1,1,1,3,3,1,0,0,3,3,1,-.67925137,-1.2930839,-.017283903
890,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
891,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
892,1,0,7,3,2,2,3,1,0,3,3,3,3,2,2,0,1,1,.01033682,-.34905204,1.4620366
893,1,0,7,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,-.67925137,-.55206549,.54576206
894,1,1,7,1,1,,2,1,0,1,1,1,1,1,2,,,3,-.25713354,-1.4278004,.3438687
895,1,1,7,3,3,3,2,1,0,0,0,0,0,2,2,2,2,1,-1.1166126,-.81674951,.52827525
896,1,0,7,2,1,0,1,0,1,1,1,2,1,1,1,1,1,2,-.74813849,-1.3853794,-.71527869
897,0,0,7,1,2,1,1,1,2,3,1,1,2,3,1,2,1,0,-.49510741,.36349842,-.39816651
898,1,0,7,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,-.010361644,-.45984948,.41724724
899,0,0,7,1,1,0,3,3,1,1,1,0,1,1,1,1,3,3,.56374979,-1.4829439,-.10481983
900,0,0,7,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,-1.0367966,-1.4829439,-.39816651
901,1,0,7,3,0,3,2,3,1,3,1,0,3,2,1,3,1,2,1.1242504,.18607888,.49586508
902,0,0,7,1,1,2,1,2,3,2,2,3,2,3,3,2,1,0,-.073959,-.18310425,.56798208
903,1,0,7,3,3,1,3,0,2,1,3,1,0,2,3,1,2,1,-1.588267,-.88750303,1.4628587
904,1,1,7,3,2,0,2,1,2,3,2,2,2,3,3,2,1,0,-.49510741,.696024,.51286286
905,0,0,7,2,0,1,1,3,3,3,2,1,3,3,3,3,3,2,1.1242504,.89192474,.27903733
906,1,0,7,3,3,0,1,1,1,0,1,2,0,2,1,2,1,0,-1.4391522,-.81674951,-.71527869
907,1,0,7,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,-.27041367,-.55206549,.143538
908,1,0,7,3,3,0,1,1,1,0,1,2,0,2,1,2,1,0,-1.4391522,-.81674951,-.71527869
909,1,0,7,2,3,2,1,0,2,1,0,,2,1,1,0,3,1,-.58587801,-1.527494,-.45921636
910,1,0,7,3,3,0,1,1,3,3,1,3,0,3,2,3,2,2,-.84011424,1.1779282,-.50473809
911,1,0,7,2,2,2,2,2,3,3,2,1,1,2,3,3,2,3,.13534772,.035898861,.93773198
912,1,0,7,2,2,1,2,2,2,2,1,1,0,3,2,2,2,2,-.39218825,-.077705279,.23377024
913,0,0,7,3,2,1,1,1,3,3,3,3,3,3,3,3,3,1,.01033682,1.1779282,.55167431
914,1,0,7,2,1,2,1,2,2,2,3,0,1,2,3,1,1,1,-.31357718,-.72431529,.88015562
915,1,1,7,3,2,1,2,1,2,1,2,2,2,1,0,1,0,2,-.010361644,-1.3065718,.25774986
916,1,0,7,2,1,1,0,1,2,2,2,2,1,2,1,1,2,1,-.67925137,-.72431529,-.49119747
917,1,0,7,1,0,0,0,1,3,1,1,3,0,0,2,3,1,1,-1.1166126,-1.5572339,-1.0235567
918,1,1,7,2,2,2,1,2,3,3,1,3,1,3,3,3,1,1,-.31357718,.89192474,.22024326
919,1,1,7,2,0,1,3,3,3,2,1,0,2,1,1,2,0,0,.28196093,-.91379362,.23655859
921,1,1,7,2,1,0,1,1,0,3,1,3,1,2,1,1,1,0,-.92631775,-.37750062,-.71527869
922,0,1,7,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,1.5370858
923,0,1,7,3,3,1,2,3,3,3,2,3,3,3,3,3,3,3,1.5584854,1.1779282,.69382793
924,1,0,7,3,1,2,1,2,2,2,2,3,2,3,3,2,2,1,.083516158,.055918932,.56798208
925,1,0,7,3,2,3,2,3,2,2,3,3,2,3,2,3,2,1,.42178065,.33166075,1.3165559
926,1,2,7,3,2,1,0,3,2,3,1,2,1,3,2,3,2,3,.56374979,1.1779282,-.64706105
927,1,1,7,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,-.67925137,-.55206549,-.39816651
928,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.54684,-2.0206969
929,0,1,7,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,-.42456412,-1.2039268,-.052051567
930,1,0,7,1,2,1,0,1,1,1,1,0,1,2,1,2,1,1,-.67925137,-.88770175,-.85825688
931,0,1,7,2,2,3,2,3,2,3,1,3,2,3,1,2,2,1,.42178065,.48924264,.49586508
932,1,0,7,2,1,1,1,2,0,1,1,1,0,0,1,0,0,1,-.71007049,-1.9478905,-.39816651
933,1,0,7,2,2,1,0,3,3,3,3,1,1,2,2,2,2,2,.261067,-.18181866,-.041116875
934,0,0,7,2,2,2,3,3,3,2,1,3,3,2,3,3,2,2,1.1242504,-.40132707,1.0301821
935,0,0,7,2,1,1,1,3,2,3,1,2,3,3,2,1,2,3,1.5584854,.25805777,-.19963144
936,0,0,7,3,2,1,2,2,2,3,2,3,3,3,2,2,2,2,.64843237,.696024,.54576206
937,0,0,7,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,.98035741
938,0,0,7,2,2,1,1,3,3,3,1,3,2,3,3,2,1,0,.28196093,.48924264,-.083798051
939,0,0,7,2,1,1,0,1,2,0,1,1,1,0,2,1,1,0,-.92631775,-2.1328733,-.64706105
940,0,0,7,1,1,0,1,3,1,3,0,2,1,3,1,1,3,1,-.029486129,.12768142,-1.108456
942,1,0,7,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,-.67925137,-.9803279,.143538
943,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
944,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
945,1,1,7,2,2,1,1,1,1,1,0,2,1,1,1,1,1,2,-.42456412,-1.3853794,-.73502064
946,0,1,7,1,2,0,2,1,2,0,2,1,3,0,2,3,1,1,.01033682,-1.9623688,.35234374
947,0,0,7,2,1,1,2,2,1,3,2,3,1,3,2,1,2,2,-.065269858,.25805777,.54576206
948,0,0,7,1,1,3,2,3,1,1,1,2,1,2,1,1,1,3,.56374979,-1.0828118,.49586508
949,0,1,7,2,3,1,1,2,3,3,1,3,2,3,2,3,1,3,.51666284,.89192474,-.19963144
950,1,0,7,0,1,1,1,3,2,1,2,1,1,1,2,3,0,0,-.25596568,-1.2485877,.143538
951,1,0,7,0,1,1,1,3,3,2,1,0,2,3,1,3,2,3,.93433887,.0078459363,-.39816651
952,1,1,8,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,-.67925137,-1.0168743,-.39816651
953,1,1,8,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,-.67925137,-.55206549,-.12857406
954,0,1,8,1,3,1,3,2,3,3,1,3,1,2,3,2,3,1,-.31357718,-.28212789,.68918258
955,0,1,8,3,2,1,1,2,2,3,1,2,2,3,1,2,2,2,.30029538,.696024,-.39816651
956,0,1,8,1,0,1,2,1,2,3,2,2,1,3,1,2,2,1,-.67925137,.36349842,.37111124
957,0,1,8,1,2,1,1,1,2,3,3,3,1,3,2,3,3,1,-.67925137,.74519873,.37021789
958,1,1,8,1,1,2,2,1,2,2,2,3,1,2,2,3,3,1,-.67925137,-.49576876,.78642613
959,1,1,8,2,1,1,1,3,2,3,3,2,2,3,3,3,1,1,.42178065,.89192474,.55167431
960,1,1,8,3,0,0,0,1,0,3,0,0,0,3,1,3,0,3,-.69513983,1.1779282,-1.6966447
962,1,0,6,2,2,1,1,1,2,3,1,2,1,3,1,3,1,2,-.42456412,.89192474,-.39816651
963,1,0,6,1,1,2,1,1,2,2,1,2,0,1,2,2,1,3,-.69513983,-1.0151136,.079921693
964,1,1,6,3,3,1,2,2,3,3,2,3,2,3,3,3,3,0,-.073959,1.1779282,.69382793
965,0,1,6,1,0,1,1,3,2,1,1,3,3,3,2,3,2,3,1.5584854,-.15962124,-.19963144
966,1,1,6,3,1,0,1,2,2,3,2,2,1,2,2,2,2,3,.13534772,-.059622526,-.12222527
967,1,1,6,3,2,1,1,2,1,2,1,3,2,3,1,2,2,2,.30029538,.055918932,-.39816651
968,1,0,6,2,1,1,1,2,1,3,1,2,2,3,1,2,1,2,.30029538,.48924264,-.39816651
969,1,1,6,3,1,1,2,1,2,3,2,3,2,2,2,1,2,1,-.27041367,-.26127809,.54576206
970,1,1,6,2,2,0,0,1,1,3,0,3,1,3,2,1,1,1,-.67925137,.25805777,-1.4977098
971,1,1,6,2,3,0,1,2,1,3,1,2,1,3,1,1,2,2,-.065269858,.25805777,-.71527869
972,1,0,6,2,1,1,1,1,1,3,2,3,1,3,1,3,1,2,-.42456412,.89192474,-.052051567
973,1,1,6,3,2,1,2,1,2,3,2,1,2,2,2,3,2,3,.20567979,.18607888,.54576206
974,1,0,6,2,1,0,1,2,1,2,1,2,2,2,1,2,1,2,.30029538,-.55206549,-.71527869
975,1,1,6,2,2,1,1,2,1,2,2,1,1,3,1,2,2,3,.13534772,-.077705279,-.052051567
976,1,1,6,2,1,1,1,2,1,3,2,3,1,3,1,2,1,2,-.065269858,.48924264,-.052051567
977,1,1,6,3,3,0,1,2,2,3,2,1,2,3,1,2,1,2,.30029538,.696024,-.34818912
978,1,0,6,1,2,1,1,2,1,3,1,2,0,3,1,2,1,0,-1.0421256,.36349842,-.39816651
979,1,0,6,2,1,2,3,3,3,3,3,2,3,3,3,3,2,2,1.1242504,.89192474,1.6999916
980,1,0,6,2,1,0,1,3,1,3,1,1,0,3,0,2,0,1,-.45074278,.48924264,-.91924
981,1,1,6,3,2,1,1,2,3,3,1,2,3,3,1,2,2,3,.95408219,.696024,-.39816651
982,1,0,6,2,0,0,1,2,2,3,0,2,2,3,2,2,1,2,.30029538,.48924264,-.89186072
983,1,1,6,2,1,0,2,3,3,3,2,3,2,3,2,2,2,2,.64446807,.48924264,.35234374
984,1,0,6,2,1,0,1,3,2,3,0,2,1,3,1,2,2,3,.56374979,.48924264,-1.108456
985,1,1,6,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,.95408219,.16463797,.78642613
986,1,1,6,3,1,0,0,1,2,2,0,1,1,3,2,3,1,1,-.67925137,.33166075,-1.4977098
987,1,0,6,1,3,2,3,3,0,3,2,2,3,3,2,1,2,1,.90817451,.12768142,1.1026489
988,1,0,6,1,2,0,1,0,3,2,1,3,0,2,1,3,1,1,-1.588267,-.49576876,-.71527869
989,1,0,6,3,1,1,1,2,2,3,1,3,1,2,1,2,2,2,-.065269858,-.059622526,-.39816651
990,1,1,6,3,3,3,2,1,2,3,1,3,3,2,3,3,2,1,.01033682,.18607888,.89224261
991,1,1,6,2,2,1,1,3,2,3,1,3,2,3,1,2,1,3,.93433887,.48924264,-.39816651
992,1,0,6,3,1,1,1,2,2,3,1,3,3,2,1,2,2,3,.95408219,-.059622526,-.39816651
993,1,1,6,2,2,1,2,1,2,3,1,2,1,2,2,2,2,2,-.42456412,-.18181866,.23377024
994,1,1,8,2,1,0,1,2,2,3,1,2,2,3,1,2,0,2,.30029538,.48924264,-.71527869
995,0,1,8,3,2,1,1,2,3,3,1,3,3,3,3,2,3,2,.64843237,.696024,-.083798051
996,0,1,8,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,-.31357718,-1.0828118,.034030739
997,1,2,8,2,1,1,1,0,3,3,2,3,1,3,2,2,2,1,-1.0367966,.48924264,.143538
998,0,1,8,2,2,2,2,0,2,2,2,2,1,2,1,1,2,1,-1.0367966,-.72431529,.62952048
999,0,1,8,2,2,2,2,1,2,3,2,2,1,2,1,2,2,1,-.67925137,-.18181866,.62952048
1000,0,1,8,3,2,1,1,2,2,3,2,2,1,3,2,2,1,1,-.31357718,.696024,.143538
1001,0,1,6,2,2,1,1,1,1,3,1,2,1,3,1,1,2,1,-.67925137,.25805777,-.39816651
1002,0,0,6,3,3,2,1,3,3,3,1,3,3,3,3,3,3,3,1.5584854,1.1779282,.22024326
1003,1,0,6,2,1,3,2,1,2,3,1,2,3,1,2,0,2,1,.01033682,-.92557645,.70074713
1004,0,1,6,2,1,1,0,2,1,3,1,1,1,3,1,3,3,3,.13534772,.89192474,-.85825688
1005,0,0,6,2,1,0,1,1,2,2,1,3,1,3,1,2,1,1,-.67925137,-.077705279,-.71527869
1006,0,0,6,3,1,2,1,3,0,3,1,3,1,2,0,3,2,1,-.029486129,.18607888,-.29515591
1007,0,0,6,2,3,1,2,3,0,2,3,1,3,1,0,3,1,0,.79770374,-.76943433,.51384985
1008,0,0,6,1,2,1,1,2,1,0,1,2,3,2,1,0,1,2,.64843237,-1.4929031,-.39816651
1009,0,0,6,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,-.27041367,-.78587162,-.19963144
1010,0,0,6,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,-.67925137,-.72431529,-.39816651
1011,0,0,6,1,1,2,1,2,2,3,2,2,2,3,2,2,2,2,.30029538,.36349842,.41724724
1012,0,0,6,3,1,1,1,2,3,3,1,1,1,3,2,1,1,3,.13534772,.45528537,-.19963144
1013,0,1,6,3,2,1,1,2,3,3,1,1,1,3,2,1,1,3,.13534772,.45528537,-.19963144
1014,0,0,6,2,3,0,1,2,2,1,1,2,2,3,0,1,0,1,.083516158,-.5391593,-.91924
1015,1,0,6,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,-.42456412,.48924264,.78642613
1016,1,0,6,2,1,1,1,1,2,3,1,2,1,2,1,2,1,1,-.67925137,-.18181866,-.39816651
1017,0,0,6,2,3,0,0,3,3,3,0,3,3,3,2,3,3,3,1.5584854,.89192474,-1.4977098
1018,0,0,6,3,2,2,2,3,2,2,3,2,3,2,1,2,2,2,1.1242504,-.45984948,.90143162
1019,0,0,6,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,-.31357718,-.55206549,-.39816651
1020,0,0,6,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.6404233,.98506302
1021,0,0,6,3,1,1,2,3,2,3,1,3,2,3,1,2,3,2,.64446807,.696024,.034030739
1022,0,0,6,3,3,1,0,2,1,3,1,2,1,3,0,3,1,1,-.31357718,1.1779282,-1.0729505
1023,0,0,6,3,1,1,2,3,1,3,1,2,3,3,1,2,3,3,1.5584854,.696024,.034030739
1024,0,0,6,1,3,3,3,3,3,2,3,2,3,2,3,3,2,3,1.5584854,-.49576876,2.1203892
1025,0,0,6,3,2,2,3,3,3,2,1,3,3,3,3,3,3,3,1.5584854,.33166075,1.0301821
1026,0,0,6,2,1,1,1,3,3,2,1,2,2,3,1,1,3,1,.42178065,-.28296947,-.39816651
1027,0,1,6,1,1,1,1,1,2,1,2,3,3,3,3,3,3,0,-.23715805,-.15962124,.27903733
1028,0,0,6,3,3,2,2,2,3,3,1,2,0,3,3,1,1,0,-1.0421256,.45528537,.66623741
1029,0,0,6,1,0,1,2,3,3,3,1,3,3,3,3,3,3,2,1.1242504,.74519873,.37792701
1030,0,0,6,2,2,0,0,1,1,2,1,1,1,2,1,1,2,2,-.42456412,-.72431529,-1.2284092
1031,1,1,6,2,2,0,2,1,2,1,3,3,0,0,2,2,1,3,-.69513983,-1.536024,.6325919
1032,0,0,6,2,1,1,1,3,2,3,2,2,2,3,3,1,1,1,.42178065,.25805777,.27903733
1033,0,0,6,3,2,3,1,2,3,3,2,1,2,3,1,1,3,1,.083516158,.45528537,.38709038
1034,1,1,6,2,0,3,2,1,0,0,0,1,2,3,3,3,2,1,-.27041367,-.088892259,.74639755
1035,1,0,6,2,1,0,1,2,1,3,1,2,2,2,2,3,1,1,.083516158,.035898861,-.50473809
1036,0,0,6,3,2,1,1,0,0,3,1,1,0,2,1,3,1,1,-1.588267,.18607888,-.39816651
1037,0,0,6,2,1,0,0,2,3,3,1,3,1,3,1,3,3,1,-.31357718,.89192474,-1.2284092
1038,0,0,6,2,1,0,1,2,1,3,1,2,2,3,1,3,2,1,.083516158,.89192474,-.71527869
1039,1,0,6,2,2,,3,2,,,2,2,2,2,1,,2,1,.083516158,-.46166685,.86391878
1040,0,1,6,1,1,0,1,3,2,3,1,1,3,3,0,1,0,3,1.5584854,.12768142,-.91924
1042,1,0,6,2,1,0,1,2,1,3,1,1,2,2,1,2,1,1,.083516158,-.18181866,-.71527869
1043,1,0,6,2,1,0,1,1,2,3,1,1,0,2,1,2,2,2,-.84011424,-.18181866,-.71527869
1044,1,1,6,2,0,1,0,3,3,2,1,2,0,3,2,2,0,1,-.45074278,-.077705279,-.64706105
1045,1,1,6,2,1,1,2,1,1,3,1,2,1,3,2,3,2,1,-.67925137,.89192474,.23377024
1046,1,0,6,2,3,1,1,1,1,3,1,2,0,3,2,1,2,3,-.69513983,.25805777,-.19963144
1047,1,2,6,2,1,0,0,3,1,2,0,2,1,3,0,2,1,2,.261067,-.077705279,-2.0206969
1048,1,1,6,2,2,0,1,0,1,2,1,1,0,2,3,1,,3,-1.2128097,-.72431529,-.39922595
1049,0,1,6,2,1,0,0,3,0,0,0,2,3,2,0,1,0,3,1.5584854,-1.1665107,-2.0206969
1050,1,1,6,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,-.42456412,-1.3023454,.034030739
1051,1,1,6,3,3,0,0,1,1,3,1,2,1,3,1,2,0,1,-.67925137,.696024,-1.2284092
1052,1,0,6,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,-.67925137,-.78587162,.54576206
1053,1,0,6,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,-1.1166126,-.11514574,-.25021514
1054,1,0,6,2,3,3,2,1,3,2,3,0,1,0,3,3,0,1,-.67925137,-1.0050694,1.5370858
1055,0,1,6,2,2,1,1,1,1,3,1,2,1,3,1,1,1,1,-.67925137,.25805777,-.39816651
1056,1,0,6,3,2,1,1,2,2,3,1,3,1,3,2,3,1,3,.13534772,1.1779282,-.19963144
1057,1,1,6,3,1,1,0,3,2,2,0,2,2,2,1,0,1,0,.28196093,-.7305733,-1.267658
1058,1,1,6,2,1,1,1,0,2,2,1,3,1,2,1,2,3,2,-.74813849,-.55206549,-.39816651
