Folio,Escuela,Género,Edad,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,Ag17,Ag18,Ag19,Ag20,Ag21,Ag22,Ag23,Ag24A,Ag24B,Ag24C,Ag24D,Ag24E,Ag25,Ag26,Ag27,Ag28,Ag29,Ag30,Ag31,Ag32,Ag33,Ag34,Ag35,Ag36,Ag37,Ag38,Ag39,Ag40,Ag41,Ag42,Ag43,Ag44,Ag45,Ag46,Ag47,Ag48,Ag49,Ag50,Ag51,Ag52,Ag53,Ag54,Ag55,Ag56,AgrBer,AgrProv,AgrFuria,PrConsNegAgr,ImpConsNegAgr,ExpConsNegAgr
90,1,1,2,0,1,1,1,2,3,0,3,2,3,3,3,3,3,0,0,4,1,3,3,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,23,2,0
91,1,0,1,1,1,0,1,2,3,1,2,2,3,3,3,2,3,1,0,3,2,0,3,2,2,0,1,0,0,0,0,0,0,2,0,1,1,0,2,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.1316162347793579,-.28949711,-.72042376,21,15,0
92,1,1,2,2,1,0,2,1,3,0,3,3,2,3,3,3,3,1,2,3,4,0,3,1,0,1,1,0,0,0,0,0,2,0,0,0,3,0,3,3,3,3,3,3,2,1,0,0,1,0,1,0,0,1,0,2,2,2,2,1,0,0,0,1.300787568092346,.28803599,.20945761,23,23,4
93,1,0,1,2,0,0,1,0,3,1,3,3,3,3,1,3,3,3,2,3,2,0,3,2,1,1,0,0,0,0,1,0,2,0,0,0,3,2,2,1,2,3,2,2,3,0,0,0,1,0,0,0,0,2,0,2,2,1,3,1,0,0,0,1.272351980209351,.28803599,.20945761,22,18,3
94,1,0,2,1,1,1,2,1,3,0,2,3,2,2,1,2,2,1,1,3,0,0,3,2,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-.1593618392944336,-.47517884,.071426168,17,14,0
95,1,0,2,0,1,2,2,2,3,2,3,1,2,3,3,3,3,0,1,3,0,3,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,21,8,0
96,1,1,2,1,1,3,1,0,3,0,1,2,2,2,2,3,2,1,1,2,0,0,3,2,1,1,1,0,0,0,0,0,0,1,2,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,.3113850057125092,.079941943,-.72042376,17,24,0
98,1,0,2,0,2,1,1,1,3,1,3,3,2,2,2,2,2,2,1,2,4,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-.2344677299261093,-.47517884,-.060695779,19,17,0
99,1,0,1,2,0,0,0,0,3,1,2,3,2,2,1,3,2,1,2,3,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,3,3,3,0,1,0,1,0,0,0,0,0,0,3,2,3,1,0,2,0,1,1.457142949104309,-.92270309,.60511768,18,21,1
100,1,0,2,0,1,1,1,1,3,0,2,3,0,2,2,2,2,2,1,4,4,0,3,3,2,0,0,0,0,0,1,1,0,1,0,1,3,0,1,3,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,1.060887217521667,.13605925,-.060695779,16,20,0
101,1,0,2,1,1,1,2,2,3,1,2,3,1,2,2,1,3,1,1,2,4,0,2,2,1,0,1,0,0,0,0,1,0,1,0,2,3,2,2,2,2,3,3,3,3,0,1,2,1,0,1,0,0,2,0,1,0,2,1,0,0,0,0,.3544811606407166,.13605925,-.72042376,17,21,6
102,1,1,2,2,0,0,1,1,2,0,2,2,2,2,0,3,0,2,0,1,4,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,.0723155289888382,-.92270309,-.060695779,13,9,0
103,1,0,2,1,1,0,1,0,3,1,3,2,3,3,3,3,3,1,2,3,2,2,2,2,2,2,1,0,0,0,0,0,1,1,0,2,3,0,2,0,2,2,2,0,3,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,.1316162347793579,.26327351,.54751509,23,14,5
104,1,0,1,2,1,0,1,1,3,0,3,3,1,3,2,1,3,1,1,3,2,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,2,0,2,3,2,3,1,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-.628503680229187,-.47517884,-.72042376,19,18,2
105,1,0,1,0,1,0,1,3,3,0,3,3,3,3,3,3,3,1,0,3,0,0,3,3,2,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-.2344677299261093,-.47517884,-.72042376,24,8,0
106,1,0,2,0,1,1,1,3,3,0,3,3,3,3,3,3,3,1,1,4,0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.234678745269775,-.92270309,-.13965733,24,15,0
107,1,0,2,1,1,1,1,3,0,3,1,0,2,1,2,0,0,0,0,4,2,0,3,3,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,0,,0,0,2,2,0,0,1,1,0,,0,0,0,0,1,2,1,1,1,0,0,0,.6146154403686523,.0093125962,.20945761,6,6,2
108,1,0,2,0,1,0,1,3,3,1,3,3,1,2,1,1,3,1,1,4,1,2,3,3,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,-.47517884,-.72042376,17,0,0
109,1,0,2,1,1,0,1,2,3,0,3,3,3,3,3,2,3,0,1,3,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2,3,3,2,3,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,-.4684528708457947,-.92270309,-.72042376,23,21,1
110,1,0,2,1,1,2,1,1,3,1,2,3,2,3,1,3,3,0,0,3,4,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,3,2,1,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-.1593618392944336,-.92270309,-.72042376,20,19,2
112,1,0,2,2,1,0,2,1,3,0,3,3,3,3,3,3,3,1,0,3,1,0,3,3,0,0,1,0,0,0,0,0,0,1,0,2,3,0,3,3,3,3,3,3,3,0,0,1,0,0,1,0,0,0,0,2,1,1,1,2,0,0,1,.6430109739303589,-.47517884,.88603783,24,24,2
113,1,1,1,2,2,1,1,1,1,0,3,2,0,3,2,3,3,2,1,4,4,3,3,3,3,0,0,0,0,0,1,1,0,0,0,0,3,2,2,2,2,3,2,2,3,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,1,0,.360169529914856,-.096758984,-.13965733,17,19,2
114,1,1,2,1,1,1,1,0,2,1,3,1,1,3,1,2,2,2,0,3,0,0,3,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,.6146154403686523,-.47517884,-.72042376,15,24,0
115,1,1,2,1,1,0,1,1,3,2,3,3,2,3,2,2,3,1,0,1,3,1,3,3,3,1,0,0,0,1,1,1,0,1,0,2,2,1,2,3,3,3,3,2,3,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,.1316162347793579,.13605925,-.72042376,21,21,3
117,1,0,1,1,0,0,1,2,3,0,2,3,3,3,2,3,3,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-.1512518376111984,-.92270309,-.72042376,22,24,0
118,1,0,1,0,1,0,2,1,2,2,2,2,2,2,2,2,2,1,0,3,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,16,9,0
119,1,0,2,0,1,0,1,1,3,1,3,3,2,2,2,2,2,1,2,3,1,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,19,17,0
120,1,1,1,1,1,0,1,1,3,0,3,2,2,3,3,2,1,1,1,3,0,2,2,2,2,1,1,0,0,0,1,0,0,0,1,0,3,0,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,.174985870718956,-.26885733,-.72042376,19,19,0
122,1,0,1,0,1,1,1,1,1,0,3,2,2,3,2,2,2,0,1,3,0,0,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,.4094936847686768,-.096758984,-.13965733,17,1,2
123,1,1,1,1,1,3,1,0,3,2,2,2,1,2,1,1,2,2,2,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,14,18,0
124,1,0,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,2,2,3,2,0,3,2,2,1,1,0,0,0,0,1,0,0,0,0,3,0,1,2,3,2,1,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,.4094936847686768,-.096758984,-.72042376,7,17,1
125,1,0,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,2,2,3,0,2,2,2,0,1,0,0,0,0,1,0,1,1,2,1,0,3,3,2,3,3,2,2,1,1,2,2,0,2,2,1,1,0,2,2,1,0,0,1,0,1,.5935094356536865,.45044786,.45600644,15,19,11
126,2,1,1,0,1,0,1,0,3,0,3,3,1,3,3,2,2,0,0,3,2,2,2,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,2,0,0,-.6260668635368347,-.47517884,.071191259,20,0,7
127,2,0,0,0,1,1,1,1,3,0,3,3,2,3,1,2,3,2,1,3,0,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,20,5,0
128,2,1,1,2,2,3,2,0,3,2,2,2,1,1,2,2,1,1,1,3,4,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,.6146154403686523,-.26885733,-.13965733,14,8,8
129,2,1,0,1,0,1,1,0,3,1,3,3,3,3,3,3,3,2,1,3,2,3,3,2,3,0,0,0,0,0,1,1,2,0,0,0,3,0,3,2,3,3,3,3,3,1,0,0,1,0,0,0,0,0,0,2,3,2,3,1,0,1,0,1.733213782310486,.74720412,.50915176,24,23,2
130,2,1,0,3,2,3,0,1,2,2,1,0,1,2,0,2,2,1,0,2,4,3,0,3,1,1,1,0,0,0,0,1,2,1,3,4,0,2,2,1,0,0,3,1,2,3,3,0,2,1,0,1,2,2,3,0,0,1,1,3,2,1,1,-.1089030727744102,1.302739,1.7174093,10,9,11
131,2,0,0,0,0,0,1,0,1,2,1,1,1,2,1,0,1,0,2,2,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,2,0,1,2,1,0,2,2,1,0,2,.649881899356842,-.92270309,1.3539644,8,3,10
132,2,1,1,2,3,1,1,0,3,2,3,3,2,1,1,2,2,2,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,0,3,1,3,2,1,0,0,0,1.520228505134583,.36271501,.20945761,17,16,10
133,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,.360169529914856,-.47517884,-.72042376,8,8,0
134,2,1,2,0,1,1,1,2,3,3,2,2,2,2,3,3,2,2,1,0,0,3,3,3,3,3,1,0,0,0,0,0,0,1,0,1,3,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,19,21,0
135,2,1,1,0,0,0,0,1,2,0,2,2,2,2,2,1,1,0,0,4,1,3,2,2,1,3,1,0,0,0,0,2,0,4,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.96295089,-.72042376,14,16,0
136,2,0,1,0,2,1,2,1,2,0,2,1,0,1,1,1,2,3,2,2,4,3,3,2,2,0,1,0,0,0,0,2,1,1,0,3,2,1,2,2,3,3,2,2,3,3,3,1,0,2,3,1,3,3,1,3,2,2,2,1,0,0,1,1.512102723121643,.81887496,.63256049,10,19,16
137,2,0,1,0,1,1,1,1,3,1,3,3,3,3,3,3,3,1,1,2,4,1,2,2,1,1,1,0,0,0,0,0,0,1,0,1,3,3,2,3,3,3,2,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1.234678745269775,-.47517884,-.060695779,24,22,3
138,2,1,2,0,2,1,2,1,3,1,2,1,3,1,0,3,2,1,0,2,2,3,2,1,0,1,0,1,0,0,0,3,2,2,1,2,1,1,2,3,2,3,2,1,2,2,1,3,1,2,0,3,1,3,2,0,3,1,2,3,1,3,1,.8751341104507446,1.6814046,1.7791529,15,16,15
139,2,1,1,0,4,2,1,1,0,0,0,0,1,2,2,1,0,0,0,1,4,1,0,2,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,1,1,0,0,3,0,0,0,0,,0,0,0,3,0,,0,0,0,0,0,0,0,0,-1.234678745269775,1.0767882,-.72042376,6,5,3
140,2,1,1,1,1,1,1,2,3,0,3,3,3,3,3,3,3,2,2,4,4,2,3,3,2,1,1,0,0,0,0,1,1,4,0,1,3,0,3,3,2,1,2,1,2,3,0,3,3,0,3,2,1,2,0,0,0,0,0,1,0,0,1,-1.234678745269775,.80985898,.63256049,24,17,17
141,2,0,1,0,0,0,0,1,2,2,3,2,2,2,1,2,2,0,0,2,0,2,0,2,2,0,0,1,0,0,0,0,3,3,0,3,,1,3,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,2,0,1,0,2,0,1,.0527565702795982,.99924296,.60511768,16,8,9
142,2,1,0,0,1,1,1,0,3,1,2,3,3,2,2,3,3,2,1,3,1,1,3,2,1,1,1,0,0,0,0,2,1,0,0,0,3,1,2,3,2,1,1,3,3,0,0,1,2,1,1,1,2,2,0,0,1,0,0,0,1,0,0,-.628503680229187,.68537265,-.060695779,21,18,10
143,2,0,0,0,1,1,2,1,3,1,3,3,3,3,3,3,3,0,1,4,0,0,3,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-.2344677299261093,-.26885733,.071426168,24,5,0
144,2,0,0,3,1,1,1,0,3,1,3,3,1,3,2,1,2,2,1,3,4,0,3,3,3,0,1,0,0,0,0,0,0,2,0,1,3,1,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,-.2344677299261093,-.28949711,.071426168,18,14,1
145,2,0,0,2,1,0,2,1,3,1,2,3,2,3,2,3,2,2,1,3,0,3,3,2,2,0,1,0,0,0,0,1,0,3,0,2,1,1,1,2,2,2,1,3,2,2,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,.8503924608230591,.34016931,-.72042376,20,14,3
146,2,0,1,0,1,1,1,2,3,0,3,3,3,3,3,3,3,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,24,8,0
147,2,,,3,1,1,2,1,3,1,3,3,3,3,3,3,3,3,3,4,2,2,3,2,2,2,0,1,0,1,1,0,1,0,0,0,3,2,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,0,3,3,2,1,1,1,0,0,1.492126941680908,.06027035,.54751509,24,23,2
148,2,0,0,0,0,0,1,0,1,0,2,2,0,1,1,2,1,2,1,0,0,2,3,2,2,0,1,0,0,0,1,0,1,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.26327351,-.72042376,10,16,0
149,2,0,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,2,1,0,0,0,0,3,0,2,2,4,3,3,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-.3742443025112152,1.1974455,-.72042376,16,20,0
150,2,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,.6430109739303589,.13605925,.071426168,24,13,0
151,2,0,1,1,1,0,1,1,3,0,3,3,3,3,1,3,3,2,1,2,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,2,1,0,2,2,0,2,1,2,2,0,0,2,0,0,0,0,0,2,0,3,2,1,1,1,0,0,0,1.030741930007935,-.47517884,.20945761,22,12,4
152,2,1,1,3,0,0,0,0,2,0,1,1,1,1,0,2,3,2,1,3,2,1,2,3,1,1,1,0,0,0,0,2,2,2,2,1,0,3,1,1,2,3,2,2,2,3,2,1,2,3,2,3,2,1,0,0,0,0,0,2,2,2,2,-1.234678745269775,1.6062508,1.8003303,11,13,17
153,2,1,1,0,1,0,1,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,24,24,0
154,2,1,0,2,1,1,1,0,2,1,3,3,1,1,3,2,1,0,1,3,0,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,0,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,-.0494720451533794,-.47517884,.63256049,16,13,0
155,2,1,0,2,1,2,0,1,2,1,2,3,1,2,2,2,2,2,2,3,3,3,2,2,2,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,.5966452956199646,.13605925,-.060695779,16,5,1
156,2,0,1,2,2,1,1,1,0,0,2,0,0,0,0,0,0,2,2,2,4,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,1,1.300787568092346,.13605925,.45600644,2,0,0
157,2,1,0,3,4,4,4,0,0,0,3,3,0,3,3,0,0,3,3,4,3,0,1,0,3,3,1,0,0,0,0,3,3,4,3,0,3,0,3,0,0,3,3,0,3,0,0,3,3,0,3,0,0,0,3,3,3,3,3,3,0,3,3,2.447552680969238,2.8337255,2.2198985,12,15,9
158,2,1,1,3,3,0,1,1,3,2,2,2,2,2,1,0,1,1,1,1,4,0,1,2,0,0,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,1,1,1,1,1,2,0,0,.4094936847686768,.77923119,.69134474,13,0,24
159,2,1,1,2,3,4,0,2,2,1,3,2,2,2,2,1,0,1,1,1,4,2,2,2,1,1,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,.4094936847686768,2.3255627,.87201536,14,4,8
160,2,0,0,0,3,3,1,0,3,1,2,3,2,3,2,2,3,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,20,0,3
161,2,1,3,0,1,0,1,3,,3,3,3,3,3,3,1,3,2,1,4,2,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,3,0,3,3,2,0,0,0,0,0,0,2,0,3,0,1,3,2,1,0,0,2,0,.983370840549469,-.92270309,-.065929614,19,17,5
162,2,1,1,2,3,2,0,3,1,3,2,0,3,2,0,1,2,0,2,1,2,3,0,1,3,2,0,0,0,1,0,2,0,4,1,3,0,1,2,1,2,0,2,1,2,3,0,2,1,2,0,2,1,3,0,2,1,2,0,2,1,3,2,.5709795355796814,.96295089,1.7249827,11,10,14
163,2,0,2,3,0,1,2,2,2,1,1,0,0,1,1,1,0,3,3,4,2,2,2,1,1,1,0,1,0,0,0,0,3,3,2,3,3,3,1,2,1,0,2,2,2,2,1,3,3,0,1,1,0,1,3,2,3,3,2,2,2,3,0,1.684201002120972,1.6032218,1.4343374,6,13,11
164,2,1,2,2,1,1,1,1,3,2,2,2,2,2,1,2,2,1,0,0,0,3,3,3,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,16,16,0
165,2,1,1,2,4,1,1,0,3,2,3,2,1,3,3,2,3,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,1,1,0,1,2,1,3,3,3,3,3,2,2,3,1,1,2,2,3,3,2,3,0,3,1,3,3,2,1,1,1,1.865089178085327,.26327351,1.3129411,20,21,19
166,2,1,0,1,1,1,2,1,2,2,1,3,2,1,3,2,3,1,2,4,3,2,3,1,2,2,0,0,0,1,0,0,0,1,1,3,0,1,1,0,1,1,3,2,3,0,1,1,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,.0723155289888382,.0093125962,.7758041,17,11,4
167,2,1,1,0,0,0,1,1,3,1,3,3,3,2,2,3,3,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,-.92270309,-.72042376,22,24,0
168,2,1,2,1,1,2,1,2,2,0,3,3,3,3,3,3,3,2,2,4,4,2,3,3,0,0,0,1,0,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,,0,3,,0,0,0,0,0,3,0,2,3,2,0,0,0,1.463575482368469,.36271501,.41540945,23,3,3
169,2,0,1,2,1,1,1,2,3,2,3,3,2,3,3,3,3,2,1,3,1,2,3,2,1,,1,0,0,0,0,1,1,3,2,2,2,0,3,2,1,3,3,2,1,3,2,3,1,3,2,3,2,1,2,2,3,3,3,3,3,1,0,2.016058444976807,1.1064255,1.6406059,23,17,18
170,2,1,2,1,1,0,2,0,3,2,2,2,3,2,2,3,3,3,2,2,2,3,0,2,1,2,1,0,0,0,0,2,1,4,1,0,3,2,0,1,2,1,3,0,2,2,0,3,1,3,2,1,3,1,2,0,2,1,3,0,2,1,2,.858180820941925,1.2773589,1.0907789,20,12,16
171,2,0,1,2,0,0,1,1,2,0,2,3,2,1,2,3,2,1,1,0,0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,17,16,0
172,2,1,0,0,1,0,1,0,3,2,3,3,3,2,3,2,0,3,2,0,3,1,3,2,1,2,0,0,0,0,1,1,0,0,0,0,3,2,1,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.096758984,-.72042376,19,17,0
173,2,0,1,2,2,1,1,0,2,2,2,2,2,2,2,2,2,1,1,3,3,0,3,2,0,0,1,0,0,0,0,1,0,1,1,1,3,3,3,3,3,3,3,3,3,1,3,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,.4094936847686768,.45044786,-.72042376,16,24,3
174,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,0,0,0,2,0,1,0,1,0,0,2,2,2,2,3,0,2,3,2,3,1,3,3,,2,0,1,2,3,2,1,0,1,2,3,1.232677578926086,.32914245,1.1292642,0,13,15
175,2,0,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,0,0,1,4,1,1,2,2,1,0,1,0,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,3,1,2,1,1,0,0,1,1.039136052131653,1.3622154,.63256049,16,16,8
176,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,-1.234678745269775,-.92270309,1.050879,10,8,9
177,2,1,2,3,1,1,0,1,1,2,1,2,3,2,2,3,2,2,3,4,2,2,1,2,3,2,1,0,0,0,0,2,2,3,3,4,2,1,2,2,2,3,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,3,3,.3826938569545746,1.7792162,2.316659,16,17,11
178,2,0,1,0,1,1,1,1,3,0,3,3,3,3,3,3,3,1,1,3,2,2,1,2,2,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,3,1,2,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-.6260668635368347,.13605925,-.72042376,24,11,3
179,2,1,1,0,1,1,1,1,3,1,2,3,3,2,2,3,3,1,1,3,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,21,10,0
180,2,1,1,1,2,1,1,0,3,3,3,3,2,2,2,2,2,1,2,3,4,2,2,2,2,1,0,0,0,0,1,0,0,1,0,1,3,2,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-.628503680229187,-.47517884,-.060695779,19,22,0
181,2,1,1,0,1,1,1,1,3,1,3,3,3,3,3,3,2,1,0,0,0,3,3,3,3,,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,23,13,0
