Folio,Escuela,Género,Edad,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75,PrConsPosSex,PrConsNegSex,ImpConsPosSex,ImpConsNegSex,ExpConsPosSex,ExpConsNegSex,SexCompromiso,SexIncid
990,6,1,1,3,0,3,0,1,1,1,2,1,1,1,1,3,3,3,3,3,3,2,1,3,1,3,1,3,2,3,3,2,1,0,2,1,3,4,1,3,0,0,0,1,1,4,4,4,1,0,0,0,0,1,0,3,1,2,2,1,2,1,2,3,2,2,1,0,1,2,0,1,1,1,1,2,4,4,1,1,3,2,9,12,4,15,4,5,-.5214428305625916,.94809699
620,5,1,1,0,0,1,3,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,3,1,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,6,13,9,14,0,0,,-1.2970114
788,7,1,1,2,0,1,1,0,0,0,1,0,0,0,0,2,2,0,2,0,2,0,0,3,2,2,1,3,2,3,3,3,1,,0,0,3,3,1,2,,1,0,2,2,2,2,,0,0,1,0,0,1,0,2,3,1,2,0,0,1,2,2,3,1,2,0,1,1,0,2,1,2,3,2,3,2,3,1,2,2,6,2,5,14,1,0,-.527244508266449,.62168396
302,2,1,1,0,0,4,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,15,9,15,0,0,,-1.2970114
1311,8,1,1,2,0,4,1,0,0,0,0,0,0,0,0,3,0,3,1,1,1,3,2,3,0,1,3,3,1,3,2,0,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,2,1,1,2,3,1,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,2,12,4,12,0,0,.6693002581596375,-.72071743
1261,6,1,1,3,0,4,2,1,2,0,2,0,2,1,0,2,1,2,2,1,2,1,2,3,2,3,2,1,2,2,2,2,1,1,2,2,3,4,2,2,0,0,0,3,3,4,4,4,0,1,0,0,0,0,0,2,2,2,2,1,3,3,3,3,2,2,3,0,0,1,0,2,2,2,2,3,4,4,3,1,2,2,5,8,6,11,6,2,.3804028928279877,1.1618766
250,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,3,1,3,1,3,1,3,3,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,0,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,9,3,15,0,0,,-1.2970114
699,5,1,1,0,1,2,2,0,3,0,0,0,0,0,0,3,0,3,0,2,1,1,0,2,1,1,0,2,0,1,2,2,2,2,2,0,3,0,0,0,0,0,0,3,4,3,3,4,0,0,1,0,0,3,1,2,2,3,0,3,1,2,3,1,3,3,2,0,1,0,1,1,5,4,0,0,0,0,0,0,0,2,1,9,1,8,3,0,,.60646385
615,5,1,1,3,0,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,3,1,2,0,2,1,3,4,1,3,0,0,0,1,1,4,4,4,1,0,0,0,0,2,0,2,1,2,1,1,0,3,3,2,2,2,2,1,1,1,0,1,0,0,0,2,3,3,2,1,1,2,6,7,5,11,0,0,-.0537788197398186,.87181044
31,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,3,2,3,2,3,1,3,3,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,5,15,0,0,1.283545017242432,-.72071743
709,7,1,1,3,0,2,2,0,2,0,2,0,1,0,1,2,1,2,1,0,2,3,2,3,2,2,3,2,2,3,2,1,2,0,2,1,3,4,1,2,0,1,0,3,1,4,4,4,1,0,0,1,0,0,0,2,1,2,2,2,1,3,3,2,3,2,1,0,0,2,0,1,2,2,1,2,4,4,1,1,2,2,4,9,7,12,5,1,.0098860021680593,.92374384
326,3,1,1,1,0,4,3,0,0,0,0,0,0,0,0,3,1,2,1,2,2,2,2,2,2,3,2,2,2,2,3,1,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,11,6,12,0,0,,-.86504501
87,1,1,1,3,0,1,2,2,3,0,3,0,3,0,2,2,1,2,1,2,1,2,2,3,3,3,3,3,3,3,3,0,2,0,1,1,3,3,1,3,0,1,1,3,1,4,4,4,1,1,0,1,0,3,0,3,1,2,3,2,0,3,3,3,3,3,3,1,0,1,0,1,4,3,1,1,4,2,1,3,3,0,3,10,9,15,9,4,1.283545017242432,1.0094548
637,7,1,1,0,,4,0,3,3,0,2,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,2,1,4,4,4,1,0,0,0,0,0,0,1,3,3,3,3,2,2,2,3,3,3,3,0,0,2,0,1,2,1,2,2,3,4,3,3,3,2,9,15,9,15,6,3,,.90824157
927,7,1,1,1,0,4,2,1,2,1,2,0,0,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,3,0,0,0,3,2,4,4,4,1,0,0,0,0,0,0,3,1,1,1,2,2,2,1,2,1,1,1,0,1,2,1,1,1,2,2,2,3,2,2,2,2,1,6,6,6,9,4,6,,1.0057046
781,7,1,1,0,0,1,2,0,0,0,0,0,0,0,0,3,1,3,2,1,2,3,2,1,1,2,2,1,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,1,0,3,0,2,2,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,5,12,5,8,0,0,,-1.2970114
1051,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,2,2,0,0,2,3,2,2,2,2,2,2,2,2,0,2,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,2,1,0,3,2,2,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,8,6,10,0,0,,-.43964824
1538,8,1,1,1,0,1,2,0,0,0,0,0,0,0,0,3,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,1,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,3,3,2,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,9,15,0,0,,-.86504501
736,7,1,1,3,0,4,2,0,2,0,2,0,2,0,0,3,2,2,2,0,2,0,0,2,2,2,1,2,2,2,2,1,2,0,2,0,2,3,2,1,0,0,0,3,1,3,4,4,1,0,0,0,0,0,0,3,1,2,2,3,3,3,3,3,3,3,3,1,0,1,0,1,1,1,1,1,4,4,3,3,3,2,6,5,5,10,6,0,1.283545017242432,.67070591
767,7,1,1,3,0,1,2,2,2,0,2,0,2,0,1,2,2,3,1,3,1,3,3,3,2,3,3,3,2,3,3,3,2,0,1,1,3,3,2,3,0,0,1,1,1,4,4,4,1,0,1,1,0,0,0,3,2,1,2,1,0,3,3,2,3,3,3,1,0,2,0,1,2,2,1,1,3,3,3,3,0,2,4,14,7,15,6,3,.8210962414741516,.93397433
981,6,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,6,10,9,14,3,5,,-1.2970114
457,1,1,1,3,1,3,3,0,3,0,3,0,2,0,0,2,1,3,0,3,1,3,3,3,3,3,2,3,1,3,3,1,1,0,2,0,3,3,1,2,0,1,0,3,1,4,3,4,1,1,0,1,1,2,0,2,1,2,3,1,2,3,3,3,3,2,2,0,0,2,0,1,3,2,1,1,4,3,1,1,2,0,2,14,6,15,8,0,.3112082779407501,.79724449
782,7,1,1,3,0,2,2,1,2,0,1,0,0,0,2,2,1,3,2,2,1,3,3,3,2,3,2,3,3,3,3,2,3,0,1,1,3,3,1,3,0,0,0,1,1,4,3,4,0,1,0,0,0,1,0,3,2,2,3,2,2,3,2,2,2,3,2,1,0,1,0,1,2,1,2,2,4,4,3,3,1,2,4,13,7,15,3,3,-.0519841201603413,.91124868
360,3,1,1,2,0,2,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,3,0,3,2,3,2,3,3,0,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3,1,2,3,3,1,0,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,15,2,0,-.0934300869703293,-.72071743
641,5,1,1,3,1,4,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,3,0,3,0,3,0,3,3,0,2,2,1,1,2,3,2,1,0,1,0,3,1,4,4,4,1,1,0,1,1,0,0,1,1,2,2,1,2,3,3,3,2,2,2,1,1,2,0,1,1,1,1,1,4,3,1,1,3,2,0,10,0,15,0,0,.0938269048929214,.77602202
632,5,1,1,1,0,4,1,0,0,1,0,2,0,2,0,2,1,2,0,2,0,2,3,1,1,2,0,3,3,3,1,2,1,0,2,1,0,4,0,2,1,0,0,3,2,3,1,3,0,0,0,1,0,1,3,0,2,1,3,1,0,2,1,2,2,0,2,0,0,2,0,0,2,2,3,2,2,2,0,3,3,2,1,11,4,10,0,5,,.60740459
631,5,1,1,3,0,2,2,2,1,0,1,0,0,0,1,3,1,2,1,0,1,0,0,2,1,3,1,2,1,2,2,0,3,0,1,1,2,4,2,2,0,1,0,3,4,4,4,4,0,1,0,0,0,0,0,2,3,2,2,2,1,2,2,3,2,2,2,1,1,1,0,1,2,3,2,2,3,4,3,3,3,2,3,5,3,11,2,3,-.2665462493896484,1.1507462
624,5,1,1,3,0,4,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,3,1,3,1,3,1,3,3,2,1,0,2,1,2,4,2,2,0,1,0,3,1,4,4,4,0,1,0,1,0,2,0,2,1,2,2,1,3,3,2,3,3,3,3,1,1,1,0,1,1,1,0,2,3,3,1,1,2,2,5,10,3,15,0,0,.7435129880905151,.84158188
153,2,1,1,3,0,4,1,0,3,0,2,0,2,0,0,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,4,2,1,0,1,0,3,1,3,4,4,0,0,0,1,0,4,0,1,1,1,3,1,3,3,3,3,3,3,3,0,0,2,0,2,4,1,2,4,4,4,1,1,1,2,0,15,9,15,7,0,1.283545017242432,.89415556
214,2,1,1,3,0,3,1,0,3,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,3,4,2,1,0,0,0,2,2,4,4,4,1,0,0,0,0,0,0,4,1,3,3,3,3,2,2,2,2,2,2,0,1,2,1,2,1,0,1,1,4,4,3,3,3,2,6,15,9,15,3,0,-.3758437931537628,.83746475
1306,8,1,1,2,0,3,1,2,2,0,2,0,2,0,1,2,3,2,1,2,2,0,2,0,2,2,2,2,2,2,2,1,1,0,1,1,3,3,2,2,0,0,0,3,1,4,4,4,1,1,0,1,0,0,0,1,1,1,2,1,1,3,3,3,3,3,3,1,1,0,0,0,0,2,1,1,0,4,3,2,3,2,6,8,6,8,6,3,1.283545017242432,.75868928
275,2,1,1,3,2,0,0,1,1,2,,2,0,1,2,2,2,2,1,0,2,1,0,1,2,1,2,1,0,1,2,3,0,1,3,0,1,0,0,4,0,0,1,1,3,2,3,3,0,0,1,0,0,4,3,2,4,2,1,2,0,2,0,2,3,2,1,0,1,0,1,1,3,4,4,4,2,1,1,0,1,0,5,5,4,6,,8,-.572192370891571,.79909456
1130,6,1,1,2,0,1,2,0,3,0,2,0,3,0,0,0,3,0,3,0,3,0,0,3,3,3,3,3,3,3,3,0,2,3,3,1,3,5,1,4,0,0,0,2,2,4,4,4,0,1,0,1,0,3,0,3,4,2,3,1,0,2,1,3,0,2,0,0,1,2,0,1,1,0,0,2,4,3,2,2,3,2,9,0,9,15,8,0,-.9068993926048279,.97352427
838,7,1,1,0,0,4,3,3,2,1,0,1,1,1,1,3,3,3,2,1,0,1,3,1,3,3,3,2,1,0,3,2,1,1,1,1,1,5,1,4,0,0,0,,0,0,0,0,0,0,0,0,1,4,4,4,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,2,1,2,5,11,7,9,3,7,,-.51441705
181,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,3,3,3,1,3,0,3,0,3,3,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,3,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,1,15,0,0,,-1.2970114
542,5,1,1,3,0,3,2,2,2,0,0,0,1,0,0,2,2,1,1,0,2,0,0,2,2,2,2,2,2,2,2,2,1,0,1,2,2,3,2,2,0,0,0,1,1,4,4,4,1,0,0,0,0,0,0,1,2,2,2,1,2,3,3,3,3,2,3,0,1,1,0,1,1,1,2,2,3,3,3,3,1,2,5,3,6,10,3,2,.7075777053833008,.93397391
373,3,1,1,2,0,2,2,2,2,1,2,0,2,0,1,0,1,2,3,2,1,0,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,3,0,2,0,1,1,2,2,,1,2,0,0,0,0,1,0,2,4,2,2,1,2,1,2,0,1,1,1,1,1,1,0,0,0,2,2,4,3,3,4,2,1,1,1,5,5,5,8,6,4,-1.046791553497314,.62212008
1070,6,1,1,1,0,3,1,0,1,0,0,0,0,0,0,3,3,3,2,1,3,3,2,3,3,3,3,2,3,3,3,2,2,0,1,1,1,4,2,1,0,1,0,3,1,4,4,4,1,0,0,0,1,2,0,1,1,3,1,2,3,3,3,2,3,3,3,0,1,2,0,1,2,1,1,1,3,4,3,3,3,2,8,12,9,14,1,0,,.76484442
921,7,1,1,1,2,2,1,0,0,0,2,0,0,0,0,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,3,2,2,3,3,3,3,3,3,1,1,0,0,0,0,,0,0,0,0,0,0,0,2,5,10,6,11,2,0,,-.86504501
860,7,1,1,1,2,3,0,3,1,2,0,2,3,1,2,0,3,1,3,2,2,0,2,2,3,1,2,0,2,1,0,3,2,2,3,3,2,0,0,2,1,1,0,1,3,0,3,4,0,0,1,0,0,2,1,1,3,0,3,3,1,2,3,2,1,2,,0,1,0,,2,0,2,2,4,1,2,3,3,1,1,8,5,7,4,4,10,,.67290998
915,7,1,1,1,0,3,3,2,2,3,2,2,2,2,3,2,1,0,1,3,2,2,1,3,2,1,3,2,2,2,2,3,2,1,0,2,1,3,2,2,0,0,0,3,4,3,2,1,0,0,0,0,1,4,1,2,4,2,1,2,1,2,3,2,3,2,1,1,1,2,0,1,5,1,3,2,3,4,3,2,1,2,4,8,7,10,6,12,,.61805964
1526,8,1,1,2,0,2,3,2,2,0,2,0,3,0,0,3,3,3,2,3,2,3,1,3,2,2,2,3,3,3,2,3,0,0,1,0,3,4,2,2,0,1,0,3,1,1,4,4,0,1,0,0,0,1,0,2,2,3,2,1,3,3,3,3,2,2,2,1,1,2,1,1,1,2,2,2,4,4,3,1,3,2,7,13,7,13,7,2,.0938269048929214,.70073289
609,7,1,1,2,0,0,1,0,0,0,3,0,0,0,0,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,1,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,2,3,3,3,1,3,3,1,1,2,0,0,0,2,0,0,0,0,0,0,3,2,6,10,6,11,3,0,.6151773929595947,-.72071743
779,7,1,1,1,0,4,2,0,1,0,0,0,1,0,0,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,1,3,5,2,1,0,1,0,3,1,4,4,4,1,0,0,0,1,3,0,1,1,3,3,1,3,3,3,3,2,3,3,0,1,2,0,1,0,1,0,1,4,4,3,3,3,2,6,13,9,15,2,0,,.64871663
113,1,1,1,3,0,3,2,2,2,0,2,0,0,0,1,3,2,3,2,3,1,3,2,3,2,3,2,3,1,3,3,3,0,0,0,1,3,3,2,2,0,0,1,1,1,4,4,4,1,1,0,1,0,0,0,1,4,2,3,1,3,3,2,3,3,2,3,1,0,2,0,1,1,2,1,2,4,3,3,3,1,2,5,14,5,15,4,3,.3877644836902618,.88242936
318,2,1,1,2,0,3,1,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,2,0,2,2,2,2,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,6,7,0,0,1.283545017242432,-.72071743
443,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,3,2,0,1,2,3,3,2,3,1,2,1,3,2,0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,11,4,13,0,0,,-1.2970114
503,4,1,1,3,0,4,3,1,3,1,3,0,0,0,0,3,2,3,2,2,0,3,3,3,2,3,2,3,1,3,3,0,2,1,2,1,3,5,1,3,0,1,1,3,1,4,4,4,0,0,0,0,1,1,1,2,4,2,2,1,3,3,2,3,0,3,3,0,1,2,0,1,4,1,,1,4,4,3,1,3,2,4,14,5,15,6,2,.2314606457948685,1.0578411
1546,8,1,1,3,0,2,3,0,1,0,1,0,1,0,0,3,2,3,2,2,1,3,3,3,2,3,3,3,0,3,3,1,2,0,3,1,3,3,2,1,0,1,0,3,1,4,4,4,1,0,0,1,1,2,0,1,1,2,3,1,1,3,3,3,3,3,3,1,1,2,0,1,1,1,1,2,4,4,3,3,1,2,5,14,5,15,3,0,1.283545017242432,.82856321
381,3,1,1,0,0,3,2,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,2,0,1,1,2,1,0,0,0,0,0,0,0,1,3,0,3,2,3,3,3,3,3,3,3,3,3,2,0,0,2,1,1,3,1,3,2,3,3,1,1,1,0,0,0,0,0,9,12,,.1787633
1057,6,1,1,3,0,3,0,0,3,0,3,0,2,0,2,2,2,2,3,0,3,2,3,3,3,1,3,0,2,2,2,1,3,0,2,1,3,3,2,1,0,0,0,2,4,4,4,2,0,1,0,0,0,1,0,1,2,1,2,3,3,1,2,3,3,1,3,0,0,2,0,2,5,0,4,3,4,2,3,3,3,2,8,9,8,8,8,2,-.1705611497163773,1.0359215
1350,8,1,1,3,2,3,1,2,1,2,1,2,1,2,1,2,0,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,3,2,2,5,,,1,,,3,4,3,4,4,0,1,0,0,0,2,2,1,4,2,2,2,2,2,2,2,2,2,1,1,1,2,0,1,2,0,3,3,2,2,1,1,1,1,4,10,6,9,3,9,-.5051828622817993,1.0732044
258,2,1,1,3,0,3,1,3,3,2,2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,1,1,2,1,0,2,2,0,0,1,3,3,1,3,0,0,1,3,1,4,4,4,0,1,0,0,0,2,0,3,4,0,2,1,3,3,3,3,3,3,3,1,0,1,0,1,3,3,1,1,3,1,3,2,1,0,9,15,6,5,5,5,1.283545017242432,.97183233
230,2,1,1,3,0,3,3,0,3,0,0,0,3,0,0,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,1,2,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,4,1,3,3,3,3,3,3,3,3,3,3,1,1,2,1,0,5,4,0,0,0,0,0,0,,0,9,9,9,15,6,0,1.283545017242432,.041464891
890,7,1,1,1,0,3,1,0,3,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,3,3,2,1,0,0,0,2,1,4,4,4,0,0,0,0,1,2,0,1,1,0,2,1,3,3,3,3,3,3,3,0,0,1,0,1,1,0,1,1,4,4,3,3,3,2,9,15,9,15,3,3,,.72537702
394,3,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,3,0,3,0,0,3,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,6,0,8,0,0,0,,-1.2970114
1318,8,1,1,1,0,4,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,3,1,3,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,2,6,10,6,14,0,0,,-.86504501
778,7,1,1,2,1,4,3,1,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,1,0,1,2,4,0,3,0,0,0,1,1,,2,2,0,0,0,1,0,2,3,1,4,0,2,1,1,1,3,,0,0,0,0,0,0,0,0,4,3,4,3,3,1,1,2,0,2,2,1,2,3,3,3,-1.386204242706299,.68609369
784,7,1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,1,3,3,3,3,3,3,3,3,3,3,3,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,2,0,1,3,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,9,15,0,0,,-.86504501
771,7,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,0,1,0,3,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,0,,-1.2970114
792,7,1,1,3,0,2,2,1,2,0,2,0,1,0,0,2,2,2,2,0,1,1,0,3,2,3,2,3,2,3,3,2,1,0,3,0,1,3,1,2,1,1,1,3,2,4,3,4,1,0,0,0,0,1,0,3,1,2,0,0,2,1,2,2,2,2,2,1,1,2,0,1,2,2,2,3,4,3,2,2,0,2,5,5,6,15,5,1,-.4892233908176422,.95529985
422,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,3,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,6,10,0,0,,-1.2970114
761,7,1,1,3,0,4,2,1,2,0,2,0,2,0,1,3,2,3,2,2,2,3,3,3,1,3,1,3,1,3,3,1,2,0,3,1,2,3,2,1,0,1,1,2,2,4,3,4,1,1,0,0,0,0,0,2,2,1,2,1,3,1,3,2,2,2,3,1,1,2,0,1,2,2,2,2,3,3,3,3,0,2,6,14,3,15,6,2,-.1527277231216431,.86541462
671,5,1,1,3,0,4,3,0,2,0,2,0,3,0,3,0,2,0,2,0,0,0,0,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,2,1,0,1,1,3,3,4,3,4,1,0,0,0,0,4,0,1,1,0,3,1,3,0,3,3,2,3,3,1,1,2,0,1,1,1,2,2,4,4,3,3,3,2,4,0,9,15,7,3,.2337009161710739,.86071873
431,3,1,1,0,0,4,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,3,2,1,3,0,1,2,1,2,2,2,0,1,1,0,0,4,2,0,0,1,2,1,2,1,1,6,10,6,10,0,0,,-.56376672
1388,8,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,2,2,1,3,1,3,2,3,3,1,1,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,2,7,4,14,0,0,,-1.2970114
167,2,1,1,3,0,3,3,0,2,0,2,0,1,0,0,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,1,3,4,1,2,0,0,1,1,3,4,3,4,1,0,0,0,0,1,0,3,3,1,3,0,3,0,0,2,2,1,0,0,0,2,0,2,3,4,2,3,4,4,3,1,0,0,6,11,9,15,5,0,-1.345953226089478,1.0346627
229,2,1,1,2,0,0,2,0,2,0,0,0,0,0,0,2,2,2,1,2,1,2,2,3,3,3,3,3,3,3,3,1,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,9,15,2,0,-.7718366980552673,-.72071743
966,6,1,1,2,0,1,3,0,0,0,2,0,0,0,0,3,2,2,2,1,2,2,2,3,2,3,2,3,3,3,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,6,10,7,15,2,0,1.283545017242432,-.72071743
386,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,11,6,10,0,0,,-1.2970114
299,2,1,1,1,,4,2,0,0,0,0,0,0,0,0,0,3,3,2,3,1,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,3,2,2,3,3,1,2,1,1,0,0,0,0,4,0,0,0,0,0,0,3,0,6,6,9,15,0,0,,-.86504501
