Folio,Escuela,Género,Edad,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75,PrConsPosSex,PrConsNegSex,ImpConsPosSex,ImpConsNegSex,ExpConsPosSex,ExpConsNegSex,SexCompromiso,SexIncid
845,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,2,0,3,3,3,3,3,3,3,3,3,3,2,2,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,14,9,15,0,0,,-1.2970114
325,3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,1,3,0,2,0,0,0,2,2,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,2,1,0,1,7,0,9,0,0,,-.86504501
746,5,0,0,0,0,4,0,0,0,0,0,,0,,0,2,1,2,,,2,2,,2,2,2,,2,,2,2,2,2,2,2,1,2,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,1,1,1,1,,,,0,1,0,1,0,0,4,0,0,0,0,0,0,3,2,,,,10,0,,,-1.2970114
1074,6,0,0,2,0,1,2,0,2,0,3,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,5,1,3,0,1,1,3,4,4,4,4,0,1,0,0,0,0,0,3,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,3,3,2,2,3,4,2,2,3,2,5,3,0,0,8,0,-2.399562120437622,1.2149767
1025,6,0,0,3,1,4,0,1,2,2,1,2,3,2,2,3,1,3,2,1,2,3,2,1,3,2,2,3,2,1,2,2,3,2,1,2,2,5,1,3,0,1,1,2,4,3,2,4,0,0,1,0,0,2,1,2,2,3,2,3,2,1,2,1,2,1,2,0,0,2,0,1,1,1,1,2,3,4,2,2,3,1,5,12,7,9,6,9,-.7210770845413208,.76769513
364,3,0,0,1,0,2,3,1,3,0,1,0,0,0,1,2,1,3,2,1,2,3,3,3,2,3,1,1,1,2,3,2,2,1,2,2,3,4,2,2,0,1,0,2,1,4,4,4,1,0,0,0,0,0,0,2,1,0,3,2,1,3,2,2,3,2,3,0,1,2,0,1,1,3,1,2,3,3,2,2,1,0,5,12,4,12,4,2,,.82675928
862,7,0,0,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,9,15,0,0,-2.399562120437622,-.65583187
334,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,3,0,3,0,3,3,0,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,3,1,0,3,3,0,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,0,15,0,15,0,0,,-1.2970114
707,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,3,0,1,13,9,15,0,0,,-1.2970114
397,3,0,0,1,2,4,1,2,1,0,3,2,3,1,1,3,1,1,3,1,1,1,1,3,3,3,2,2,1,1,3,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,3,3,3,0,2,0,3,3,3,3,1,0,1,0,0,4,4,4,2,2,1,0,0,1,0,5,7,6,12,7,6,,-.019224465
526,5,0,0,1,0,1,3,0,0,0,0,0,0,2,3,3,3,3,0,2,1,2,1,3,2,1,2,1,1,2,1,2,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,1,0,0,1,0,1,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,8,0,5,,-.86504501
680,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,3,0,3,3,1,0,0,1,1,3,4,2,2,0,1,0,3,1,4,4,4,0,0,0,0,1,0,0,2,1,2,2,0,0,3,3,,3,3,3,1,1,1,0,1,1,3,1,1,,3,1,1,3,0,0,3,3,13,0,0,1.215736865997314,.82898462
588,5,0,0,1,0,4,2,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,1,2,2,3,0,3,3,3,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,3,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,15,3,14,0,0,,-.86504501
131,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,1,1,0,2,0,1,0,2,0,0,1,1,0,2,3,1,4,2,1,2,2,1,2,0,0,0,0,1,0,0,,-.060368773
880,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,1,1,2,2,2,3,1,3,1,3,1,3,3,1,2,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,3,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,10,3,15,0,0,,-1.2970114
246,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,2,0,2,0,2,2,2,0,2,0,2,0,2,2,1,1,0,2,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,10,0,0,,-.86504501
866,7,0,0,3,0,2,1,0,1,1,2,2,1,2,1,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,2,3,2,,1,1,2,0,2,1,1,1,3,3,2,1,2,0,1,0,0,0,2,1,3,1,2,1,2,3,3,3,2,3,3,2,0,1,1,0,2,2,2,4,3,3,1,1,2,1,1,7,12,9,13,4,6,.3751010298728943,.60566741
340,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,2,1,3,1,2,1,3,3,3,2,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,3,3,2,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,3,13,0,0,,-1.2970114
940,7,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,2,1,0,1,3,3,2,1,3,1,3,1,3,3,1,3,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,2,0,0,3,3,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,3,14,0,0,,-.86504501
415,3,0,0,0,0,2,2,3,2,0,2,0,3,0,3,3,2,1,2,0,2,0,0,3,3,2,2,1,2,2,3,2,1,1,2,3,3,4,2,3,0,1,1,0,1,4,4,4,0,1,0,0,0,0,0,2,1,2,3,3,2,0,1,1,2,1,1,1,1,2,0,1,1,0,1,1,4,3,3,3,2,2,6,4,7,11,7,6,,.82177991
407,3,0,0,0,,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,3,1,1,3,1,2,1,1,3,3,2,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,10,3,10,0,0,,-1.2970114
594,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,3,3,0,3,3,3,1,1,0,0,0,,4,0,0,0,0,0,0,3,2,3,15,9,15,0,0,,-1.2711312
741,5,0,0,2,0,2,3,0,3,0,2,0,3,0,0,3,0,3,0,3,2,3,3,2,1,3,1,2,3,3,3,1,0,0,1,1,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,2,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,15,5,13,8,0,.6281129121780396,-.36008096
604,5,0,0,0,1,1,1,2,1,1,1,1,0,1,2,1,2,0,2,1,2,1,0,3,1,2,0,3,0,2,3,0,3,1,0,3,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,2,1,2,0,2,1,1,1,1,1,1,1,0,0,0,4,0,2,2,2,1,1,3,2,0,6,3,1,13,2,7,,-.063735761
356,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,3,0,3,1,3,3,0,2,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,,2,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,4,4,0,0,3,0,0,15,1,15,0,0,,-.86504501
674,5,0,0,3,0,1,2,2,2,0,2,0,3,0,0,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,1,3,4,1,3,0,1,1,3,1,4,4,4,0,1,0,0,0,0,0,4,1,0,2,1,0,3,3,0,3,2,3,0,0,1,0,2,4,3,1,1,1,1,2,2,3,0,6,13,6,11,7,2,.343849778175354,1.0094548
1032,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,2,3,1,3,1,3,3,1,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,,,0,11,4,15,0,0,,-1.2970114
148,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,4,10,0,0,,-1.2970114
311,2,0,0,3,0,2,0,2,2,1,2,0,1,2,1,2,2,2,2,1,2,1,2,3,2,3,3,3,3,3,3,2,2,1,3,1,3,4,1,2,0,0,0,2,3,4,3,4,0,1,0,0,0,1,0,3,4,1,2,1,2,2,2,2,3,3,3,1,0,2,1,1,2,1,4,2,2,3,1,2,1,0,6,8,8,15,5,6,.1444042026996613,.99881786
830,7,0,0,0,0,1,,0,0,0,0,0,0,0,0,2,1,1,2,2,1,2,0,2,1,2,0,0,1,2,1,0,0,0,0,2,1,3,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2,3,2,0,1,0,2,1,2,1,1,2,0,0,0,1,1,1,1,0,4,0,3,2,1,2,0,1,2,4,7,2,7,0,0,,-.21049593
831,7,0,0,3,1,0,2,2,1,0,2,1,1,2,3,2,0,2,1,1,2,1,3,3,1,3,1,2,0,0,3,2,3,3,0,1,2,5,0,0,0,1,0,2,0,3,2,2,0,0,1,0,0,4,1,1,4,2,2,1,2,3,1,1,1,3,2,0,1,1,0,1,1,2,2,0,0,4,2,1,1,2,3,9,2,11,4,8,-.393499344587326,.40432891
324,3,0,0,1,0,4,0,0,0,3,3,0,3,0,0,2,0,2,0,2,0,3,2,2,2,3,1,3,1,2,0,2,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,11,4,10,6,3,,-.86504501
865,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-1.2970114
644,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,0,1,0,3,3,3,3,3,3,3,3,3,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,3,1,0,3,3,3,3,3,3,,,,,,,,,,,,,,,,0,13,9,15,0,0,,-1.209512
1036,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,3,0,3,0,3,3,3,2,3,1,3,3,3,3,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,0,2,1,15,6,15,0,0,,-1.2970114
939,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,1,1,1,3,3,3,2,2,2,0,0,0,0,0,0,2,2,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,2,2,2,3,3,1,1,1,1,2,0,0,1,1,3,3,2,0,0,0,0,2,5,11,7,8,0,0,-.4197964370250702,.15702128
758,5,0,0,1,0,1,3,0,2,0,3,0,2,0,0,3,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,2,1,2,1,0,1,1,4,4,3,3,3,2,8,12,9,15,7,0,,-.13706942
702,5,0,0,1,0,1,2,2,2,0,2,0,2,0,0,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,0,2,0,2,1,3,4,2,1,1,1,0,3,1,4,4,4,1,0,0,0,0,3,0,1,1,1,2,1,0,3,3,2,1,3,3,0,1,2,0,1,2,1,1,1,4,4,3,1,3,2,6,11,6,15,6,2,,.76484442
858,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,2,3,4,4,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,3,0,3,0,,.67336082
947,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,3,1,2,1,2,3,3,3,3,3,3,3,3,3,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,0,3,3,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,13,9,15,0,0,,-.86504501
410,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,1,2,3,0,2,2,3,3,2,3,1,2,1,3,3,0,2,0,1,2,3,4,2,3,0,0,0,1,0,4,4,4,0,0,0,0,1,0,0,3,3,0,3,1,0,3,3,2,2,2,3,0,0,2,0,1,,4,1,1,4,4,1,1,3,1,6,9,4,14,0,0,,.82243621
1213,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,2,3,2,3,1,3,3,3,3,3,2,3,2,2,3,1,2,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,5,15,7,14,0,0,,-1.2970114
846,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,2,0,3,3,3,3,3,3,3,3,3,3,2,2,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,14,9,15,0,0,,-1.2970114
236,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,2,2,0,1,0,1,1,4,4,4,1,0,0,0,1,0,0,3,2,2,2,0,1,3,3,3,3,0,3,1,1,1,0,1,0,0,0,1,4,3,1,1,2,0,3,7,3,4,0,0,.545189380645752,.75452888
803,7,0,0,0,1,2,0,1,0,1,2,0,2,3,1,3,2,1,1,1,0,0,0,1,2,2,2,1,0,0,0,1,2,2,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,0,1,1,2,1,0,0,0,,0,4,0,4,0,,1,1,2,2,3,5,4,4,4,6,,-.5480665
581,5,0,0,1,0,4,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,9,15,9,15,0,0,,-.86504501
1022,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,2,3,2,3,2,3,1,3,3,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1,3,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,10,5,15,0,0,1.283545017242432,-.72071743
411,3,0,0,0,0,3,3,2,1,2,2,0,1,0,1,3,1,3,1,0,1,0,3,3,2,3,2,2,1,3,3,0,3,1,3,1,1,3,2,3,0,0,0,1,1,4,4,4,0,0,1,0,0,1,0,1,2,1,2,2,1,3,1,3,2,1,0,1,1,2,1,1,1,0,1,1,4,4,1,3,3,0,3,9,5,14,4,5,,.82177991
875,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,1,2,0,2,0,3,3,3,1,3,0,3,0,3,3,1,1,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,13,1,15,0,0,,-.86504501
897,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,3,1,3,0,2,2,3,2,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,6,10,6,10,0,0,,-1.2970114
719,5,0,0,3,2,2,1,2,0,2,1,1,2,0,3,2,3,3,1,3,0,1,2,0,0,1,0,1,3,2,1,1,2,1,3,2,0,4,2,0,1,0,1,2,2,2,1,2,0,0,0,0,1,4,3,1,3,1,0,2,1,3,2,2,1,2,1,1,1,2,0,0,3,1,4,2,1,2,1,3,1,1,4,11,3,5,3,8,-.4732745289802551,.5216251
833,7,0,0,3,1,2,0,0,3,0,1,0,1,0,0,3,2,1,1,1,1,2,1,3,2,3,1,3,1,3,3,2,2,0,1,0,1,5,1,2,0,0,0,2,2,4,4,4,1,1,0,1,0,0,0,3,4,0,2,2,2,3,1,2,3,1,1,0,0,1,0,2,1,3,1,4,3,4,1,1,1,2,4,8,4,15,5,0,-.4934982061386108,1.0465382
226,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,2,0,2,1,1,1,2,2,3,2,3,2,2,2,3,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,3,3,2,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,2,9,6,14,0,0,,-.86504501
883,7,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,2,0,3,3,3,2,1,3,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,8,6,3,5,3,0,,-1.2970114
850,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,2,0,3,3,3,3,3,3,3,3,3,3,2,2,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,0,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,14,9,15,0,0,,-1.2970114
832,7,0,0,1,2,3,2,1,2,2,1,1,2,0,2,1,0,2,2,2,3,3,1,1,1,0,1,2,1,1,1,0,0,2,1,1,0,3,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,3,2,3,3,3,3,3,3,3,1,1,2,1,1,0,4,0,0,0,0,0,0,0,2,5,9,3,5,5,6,,.20944458
149,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,3,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,1,1,2,2,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,12,9,15,0,0,.045036043971777,-.72071743
409,3,0,0,0,,1,2,0,2,0,0,0,0,0,3,2,0,0,2,0,2,0,2,2,3,3,2,2,1,3,3,0,2,1,3,0,2,3,0,3,0,0,0,2,1,4,4,4,0,0,0,0,1,0,0,1,2,0,3,3,0,3,2,3,3,3,2,0,1,1,0,1,,4,1,1,4,4,1,1,3,1,4,4,6,13,2,3,,.8698976
599,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,2,3,2,3,2,3,3,0,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,4,6,15,0,0,,-1.2970114
708,5,0,0,0,0,4,3,0,1,0,1,0,1,0,0,2,1,3,1,2,2,2,2,2,2,3,2,2,1,3,3,1,2,0,2,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,3,3,3,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4,11,5,13,3,0,,-1.2970114
1241,6,0,0,1,0,0,2,0,1,0,1,0,1,0,0,3,2,3,2,3,1,3,3,3,1,3,2,3,3,3,3,1,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,2,1,3,3,3,3,3,3,1,1,0,0,1,0,4,0,0,0,0,0,0,2,2,5,15,6,15,3,0,,-.86504501
390,3,0,0,3,0,4,3,3,2,0,2,0,2,0,0,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,2,1,3,0,0,2,1,3,0,0,0,3,1,3,1,3,0,1,0,0,0,0,2,3,3,3,1,3,1,2,3,1,3,2,1,0,1,1,0,2,3,0,3,2,1,3,3,1,2,2,6,3,0,0,6,3,-.3262843489646912,.64297307
145,2,0,0,0,1,3,2,1,0,3,1,2,0,3,0,2,1,3,2,1,0,3,3,3,3,3,2,,2,3,2,1,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,3,0,0,3,3,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,7,,1,9,,-1.2970114
274,2,0,0,0,0,3,3,0,3,1,3,0,1,3,2,0,3,2,1,0,2,3,2,0,1,2,3,2,1,2,3,2,1,2,1,2,1,1,2,1,0,1,0,3,0,3,0,1,0,0,1,0,0,0,2,0,2,1,3,0,2,0,1,2,0,3,1,0,1,1,,0,1,3,2,0,3,4,3,3,2,0,6,7,5,9,7,6,,.25245121
1083,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,3,0,3,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,15,9,15,0,0,,-1.2970114
935,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,1,3,2,2,1,2,1,3,2,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,4,12,0,0,,-1.2970114
1033,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,2,3,1,2,2,2,2,2,1,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,2,0,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,9,5,10,0,0,,-1.2970114
1072,6,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,2,3,2,0,2,0,1,3,2,3,1,2,3,3,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,3,3,2,1,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,5,6,12,0,1,,-1.2970114
563,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,3,1,2,1,3,2,3,0,3,1,3,0,3,3,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,1,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,1,15,0,0,,-1.2970114
279,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,2,2,3,2,3,2,3,1,2,2,0,2,1,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,1,1,0,3,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,5,13,0,0,.4498569369316101,-.72071743
752,5,0,0,1,0,1,1,0,2,0,0,0,0,0,0,3,1,3,1,3,1,3,3,3,2,3,1,3,1,3,3,2,2,2,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,15,4,15,2,0,,-.86504501
690,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,4,1,1,1,1,1,3,1,0,4,4,0,0,0,0,1,0,0,1,1,0,3,3,3,3,3,3,3,0,0,1,1,2,1,1,1,1,1,1,4,4,1,1,3,2,3,15,9,15,0,0,,.50318861
