Folio,Sexo,Edad,Escuela,P1,P2,P3,Psum,ThetaCR
691,1,0,5,0,0,0,0,-.38948628
692,1,2,5,0,0,0,0,-.38948628
693,1,0,5,1,0,0,1,.28402048
694,1,0,5,0,0,0,0,-.38948628
695,1,0,5,0,0,0,0,-.38948628
696,0,1,5,0,0,0,0,-.38948628
697,0,0,5,0,0,0,0,-.38948628
698,0,0,5,0,0,0,0,-.38948628
699,1,1,5,0,0,0,0,-.38948628
700,1,0,5,0,0,0,0,-.38948628
701,0,0,5,1,1,1,3,1.7910099
702,0,0,5,0,0,1,1,.38204196
703,0,1,5,0,0,0,0,-.38948628
704,0,0,5,0,0,1,1,.38204196
705,0,0,5,0,0,0,0,-.38948628
706,0,0,5,0,0,0,0,-.38948628
707,0,0,5,0,0,0,0,-.38948628
708,0,0,5,0,0,0,0,-.38948628
712,1,0,5,1,0,0,1,.28402048
713,1,1,5,0,0,0,0,-.38948628
714,1,1,5,0,0,0,0,-.38948628
715,1,3,5,0,0,0,0,-.38948628
716,0,0,5,0,0,0,0,-.38948628
717,0,1,5,0,0,0,0,-.38948628
718,0,1,5,0,0,0,0,-.38948628
719,0,0,5,0,0,0,0,-.38948628
720,1,1,5,0,0,0,0,-.38948628
721,0,1,5,0,0,0,0,-.38948628
722,1,2,5,0,0,0,0,-.38948628
723,0,1,5,0,0,0,0,-.38948628
724,0,1,5,0,0,0,0,-.38948628
725,1,1,5,0,1,0,1,1.1835277
726,0,1,5,0,0,0,0,-.38948628
727,0,0,5,0,0,0,0,-.38948628
728,0,0,5,0,0,0,0,-.38948628
729,0,1,5,0,0,0,0,-.38948628
730,0,1,5,0,1,0,1,1.1835277
731,1,0,5,0,0,0,0,-.38948628
738,1,0,5,0,0,0,0,-.38948628
739,1,0,5,0,0,0,0,-.38948628
740,1,0,5,0,0,0,0,-.38948628
741,0,0,5,0,0,0,0,-.38948628
742,0,0,5,0,0,0,0,-.38948628
745,0,1,5,0,0,0,0,-.38948628
746,0,0,5,0,0,0,0,-.38948628
747,1,1,5,0,0,0,0,-.38948628
748,1,0,5,0,0,0,0,-.38948628
751,1,1,5,1,0,0,1,.28402048
752,0,0,5,0,0,0,0,-.38948628
753,1,0,5,1,0,0,1,.28402048
754,0,1,5,0,0,0,0,-.38948628
755,0,0,5,0,0,0,0,-.38948628
756,0,0,5,0,0,0,0,-.38948628
757,0,1,5,0,0,0,0,-.38948628
758,0,0,5,0,0,0,0,-.38948628
759,0,0,5,0,0,0,0,-.38948628
760,0,0,7,0,0,0,0,-.38948628
596,0,1,7,0,0,0,0,-.38948628
608,0,1,7,0,0,0,0,-.38948628
609,1,1,7,1,0,0,1,.28402048
610,0,1,7,0,0,0,0,-.38948628
611,1,1,7,0,0,0,0,-.38948628
612,1,1,7,0,0,0,0,-.38948628
636,0,1,7,0,0,0,0,-.38948628
637,1,1,7,0,0,0,0,-.38948628
651,1,1,7,1,1,1,3,1.7910099
652,0,1,7,0,0,0,0,-.38948628
661,0,1,7,0,0,0,0,-.38948628
662,1,1,7,0,0,0,0,-.38948628
686,1,1,7,0,0,0,0,-.38948628
687,1,1,7,0,0,0,0,-.38948628
709,1,1,7,0,0,0,0,-.38948628
710,1,1,7,0,0,0,0,-.38948628
711,1,1,7,1,0,0,1,.28402048
732,1,1,7,0,0,0,0,-.38948628
733,0,1,7,0,0,0,0,-.38948628
734,1,2,7,0,0,0,0,-.38948628
735,0,1,7,0,0,0,0,-.38948628
736,1,1,7,0,0,0,0,-.38948628
761,1,1,7,0,0,0,0,-.38948628
763,1,1,7,0,1,0,1,1.1835277
764,1,1,7,0,0,0,0,-.38948628
765,1,1,7,0,0,0,0,-.38948628
767,1,1,7,0,0,0,0,-.38948628
768,1,1,7,1,0,0,1,.28402048
770,0,1,7,0,0,0,0,-.38948628
771,1,1,7,0,0,0,0,-.38948628
772,0,1,7,0,0,0,0,-.38948628
773,0,2,7,0,0,0,0,-.38948628
774,0,1,7,1,0,0,1,.28402048
775,1,1,7,0,0,0,0,-.38948628
776,0,1,7,0,0,0,0,-.38948628
777,1,1,7,0,0,0,0,-.38948628
778,1,1,7,0,0,0,0,-.38948628
779,1,1,7,0,0,0,0,-.38948628
780,1,1,7,1,1,0,2,1.3746766
781,1,1,7,0,0,0,0,-.38948628
782,1,1,7,0,0,0,0,-.38948628
784,1,1,7,0,0,0,0,-.38948628
785,1,1,7,0,0,0,0,-.38948628
786,1,1,7,1,1,0,2,1.3746766
787,0,1,7,0,0,0,0,-.38948628
788,1,1,7,0,0,0,0,-.38948628
789,1,1,7,0,0,0,0,-.38948628
790,0,1,7,0,0,0,0,-.38948628
791,1,1,7,0,0,0,0,-.38948628
792,1,1,7,1,0,0,1,.28402048
793,1,2,7,0,0,0,0,-.38948628
794,0,1,7,0,0,0,0,-.38948628
795,1,1,7,0,0,0,0,-.38948628
796,0,2,7,0,0,0,0,-.38948628
797,0,1,7,0,0,0,0,-.38948628
798,0,1,7,0,0,0,0,-.38948628
800,1,0,7,0,0,0,0,-.38948628
801,1,1,7,0,0,0,0,-.38948628
802,1,1,7,0,0,0,0,-.38948628
803,0,0,7,0,0,0,0,-.38948628
804,1,0,7,,0,0,,-.31361988
805,1,0,7,1,0,0,1,.28402048
806,0,1,7,0,0,0,0,-.38948628
807,1,1,7,0,0,0,0,-.38948628
808,1,1,7,0,0,0,0,-.38948628
809,1,1,7,1,0,0,1,.28402048
810,0,1,7,0,0,0,0,-.38948628
811,1,1,7,0,0,0,0,-.38948628
812,0,1,7,0,0,1,1,.38204196
813,0,1,7,0,0,0,0,-.38948628
814,0,1,7,0,0,0,0,-.38948628
815,1,2,7,0,0,0,0,-.38948628
817,1,1,7,0,0,0,0,-.38948628
818,1,1,7,0,0,0,0,-.38948628
819,0,1,7,0,0,0,0,-.38948628
820,1,1,7,0,0,0,0,-.38948628
821,1,1,7,0,0,0,0,-.38948628
822,1,1,7,0,0,0,0,-.38948628
823,1,1,7,1,0,0,1,.28402048
824,1,1,7,1,0,0,1,.28402048
825,1,0,7,0,0,0,0,-.38948628
826,1,0,7,0,0,0,0,-.38948628
828,1,0,7,0,0,0,0,-.38948628
829,0,0,7,0,0,0,0,-.38948628
830,0,0,7,0,0,0,0,-.38948628
831,0,0,7,1,0,0,1,.28402048
832,0,0,7,0,0,1,1,.38204196
833,0,0,7,1,0,0,1,.28402048
834,0,0,7,0,0,0,0,-.38948628
835,0,0,7,0,0,0,0,-.38948628
836,1,0,7,0,0,0,0,-.38948628
838,1,1,7,0,0,0,0,-.38948628
839,1,0,7,0,1,0,1,1.1835277
840,0,1,7,0,0,1,1,.38204196
841,0,0,7,0,1,0,1,1.1835277
842,1,0,7,0,0,0,0,-.38948628
843,0,0,7,0,0,0,0,-.38948628
844,1,0,7,0,0,0,0,-.38948628
845,0,0,7,1,0,1,2,.64354634
846,0,0,7,1,0,1,2,.64354634
847,1,0,7,1,0,1,2,.64354634
848,1,1,7,1,0,1,2,.64354634
849,1,0,7,1,0,1,2,.64354634
850,0,0,7,1,0,0,1,.28402048
851,1,0,7,0,0,0,0,-.38948628
852,1,0,7,0,1,0,1,1.1835277
853,1,0,7,0,0,0,0,-.38948628
854,1,0,7,0,0,0,0,-.38948628
855,0,0,7,0,0,0,0,-.38948628
856,0,0,7,0,0,0,0,-.38948628
857,1,0,7,0,0,0,0,-.38948628
858,0,0,7,0,0,0,0,-.38948628
859,1,0,7,0,0,0,0,-.38948628
860,1,1,7,0,0,0,0,-.38948628
861,1,0,7,0,0,0,0,-.38948628
862,0,0,7,0,0,0,0,-.38948628
863,0,0,7,0,0,0,0,-.38948628
864,0,1,7,0,0,0,0,-.38948628
865,0,0,7,0,0,0,0,-.38948628
866,0,0,7,0,0,0,0,-.38948628
867,1,0,7,0,0,0,0,-.38948628
868,0,0,7,0,0,0,0,-.38948628
869,0,1,7,0,0,0,0,-.38948628
870,0,0,7,0,0,0,0,-.38948628
871,1,0,7,0,0,1,1,.38204196
872,1,0,7,0,0,0,0,-.38948628
873,0,0,7,0,0,0,0,-.38948628
874,0,0,7,0,0,0,0,-.38948628
875,0,0,7,0,0,0,0,-.38948628
876,0,0,7,0,0,0,0,-.38948628
877,0,0,7,0,0,0,0,-.38948628
878,1,0,7,0,0,0,0,-.38948628
879,0,0,7,0,0,0,0,-.38948628
880,0,0,7,0,0,0,0,-.38948628
881,1,0,7,0,,,,-.18134107
882,0,0,7,0,0,0,0,-.38948628
883,0,0,7,0,0,0,0,-.38948628
884,1,0,7,0,0,0,0,-.38948628
885,1,0,7,0,0,0,0,-.38948628
886,1,1,7,0,0,0,0,-.38948628
887,1,0,7,0,0,0,0,-.38948628
888,1,0,7,0,0,0,0,-.38948628
889,0,0,7,0,0,0,0,-.38948628
890,1,1,7,0,0,0,0,-.38948628
891,1,1,7,0,0,0,0,-.38948628
892,1,0,7,0,0,0,0,-.38948628
893,1,0,7,0,0,0,0,-.38948628
894,1,1,7,0,0,0,0,-.38948628
895,1,1,7,0,0,0,0,-.38948628
896,1,0,7,0,0,0,0,-.38948628
897,0,0,7,0,0,0,0,-.38948628
898,1,0,7,0,0,0,0,-.38948628
899,0,0,7,0,0,0,0,-.38948628
900,0,0,7,0,0,0,0,-.38948628
901,1,0,7,0,0,0,0,-.38948628
902,0,0,7,0,1,0,1,1.1835277
903,1,0,7,0,1,0,1,1.1835277
904,1,1,7,0,0,0,0,-.38948628
905,0,0,7,0,0,0,0,-.38948628
906,1,0,7,,,,,
907,1,0,7,0,0,0,0,-.38948628
908,1,0,7,0,0,0,0,-.38948628
909,1,0,7,0,0,0,0,-.38948628
910,1,0,7,0,0,0,0,-.38948628
911,1,0,7,0,0,0,0,-.38948628
912,1,0,7,0,0,0,0,-.38948628
913,0,0,7,0,0,0,0,-.38948628
914,1,0,7,0,0,0,0,-.38948628
915,1,1,7,0,0,0,0,-.38948628
916,1,0,7,1,0,0,1,.28402048
917,1,0,7,0,0,0,0,-.38948628
918,1,1,7,0,0,0,0,-.38948628
919,1,1,7,0,0,0,0,-.38948628
921,1,1,7,0,0,0,0,-.38948628
922,0,1,7,0,0,1,1,.38204196
923,0,1,7,0,0,0,0,-.38948628
924,1,0,7,0,0,0,0,-.38948628
925,1,0,7,0,1,0,1,1.1835277
926,1,2,7,0,0,0,0,-.38948628
927,1,1,7,0,0,0,0,-.38948628
928,0,1,7,0,0,0,0,-.38948628
929,0,1,7,0,0,0,0,-.38948628
930,1,0,7,0,0,0,0,-.38948628
931,0,1,7,0,0,0,0,-.38948628
932,1,0,7,0,0,0,0,-.38948628
933,1,0,7,0,0,0,0,-.38948628
934,0,0,7,0,0,0,0,-.38948628
935,0,0,7,0,0,0,0,-.38948628
936,0,0,7,0,0,0,0,-.38948628
937,0,0,7,0,0,0,0,-.38948628
938,0,0,7,0,0,0,0,-.38948628
939,0,0,7,0,0,0,0,-.38948628
940,0,0,7,0,0,0,0,-.38948628
942,1,0,7,0,0,0,0,-.38948628
943,1,1,7,0,0,0,0,-.38948628
944,1,1,7,0,0,0,0,-.38948628
945,1,1,7,0,0,0,0,-.38948628
946,0,1,7,0,1,0,1,1.1835277
947,0,0,7,0,0,0,0,-.38948628
948,0,0,7,0,0,0,0,-.38948628
949,0,1,7,0,0,0,0,-.38948628
950,1,0,7,0,0,1,1,.38204196
951,1,0,7,0,0,0,0,-.38948628
952,1,1,8,0,0,0,0,-.38948628
953,1,1,8,0,0,0,0,-.38948628
954,0,1,8,0,0,0,0,-.38948628
955,0,1,8,0,0,0,0,-.38948628
956,0,1,8,0,0,0,0,-.38948628
957,0,1,8,0,0,0,0,-.38948628
958,1,1,8,0,0,0,0,-.38948628
959,1,1,8,0,0,0,0,-.38948628
960,1,1,8,0,0,0,0,-.38948628
962,1,0,6,0,0,0,0,-.38948628
963,1,0,6,0,0,0,0,-.38948628
964,1,1,6,0,0,0,0,-.38948628
965,0,1,6,0,0,0,0,-.38948628
966,1,1,6,1,1,0,2,1.3746766
967,1,1,6,0,0,0,0,-.38948628
968,1,0,6,0,0,0,0,-.38948628
969,1,1,6,1,1,1,3,1.7910099
970,1,1,6,0,1,0,1,1.1835277
971,1,1,6,0,1,1,2,1.4384145
972,1,0,6,0,0,0,0,-.38948628
973,1,1,6,0,0,0,0,-.38948628
974,1,0,6,0,0,0,0,-.38948628
975,1,1,6,0,0,0,0,-.38948628
976,1,1,6,0,1,0,1,1.1835277
977,1,1,6,1,1,0,2,1.3746766
978,1,0,6,0,0,0,0,-.38948628
979,1,0,6,0,0,0,0,-.38948628
980,1,0,6,0,0,0,0,-.38948628
981,1,1,6,0,0,0,0,-.38948628
982,1,0,6,0,1,0,1,1.1835277
983,1,1,6,0,0,0,0,-.38948628
984,1,0,6,0,0,1,1,.38204196
985,1,1,6,0,0,0,0,-.38948628
986,1,1,6,0,0,0,0,-.38948628
987,1,0,6,0,0,0,0,-.38948628
988,1,0,6,1,1,1,3,1.7910099
989,1,0,6,0,0,0,0,-.38948628
990,1,1,6,0,0,0,0,-.38948628
991,1,1,6,1,0,0,1,.28402048
992,1,0,6,0,0,1,1,.38204196
993,1,1,6,1,1,1,3,1.7910099
994,1,1,8,0,0,0,0,-.38948628
995,0,1,8,0,0,0,0,-.38948628
996,0,1,8,0,1,0,1,1.1835277
997,1,2,8,0,0,1,1,.38204196
998,0,1,8,1,1,0,2,1.3746766
999,0,1,8,,0,0,,-.31361988
1000,0,1,8,1,0,0,1,.28402048
1001,0,1,6,0,0,0,0,-.38948628
1002,0,0,6,1,0,0,1,.28402048
1003,1,0,6,0,0,0,0,-.38948628
1004,0,1,6,0,0,0,0,-.38948628
1005,0,0,6,0,0,0,0,-.38948628
1006,0,0,6,0,0,0,0,-.38948628
1007,0,0,6,0,0,0,0,-.38948628
1008,0,0,6,0,0,0,0,-.38948628
1009,0,0,6,0,0,0,0,-.38948628
1010,0,0,6,0,0,0,0,-.38948628
1011,0,0,6,0,0,0,0,-.38948628
1012,0,0,6,0,0,0,0,-.38948628
1013,0,1,6,0,0,0,0,-.38948628
1014,0,0,6,0,0,0,0,-.38948628
1015,1,0,6,0,0,0,0,-.38948628
1016,1,0,6,0,0,1,1,.38204196
1017,0,0,6,0,0,0,0,-.38948628
1018,0,0,6,0,0,0,0,-.38948628
1019,0,0,6,0,0,0,0,-.38948628
1020,0,0,6,0,0,0,0,-.38948628
1021,0,0,6,0,0,0,0,-.38948628
1022,0,0,6,0,0,0,0,-.38948628
1023,0,0,6,0,0,0,0,-.38948628
1024,0,0,6,0,0,0,0,-.38948628
1025,0,0,6,0,0,0,0,-.38948628
1026,0,0,6,0,0,0,0,-.38948628
1027,0,1,6,0,0,0,0,-.38948628
1028,0,0,6,0,0,0,0,-.38948628
1029,0,0,6,0,0,0,0,-.38948628
1030,0,0,6,0,0,0,0,-.38948628
1031,1,1,6,0,0,0,0,-.38948628
1032,0,0,6,1,0,0,1,.28402048
1033,0,0,6,0,0,1,1,.38204196
1034,1,1,6,0,0,0,0,-.38948628
1035,1,0,6,0,0,0,0,-.38948628
1036,0,0,6,0,0,0,0,-.38948628
1037,0,0,6,0,0,0,0,-.38948628
1038,0,0,6,0,0,0,0,-.38948628
1039,1,0,6,0,0,0,0,-.38948628
1040,0,1,6,0,0,0,0,-.38948628
1042,1,0,6,0,0,0,0,-.38948628
1043,1,0,6,1,0,0,1,.28402048
1044,1,1,6,1,0,0,1,.28402048
1045,1,1,6,1,0,0,1,.28402048
1046,1,0,6,1,0,0,1,.28402048
1047,1,2,6,0,0,0,0,-.38948628
1048,1,1,6,0,1,0,1,1.1835277
1049,0,1,6,1,0,0,1,.28402048
1050,1,1,6,0,0,0,0,-.38948628
1051,1,1,6,1,0,0,1,.28402048
1052,1,0,6,1,0,0,1,.28402048
1053,1,0,6,0,0,0,0,-.38948628
1054,1,0,6,0,1,1,2,1.4384145
1055,0,1,6,1,0,0,1,.28402048
1056,1,0,6,0,0,0,0,-.38948628
1057,1,1,6,0,0,0,0,-.38948628
1058,1,1,6,0,0,0,0,-.38948628
1059,1,0,6,0,0,0,0,-.38948628
1060,0,0,6,0,0,0,0,-.38948628
1061,1,0,6,0,0,0,0,-.38948628
1062,1,0,6,1,1,1,3,1.7910099
1063,1,0,6,1,0,0,1,.28402048
1064,1,0,6,0,1,0,1,1.1835277
1065,0,1,6,0,0,0,0,-.38948628
1066,0,0,6,0,0,0,0,-.38948628
1067,0,1,6,0,1,0,1,1.1835277
1068,1,1,6,1,0,0,1,.28402048
1069,1,1,6,1,0,0,1,.28402048
1070,1,1,6,0,0,0,0,-.38948628
1071,0,0,6,1,0,0,1,.28402048
1072,0,0,6,0,0,0,0,-.38948628
1073,1,1,6,0,0,0,0,-.38948628
1074,0,0,6,0,0,1,1,.38204196
1075,0,1,6,0,0,0,0,-.38948628
1076,0,1,6,0,0,0,0,-.38948628
1077,1,0,6,0,0,0,0,-.38948628
1078,1,0,6,0,0,0,0,-.38948628
1079,0,0,6,0,1,0,1,1.1835277
1080,0,1,6,0,0,0,0,-.38948628
1081,0,1,6,0,0,0,0,-.38948628
1082,1,0,6,1,0,0,1,.28402048
1083,0,0,6,0,0,0,0,-.38948628
1084,1,0,6,0,0,0,0,-.38948628
1085,1,0,6,0,0,0,0,-.38948628
1086,1,0,6,0,0,0,0,-.38948628
1087,1,0,6,0,0,0,0,-.38948628
1089,1,0,6,0,0,0,0,-.38948628
1090,1,0,6,1,1,0,2,1.3746766
1091,1,0,6,0,0,0,0,-.38948628
1092,1,0,6,0,0,0,0,-.38948628
1093,1,0,6,0,1,0,1,1.1835277
1094,1,0,6,1,0,0,1,.28402048
1095,1,0,6,0,0,0,0,-.38948628
1096,1,1,6,1,0,0,1,.28402048
1097,1,0,6,1,1,0,2,1.3746766
1098,1,0,6,0,0,0,0,-.38948628
1099,1,0,6,0,0,0,0,-.38948628
1100,1,0,6,0,0,1,1,.38204196
1101,1,0,6,0,0,0,0,-.38948628
1102,1,0,6,0,0,0,0,-.38948628
1103,1,0,6,1,0,0,1,.28402048
1104,1,0,6,0,0,0,0,-.38948628
1105,1,0,6,0,0,0,0,-.38948628
1106,1,0,6,0,1,0,1,1.1835277
1107,1,0,6,0,0,0,0,-.38948628
1108,1,0,6,0,0,1,1,.38204196
1109,1,0,6,0,0,0,0,-.38948628
1110,1,0,6,0,0,0,0,-.38948628
1111,1,0,6,0,0,0,0,-.38948628
1112,1,0,6,0,0,0,0,-.38948628
1113,1,0,6,0,0,0,0,-.38948628
1114,1,0,6,0,0,0,0,-.38948628
1115,1,0,6,0,0,0,0,-.38948628
1116,1,0,6,0,0,0,0,-.38948628
1117,1,0,6,1,1,1,3,1.7910099
1118,1,1,6,0,1,0,1,1.1835277
1119,1,0,6,0,0,0,0,-.38948628
1120,1,0,6,0,0,0,0,-.38948628
1121,0,1,8,0,0,0,0,-.38948628
1122,0,2,8,1,0,0,1,.28402048
1123,1,1,8,0,0,0,0,-.38948628
1124,1,0,6,0,0,0,0,-.38948628
1125,1,0,6,0,1,1,2,1.4384145
1126,1,0,6,0,0,0,0,-.38948628
1127,1,0,6,0,0,0,0,-.38948628
1128,1,0,6,0,0,0,0,-.38948628
1129,0,0,6,0,0,0,0,-.38948628
1130,1,1,6,0,0,0,0,-.38948628
1131,0,0,6,0,0,0,0,-.38948628
1132,1,0,6,0,0,0,0,-.38948628
1133,0,0,6,0,0,0,0,-.38948628
1134,1,0,6,0,0,0,0,-.38948628
1135,0,0,6,0,0,0,0,-.38948628
1136,0,0,6,0,0,0,0,-.38948628
1137,1,0,6,0,0,0,0,-.38948628
1138,1,0,6,0,0,1,1,.38204196
1139,1,0,6,0,0,0,0,-.38948628
1140,0,0,6,0,0,0,0,-.38948628
1141,1,0,6,0,1,1,2,1.4384145
1142,1,0,6,0,0,0,0,-.38948628
1143,1,0,6,0,1,1,2,1.4384145
1144,1,0,6,0,0,0,0,-.38948628
1145,1,0,6,0,0,0,0,-.38948628
1146,1,0,6,0,0,0,0,-.38948628
1147,0,0,6,0,0,0,0,-.38948628
1148,1,0,6,0,0,0,0,-.38948628
1149,1,0,6,0,1,0,1,1.1835277
1150,0,0,6,0,0,0,0,-.38948628
1151,1,0,6,1,0,1,2,.64354634
1153,0,0,6,0,0,0,0,-.38948628
1154,0,0,6,0,0,0,0,-.38948628
1155,0,0,6,0,0,0,0,-.38948628
1156,1,0,6,0,0,0,0,-.38948628
1160,1,0,6,0,0,0,0,-.38948628
1162,1,0,6,0,0,0,0,-.38948628
1163,1,0,6,0,0,0,0,-.38948628
1165,1,0,6,0,0,0,0,-.38948628
1170,0,1,8,1,0,1,2,.64354634
1171,1,1,8,0,0,0,0,-.38948628
1172,0,1,8,1,0,0,1,.28402048
1176,1,0,6,1,1,0,2,1.3746766
1179,1,0,6,0,0,1,1,.38204196
1183,1,1,6,0,0,0,0,-.38948628
1185,1,0,6,0,0,0,0,-.38948628
1190,0,1,8,1,0,1,2,.64354634
1191,0,1,8,0,,0,,-.29155576
1192,1,1,8,1,1,1,3,1.7910099
1193,1,0,6,0,0,0,0,-.38948628
1195,1,0,6,0,0,0,0,-.38948628
1196,1,1,6,0,0,0,0,-.38948628
1200,1,0,6,0,0,0,0,-.38948628
1205,1,2,6,0,0,0,0,-.38948628
1206,1,1,6,0,0,0,0,-.38948628
1207,0,0,6,0,0,0,0,-.38948628
1208,0,0,6,0,0,0,0,-.38948628
1209,0,0,6,0,0,0,0,-.38948628
1210,0,0,6,0,0,0,0,-.38948628
1211,1,0,6,0,0,0,0,-.38948628
1213,0,0,6,0,0,0,0,-.38948628
1214,0,0,6,0,0,1,1,.38204196
1215,0,0,6,0,0,0,0,-.38948628
1216,0,0,6,0,0,0,0,-.38948628
1217,1,0,6,0,0,0,0,-.38948628
1218,1,0,6,0,0,1,1,.38204196
1219,1,0,6,0,0,0,0,-.38948628
1220,1,0,6,0,0,0,0,-.38948628
1221,1,0,6,0,0,0,0,-.38948628
1223,1,0,6,0,0,0,0,-.38948628
1224,1,0,6,0,0,0,0,-.38948628
1225,1,0,6,0,0,0,0,-.38948628
1226,1,0,6,0,0,0,0,-.38948628
1227,0,0,6,1,0,0,1,.28402048
1228,0,0,6,0,0,0,0,-.38948628
1229,1,0,6,0,0,0,0,-.38948628
1230,1,0,6,0,1,0,1,1.1835277
1231,1,0,6,0,0,0,0,-.38948628
1232,1,0,6,0,0,0,0,-.38948628
1233,1,0,6,0,0,0,0,-.38948628
1234,1,0,6,,,,,
1235,1,0,6,1,1,0,2,1.3746766
1236,1,0,6,0,0,0,0,-.38948628
1237,1,0,6,0,0,0,0,-.38948628
1238,1,0,6,0,0,0,0,-.38948628
1239,1,0,6,0,0,0,0,-.38948628
1241,0,0,6,0,0,0,0,-.38948628
1242,0,0,6,0,0,0,0,-.38948628
1243,0,1,6,0,0,0,0,-.38948628
1244,1,1,6,0,0,0,0,-.38948628
1245,1,1,6,0,0,1,1,.38204196
1247,0,0,6,0,0,0,0,-.38948628
1248,0,1,6,,,,,
1249,0,3,6,0,0,0,0,-.38948628
1250,1,0,6,1,1,0,2,1.3746766
1251,1,0,6,1,0,1,2,.64354634
1252,0,1,6,0,0,0,0,-.38948628
1253,0,1,6,0,0,0,0,-.38948628
1254,0,1,6,0,0,0,0,-.38948628
1255,0,1,6,0,,0,,-.29155576
1258,0,1,6,0,0,0,0,-.38948628
1259,0,1,6,0,0,0,0,-.38948628
1260,0,1,6,0,0,0,0,-.38948628
1261,1,1,6,0,0,0,0,-.38948628
1271,1,1,8,1,1,1,3,1.7910099
1272,0,1,8,0,0,0,0,-.38948628
1273,0,1,8,0,1,1,2,1.4384145
1274,1,1,8,0,0,0,0,-.38948628
1275,0,2,8,0,1,0,1,1.1835277
1276,0,1,8,1,0,0,1,.28402048
1277,1,1,8,0,0,0,0,-.38948628
1278,1,1,8,0,0,0,0,-.38948628
1279,0,1,8,0,0,1,1,.38204196
1280,1,3,8,0,0,1,1,.38204196
1281,0,1,8,1,0,0,1,.28402048
1282,0,1,8,1,0,0,1,.28402048
1303,1,2,8,0,1,0,1,1.1835277
1304,1,1,8,1,0,0,1,.28402048
1305,1,2,8,0,0,0,0,-.38948628
1306,1,1,8,0,0,0,0,-.38948628
1307,0,1,8,1,1,1,3,1.7910099
1308,1,1,8,0,0,0,0,-.38948628
1309,1,1,8,0,0,0,0,-.38948628
1310,1,3,8,1,1,1,3,1.7910099
1311,1,1,8,0,0,0,0,-.38948628
1312,1,1,8,0,0,0,0,-.38948628
1313,1,1,8,1,1,1,3,1.7910099
1314,1,1,8,0,0,0,0,-.38948628
1315,0,1,8,1,1,1,3,1.7910099
1316,0,1,8,0,0,0,0,-.38948628
1317,0,2,8,1,1,0,2,1.3746766
1318,1,1,8,0,0,0,0,-.38948628
1319,1,1,8,0,0,0,0,-.38948628
1320,1,1,8,0,0,0,0,-.38948628
1321,1,1,8,1,1,1,3,1.7910099
1322,1,1,8,0,0,0,0,-.38948628
1324,0,1,8,1,0,0,1,.28402048
1326,0,1,8,1,1,0,2,1.3746766
1327,0,1,8,1,0,1,2,.64354634
1328,0,1,8,0,0,0,0,-.38948628
1329,0,1,8,0,0,1,1,.38204196
1330,0,3,8,1,0,0,1,.28402048
1331,1,3,8,1,1,1,3,1.7910099
1332,0,3,8,1,1,,,1.5898198
1333,0,1,8,0,0,0,0,-.38948628
1334,1,1,8,0,0,0,0,-.38948628
1335,0,1,8,1,0,0,1,.28402048
1336,0,1,8,0,0,0,0,-.38948628
1337,1,1,8,0,1,1,2,1.4384145
1338,0,1,8,0,0,0,0,-.38948628
1340,0,1,8,0,0,0,0,-.38948628
1341,0,1,8,0,0,0,0,-.38948628
1342,0,1,8,1,0,0,1,.28402048
1343,0,1,8,0,0,0,0,-.38948628
1345,0,1,8,0,0,0,0,-.38948628
1346,1,1,8,0,0,0,0,-.38948628
1347,0,1,8,0,0,0,0,-.38948628
1348,0,2,8,0,0,0,0,-.38948628
1349,0,1,8,0,0,0,0,-.38948628
1350,1,1,8,0,1,1,2,1.4384145
1351,0,1,8,1,1,1,3,1.7910099
1352,0,1,8,1,1,1,3,1.7910099
1353,0,1,8,0,,1,,.90078706
1354,0,1,8,0,0,0,0,-.38948628
1355,1,1,8,1,1,1,3,1.7910099
1363,1,1,8,0,0,0,0,-.38948628
1364,0,1,8,0,1,1,2,1.4384145
1365,0,1,8,0,0,0,0,-.38948628
1366,0,1,8,0,0,0,0,-.38948628
1367,0,1,8,0,0,0,0,-.38948628
1368,0,2,8,0,0,0,0,-.38948628
1369,1,1,8,1,0,0,1,.28402048
1370,1,1,8,0,0,0,0,-.38948628
1371,0,1,8,0,0,0,0,-.38948628
1372,0,1,8,0,0,0,0,-.38948628
1373,1,1,8,0,0,0,0,-.38948628
1374,0,1,8,0,0,0,0,-.38948628
1375,0,1,8,1,0,0,1,.28402048
1376,0,1,8,1,0,0,1,.28402048
1377,0,1,8,1,0,0,1,.28402048
1378,0,1,8,1,0,0,1,.28402048
1379,0,1,8,0,0,0,0,-.38948628
1380,0,1,8,0,0,0,0,-.38948628
1381,0,1,8,1,0,0,1,.28402048
1382,0,1,8,0,0,0,0,-.38948628
1383,0,1,8,0,0,0,0,-.38948628
1384,1,1,8,1,0,1,2,.64354634
1385,0,1,8,0,0,0,0,-.38948628
1386,1,1,8,1,1,0,2,1.3746766
1387,0,1,8,0,1,0,1,1.1835277
1388,1,1,8,0,1,0,1,1.1835277
1389,0,1,8,1,1,0,2,1.3746766
1511,1,1,8,0,1,1,2,1.4384145
1512,0,1,8,0,0,0,0,-.38948628
1522,1,1,8,0,0,0,0,-.38948628
1523,1,2,8,1,1,1,3,1.7910099
1524,0,2,8,1,1,0,2,1.3746766
1525,0,1,8,0,0,0,0,-.38948628
1526,1,1,8,0,0,0,0,-.38948628
1527,1,1,8,0,0,0,0,-.38948628
