Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
419,1,3,1,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,1,4,1,1,4,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,5,3,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,2,4,2,4,0,0,-.89889258,1.3914404,0,4,0,4,0,0
420,0,1,1,0,1,0,4,3,1,0,3,1,3,0,1,3,2,3,1,1,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,6,7,0,0,,-.3123751,8,6,5,4,0,0
421,1,1,1,1,1,0,2,2,2,1,0,1,1,1,1,1,0,1,1,1,0,1,2,1,1,2,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,4,3,1,1,0,0,0,0,0,0,2,1,3,3,3,3,3,6,4,5,5,0,0,.11844819,1.1447285,2,2,1,4,0,0
422,1,1,1,1,1,1,2,2,3,1,2,0,2,0,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,3,2,4,2,0,0,0,0,2,0,0,2,0,1,1,1,1,2,1,3,1,1,0,0,0,0,0,0,3,3,3,4,4,3,3,7,8,8,7,0,6,.81525916,1.6796507,5,4,4,4,2,4
423,0,1,1,1,1,3,2,2,1,1,0,0,3,0,0,3,2,2,0,2,0,0,3,0,0,3,3,0,3,1,1,1,0,0,2,0,1,3,0,0,3,0,3,4,2,1,2,5,4,5,0,0,0,1,0,0,0,1,2,3,4,4,4,4,4,8,5,8,3,6,.40794903,.98187417,4,6,5,6,0,6
424,0,2,1,0,1,2,4,2,0,1,2,0,2,0,0,3,1,1,2,1,2,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,8,9,0,0,,-.3123751,5,5,3,6,0,0
425,0,1,1,0,0,2,4,3,1,0,0,1,3,0,0,3,2,2,0,0,3,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,11,0,0,,.37359414,5,6,5,6,0,0
426,1,1,3,1,2,0,0,2,3,2,3,3,0,0,3,0,0,3,2,0,3,2,3,0,0,3,0,1,5,3,2,5,3,3,3,3,3,3,3,3,3,3,4,4,5,2,4,5,4,5,1,0,0,0,0,0,0,3,4,4,4,4,4,4,11,5,4,12,18,12,1.3888953,1.8200302,5,0,6,6,9,6
427,1,0,3,0,2,2,4,3,2,1,0,2,3,0,1,3,3,3,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,14,11,0,0,,-.3123751,6,6,9,5,0,0
428,0,0,3,1,3,0,0,1,2,2,0,1,2,0,0,1,0,2,0,0,3,0,3,0,0,3,3,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,5,3,4,1,0,0,0,0,0,0,1,3,3,3,3,3,3,5,4,3,11,0,0,.20134975,1.2119801,1,3,8,6,0,0
429,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
430,0,0,3,1,3,1,2,1,3,1,3,1,2,3,3,2,2,1,2,1,2,2,3,2,2,3,1,3,4,2,2,5,0,3,2,3,3,0,3,3,1,2,2,1,1,4,3,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,13,8,10,9,16,4,-1.1163465,1.7909631,6,4,4,6,5,1
431,1,1,3,1,0,0,2,3,1,0,1,1,1,0,1,1,1,3,1,2,1,1,3,1,1,3,1,1,3,2,2,5,0,0,0,1,0,0,0,0,0,0,2,3,2,1,2,8,3,2,0,0,1,0,0,0,0,4,4,4,4,3,3,3,4,6,7,10,0,1,1.4642252,1.7160137,5,2,5,6,1,0
432,1,1,3,0,0,0,4,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,12,0,0,,-.3123751,6,6,6,6,0,0
433,0,1,1,0,1,0,4,2,0,0,3,0,3,0,0,3,0,2,0,0,3,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,5,11,0,0,,-.3123751,5,6,7,6,0,0
434,0,1,1,0,1,0,4,3,2,0,2,0,3,1,0,3,0,2,1,0,3,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,3,11,0,0,,-.3123751,5,6,5,6,0,0
435,0,1,1,0,1,0,4,1,2,1,0,2,1,1,2,2,1,2,1,1,0,1,3,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,,8,0,0,,-.3123751,2,3,3,6,0,0
436,0,1,1,0,2,1,4,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,7,10,0,0,,.37359414,4,4,6,6,0,0
437,0,1,1,0,0,0,4,1,1,0,3,0,2,0,0,3,2,3,0,0,3,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,4,12,0,0,,-.3123751,6,5,8,6,0,0
438,0,1,1,0,0,0,4,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,,-.3123751,3,6,3,6,0,0
439,0,1,1,0,1,1,4,1,0,0,3,0,3,0,0,3,3,2,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,3,11,0,0,,-.3123751,7,6,8,6,0,0
440,0,1,1,0,2,0,4,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,6,6,0,0,,.37359414,2,4,3,4,0,0
441,1,1,1,0,0,3,4,2,1,1,1,1,2,0,0,3,0,3,0,0,3,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,5,12,0,0,,-.3123751,3,5,9,6,0,0
442,0,1,1,0,0,3,4,2,1,0,0,0,2,0,0,2,2,3,1,1,2,1,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,7,11,0,0,,-.3123751,4,4,7,6,0,0
443,1,1,1,0,0,0,4,2,0,0,0,0,3,0,0,3,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,6,0,0,,-.3123751,2,6,2,4,0,0
444,0,1,1,1,0,2,2,3,1,0,0,0,3,0,0,3,2,3,0,3,0,0,3,0,0,3,1,1,3,1,0,1,1,0,1,0,0,0,0,0,0,1,2,2,3,4,2,3,3,4,1,0,0,0,0,0,0,4,2,4,1,1,1,1,3,9,4,9,2,1,.3450959,.88199216,5,6,4,6,2,0
445,1,2,1,0,0,1,4,2,1,2,3,2,2,1,0,2,1,3,1,2,3,2,1,1,0,2,0,1,2,1,0,0,1,1,3,2,2,0,1,0,1,0,0,3,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,7,9,6,9,7,4,,.6116206,6,4,6,3,3,1
446,1,2,1,0,1,0,4,2,1,0,0,0,3,1,0,3,3,3,1,0,3,1,3,3,1,3,3,0,0,0,0,0,3,1,2,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,9,12,10,8,,-.3123751,5,6,9,6,6,4
447,0,1,1,1,1,0,2,1,2,2,0,3,3,2,1,3,1,0,2,1,0,2,3,2,0,3,1,2,3,2,1,3,0,3,2,0,3,0,3,0,1,0,2,2,2,4,3,4,2,4,0,0,0,1,0,0,0,1,1,1,3,4,1,1,11,7,8,6,11,1,-.49409795,1.3965191,2,6,1,6,0,1
448,0,1,1,0,0,0,4,2,1,1,1,0,2,0,0,2,0,1,1,1,2,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,6,8,0,0,,-.3123751,3,4,4,5,0,0
449,0,1,1,1,1,1,0,2,0,0,2,1,2,1,0,2,0,2,1,0,1,2,2,1,0,2,0,1,4,2,1,1,2,0,0,1,1,0,0,0,0,0,2,2,1,1,3,1,3,1,1,0,0,0,0,0,0,2,2,2,1,1,3,1,2,8,4,7,1,3,-.45017612,1.1447285,4,4,3,4,3,0
450,1,1,1,0,0,0,4,3,2,0,2,1,3,0,2,1,1,3,1,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,1,12,0,0,,-.3123751,6,4,6,6,0,0
451,0,1,1,0,0,0,4,2,0,0,0,0,3,0,0,3,1,2,1,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,3,7,0,0,,-.3123751,3,6,5,4,0,0
452,0,1,1,0,0,0,4,3,1,2,2,1,3,0,1,3,2,2,2,3,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,11,11,5,0,0,,-.3123751,7,6,3,2,0,0
453,0,1,1,0,0,1,4,2,2,2,0,1,3,1,1,3,1,1,1,2,0,1,2,1,1,3,1,2,3,1,0,1,0,1,2,0,0,0,1,0,0,0,1,2,1,3,2,2,3,4,1,0,0,0,0,0,0,3,3,3,3,3,4,3,8,8,7,6,4,0,,.80217499,3,6,2,5,0,0
454,0,1,1,0,1,1,4,3,1,1,3,0,3,0,0,3,1,2,2,1,2,3,3,3,1,3,2,0,0,0,0,0,2,0,1,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,12,10,1,11,,-.3123751,7,6,6,6,5,6
455,1,1,1,0,0,3,4,3,2,3,0,2,0,2,2,0,0,3,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,15,3,10,0,,-.3123751,3,0,3,0,0,0
456,1,1,1,0,1,0,4,3,0,0,2,0,2,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,6,4,0,0,,-.3123751,5,4,3,2,0,0
457,1,1,1,0,0,2,4,2,1,0,0,0,3,0,0,2,1,1,1,1,0,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,7,7,0,0,,-.3123751,3,5,1,6,0,0
458,1,1,1,0,1,3,4,3,1,0,3,1,2,1,1,3,2,2,2,1,3,2,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11,10,11,0,0,,-.3123751,8,5,7,6,0,0
459,0,1,1,0,1,2,4,3,1,0,0,0,2,0,0,3,3,2,2,2,2,2,3,2,2,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,2,1,2,4,3,4,0,0,0,1,0,0,0,3,1,2,3,3,1,1,4,8,12,10,2,1,,.6116206,6,5,6,6,3,0
460,0,1,1,0,0,1,4,3,0,0,3,0,3,0,0,3,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,8,0,0,,-.3123751,6,6,4,4,0,0
461,0,2,1,0,0,2,4,3,0,0,3,0,3,0,0,1,3,3,0,2,3,1,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,11,12,0,0,,-.3123751,9,4,9,6,0,0
462,0,2,1,0,0,3,4,1,1,0,2,1,3,0,1,3,2,2,0,0,3,1,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,5,11,0,0,,-.3123751,5,6,7,6,0,0
463,0,1,1,1,1,0,2,1,2,1,0,1,1,1,2,1,1,2,1,1,1,1,3,3,3,3,1,2,4,1,1,2,1,1,0,1,1,0,1,1,0,0,2,3,2,4,3,5,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,8,3,10,9,4,2,.48299885,1.2410752,2,2,4,6,2,0
464,0,1,1,0,1,3,4,2,1,1,3,0,3,0,0,3,2,3,0,0,3,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,6,12,0,0,,-.3123751,7,6,9,6,0,0
465,1,3,1,0,0,2,4,3,0,0,2,0,3,0,0,3,2,2,2,1,2,2,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,9,10,0,0,,-.3123751,7,6,6,6,0,0
466,0,1,1,0,3,1,4,1,0,0,0,0,2,0,0,2,0,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,6,0,0,,-.3123751,1,4,2,4,0,0
467,0,1,1,0,0,3,4,2,1,3,0,1,2,1,1,2,1,1,2,1,3,2,3,3,3,3,1,0,0,0,0,0,0,1,1,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,12,10,4,6,,-.3123751,3,4,5,6,2,4
468,0,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,,-.3123751,0,0,5,6,0,0
469,1,2,4,0,0,2,4,3,0,1,3,0,2,1,1,2,2,3,2,0,3,3,2,3,2,2,0,0,3,1,0,0,3,3,0,3,3,2,3,1,3,3,2,4,2,1,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,10,10,13,11,,.54592091,8,4,6,4,9,5
470,0,1,4,0,2,3,4,1,0,0,2,1,3,0,1,3,3,2,1,1,3,2,3,3,3,3,2,0,0,0,0,0,1,1,2,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,12,11,5,10,,-.3123751,6,6,7,6,6,6
471,0,1,4,0,0,1,4,2,1,2,3,0,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,15,12,18,12,,-.3123751,8,6,9,6,9,6
472,1,3,4,1,1,0,0,1,1,2,0,0,2,0,0,3,0,2,1,,0,0,3,0,0,3,0,1,4,1,1,4,0,,,0,0,0,0,0,0,0,2,3,4,3,,8,4,4,0,0,0,1,0,0,0,3,2,3,3,3,2,2,3,6,,8,,0,.37966284,1.3914404,1,5,2,6,0,0
473,0,1,4,1,0,0,2,0,3,3,0,3,0,0,0,0,3,0,3,0,3,3,0,3,0,0,3,3,3,1,1,1,0,3,0,0,0,0,0,0,0,3,1,4,5,4,1,2,4,5,1,0,0,0,0,0,0,4,1,1,4,4,4,4,12,0,12,3,6,0,.42388949,1.0967771,3,0,6,0,3,0
474,0,1,4,0,0,0,4,2,0,0,3,0,3,0,0,3,3,1,1,0,0,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,9,7,0,0,,.37359414,8,6,4,6,0,0
475,0,2,4,0,0,1,4,0,1,1,1,1,3,1,2,3,2,0,1,2,2,1,3,1,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,8,8,0,0,,.37359414,3,6,3,6,0,0
476,1,2,4,0,0,3,4,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,12,0,0,,-.3123751,6,6,6,6,0,0
477,0,1,4,0,1,2,4,2,1,0,3,0,3,0,0,2,1,1,0,0,3,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,5,10,0,0,,-.3123751,6,5,6,6,0,0
478,0,3,4,0,3,3,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0,,-.3123751,0,2,0,0,0,0
479,0,1,4,0,0,3,4,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,9,0,0,,-.3123751,0,6,6,6,0,0
480,0,3,4,0,0,1,4,3,0,0,0,0,3,0,0,3,3,0,0,0,0,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,,6,0,0,,-.3123751,6,6,0,6,0,0
481,1,2,4,0,0,3,4,0,2,2,0,2,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,18,12,0,0,,-.3123751,0,6,9,6,0,0
482,1,3,4,0,3,2,4,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,11,0,0,,-.3123751,0,0,8,6,0,0
483,1,2,4,0,0,3,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,2,3,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,4,2,2,3,3,1,0,0,0,0,0,0,2,2,2,2,2,1,2,0,0,14,9,0,0,,.88144618,0,0,7,5,0,0
484,1,1,4,0,3,0,4,3,0,0,3,0,3,0,0,3,3,3,0,0,2,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,3,11,0,0,,-.3123751,9,6,8,6,0,0
485,1,1,4,0,1,0,4,3,0,0,3,0,3,0,0,3,2,3,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,6,12,0,0,,-.3123751,8,6,9,6,0,0
486,1,1,4,0,1,0,4,2,0,0,3,0,2,0,0,2,0,2,0,3,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,7,11,0,0,,-.3123751,5,4,8,6,0,0
487,0,2,4,0,2,3,4,3,0,0,0,0,3,0,0,3,1,3,0,0,0,0,3,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,3,9,0,1,,.37359414,4,6,6,6,1,0
488,0,1,4,0,1,1,2,3,2,1,1,1,2,2,1,3,0,3,2,1,1,1,2,2,1,3,0,0,0,0,0,0,3,2,1,1,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,9,7,9,7,9,,-.3123751,4,5,4,5,4,5
489,0,1,4,0,1,0,4,3,0,0,0,0,3,0,0,0,3,0,0,3,0,3,1,2,2,1,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,10,2,,,,-.3123751,6,3,0,2,0,0
490,0,1,4,0,2,0,4,3,2,3,1,0,3,2,1,3,2,3,2,2,3,2,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,12,9,0,0,,.37359414,6,6,9,3,0,0
491,0,1,4,0,1,2,4,2,0,0,2,0,3,0,0,3,0,2,1,1,3,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,11,0,0,,-.3123751,4,6,7,6,0,0
492,1,1,4,0,1,1,4,2,0,0,0,0,3,0,0,2,2,2,0,1,3,1,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,7,11,0,0,,.37359414,4,5,8,6,0,0
493,0,1,4,0,1,2,4,3,0,1,3,0,3,0,0,3,3,2,0,1,2,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,7,9,0,0,,-.3123751,9,6,6,5,0,0
494,0,1,4,0,0,1,4,3,0,0,0,0,3,0,0,3,2,3,1,2,2,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,11,11,0,0,,-.3123751,5,6,7,6,0,0
495,0,1,4,0,0,1,4,3,0,0,1,0,3,0,0,3,2,3,1,2,2,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,11,11,0,0,,-.3123751,6,6,7,6,0,0
496,1,1,4,0,0,3,4,2,1,3,3,1,0,3,1,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7,18,12,0,0,,-.3123751,8,2,9,6,0,0
497,0,3,4,0,0,0,4,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,,.77632672,3,6,3,6,0,0
498,1,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,0,0,,-.3123751,0,0,0,6,0,0
499,1,1,4,0,0,2,4,3,2,1,0,2,0,2,2,0,1,3,2,1,0,2,0,2,2,0,1,0,0,0,0,0,2,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,10,3,12,2,,-.3123751,4,0,4,0,4,0
500,1,2,4,0,1,3,4,3,1,3,0,1,0,2,2,1,0,3,2,3,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,13,5,0,0,,-.3123751,3,1,6,2,0,0
501,1,1,4,0,0,2,4,2,0,0,0,0,3,0,0,3,0,2,2,2,3,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,13,10,0,0,,-.3123751,2,6,8,5,0,0
