Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,573,s,False,0,1,False,0,False,0,True,1,False,0,5,6.062708855,4.561592102,2.706587791,muchos,8,over,1.5,ruido,azul,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
1,471,n,False,0,2,False,0,False,0,False,1,True,1,1,3.655135155,2.153988123,3.810001135,muchos,8,under,2_u3,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2,150,s,True,1,2,True,1,False,0,False,1,False,1,5,5.058774948,3.55775094,1.604067802,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
3,488,n,True,2,2,False,1,True,1,False,1,False,1,1,3.256069899,1.755017042,3.608686924,muchos,7,over,3,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
4,225,n,True,3,2,False,1,True,2,False,1,False,1,2,2.955813885,1.455647945,2.606636047,pocos,2,under,2.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
5,183,n,True,4,2,False,1,True,3,False,1,False,1,2,3.55696106,2.055830956,1.503652096,pocos,2,under,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
6,60,s,True,5,2,True,2,False,3,False,1,False,1,6,3.857814074,2.35669899,1.704195976,pocos,3,over,2_o3,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
7,165,n,True,6,2,False,2,True,4,False,1,False,1,1,2.754101038,1.252929926,1.102556944,pocos,2,over,3,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
8,514,s,False,6,3,False,2,False,4,True,2,False,1,5,7.15268302,5.651530981,1.90484786,muchos,8,under,3,ruido,azul,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
9,566,n,True,7,3,False,2,True,5,False,2,False,1,2,7.064665079,5.563564062,1.503796101,muchos,7,over,1.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
