Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
69,167,n,True,70,0,False,39,True,31,False,0,False,0,1,2.053791046,0.552638054,1.704387903,pocos,2,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
70,62,s,True,71,0,True,40,False,31,False,0,False,0,6,1.952264071,0.451148987,0.602119923,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
71,422,s,True,72,0,True,41,False,31,False,0,False,0,5,2.555943966,1.054785013,1.203038931,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
72,579,n,True,73,0,False,41,True,32,False,0,False,0,1,2.153722048,0.652387857,0.501413107,muchos,8,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
73,332,s,True,74,0,True,42,False,32,False,0,False,0,6,2.75442791,1.25327301,0.701852083,muchos,7,over,2_o2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
74,145,s,True,75,0,True,43,False,32,False,0,False,0,6,2.152966022,0.65190196,0.602127075,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
75,467,s,True,76,0,True,44,False,32,False,0,False,0,6,2.341984034,0.840807915,0.701844931,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
76,499,n,True,77,0,False,44,True,33,False,0,False,0,1,2.153714895,0.652617931,1.002748013,muchos,8,over,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
77,368,s,True,78,0,True,45,False,33,False,0,False,0,5,2.654080153,1.15299511,0.601505995,muchos,8,over,2_o3,senal,purpura,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
78,192,n,True,79,0,False,45,True,34,False,0,False,0,1,2.353569031,0.852431059,0.601702929,pocos,3,under,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
79,528,n,True,80,0,False,45,True,35,False,0,False,0,1,2.053081989,0.551913023,0.702001095,muchos,7,over,2.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
80,38,s,True,81,0,True,46,False,35,False,0,False,0,6,2.052576065,0.551419973,0.90226388,pocos,2,over,2_o2,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
81,583,n,True,82,0,False,46,True,36,False,0,False,0,1,2.040733099,0.539680958,1.503698826,muchos,7,under,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
82,1,s,True,83,0,True,47,False,36,False,0,False,0,6,3.455116987,1.954066992,0.802036047,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
83,122,s,True,84,0,True,48,False,36,False,0,False,0,6,2.052716017,0.551604033,0.802768946,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
84,283,n,True,85,0,False,48,True,37,False,0,False,0,1,3.056017876,1.554931879,0.902493954,pocos,2,over,1,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
85,249,n,True,86,0,False,48,True,38,False,0,False,0,1,2.353290081,0.852108002,0.701888084,pocos,2,over,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
86,551,n,True,87,0,False,48,True,39,False,0,False,0,2,2.453395844,0.952331781,0.501500845,muchos,8,under,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
87,199,n,True,88,0,False,48,True,40,False,0,False,0,1,2.252834797,0.751676083,0.602169991,pocos,3,under,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
88,509,n,True,89,0,False,48,True,41,False,0,False,0,1,2.054084063,0.552933931,0.501211166,muchos,7,under,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
89,133,s,True,90,0,True,49,False,41,False,0,False,0,6,2.353816032,0.852669954,0.902235985,pocos,3,under,2_u3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
90,420,n,False,90,1,False,49,False,41,False,0,True,1,2,2.656674862,1.155483007,0.501259804,muchos,7,under,2_u2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
91,373,s,True,91,1,True,50,False,41,False,0,False,1,6,3.957216024,2.456302166,0.501588106,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
92,622,n,True,92,1,False,50,True,42,False,0,False,1,1,2.340842009,0.840549946,0.702030182,muchos,7,under,1,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
93,328,s,True,93,1,True,51,False,42,False,0,False,1,4,6.764864922,5.263787031,0.802181959,muchos,7,over,2_o2,senal,purpura,3 BS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
94,584,n,True,94,1,False,51,True,43,False,0,False,1,1,2.038951874,0.537772894,0.401055813,muchos,7,under,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
95,322,s,True,95,1,True,52,False,43,False,0,False,1,6,2.152980089,0.65271306,0.701776981,muchos,7,over,2_o2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
96,427,s,True,96,1,True,53,False,43,False,0,False,1,6,2.255246878,0.754134893,0.602045059,muchos,7,under,2_u2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
97,241,n,True,97,1,False,53,True,44,False,0,False,1,1,2.353916883,0.852722883,1.103657007,pocos,2,over,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
98,296,n,True,98,1,False,53,True,45,False,0,False,1,1,2.253005981,0.75187993,0.802205086,pocos,3,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
99,329,s,True,99,1,True,54,False,45,False,0,False,1,6,2.455033779,0.95438695,1.002328157,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
100,602,n,True,100,1,False,54,True,46,False,0,False,1,1,2.053418875,0.552245855,0.90247488,muchos,7,over,1,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
101,298,n,True,101,1,False,54,True,47,False,0,False,1,1,2.053299189,0.552261114,0.702027082,pocos,3,over,1,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
102,218,n,True,102,1,False,54,True,48,False,0,False,1,1,2.153239965,0.652148008,0.601374149,pocos,3,over,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
103,295,n,True,103,1,False,54,True,49,False,0,False,1,1,1.652123928,0.151072979,0.801963806,pocos,3,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
104,106,s,True,104,1,True,55,False,49,False,0,False,1,6,2.152846813,0.65177393,0.601946831,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
105,346,s,True,105,1,True,56,False,49,False,0,False,1,6,2.052896023,0.551781893,0.702121019,muchos,7,over,2_o2,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
106,86,s,True,106,1,True,57,False,49,False,0,False,1,6,2.754149914,1.25306201,0.601440907,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
107,124,s,True,107,1,True,58,False,49,False,0,False,1,6,2.4544909,0.953354836,0.70202589,pocos,3,under,2_u3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
108,334,s,True,108,1,True,59,False,49,False,0,False,1,6,3.556061029,2.055001974,0.501645088,muchos,7,over,2_o2,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
109,245,n,True,109,1,False,59,True,50,False,0,False,1,1,2.052571058,0.551444054,0.701843023,pocos,2,over,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
110,301,n,True,110,1,False,59,True,51,False,0,False,1,1,1.952081919,0.451002836,0.70170188,pocos,2,NA,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
111,606,n,True,111,1,False,59,True,52,False,0,False,1,1,2.053565025,0.552378893,0.701893091,muchos,7,over,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
112,396,s,True,112,1,True,60,False,52,False,0,False,1,6,2.05322814,0.552401066,0.702111006,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
113,234,n,True,113,1,False,60,True,53,False,0,False,1,1,2.053327084,0.552200079,1.002434969,pocos,3,under,2.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
114,3,s,True,114,1,True,61,False,53,False,0,False,1,6,2.65429616,1.15317893,1.002707005,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
115,531,n,True,115,1,False,61,True,54,False,0,False,1,1,1.953531981,0.452383041,0.701938868,muchos,8,over,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
116,363,s,True,116,1,True,62,False,54,False,0,False,1,6,2.953557014,1.452392101,0.80230093,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
117,150,s,True,117,1,True,63,False,54,False,0,False,1,6,2.053509951,0.552386999,0.70196104,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
118,477,s,True,118,1,True,64,False,54,False,0,False,1,6,2.253540993,0.752415895,0.601637125,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
119,495,n,True,119,1,False,64,True,55,False,0,False,1,1,2.052577972,0.551479816,1.102883816,muchos,8,over,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
120,154,s,True,120,1,True,65,False,55,False,0,False,1,6,2.453375101,0.952191114,0.702333927,pocos,3,under,2_u3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
121,408,s,True,121,1,True,66,False,55,False,0,False,1,6,2.038297176,0.537233114,0.501230001,muchos,7,under,2_u2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
122,574,n,True,122,1,False,66,True,56,False,0,False,1,1,2.052860022,0.552098989,0.902687073,muchos,8,over,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
123,8,s,True,123,1,True,67,False,56,False,0,False,1,6,2.15219903,0.651110172,1.203102827,pocos,2,over,2_o2,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
124,337,s,True,124,1,True,68,False,56,False,0,False,1,6,2.05250001,0.551429987,0.501838923,muchos,7,over,2_o2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
125,327,s,True,125,1,True,69,False,56,False,0,False,1,6,2.354461908,0.853308916,0.601626158,muchos,7,over,2_o2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
126,435,s,True,126,1,True,70,False,56,False,0,False,1,6,2.140599012,0.639543056,1.002574921,muchos,7,under,2_u2,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
127,592,n,True,127,1,False,70,True,57,False,0,False,1,1,2.55358386,1.052434921,0.802014112,muchos,8,under,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
128,17,s,True,128,1,True,71,False,57,False,0,False,1,6,2.354558945,0.853455067,0.501734972,pocos,2,over,2_o2,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
129,365,s,True,129,1,True,72,False,57,False,0,False,1,6,2.152007103,0.650912046,0.50137496,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
130,603,n,True,130,1,False,72,True,58,False,0,False,1,1,2.35402298,0.852965117,2.105674028,muchos,7,over,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
131,141,s,True,131,1,True,73,False,58,False,0,False,1,6,5.561298132,4.061028957,0.701896191,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
132,554,n,True,132,1,False,73,True,59,False,0,False,1,2,2.051797867,0.550715923,0.501436949,muchos,8,under,2.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
