Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
68,555,s,False,65,4,False,30,False,35,True,2,False,2,5,3.558345079,2.057219982,0.501488924,muchos,8,under,2.5,ruido,verde,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
69,424,s,True,66,4,True,31,False,35,False,2,False,2,6,3.256992102,1.756508112,0.300985813,muchos,7,under,2_u2,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
70,445,s,True,67,4,True,32,False,35,False,2,False,2,5,3.755870104,2.255104065,0.40157485,muchos,8,under,2_u3,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
71,281,n,True,68,4,False,32,True,36,False,2,False,2,1,1.652143002,0.151531935,0.100328922,pocos,2,NA,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
72,419,n,False,68,5,False,32,False,36,False,2,True,3,3,3.857843161,2.356758118,0.802332878,muchos,7,under,2_u2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0
73,535,n,True,69,5,False,32,True,37,False,2,False,3,1,2.153037071,0.651874065,0.902359962,muchos,8,over,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
74,1,s,True,70,5,True,33,False,37,False,2,False,3,6,3.156115055,1.654959202,0.602177858,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
75,11,s,True,71,5,True,34,False,37,False,2,False,3,6,2.554534912,1.053433895,0.300912142,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
76,208,n,True,72,5,False,34,True,38,False,2,False,3,1,1.652858973,0.151725054,1.4032619,pocos,2,over,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
77,529,n,True,73,5,False,34,True,39,False,2,False,3,1,3.156095028,1.654968977,0.40109396,muchos,7,over,2.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
78,530,n,True,74,5,False,34,True,40,False,2,False,3,1,1.852417946,0.351344824,0.502041101,muchos,7,over,2.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
79,95,s,True,75,5,True,35,False,40,False,2,False,3,6,2.25377512,0.752580881,0.401130915,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
80,82,s,True,76,5,True,36,False,40,False,2,False,3,6,3.254648924,1.753604889,0.300781965,pocos,2,under,2_u2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
81,228,n,True,77,5,False,36,True,41,False,2,False,3,3,2.052688837,0.551613092,0.802201986,pocos,2,under,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
82,402,n,False,77,6,False,36,False,41,False,2,True,4,2,1.753844976,0.25276494,0.802071095,muchos,7,under,2_u2,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
83,92,s,True,78,6,True,37,False,41,False,2,False,4,6,1.951404095,0.450266123,0.401203156,pocos,2,under,2_u2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
84,130,s,True,79,6,True,38,False,41,False,2,False,4,6,1.751703024,0.250535965,0.300961018,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
85,271,n,True,80,6,False,38,True,42,False,2,False,4,1,1.651375055,0.150241137,0.200700045,pocos,3,under,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
86,226,n,True,81,6,False,38,True,43,False,2,False,4,2,3.256137133,1.754956961,0.601589918,pocos,2,under,2.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
87,491,n,True,82,6,False,38,True,44,False,2,False,4,1,1.651685953,0.150578976,2.205215931,muchos,8,over,3,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
88,291,n,True,83,6,False,38,True,45,False,2,False,4,1,1.65435195,0.153828144,0.501679897,pocos,3,over,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
89,73,s,True,84,6,True,39,False,45,False,2,False,4,6,1.852228165,0.351166964,0.501278162,pocos,3,over,2_o3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
90,562,n,True,85,6,False,39,True,46,False,2,False,4,1,1.651591063,0.150434971,1.303218842,muchos,7,over,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
91,117,s,True,86,6,True,40,False,46,False,2,False,4,6,1.952618122,0.452373981,0.300881147,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
92,256,n,True,87,6,False,40,True,47,False,2,False,4,1,1.652671814,0.151508808,0.100399017,pocos,3,over,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
93,203,n,True,88,6,False,40,True,48,False,2,False,4,1,3.054780006,1.553673029,0.401623964,pocos,2,over,2.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
94,416,s,True,89,6,True,41,False,48,False,2,False,4,5,7.367362976,5.8662889,0.401170969,muchos,7,under,2_u2,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
95,170,n,True,90,6,False,41,True,49,False,2,False,4,1,1.652688026,0.151531935,0.100429058,pocos,2,over,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
96,191,n,True,91,6,False,41,True,50,False,2,False,4,1,2.152724981,0.652062893,0.301043034,pocos,3,under,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
97,197,n,True,92,6,False,41,True,51,False,2,False,4,1,1.651556969,0.15031004,0.401759148,pocos,3,under,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
98,123,s,True,93,6,True,42,False,51,False,2,False,4,5,6.965037823,5.463859081,0.401844025,pocos,3,under,2_u3,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
99,329,s,True,94,6,True,43,False,51,False,2,False,4,6,2.856724024,1.355618954,0.401581049,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
100,5,s,True,95,6,True,44,False,51,False,2,False,4,6,2.252599001,0.751476049,0.300953865,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
101,581,n,True,96,6,False,44,True,52,False,2,False,4,1,1.63946414,0.138242006,2.005337954,muchos,7,under,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
102,593,n,True,97,6,False,44,True,53,False,2,False,4,1,1.638420105,0.137284994,1.102554083,muchos,8,under,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
103,603,n,True,98,6,False,44,True,54,False,2,False,4,1,1.650532007,0.149333954,0.601544142,muchos,7,over,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
104,128,s,True,99,6,True,45,False,54,False,2,False,4,6,1.853115797,0.351964951,0.602072001,pocos,3,under,2_u3,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
105,188,n,True,100,6,False,45,True,55,False,2,False,4,1,1.852488995,0.352260828,0.501657963,pocos,2,under,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
106,163,n,True,101,6,False,45,True,56,False,2,False,4,1,1.652503967,0.15130806,0.902828217,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
107,400,s,True,102,6,True,46,False,56,False,2,False,4,6,1.751784086,0.250601053,1.002646923,muchos,8,over,2_o3,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
108,180,n,True,103,6,False,46,True,57,False,2,False,4,1,1.651734114,0.150568962,1.10294199,pocos,3,over,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
109,109,s,True,104,6,True,47,False,57,False,2,False,4,6,2.05359292,0.552399874,0.702345133,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
110,33,s,True,105,6,True,48,False,57,False,2,False,4,6,2.453467131,0.952320099,0.40130496,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
111,556,n,True,106,6,False,48,True,58,False,2,False,4,2,2.452638865,0.951787949,4.310459137,muchos,8,under,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
112,275,n,True,107,6,False,48,True,59,False,2,False,4,1,1.653034925,0.151925087,0.701938152,pocos,3,under,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
113,598,n,True,108,6,False,48,True,60,False,2,False,4,1,2.440056086,0.938950062,1.704370022,muchos,8,under,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
114,578,n,True,109,6,False,48,True,61,False,2,False,4,1,1.650446892,0.149322987,0.501729965,muchos,8,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
115,168,n,True,110,6,False,48,True,62,False,2,False,4,1,1.651619911,0.150503159,0.601815939,pocos,2,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
116,230,n,True,111,6,False,48,True,63,False,2,False,4,1,1.652493954,0.151357174,0.902900219,pocos,2,under,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
117,411,s,True,112,6,True,49,False,63,False,2,False,4,5,3.143360138,1.64307189,0.501477003,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
118,487,n,True,113,6,False,49,True,64,False,2,False,4,1,1.651705027,0.150575876,0.501499891,muchos,7,over,3,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
119,16,s,True,114,6,True,50,False,64,False,2,False,4,6,2.25316,0.752025127,0.601734161,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
120,248,n,True,115,6,False,50,True,65,False,2,False,4,1,1.651643038,0.150588989,0.702074051,pocos,2,over,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
121,587,n,True,116,6,False,50,True,66,False,2,False,4,1,1.654042006,0.152962923,0.702136993,muchos,7,under,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
122,121,s,True,117,6,True,51,False,66,False,2,False,4,6,1.85196805,0.350841999,0.401253939,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
123,183,n,True,118,6,False,51,True,67,False,2,False,4,1,1.65160799,0.150410891,0.401196003,pocos,2,under,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
124,514,n,True,119,6,False,51,True,68,False,2,False,4,1,1.650084019,0.14921999,0.601580858,muchos,8,under,3,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
125,405,n,False,119,7,False,51,False,68,False,2,True,5,2,1.752562046,0.251372099,2.105458975,muchos,7,under,2_u2,senal,verde,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
126,542,n,True,120,7,False,51,True,69,False,2,False,5,2,3.356621027,1.85550189,0.602185011,muchos,7,under,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
127,312,n,True,121,7,False,51,True,70,False,2,False,5,1,1.652009964,0.150884867,0.101817846,pocos,3,under,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
128,204,n,True,122,7,False,51,True,71,False,2,False,5,1,1.650768042,0.149589062,0.501435041,pocos,2,over,2.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
129,629,n,True,123,7,False,51,True,72,False,2,False,5,1,1.652453184,0.152270079,0.501326084,muchos,7,under,1,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
130,567,n,True,124,7,False,51,True,73,False,2,False,5,1,1.651434898,0.150243998,0.601985931,muchos,7,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
131,6,s,True,125,7,True,52,False,73,False,2,False,5,6,2.354440928,0.853323936,0.401026011,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
132,167,n,True,126,7,False,52,True,74,False,2,False,5,1,1.650693178,0.149539948,0.70237112,pocos,2,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
