Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,447,s,True,1,0,True,1,False,0,False,0,False,0,4,5.745492935,4.244904995,2.706724167,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
1,164,n,True,2,0,False,1,True,1,False,0,False,0,1,2.937664032,1.436568975,1.904955149,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2,605,n,True,3,0,False,1,True,2,False,0,False,0,2,3.840107918,2.339578867,1.503823042,muchos,7,over,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
3,112,s,True,4,0,True,2,False,2,False,0,False,0,6,2.837657928,1.336874008,2.506491899,pocos,2,under,2_u2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,16,s,True,5,0,True,3,False,2,False,0,False,0,5,2.938243866,1.437916994,1.004107952,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
5,203,n,True,6,0,False,3,True,3,False,0,False,0,3,3.339146137,1.83833909,1.303511858,pocos,2,over,2.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
6,88,s,True,7,0,True,4,False,3,False,0,False,0,4,3.238758087,1.737904072,1.503675938,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
7,429,n,False,7,1,False,4,False,3,False,0,True,1,2,3.840097904,2.339303017,1.403578043,muchos,7,under,2_u2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
8,385,s,True,8,1,True,5,False,3,False,0,False,1,5,3.139006138,1.638153076,2.706528902,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
9,307,n,True,9,1,False,5,True,4,False,0,False,1,1,2.837999821,1.337316036,1.504447937,pocos,2,under,1,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
