Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,42,s,True,1,0,True,1,False,0,False,0,False,0,6,4.859863997,3.358756065,5.313292027,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
1,487,n,True,2,0,False,1,True,1,False,0,False,0,1,3.556921959,2.055819035,1.804020882,muchos,7,over,3,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2,388,s,True,3,0,True,2,False,1,False,0,False,0,6,3.755308867,2.254137993,1.102998972,muchos,8,over,2_o3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
3,581,n,True,4,0,False,2,True,2,False,0,False,0,1,4.561134815,3.060027838,1.604064941,muchos,7,under,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
4,416,s,True,5,0,True,3,False,2,False,0,False,0,5,4.458960056,2.957862139,2.105958939,muchos,7,under,2_u2,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
5,305,s,False,5,1,False,3,False,2,True,1,False,0,6,3.856753111,2.355618,1.002640963,pocos,2,under,1,ruido,verde,1 AN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6,157,s,True,6,1,True,4,False,2,False,1,False,0,5,3.556026936,2.054837942,1.102741003,pocos,3,under,2_u3,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
7,526,n,True,7,1,False,4,True,3,False,1,False,0,1,3.354763031,1.853694916,1.403460026,muchos,7,over,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
8,52,s,True,8,1,True,5,False,3,False,1,False,0,5,3.559335947,2.058209181,0.903001785,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
9,410,s,True,9,1,True,6,False,3,False,1,False,0,5,6.063261032,4.562137842,1.303220987,muchos,7,under,2_u2,senal,guinda,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
10,117,s,True,10,1,True,7,False,3,False,1,False,0,5,8.168007135,6.666949987,1.904946804,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
11,561,n,True,11,1,False,7,True,4,False,1,False,0,2,5.862102985,4.361146927,1.102906942,muchos,7,over,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
12,480,s,True,12,1,True,8,False,4,False,1,False,0,5,4.65316391,3.152064085,1.102587938,muchos,8,under,2_u3,senal,guinda,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
13,194,n,True,13,1,False,8,True,5,False,1,False,0,1,3.356293201,1.855223179,1.002726078,pocos,3,under,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
14,455,s,True,14,1,True,9,False,5,False,1,False,0,5,4.557420969,3.056833029,0.902645111,muchos,8,under,2_u3,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
15,544,n,True,15,1,False,9,True,6,False,1,False,0,2,3.556797028,2.055710077,1.10276413,muchos,7,under,2.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
16,300,s,False,15,2,False,9,False,6,True,2,False,0,6,3.354882002,1.853795052,0.802140951,pocos,3,over,1,ruido,guinda,1 AN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
17,371,s,True,16,2,True,10,False,6,False,2,False,0,6,3.254615068,1.753488064,0.802307129,muchos,8,over,2_o3,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
18,258,s,False,16,3,False,10,False,6,True,3,False,0,6,5.360588074,3.859445095,2.806810856,pocos,3,over,1.5,ruido,purpura,1 AN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
19,81,s,True,17,3,True,11,False,6,False,3,False,0,5,4.256734848,2.755665064,0.802093029,pocos,2,under,2_u2,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
20,172,n,True,18,3,False,11,True,7,False,3,False,0,1,3.25552392,1.75502491,3.208194017,pocos,3,over,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
21,295,n,True,19,3,False,11,True,8,False,3,False,0,1,2.855203867,1.354064941,1.202956915,pocos,3,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
22,253,n,True,20,3,False,11,True,9,False,3,False,0,1,3.354902983,1.854458809,0.702082157,pocos,3,over,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
23,447,s,True,21,3,True,12,False,9,False,3,False,0,5,5.056723833,3.555619001,0.70184803,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
24,33,s,True,22,3,True,13,False,9,False,3,False,0,5,3.657829046,2.156701088,0.802165031,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
25,509,n,True,23,3,False,13,True,10,False,3,False,0,1,3.257795811,1.756700993,1.002946854,muchos,7,under,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
