Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,17,n,False,0,1,False,0,False,0,False,0,True,1,1,7.460330025,5.947885036,2.50645113,pocos,2,over,2_o2,senal,purpura,4 AS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1,16,s,True,1,1,True,1,False,0,False,0,False,1,5,3.650744931,2.138256073,1.804445028,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
2,60,s,True,2,1,True,2,False,0,False,0,False,1,4,4.652806059,3.140250921,2.206943989,pocos,3,over,2_o3,senal,guinda,4 AS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
3,444,n,False,2,2,False,2,False,0,False,0,True,2,3,3.851031081,2.338556051,2.506184101,muchos,8,under,2_u3,senal,azul,3 BS,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0
4,630,n,True,3,2,False,2,True,1,False,0,False,2,1,4.051799075,2.539262056,1.50376296,muchos,7,under,1,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,152,s,True,4,2,True,3,False,1,False,0,False,2,5,5.154353157,3.641854048,1.40386796,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
6,401,n,False,4,3,False,3,False,1,False,0,True,3,2,3.149369017,1.636857033,1.003073931,muchos,7,under,2_u2,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
7,108,s,True,5,3,True,4,False,1,False,0,False,3,5,2.347615019,0.835170984,1.303006887,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
8,535,s,False,5,4,False,4,False,1,True,1,False,3,5,8.162312046,6.649749041,1.203534126,muchos,8,over,2.5,ruido,verde,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
9,48,s,True,6,4,True,5,False,1,False,1,False,3,6,2.046366946,0.533835888,2.70656395,pocos,3,over,2_o3,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
10,212,n,True,7,4,False,5,True,2,False,1,False,3,1,2.347589985,0.835022926,1.303497076,pocos,3,over,2.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
11,159,s,True,8,4,True,6,False,2,False,1,False,3,5,2.548707024,1.036162138,1.203061104,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
12,300,n,True,9,4,False,6,True,3,False,1,False,3,1,2.347676054,0.835211039,2.40596199,pocos,3,over,1,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
13,570,n,True,10,4,False,6,True,4,False,1,False,3,3,2.548748986,1.036273003,1.905330896,muchos,7,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
14,194,n,True,11,4,False,6,True,5,False,1,False,3,1,2.748626009,1.236155987,1.704447031,pocos,3,under,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
15,340,s,True,12,4,True,7,False,5,False,1,False,3,5,2.348204152,0.835612059,3.00690794,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
16,53,s,True,13,4,True,8,False,5,False,1,False,3,6,2.247527853,0.73496294,1.704248905,pocos,3,over,2_o3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
17,55,s,True,14,4,True,9,False,5,False,1,False,3,5,2.949202076,1.436692953,1.403730869,pocos,3,over,2_o3,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
18,155,s,True,15,4,True,10,False,5,False,1,False,3,6,3.550601975,2.038057089,2.105484962,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
19,527,n,True,16,4,False,10,True,6,False,1,False,3,2,2.34789087,0.835408926,1.203011036,muchos,7,over,2.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
20,117,s,True,17,4,True,11,False,6,False,1,False,3,5,5.855970875,4.343430996,1.704243183,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
21,380,s,True,18,4,True,12,False,6,False,1,False,3,5,1.946576134,0.434057951,1.002604008,muchos,8,over,2_o3,senal,guinda,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
22,131,s,True,19,4,True,13,False,6,False,1,False,3,5,2.247401968,0.734899998,0.701831102,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
23,603,n,True,20,4,False,13,True,7,False,1,False,3,1,2.84871389,1.336761951,1.203215837,muchos,7,over,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
24,201,n,True,21,4,False,13,True,8,False,1,False,3,1,2.547966973,1.035470009,1.303246975,pocos,2,over,2.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
25,139,s,True,22,4,True,14,False,8,False,1,False,3,5,2.447897927,0.935666084,1.203113079,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
26,506,n,True,23,4,False,14,True,9,False,1,False,3,1,2.247219817,0.734686136,1.302955866,muchos,7,under,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
27,12,s,True,24,4,True,15,False,9,False,1,False,3,5,2.147115008,0.634624004,1.203784943,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
28,580,n,True,25,4,False,15,True,10,False,1,False,3,3,2.147323862,0.634800911,1.202966928,muchos,8,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
29,52,s,True,26,4,True,16,False,10,False,1,False,3,6,2.047262923,0.534680128,1.203062058,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
30,257,n,True,27,4,False,16,True,11,False,1,False,3,1,3.650611178,2.138072014,2.305258989,pocos,3,over,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
31,513,n,True,28,4,False,16,True,12,False,1,False,3,2,2.949054018,1.436516047,1.303276062,muchos,8,under,3,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
32,582,n,True,29,4,False,16,True,13,False,1,False,3,1,2.347469107,0.834975004,1.102894068,muchos,7,under,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
