Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,276,s,False,0,1,False,0,False,0,True,1,False,0,6,4.759919167,3.25881505,5.5136621,pocos,3,under,1.5,ruido,verde,1 AN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,177,n,True,1,1,False,0,True,1,False,1,False,0,1,6.162461042,4.661290169,4.310852051,pocos,3,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2,485,n,True,2,1,False,0,True,2,False,1,False,0,1,8.067406893,6.566212893,4.912169933,muchos,7,over,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3,53,s,True,3,1,True,1,False,2,False,1,False,0,6,5.962921858,4.461753845,1.704200983,pocos,3,over,2_o3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,285,n,True,4,1,False,1,True,3,False,1,False,0,1,3.858181,2.357021093,1.002686977,pocos,2,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,211,s,False,4,2,False,1,False,3,True,2,False,0,5,4.058668137,2.558258057,1.60421586,pocos,3,over,2.5,ruido,naranja,1 AN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
6,603,n,True,5,2,False,1,True,4,False,2,False,0,1,3.758074999,2.256896973,1.10295701,muchos,7,over,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
7,395,s,True,6,2,True,2,False,4,False,2,False,0,6,3.45734787,1.956153154,2.406120062,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
8,616,n,True,7,2,False,2,True,5,False,2,False,0,1,3.757205963,2.256103039,1.704663038,muchos,8,over,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
9,618,n,True,8,2,False,2,True,6,False,2,False,0,1,3.657274008,2.156140089,1.4036901,muchos,8,over,1,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10,107,s,True,9,2,True,3,False,6,False,2,False,0,5,4.158595085,2.657546043,1.203087807,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
11,6,s,True,10,2,True,4,False,6,False,2,False,0,6,3.556841135,2.055706024,1.804725885,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
12,412,s,True,11,2,True,5,False,6,False,2,False,0,5,3.658238888,2.157055855,1.70401597,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
13,249,n,True,12,2,False,5,True,7,False,2,False,0,2,3.959150076,2.458074093,2.607532978,pocos,2,over,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
