Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,634,n,True,1,0,False,0,True,1,False,0,False,0,1,2.035876989,0.534377813,2.515475988,muchos,8,under,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1,274,n,True,2,0,False,0,True,2,False,0,False,0,1,1.73487401,0.233584881,1.423321009,pocos,3,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2,39,s,True,3,0,True,1,False,2,False,0,False,0,6,2.747653961,1.246351957,2.506365061,pocos,2,over,2_o2,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
3,7,s,True,4,0,True,2,False,2,False,0,False,0,5,4.585674047,3.085086107,1.403483152,pocos,2,over,2_o2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
4,223,n,True,5,0,False,2,True,3,False,0,False,0,1,1.835500956,0.333207846,1.107326984,pocos,2,under,2.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,299,n,True,6,0,False,2,True,4,False,0,False,0,1,1.634411097,0.133064985,0.701884985,pocos,3,over,1,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
6,271,n,True,7,0,False,2,True,5,False,0,False,0,1,1.637018204,0.134618998,0.801961184,pocos,3,under,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
7,77,s,True,8,0,True,3,False,5,False,0,False,0,5,2.94630599,1.445166111,1.309673071,pocos,3,over,2_o3,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
8,150,n,False,8,1,False,3,False,5,False,0,True,1,1,1.652123928,0.150449991,1.704116106,pocos,3,under,2_u3,senal,guinda,4 AS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
9,141,n,False,8,2,False,3,False,5,False,0,True,2,1,1.635078907,0.133991957,0.902209997,pocos,3,under,2_u3,senal,naranja,4 AS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
10,638,n,True,9,2,False,3,True,6,False,0,False,2,1,1.639266968,0.138736963,0.601536989,muchos,8,under,1,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
11,611,n,True,10,2,False,3,True,7,False,0,False,2,1,1.635579109,0.135090113,0.701714039,muchos,8,over,1,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
12,241,n,True,11,2,False,3,True,8,False,0,False,2,1,3.239552021,1.738461971,0.601801872,pocos,2,over,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
13,170,n,True,12,2,False,3,True,9,False,0,False,2,1,1.63509202,0.133914948,1.80467701,pocos,2,over,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
14,420,n,False,12,3,False,3,False,9,False,0,True,3,1,2.16354394,0.662715912,0.705864906,muchos,7,under,2_u2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
15,626,n,True,13,3,False,3,True,10,False,0,False,3,1,1.647931099,0.145256042,2.305491924,muchos,7,under,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
16,621,n,True,14,3,False,3,True,11,False,0,False,3,1,1.635185003,0.134097099,2.004804134,muchos,7,under,1,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
17,295,n,True,15,3,False,3,True,12,False,0,False,3,1,2.837865829,1.337251186,0.501334906,pocos,3,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
18,2,s,True,16,3,True,4,False,12,False,0,False,3,6,3.259830952,1.758651972,1.614333868,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
19,80,s,True,17,3,True,5,False,12,False,0,False,3,6,3.957555056,2.456428051,0.906213045,pocos,3,over,2_o3,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
20,259,n,True,18,3,False,5,True,13,False,0,False,3,1,1.635029078,0.134299994,0.804625034,pocos,3,over,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
21,165,n,True,19,3,False,5,True,14,False,0,False,3,1,1.641144991,0.139827013,1.002552032,pocos,2,over,3,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
22,314,n,True,20,3,False,5,True,15,False,0,False,3,1,1.635183811,0.134607077,0.902351141,pocos,3,under,1,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
23,198,n,True,21,3,False,5,True,16,False,0,False,3,1,1.635016918,0.134007931,1.20352602,pocos,3,under,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
24,600,n,True,22,3,False,5,True,17,False,0,False,3,1,1.652164936,0.151078939,1.303339958,muchos,8,under,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
25,24,s,True,23,3,True,6,False,17,False,0,False,3,6,2.336927891,0.835836887,0.601567984,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
26,273,n,True,24,3,False,6,True,18,False,0,False,3,1,1.634603977,0.133322001,0.807375908,pocos,3,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
27,207,n,True,25,3,False,6,True,19,False,0,False,3,2,4.077226877,2.572963953,0.518377066,pocos,2,over,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
28,489,n,True,26,3,False,6,True,20,False,0,False,3,2,1.643332958,0.142558813,1.009634972,muchos,7,over,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
29,34,s,True,27,3,True,7,False,20,False,0,False,3,5,1.640478849,0.139406204,0.902382851,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
30,163,n,True,28,3,False,7,True,21,False,0,False,3,1,1.634852886,0.134134054,0.509575844,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
31,33,s,True,29,3,True,8,False,21,False,0,False,3,6,2.052596092,0.551192045,3.852661848,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
32,265,n,True,30,3,False,8,True,22,False,0,False,3,2,1.635740995,0.134490013,0.501378059,pocos,2,under,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
33,157,s,True,31,3,True,9,False,22,False,0,False,3,5,2.240818024,0.738749027,0.501311064,pocos,3,under,2_u3,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
34,303,n,True,32,3,False,9,True,23,False,0,False,3,1,1.635339022,0.13457799,1.70418787,pocos,2,under,1,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
35,559,s,False,32,4,False,9,False,23,True,1,False,3,5,2.946399927,1.445199966,1.002571106,muchos,8,under,2.5,ruido,guinda,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
36,333,s,True,33,4,True,10,False,23,False,1,False,3,5,5.472352028,3.971537828,1.002686977,muchos,7,over,2_o2,senal,azul,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
37,84,s,True,34,4,True,11,False,23,False,1,False,3,5,1.63508296,0.134651184,0.501219988,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
38,269,n,True,35,4,False,11,True,24,False,1,False,3,1,1.735314131,0.234521151,1.307713985,pocos,2,under,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
39,347,s,True,36,4,True,12,False,24,False,1,False,3,6,2.637355089,1.136019945,2.005186081,muchos,7,over,2_o2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
40,375,s,True,37,4,True,13,False,24,False,1,False,3,6,1.636242151,0.135672092,0.501222134,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
41,476,s,True,38,4,True,14,False,24,False,1,False,3,5,1.635029078,0.134104967,0.613012791,muchos,8,under,2_u3,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
42,181,n,True,39,4,False,14,True,25,False,1,False,3,2,2.543566942,1.042479992,2.02254796,pocos,2,under,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
43,477,s,True,40,4,True,15,False,25,False,1,False,3,6,2.342895031,0.842316151,0.804738045,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
44,263,n,True,41,4,False,15,True,26,False,1,False,3,1,1.835777044,0.334482908,1.704040051,pocos,2,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
45,578,n,True,42,4,False,15,True,27,False,1,False,3,1,2.441814899,0.940970898,0.601315022,muchos,8,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
